#           k/h    P           
    0.10000E-03    0.28012E+02
    0.10202E-03    0.28558E+02
    0.10408E-03    0.29115E+02
    0.10618E-03    0.29683E+02
    0.10833E-03    0.30262E+02
    0.11052E-03    0.30852E+02
    0.11275E-03    0.31453E+02
    0.11503E-03    0.32067E+02
    0.11735E-03    0.32692E+02
    0.11972E-03    0.33329E+02
    0.12214E-03    0.33979E+02
    0.12461E-03    0.34642E+02
    0.12712E-03    0.35317E+02
    0.12969E-03    0.36006E+02
    0.13231E-03    0.36708E+02
    0.13499E-03    0.37423E+02
    0.13771E-03    0.38153E+02
    0.14049E-03    0.38897E+02
    0.14333E-03    0.39655E+02
    0.14623E-03    0.40428E+02
    0.14918E-03    0.41216E+02
    0.15220E-03    0.42019E+02
    0.15527E-03    0.42839E+02
    0.15841E-03    0.43673E+02
    0.16161E-03    0.44525E+02
    0.16487E-03    0.45393E+02
    0.16820E-03    0.46277E+02
    0.17160E-03    0.47179E+02
    0.17507E-03    0.48098E+02
    0.17860E-03    0.49036E+02
    0.18221E-03    0.49991E+02
    0.18589E-03    0.50965E+02
    0.18965E-03    0.51958E+02
    0.19348E-03    0.52971E+02
    0.19739E-03    0.54003E+02
    0.20138E-03    0.55055E+02
    0.20544E-03    0.56127E+02
    0.20959E-03    0.57221E+02
    0.21383E-03    0.58335E+02
    0.21815E-03    0.59471E+02
    0.22255E-03    0.60629E+02
    0.22705E-03    0.61810E+02
    0.23164E-03    0.63014E+02
    0.23632E-03    0.64241E+02
    0.24109E-03    0.65491E+02
    0.24596E-03    0.66766E+02
    0.25093E-03    0.68066E+02
    0.25600E-03    0.69391E+02
    0.26117E-03    0.70742E+02
    0.26645E-03    0.72118E+02
    0.27183E-03    0.73522E+02
    0.27732E-03    0.74952E+02
    0.28292E-03    0.76411E+02
    0.28864E-03    0.77897E+02
    0.29447E-03    0.79412E+02
    0.30042E-03    0.80957E+02
    0.30649E-03    0.82531E+02
    0.31268E-03    0.84136E+02
    0.31899E-03    0.85772E+02
    0.32544E-03    0.87439E+02
    0.33201E-03    0.89139E+02
    0.33872E-03    0.90871E+02
    0.34556E-03    0.92636E+02
