#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.117927E+07   0.117927E+07   0.157232E+07   0.157232E+07   0.118120E+07   0.117930E+07   0.117927E+07   0.118769E+07  -0.601138E+00   0.117715E+07   0.117715E+07   0.980367E-01
   0.116143E-04   0.117927E+07   0.117927E+07   0.157231E+07   0.157231E+07   0.118120E+07   0.117930E+07   0.117927E+07   0.118769E+07  -0.601138E+00   0.117715E+07   0.117715E+07   0.108251E+00
   0.128244E-04   0.117927E+07   0.117927E+07   0.157230E+07   0.157230E+07   0.118120E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601138E+00   0.117715E+07   0.117715E+07   0.119529E+00
   0.141606E-04   0.117927E+07   0.117927E+07   0.157229E+07   0.157228E+07   0.118120E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601138E+00   0.117715E+07   0.117715E+07   0.131983E+00
   0.156360E-04   0.117927E+07   0.117927E+07   0.157227E+07   0.157227E+07   0.118120E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601138E+00   0.117715E+07   0.117715E+07   0.145734E+00
   0.172651E-04   0.117927E+07   0.117927E+07   0.157225E+07   0.157225E+07   0.118120E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601138E+00   0.117715E+07   0.117715E+07   0.160918E+00
   0.190639E-04   0.117927E+07   0.117927E+07   0.157222E+07   0.157222E+07   0.118119E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601137E+00   0.117715E+07   0.117715E+07   0.177683E+00
   0.210501E-04   0.117927E+07   0.117927E+07   0.157219E+07   0.157219E+07   0.118119E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601137E+00   0.117715E+07   0.117715E+07   0.196196E+00
   0.232433E-04   0.117927E+07   0.117927E+07   0.157216E+07   0.157215E+07   0.118119E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601136E+00   0.117714E+07   0.117714E+07   0.216637E+00
   0.256650E-04   0.117927E+07   0.117927E+07   0.157211E+07   0.157211E+07   0.118119E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601136E+00   0.117714E+07   0.117714E+07   0.239207E+00
   0.283390E-04   0.117927E+07   0.117927E+07   0.157206E+07   0.157205E+07   0.118119E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601135E+00   0.117714E+07   0.117714E+07   0.264130E+00
   0.312916E-04   0.117927E+07   0.117927E+07   0.157199E+07   0.157198E+07   0.118118E+07   0.117930E+07   0.117927E+07   0.118768E+07  -0.601134E+00   0.117714E+07   0.117714E+07   0.291648E+00
   0.345519E-04   0.117927E+07   0.117927E+07   0.157191E+07   0.157190E+07   0.118118E+07   0.117929E+07   0.117927E+07   0.118768E+07  -0.601134E+00   0.117714E+07   0.117714E+07   0.322033E+00
   0.381518E-04   0.117926E+07   0.117926E+07   0.157181E+07   0.157179E+07   0.118117E+07   0.117929E+07   0.117926E+07   0.118767E+07  -0.601132E+00   0.117714E+07   0.117714E+07   0.355584E+00
   0.421268E-04   0.117926E+07   0.117926E+07   0.157168E+07   0.157167E+07   0.118117E+07   0.117929E+07   0.117926E+07   0.118767E+07  -0.601131E+00   0.117714E+07   0.117714E+07   0.392630E+00
   0.465159E-04   0.117926E+07   0.117926E+07   0.157154E+07   0.157152E+07   0.118116E+07   0.117929E+07   0.117926E+07   0.118767E+07  -0.601129E+00   0.117713E+07   0.117713E+07   0.433535E+00
   0.513623E-04   0.117926E+07   0.117926E+07   0.157135E+07   0.157133E+07   0.118115E+07   0.117929E+07   0.117926E+07   0.118766E+07  -0.601127E+00   0.117713E+07   0.117713E+07   0.478700E+00
   0.567137E-04   0.117925E+07   0.117925E+07   0.157113E+07   0.157110E+07   0.118114E+07   0.117928E+07   0.117925E+07   0.118766E+07  -0.601125E+00   0.117713E+07   0.117713E+07   0.528570E+00
   0.626227E-04   0.117925E+07   0.117925E+07   0.157086E+07   0.157083E+07   0.118113E+07   0.117928E+07   0.117925E+07   0.118765E+07  -0.601121E+00   0.117712E+07   0.117712E+07   0.583635E+00
   0.691473E-04   0.117924E+07   0.117924E+07   0.157054E+07   0.157049E+07   0.118111E+07   0.117927E+07   0.117924E+07   0.118765E+07  -0.601118E+00   0.117712E+07   0.117712E+07   0.644433E+00
   0.763516E-04   0.117924E+07   0.117924E+07   0.157014E+07   0.157008E+07   0.118109E+07   0.117927E+07   0.117924E+07   0.118764E+07  -0.601113E+00   0.117711E+07   0.117711E+07   0.711564E+00
   0.843066E-04   0.117923E+07   0.117923E+07   0.156965E+07   0.156958E+07   0.118106E+07   0.117926E+07   0.117923E+07   0.118763E+07  -0.601107E+00   0.117710E+07   0.117710E+07   0.785684E+00
   0.930904E-04   0.117922E+07   0.117922E+07   0.156905E+07   0.156897E+07   0.118103E+07   0.117925E+07   0.117922E+07   0.118761E+07  -0.601100E+00   0.117710E+07   0.117710E+07   0.867521E+00
   0.102789E-03   0.117921E+07   0.117921E+07   0.156833E+07   0.156823E+07   0.118100E+07   0.117924E+07   0.117921E+07   0.118760E+07  -0.601092E+00   0.117708E+07   0.117708E+07   0.957876E+00
   0.113499E-03   0.117919E+07   0.117919E+07   0.156744E+07   0.156733E+07   0.118095E+07   0.117922E+07   0.117919E+07   0.118758E+07  -0.601082E+00   0.117707E+07   0.117707E+07   0.105763E+01
   0.125324E-03   0.117918E+07   0.117918E+07   0.156637E+07   0.156622E+07   0.118090E+07   0.117920E+07   0.117918E+07   0.118756E+07  -0.601069E+00   0.117705E+07   0.117705E+07   0.116777E+01
   0.138382E-03   0.117916E+07   0.117916E+07   0.156506E+07   0.156488E+07   0.118083E+07   0.117918E+07   0.117916E+07   0.118753E+07  -0.601054E+00   0.117703E+07   0.117703E+07   0.128937E+01
   0.152799E-03   0.117913E+07   0.117913E+07   0.156346E+07   0.156324E+07   0.118075E+07   0.117916E+07   0.117913E+07   0.118749E+07  -0.601035E+00   0.117701E+07   0.117701E+07   0.142361E+01
   0.168719E-03   0.117910E+07   0.117910E+07   0.156151E+07   0.156125E+07   0.118066E+07   0.117912E+07   0.117910E+07   0.118745E+07  -0.601013E+00   0.117698E+07   0.117698E+07   0.157179E+01
   0.186298E-03   0.117906E+07   0.117906E+07   0.155914E+07   0.155883E+07   0.118054E+07   0.117909E+07   0.117906E+07   0.118740E+07  -0.600985E+00   0.117694E+07   0.117694E+07   0.173538E+01
   0.205708E-03   0.117902E+07   0.117901E+07   0.155626E+07   0.155587E+07   0.118039E+07   0.117904E+07   0.117902E+07   0.118734E+07  -0.600952E+00   0.117689E+07   0.117689E+07   0.191594E+01
   0.227141E-03   0.117896E+07   0.117896E+07   0.155275E+07   0.155228E+07   0.118021E+07   0.117898E+07   0.117896E+07   0.118726E+07  -0.600911E+00   0.117684E+07   0.117684E+07   0.211523E+01
   0.250806E-03   0.117889E+07   0.117889E+07   0.154848E+07   0.154791E+07   0.118000E+07   0.117891E+07   0.117889E+07   0.118717E+07  -0.600861E+00   0.117677E+07   0.117677E+07   0.233517E+01
   0.276938E-03   0.117881E+07   0.117880E+07   0.154328E+07   0.154259E+07   0.117973E+07   0.117882E+07   0.117881E+07   0.118705E+07  -0.600800E+00   0.117669E+07   0.117668E+07   0.257787E+01
   0.305791E-03   0.117871E+07   0.117870E+07   0.153698E+07   0.153614E+07   0.117941E+07   0.117872E+07   0.117871E+07   0.118691E+07  -0.600726E+00   0.117658E+07   0.117658E+07   0.284566E+01
   0.337651E-03   0.117859E+07   0.117858E+07   0.152932E+07   0.152830E+07   0.117902E+07   0.117859E+07   0.117859E+07   0.118675E+07  -0.600636E+00   0.117646E+07   0.117646E+07   0.314107E+01
   0.372831E-03   0.117844E+07   0.117842E+07   0.152002E+07   0.151879E+07   0.117854E+07   0.117844E+07   0.117844E+07   0.118654E+07  -0.600526E+00   0.117631E+07   0.117631E+07   0.346689E+01
   0.411676E-03   0.117826E+07   0.117824E+07   0.150876E+07   0.150728E+07   0.117796E+07   0.117825E+07   0.117825E+07   0.118629E+07  -0.600393E+00   0.117613E+07   0.117613E+07   0.382617E+01
   0.454568E-03   0.117803E+07   0.117801E+07   0.149514E+07   0.149335E+07   0.117725E+07   0.117802E+07   0.117803E+07   0.118599E+07  -0.600231E+00   0.117591E+07   0.117590E+07   0.422221E+01
   0.501929E-03   0.117776E+07   0.117774E+07   0.147868E+07   0.147652E+07   0.117639E+07   0.117774E+07   0.117776E+07   0.118562E+07  -0.600034E+00   0.117563E+07   0.117563E+07   0.465862E+01
   0.554224E-03   0.117744E+07   0.117740E+07   0.145884E+07   0.145625E+07   0.117534E+07   0.117740E+07   0.117743E+07   0.118517E+07  -0.599795E+00   0.117530E+07   0.117530E+07   0.513932E+01
   0.611968E-03   0.117704E+07   0.117700E+07   0.143497E+07   0.143188E+07   0.117407E+07   0.117699E+07   0.117703E+07   0.118463E+07  -0.599505E+00   0.117490E+07   0.117490E+07   0.566851E+01
   0.675728E-03   0.117655E+07   0.117651E+07   0.140636E+07   0.140269E+07   0.117252E+07   0.117648E+07   0.117654E+07   0.118398E+07  -0.599153E+00   0.117441E+07   0.117441E+07   0.625071E+01
   0.746132E-03   0.117596E+07   0.117591E+07   0.137219E+07   0.136785E+07   0.117063E+07   0.117587E+07   0.117595E+07   0.118318E+07  -0.598727E+00   0.117382E+07   0.117382E+07   0.689077E+01
   0.823870E-03   0.117525E+07   0.117518E+07   0.133156E+07   0.132646E+07   0.116835E+07   0.117513E+07   0.117524E+07   0.118222E+07  -0.598213E+00   0.117310E+07   0.117309E+07   0.759377E+01
   0.909708E-03   0.117438E+07   0.117430E+07   0.128352E+07   0.127758E+07   0.116558E+07   0.117424E+07   0.117437E+07   0.118107E+07  -0.597593E+00   0.117223E+07   0.117222E+07   0.836507E+01
   0.100449E-02   0.117333E+07   0.117323E+07   0.122711E+07   0.122027E+07   0.116222E+07   0.117315E+07   0.117332E+07   0.117968E+07  -0.596847E+00   0.117117E+07   0.117116E+07   0.921022E+01
   0.110915E-02   0.117207E+07   0.117194E+07   0.116144E+07   0.115367E+07   0.115816E+07   0.117184E+07   0.117205E+07   0.117802E+07  -0.595952E+00   0.116989E+07   0.116988E+07   0.101349E+02
   0.122471E-02   0.117054E+07   0.117039E+07   0.108580E+07   0.107712E+07   0.115326E+07   0.117025E+07   0.117052E+07   0.117603E+07  -0.594881E+00   0.116834E+07   0.116833E+07   0.111447E+02
   0.135231E-02   0.116870E+07   0.116852E+07   0.999795E+06   0.990312E+06   0.114729E+07   0.116835E+07   0.116867E+07   0.117366E+07  -0.593605E+00   0.116648E+07   0.116646E+07   0.122454E+02
   0.149320E-02   0.116650E+07   0.116627E+07   0.903592E+06   0.893521E+06   0.114011E+07   0.116606E+07   0.116646E+07   0.117086E+07  -0.592092E+00   0.116423E+07   0.116421E+07   0.134422E+02
   0.164878E-02   0.116386E+07   0.116359E+07   0.798159E+06   0.787857E+06   0.113156E+07   0.116332E+07   0.116381E+07   0.116756E+07  -0.590308E+00   0.116154E+07   0.116151E+07   0.147401E+02
   0.182056E-02   0.116071E+07   0.116038E+07   0.685548E+06   0.675537E+06   0.112138E+07   0.116006E+07   0.116066E+07   0.116370E+07  -0.588216E+00   0.115832E+07   0.115828E+07   0.161437E+02
   0.201024E-02   0.115697E+07   0.115657E+07   0.569152E+06   0.560112E+06   0.110931E+07   0.115619E+07   0.115691E+07   0.115921E+07  -0.585781E+00   0.115448E+07   0.115444E+07   0.176569E+02
   0.221969E-02   0.115256E+07   0.115208E+07   0.453825E+06   0.446544E+06   0.109506E+07   0.115162E+07   0.115249E+07   0.115403E+07  -0.582969E+00   0.114994E+07   0.114989E+07   0.192834E+02
