#           k/h    P           
    0.10000E-03    0.35597E+00
    0.10202E-03    0.36292E+00
    0.10408E-03    0.36999E+00
    0.10618E-03    0.37721E+00
    0.10833E-03    0.38457E+00
    0.11052E-03    0.39207E+00
    0.11275E-03    0.39972E+00
    0.11503E-03    0.40751E+00
    0.11735E-03    0.41546E+00
    0.11972E-03    0.42356E+00
    0.12214E-03    0.43182E+00
    0.12461E-03    0.44024E+00
    0.12712E-03    0.44883E+00
    0.12969E-03    0.45758E+00
    0.13231E-03    0.46651E+00
    0.13499E-03    0.47561E+00
    0.13771E-03    0.48488E+00
    0.14049E-03    0.49434E+00
    0.14333E-03    0.50398E+00
    0.14623E-03    0.51381E+00
    0.14918E-03    0.52383E+00
    0.15220E-03    0.53404E+00
    0.15527E-03    0.54446E+00
    0.15841E-03    0.55507E+00
    0.16161E-03    0.56590E+00
    0.16487E-03    0.57693E+00
    0.16820E-03    0.58818E+00
    0.17160E-03    0.59965E+00
    0.17507E-03    0.61134E+00
    0.17860E-03    0.62326E+00
    0.18221E-03    0.63542E+00
    0.18589E-03    0.64780E+00
    0.18965E-03    0.66044E+00
    0.19348E-03    0.67331E+00
    0.19739E-03    0.68644E+00
    0.20138E-03    0.69982E+00
    0.20544E-03    0.71346E+00
    0.20959E-03    0.72737E+00
    0.21383E-03    0.74155E+00
    0.21815E-03    0.75601E+00
    0.22255E-03    0.77075E+00
    0.22705E-03    0.78577E+00
    0.23164E-03    0.80109E+00
    0.23632E-03    0.81670E+00
    0.24109E-03    0.83262E+00
    0.24596E-03    0.84885E+00
    0.25093E-03    0.86539E+00
    0.25600E-03    0.88225E+00
    0.26117E-03    0.89945E+00
    0.26645E-03    0.91697E+00
    0.27183E-03    0.93484E+00
    0.27732E-03    0.95306E+00
    0.28292E-03    0.97163E+00
    0.28864E-03    0.99056E+00
    0.29447E-03    0.10099E+01
    0.30042E-03    0.10295E+01
    0.30649E-03    0.10496E+01
    0.31268E-03    0.10700E+01
    0.31899E-03    0.10909E+01
    0.32544E-03    0.11121E+01
    0.33201E-03    0.11338E+01
    0.33872E-03    0.11559E+01
    0.34556E-03    0.11784E+01
    0.35254E-03    0.12013E+01
    0.35966E-03    0.12247E+01
    0.36693E-03    0.12485E+01
    0.37434E-03    0.12728E+01
    0.38190E-03    0.12976E+01
    0.38962E-03    0.13229E+01
    0.39749E-03    0.13486E+01
    0.40552E-03    0.13749E+01
    0.41371E-03    0.14016E+01
    0.42207E-03    0.14289E+01
    0.43060E-03    0.14567E+01
    0.43929E-03    0.14850E+01
    0.44817E-03    0.15139E+01
    0.45722E-03    0.15433E+01
    0.46646E-03    0.15733E+01
    0.47588E-03    0.16039E+01
    0.48550E-03    0.16351E+01
    0.49530E-03    0.16669E+01
    0.50531E-03    0.16993E+01
    0.51552E-03    0.17323E+01
    0.52593E-03    0.17659E+01
    0.53656E-03    0.18002E+01
    0.54739E-03    0.18352E+01
    0.55845E-03    0.18708E+01
    0.56973E-03    0.19071E+01
    0.58124E-03    0.19441E+01
    0.59299E-03    0.19819E+01
    0.60496E-03    0.20203E+01
    0.61719E-03    0.20595E+01
    0.62965E-03    0.20994E+01
    0.64237E-03    0.21401E+01
    0.65535E-03    0.21816E+01
    0.66859E-03    0.22239E+01
    0.68210E-03    0.22670E+01
    0.69588E-03    0.23109E+01
    0.70993E-03    0.23556E+01
    0.72427E-03    0.24012E+01
    0.73891E-03    0.24477E+01
    0.75383E-03    0.24950E+01
    0.76906E-03    0.25432E+01
    0.78460E-03    0.25924E+01
    0.80045E-03    0.26425E+01
    0.81662E-03    0.26935E+01
    0.83311E-03    0.27455E+01
    0.84994E-03    0.27985E+01
    0.86711E-03    0.28524E+01
    0.88463E-03    0.29074E+01
    0.90250E-03    0.29635E+01
    0.92073E-03    0.30205E+01
    0.93933E-03    0.30787E+01
    0.95831E-03    0.31379E+01
    0.97767E-03    0.31982E+01
    0.99742E-03    0.32597E+01
    0.10176E-02    0.33223E+01
    0.10381E-02    0.33861E+01
    0.10591E-02    0.34510E+01
    0.10805E-02    0.35172E+01
    0.11023E-02    0.35845E+01
    0.11246E-02    0.36531E+01
    0.11473E-02    0.37230E+01
    0.11705E-02    0.37942E+01
    0.11941E-02    0.38666E+01
    0.12182E-02    0.39404E+01
    0.12429E-02    0.40155E+01
    0.12680E-02    0.40920E+01
    0.12936E-02    0.41698E+01
