#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.924315E+06   0.924315E+06   0.123240E+07   0.123239E+07   0.926606E+06   0.924350E+06   0.924315E+06   0.932710E+06  -0.601441E+00   0.922378E+06   0.922378E+06   0.121406E+00
   0.116143E-04   0.924315E+06   0.924315E+06   0.123239E+07   0.123239E+07   0.926606E+06   0.924350E+06   0.924315E+06   0.932710E+06  -0.601441E+00   0.922378E+06   0.922378E+06   0.134055E+00
   0.128244E-04   0.924315E+06   0.924315E+06   0.123238E+07   0.123238E+07   0.926605E+06   0.924350E+06   0.924315E+06   0.932710E+06  -0.601440E+00   0.922378E+06   0.922378E+06   0.148022E+00
   0.141606E-04   0.924315E+06   0.924315E+06   0.123237E+07   0.123237E+07   0.926605E+06   0.924350E+06   0.924315E+06   0.932710E+06  -0.601440E+00   0.922378E+06   0.922378E+06   0.163444E+00
   0.156360E-04   0.924315E+06   0.924315E+06   0.123236E+07   0.123236E+07   0.926604E+06   0.924350E+06   0.924315E+06   0.932710E+06  -0.601440E+00   0.922378E+06   0.922378E+06   0.180473E+00
   0.172651E-04   0.924315E+06   0.924315E+06   0.123235E+07   0.123235E+07   0.926603E+06   0.924349E+06   0.924315E+06   0.932709E+06  -0.601440E+00   0.922378E+06   0.922378E+06   0.199276E+00
   0.190639E-04   0.924314E+06   0.924314E+06   0.123234E+07   0.123233E+07   0.926602E+06   0.924349E+06   0.924314E+06   0.932709E+06  -0.601440E+00   0.922377E+06   0.922377E+06   0.220038E+00
   0.210501E-04   0.924314E+06   0.924314E+06   0.123232E+07   0.123232E+07   0.926601E+06   0.924349E+06   0.924314E+06   0.932708E+06  -0.601439E+00   0.922377E+06   0.922377E+06   0.242963E+00
   0.232433E-04   0.924314E+06   0.924314E+06   0.123230E+07   0.123229E+07   0.926599E+06   0.924348E+06   0.924314E+06   0.932708E+06  -0.601439E+00   0.922377E+06   0.922377E+06   0.268277E+00
   0.256650E-04   0.924313E+06   0.924313E+06   0.123227E+07   0.123226E+07   0.926598E+06   0.924348E+06   0.924313E+06   0.932707E+06  -0.601438E+00   0.922376E+06   0.922376E+06   0.296228E+00
   0.283390E-04   0.924312E+06   0.924312E+06   0.123224E+07   0.123223E+07   0.926595E+06   0.924347E+06   0.924312E+06   0.932706E+06  -0.601438E+00   0.922376E+06   0.922376E+06   0.327091E+00
   0.312916E-04   0.924312E+06   0.924312E+06   0.123220E+07   0.123219E+07   0.926593E+06   0.924346E+06   0.924312E+06   0.932705E+06  -0.601437E+00   0.922375E+06   0.922375E+06   0.361169E+00
   0.345519E-04   0.924311E+06   0.924311E+06   0.123215E+07   0.123214E+07   0.926589E+06   0.924345E+06   0.924311E+06   0.932704E+06  -0.601436E+00   0.922374E+06   0.922374E+06   0.398798E+00
   0.381518E-04   0.924310E+06   0.924310E+06   0.123209E+07   0.123208E+07   0.926585E+06   0.924344E+06   0.924310E+06   0.932702E+06  -0.601435E+00   0.922373E+06   0.922373E+06   0.440347E+00
   0.421268E-04   0.924308E+06   0.924308E+06   0.123201E+07   0.123200E+07   0.926580E+06   0.924343E+06   0.924308E+06   0.932700E+06  -0.601434E+00   0.922371E+06   0.922371E+06   0.486224E+00
   0.465159E-04   0.924307E+06   0.924306E+06   0.123192E+07   0.123191E+07   0.926574E+06   0.924341E+06   0.924307E+06   0.932698E+06  -0.601432E+00   0.922370E+06   0.922370E+06   0.536880E+00
   0.513623E-04   0.924305E+06   0.924304E+06   0.123181E+07   0.123179E+07   0.926567E+06   0.924339E+06   0.924305E+06   0.932695E+06  -0.601430E+00   0.922368E+06   0.922368E+06   0.592813E+00
   0.567137E-04   0.924302E+06   0.924302E+06   0.123168E+07   0.123166E+07   0.926558E+06   0.924336E+06   0.924302E+06   0.932692E+06  -0.601428E+00   0.922365E+06   0.922365E+06   0.654573E+00
   0.626227E-04   0.924299E+06   0.924299E+06   0.123152E+07   0.123149E+07   0.926547E+06   0.924333E+06   0.924299E+06   0.932687E+06  -0.601425E+00   0.922362E+06   0.922362E+06   0.722766E+00
   0.691473E-04   0.924296E+06   0.924295E+06   0.123132E+07   0.123128E+07   0.926534E+06   0.924329E+06   0.924295E+06   0.932682E+06  -0.601421E+00   0.922358E+06   0.922358E+06   0.798061E+00
   0.763516E-04   0.924291E+06   0.924290E+06   0.123108E+07   0.123104E+07   0.926517E+06   0.924325E+06   0.924291E+06   0.932676E+06  -0.601417E+00   0.922354E+06   0.922354E+06   0.881198E+00
   0.843066E-04   0.924286E+06   0.924285E+06   0.123078E+07   0.123073E+07   0.926498E+06   0.924319E+06   0.924285E+06   0.932668E+06  -0.601412E+00   0.922348E+06   0.922348E+06   0.972992E+00
