#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.689517E+07   0.689517E+07   0.919207E+07   0.919201E+07   0.689589E+07   0.689518E+07   0.689517E+07   0.690357E+07  -0.595348E+00   0.672724E+07   0.672724E+07   0.113407E+02
   0.116143E-04   0.689517E+07   0.689517E+07   0.919174E+07   0.919167E+07   0.689589E+07   0.689518E+07   0.689517E+07   0.690357E+07  -0.595348E+00   0.672724E+07   0.672724E+07   0.125221E+02
   0.128244E-04   0.689517E+07   0.689517E+07   0.919134E+07   0.919126E+07   0.689589E+07   0.689518E+07   0.689517E+07   0.690357E+07  -0.595348E+00   0.672724E+07   0.672724E+07   0.138265E+02
   0.141606E-04   0.689516E+07   0.689516E+07   0.919086E+07   0.919075E+07   0.689588E+07   0.689518E+07   0.689516E+07   0.690356E+07  -0.595348E+00   0.672724E+07   0.672724E+07   0.152667E+02
   0.156360E-04   0.689516E+07   0.689516E+07   0.919026E+07   0.919013E+07   0.689588E+07   0.689517E+07   0.689516E+07   0.690356E+07  -0.595348E+00   0.672724E+07   0.672724E+07   0.168569E+02
   0.172651E-04   0.689516E+07   0.689516E+07   0.918954E+07   0.918938E+07   0.689588E+07   0.689517E+07   0.689516E+07   0.690356E+07  -0.595347E+00   0.672723E+07   0.672723E+07   0.186126E+02
   0.190639E-04   0.689515E+07   0.689515E+07   0.918865E+07   0.918846E+07   0.689587E+07   0.689516E+07   0.689515E+07   0.690355E+07  -0.595347E+00   0.672723E+07   0.672723E+07   0.205510E+02
   0.210501E-04   0.689515E+07   0.689515E+07   0.918757E+07   0.918734E+07   0.689586E+07   0.689516E+07   0.689515E+07   0.690355E+07  -0.595346E+00   0.672722E+07   0.672722E+07   0.226910E+02
   0.232433E-04   0.689514E+07   0.689514E+07   0.918626E+07   0.918597E+07   0.689585E+07   0.689515E+07   0.689514E+07   0.690354E+07  -0.595346E+00   0.672722E+07   0.672722E+07   0.250537E+02
   0.256650E-04   0.689514E+07   0.689514E+07   0.918466E+07   0.918430E+07   0.689584E+07   0.689515E+07   0.689514E+07   0.690353E+07  -0.595345E+00   0.672721E+07   0.672721E+07   0.276620E+02
   0.283390E-04   0.689513E+07   0.689513E+07   0.918270E+07   0.918227E+07   0.689583E+07   0.689514E+07   0.689513E+07   0.690352E+07  -0.595344E+00   0.672720E+07   0.672720E+07   0.305413E+02
   0.312916E-04   0.689512E+07   0.689511E+07   0.918032E+07   0.917980E+07   0.689581E+07   0.689513E+07   0.689512E+07   0.690351E+07  -0.595343E+00   0.672719E+07   0.672719E+07   0.337197E+02
   0.345519E-04   0.689510E+07   0.689510E+07   0.917742E+07   0.917678E+07   0.689579E+07   0.689511E+07   0.689510E+07   0.690349E+07  -0.595341E+00   0.672718E+07   0.672718E+07   0.372280E+02
   0.381518E-04   0.689509E+07   0.689508E+07   0.917389E+07   0.917311E+07   0.689577E+07   0.689510E+07   0.689509E+07   0.690347E+07  -0.595339E+00   0.672716E+07   0.672716E+07   0.411000E+02
   0.421268E-04   0.689507E+07   0.689506E+07   0.916958E+07   0.916863E+07   0.689574E+07   0.689508E+07   0.689507E+07   0.690345E+07  -0.595337E+00   0.672715E+07   0.672714E+07   0.453732E+02
   0.465159E-04   0.689504E+07   0.689504E+07   0.916433E+07   0.916317E+07   0.689570E+07   0.689505E+07   0.689504E+07   0.690342E+07  -0.595335E+00   0.672712E+07   0.672712E+07   0.500885E+02
   0.513623E-04   0.689501E+07   0.689501E+07   0.915793E+07   0.915651E+07   0.689566E+07   0.689502E+07   0.689501E+07   0.690338E+07  -0.595331E+00   0.672709E+07   0.672709E+07   0.552909E+02
   0.567137E-04   0.689498E+07   0.689497E+07   0.915013E+07   0.914841E+07   0.689561E+07   0.689499E+07   0.689498E+07   0.690334E+07  -0.595328E+00   0.672706E+07   0.672705E+07   0.610297E+02
   0.626227E-04   0.689494E+07   0.689493E+07   0.914063E+07   0.913854E+07   0.689554E+07   0.689494E+07   0.689493E+07   0.690329E+07  -0.595323E+00   0.672702E+07   0.672701E+07   0.673589E+02
   0.691473E-04   0.689488E+07   0.689487E+07   0.912907E+07   0.912651E+07   0.689546E+07   0.689489E+07   0.689488E+07   0.690322E+07  -0.595317E+00   0.672697E+07   0.672695E+07   0.743374E+02
   0.763516E-04   0.689482E+07   0.689481E+07   0.911499E+07   0.911187E+07   0.689537E+07   0.689482E+07   0.689482E+07   0.690314E+07  -0.595310E+00   0.672690E+07   0.672689E+07   0.820292E+02
   0.843066E-04   0.689474E+07   0.689472E+07   0.909784E+07   0.909406E+07   0.689525E+07   0.689475E+07   0.689474E+07   0.690305E+07  -0.595301E+00   0.672683E+07   0.672681E+07   0.905040E+02
   0.930904E-04   0.689465E+07   0.689462E+07   0.907699E+07   0.907237E+07   0.689511E+07   0.689465E+07   0.689464E+07   0.690293E+07  -0.595291E+00   0.672673E+07   0.672671E+07   0.998372E+02
   0.102789E-03   0.689453E+07   0.689450E+07   0.905162E+07   0.904601E+07   0.689493E+07   0.689453E+07   0.689452E+07   0.690279E+07  -0.595278E+00   0.672662E+07   0.672659E+07   0.110109E+03
   0.113499E-03   0.689439E+07   0.689436E+07   0.902078E+07   0.901396E+07   0.689472E+07   0.689439E+07   0.689438E+07   0.690262E+07  -0.595262E+00   0.672648E+07   0.672645E+07   0.121407E+03
   0.125324E-03   0.689421E+07   0.689418E+07   0.898332E+07   0.897502E+07   0.689447E+07   0.689421E+07   0.689421E+07   0.690241E+07  -0.595243E+00   0.672632E+07   0.672627E+07   0.133823E+03
   0.138382E-03   0.689400E+07   0.689396E+07   0.893784E+07   0.892777E+07   0.689415E+07   0.689400E+07   0.689400E+07   0.690215E+07  -0.595220E+00   0.672611E+07   0.672605E+07   0.147451E+03
   0.152799E-03   0.689375E+07   0.689369E+07   0.888270E+07   0.887047E+07   0.689377E+07   0.689374E+07   0.689374E+07   0.690184E+07  -0.595192E+00   0.672586E+07   0.672579E+07   0.162391E+03
   0.168719E-03   0.689343E+07   0.689337E+07   0.881591E+07   0.880109E+07   0.689330E+07   0.689342E+07   0.689342E+07   0.690146E+07  -0.595158E+00   0.672556E+07   0.672547E+07   0.178744E+03
   0.186298E-03   0.689305E+07   0.689297E+07   0.873513E+07   0.871718E+07   0.689273E+07   0.689304E+07   0.689304E+07   0.690100E+07  -0.595116E+00   0.672519E+07   0.672509E+07   0.196608E+03
   0.205708E-03   0.689259E+07   0.689249E+07   0.863761E+07   0.861590E+07   0.689204E+07   0.689257E+07   0.689257E+07   0.690044E+07  -0.595066E+00   0.672474E+07   0.672461E+07   0.216074E+03
   0.227141E-03   0.689203E+07   0.689191E+07   0.852013E+07   0.849393E+07   0.689120E+07   0.689200E+07   0.689201E+07   0.689976E+07  -0.595004E+00   0.672419E+07   0.672404E+07   0.237225E+03
   0.250806E-03   0.689134E+07   0.689120E+07   0.837897E+07   0.834742E+07   0.689017E+07   0.689130E+07   0.689132E+07   0.689894E+07  -0.594929E+00   0.672352E+07   0.672334E+07   0.260121E+03
   0.276938E-03   0.689051E+07   0.689033E+07   0.820993E+07   0.817204E+07   0.688892E+07   0.689046E+07   0.689048E+07   0.689794E+07  -0.594839E+00   0.672271E+07   0.672249E+07   0.284795E+03
   0.305791E-03   0.688949E+07   0.688928E+07   0.800829E+07   0.796294E+07   0.688740E+07   0.688943E+07   0.688946E+07   0.689672E+07  -0.594729E+00   0.672172E+07   0.672146E+07   0.311234E+03
   0.337651E-03   0.688826E+07   0.688801E+07   0.776894E+07   0.771488E+07   0.688555E+07   0.688818E+07   0.688822E+07   0.689526E+07  -0.594596E+00   0.672052E+07   0.672021E+07   0.339366E+03
