#           k/h    P           
    0.10000E-03    0.47878E+01
    0.10202E-03    0.48811E+01
    0.10408E-03    0.49763E+01
    0.10618E-03    0.50734E+01
    0.10833E-03    0.51723E+01
    0.11052E-03    0.52732E+01
    0.11275E-03    0.53760E+01
    0.11503E-03    0.54808E+01
    0.11735E-03    0.55877E+01
    0.11972E-03    0.56967E+01
    0.12214E-03    0.58078E+01
    0.12461E-03    0.59210E+01
    0.12712E-03    0.60365E+01
    0.12969E-03    0.61542E+01
    0.13231E-03    0.62742E+01
    0.13499E-03    0.63965E+01
    0.13771E-03    0.65213E+01
    0.14049E-03    0.66484E+01
    0.14333E-03    0.67780E+01
    0.14623E-03    0.69102E+01
    0.14918E-03    0.70449E+01
    0.15220E-03    0.71823E+01
    0.15527E-03    0.73223E+01
    0.15841E-03    0.74650E+01
    0.16161E-03    0.76106E+01
    0.16487E-03    0.77589E+01
    0.16820E-03    0.79102E+01
    0.17160E-03    0.80644E+01
    0.17507E-03    0.82216E+01
    0.17860E-03    0.83818E+01
    0.18221E-03    0.85452E+01
    0.18589E-03    0.87117E+01
    0.18965E-03    0.88815E+01
    0.19348E-03    0.90546E+01
    0.19739E-03    0.92311E+01
    0.20138E-03    0.94110E+01
    0.20544E-03    0.95944E+01
    0.20959E-03    0.97813E+01
    0.21383E-03    0.99719E+01
    0.21815E-03    0.10166E+02
    0.22255E-03    0.10364E+02
    0.22705E-03    0.10566E+02
    0.23164E-03    0.10772E+02
    0.23632E-03    0.10982E+02
    0.24109E-03    0.11196E+02
    0.24596E-03    0.11414E+02
    0.25093E-03    0.11636E+02
    0.25600E-03    0.11863E+02
    0.26117E-03    0.12094E+02
    0.26645E-03    0.12329E+02
    0.27183E-03    0.12569E+02
    0.27732E-03    0.12814E+02
    0.28292E-03    0.13063E+02
    0.28864E-03    0.13318E+02
    0.29447E-03    0.13577E+02
    0.30042E-03    0.13841E+02
    0.30649E-03    0.14111E+02
    0.31268E-03    0.14385E+02
    0.31899E-03    0.14665E+02
    0.32544E-03    0.14950E+02
    0.33201E-03    0.15241E+02
    0.33872E-03    0.15538E+02
    0.34556E-03    0.15840E+02
    0.35254E-03    0.16148E+02
    0.35966E-03    0.16462E+02
    0.36693E-03    0.16782E+02
    0.37434E-03    0.17108E+02
    0.38190E-03    0.17441E+02
    0.38962E-03    0.17779E+02
    0.39749E-03    0.18125E+02
    0.40552E-03    0.18477E+02
    0.41371E-03    0.18836E+02
    0.42207E-03    0.19202E+02
    0.43060E-03    0.19575E+02
    0.43929E-03    0.19954E+02
    0.44817E-03    0.20342E+02
    0.45722E-03    0.20736E+02
    0.46646E-03    0.21139E+02
    0.47588E-03    0.21549E+02
    0.48550E-03    0.21967E+02
    0.49530E-03    0.22392E+02
    0.50531E-03    0.22826E+02
    0.51552E-03    0.23269E+02
    0.52593E-03    0.23720E+02
    0.53656E-03    0.24179E+02
    0.54739E-03    0.24647E+02
    0.55845E-03    0.25124E+02
    0.56973E-03    0.25610E+02
    0.58124E-03    0.26105E+02
    0.59299E-03    0.26610E+02
    0.60496E-03    0.27125E+02
    0.61719E-03    0.27649E+02
    0.62965E-03    0.28183E+02
    0.64237E-03    0.28727E+02
    0.65535E-03    0.29281E+02
    0.66859E-03    0.29846E+02
    0.68210E-03    0.30421E+02
    0.69588E-03    0.31008E+02
    0.70993E-03    0.31605E+02
    0.72427E-03    0.32213E+02
    0.73891E-03    0.32833E+02
    0.75383E-03    0.33465E+02
    0.76906E-03    0.34108E+02
    0.78460E-03    0.34763E+02
    0.80045E-03    0.35431E+02
    0.81662E-03    0.36111E+02
    0.83311E-03    0.36803E+02
    0.84994E-03    0.37508E+02
    0.86711E-03    0.38226E+02
    0.88463E-03    0.38958E+02
    0.90250E-03    0.39703E+02
    0.92073E-03    0.40461E+02
    0.93933E-03    0.41234E+02
    0.95831E-03    0.42020E+02
    0.97767E-03    0.42821E+02
    0.99742E-03    0.43636E+02
    0.10176E-02    0.44466E+02
    0.10381E-02    0.45311E+02
    0.10591E-02    0.46171E+02
    0.10805E-02    0.47047E+02
    0.11023E-02    0.47938E+02
    0.11246E-02    0.48845E+02
    0.11473E-02    0.49769E+02
    0.11705E-02    0.50708E+02
    0.11941E-02    0.51664E+02
    0.12182E-02    0.52637E+02
    0.12429E-02    0.53627E+02
    0.12680E-02    0.54634E+02
    0.12936E-02    0.55659E+02
    0.13197E-02    0.56701E+02
    0.13464E-02    0.57761E+02
    0.13736E-02    0.58840E+02
    0.14013E-02    0.59936E+02
    0.14296E-02    0.61052E+02
    0.14585E-02    0.62186E+02
    0.14880E-02    0.63339E+02
    0.15180E-02    0.64511E+02
    0.15487E-02    0.65703E+02
    0.15800E-02    0.66914E+02
    0.16119E-02    0.68146E+02
    0.16445E-02    0.69397E+02
    0.16777E-02    0.70668E+02
    0.17116E-02    0.71960E+02
    0.17462E-02    0.73273E+02
    0.17814E-02    0.74606E+02
    0.18174E-02    0.75961E+02
    0.18541E-02    0.77336E+02
    0.18916E-02    0.78733E+02
    0.19298E-02    0.80152E+02
    0.19688E-02    0.81592E+02
    0.20086E-02    0.83054E+02
    0.20491E-02    0.84538E+02
    0.20905E-02    0.86044E+02
    0.21328E-02    0.87572E+02
    0.21758E-02    0.89123E+02
    0.22198E-02    0.90696E+02
    0.22646E-02    0.92291E+02
    0.23104E-02    0.93910E+02
    0.23571E-02    0.95551E+02
    0.24047E-02    0.97215E+02
    0.24533E-02    0.98901E+02
    0.25028E-02    0.10061E+03
    0.25534E-02    0.10234E+03
    0.26050E-02    0.10410E+03
    0.26576E-02    0.10588E+03
    0.27113E-02    0.10768E+03
    0.27660E-02    0.10951E+03
    0.28219E-02    0.11135E+03
    0.28789E-02    0.11322E+03
    0.29371E-02    0.11512E+03
    0.29964E-02    0.11704E+03
    0.30569E-02    0.11897E+03
    0.31187E-02    0.12094E+03
    0.31817E-02    0.12292E+03
    0.32460E-02    0.12493E+03
    0.33115E-02    0.12696E+03
    0.33784E-02    0.12901E+03
    0.34467E-02    0.13108E+03
    0.35163E-02    0.13318E+03
    0.35874E-02    0.13529E+03
    0.36598E-02    0.13743E+03
    0.37338E-02    0.13959E+03
    0.38092E-02    0.14176E+03
    0.38861E-02    0.14396E+03
    0.39646E-02    0.14618E+03
    0.40447E-02    0.14841E+03
    0.41264E-02    0.15067E+03
    0.42098E-02    0.15294E+03
    0.42948E-02    0.15523E+03
    0.43816E-02    0.15753E+03
    0.44701E-02    0.15986E+03
    0.45604E-02    0.16219E+03
    0.46525E-02    0.16455E+03
    0.47465E-02    0.16691E+03
    0.48424E-02    0.16929E+03
    0.49402E-02    0.17169E+03
    0.50400E-02    0.17409E+03
    0.51419E-02    0.17651E+03
    0.52457E-02    0.17893E+03
    0.53517E-02    0.18137E+03
    0.54598E-02    0.18381E+03
    0.55701E-02    0.18626E+03
    0.56826E-02    0.18872E+03
    0.57974E-02    0.19118E+03
    0.59145E-02    0.19364E+03
    0.60340E-02    0.19611E+03
    0.61559E-02    0.19858E+03
    0.62803E-02    0.20105E+03
    0.64072E-02    0.20351E+03
    0.65366E-02    0.20598E+03
    0.66686E-02    0.20844E+03
    0.68033E-02    0.21090E+03
    0.69408E-02    0.21334E+03
    0.70810E-02    0.21578E+03
    0.72240E-02    0.21821E+03
    0.73700E-02    0.22063E+03
    0.75189E-02    0.22304E+03
    0.76708E-02    0.22543E+03
    0.78257E-02    0.22780E+03
    0.79838E-02    0.23015E+03
    0.81451E-02    0.23249E+03
    0.83096E-02    0.23480E+03
    0.84775E-02    0.23708E+03
    0.86488E-02    0.23934E+03
    0.88235E-02    0.24157E+03
    0.90017E-02    0.24377E+03
    0.91836E-02    0.24594E+03
    0.93691E-02    0.24807E+03
    0.95583E-02    0.25016E+03
    0.97514E-02    0.25221E+03
    0.99484E-02    0.25422E+03
    0.10149E-01    0.25619E+03
    0.10354E-01    0.25811E+03
    0.10564E-01    0.25998E+03
    0.10777E-01    0.26179E+03
    0.10995E-01    0.26355E+03
    0.11217E-01    0.26525E+03
    0.11443E-01    0.26689E+03
    0.11675E-01    0.26847E+03
    0.11910E-01    0.26998E+03
    0.12151E-01    0.27144E+03
    0.12397E-01    0.27282E+03
    0.12647E-01    0.27414E+03
    0.12902E-01    0.27537E+03
    0.13163E-01    0.27653E+03
    0.13429E-01    0.27759E+03
    0.13700E-01    0.27856E+03
    0.13977E-01    0.27943E+03
    0.14259E-01    0.28021E+03
    0.14547E-01    0.28090E+03
    0.14841E-01    0.28148E+03
    0.15141E-01    0.28197E+03
    0.15447E-01    0.28235E+03
    0.15759E-01    0.28262E+03
    0.16077E-01    0.28278E+03
    0.16402E-01    0.28282E+03
    0.16734E-01    0.28274E+03
    0.17072E-01    0.28255E+03
    0.17416E-01    0.28223E+03
    0.17768E-01    0.28179E+03
    0.18127E-01    0.28123E+03
    0.18493E-01    0.28054E+03
    0.18867E-01    0.27973E+03
    0.19248E-01    0.27878E+03
    0.19637E-01    0.27771E+03
    0.20034E-01    0.27650E+03
    0.20438E-01    0.27517E+03
    0.20851E-01    0.27370E+03
    0.21272E-01    0.27209E+03
    0.21702E-01    0.27035E+03
    0.22141E-01    0.26848E+03
    0.22588E-01    0.26648E+03
    0.23044E-01    0.26435E+03
    0.23510E-01    0.26208E+03
    0.23985E-01    0.25969E+03
    0.24469E-01    0.25718E+03
    0.24964E-01    0.25454E+03
    0.25468E-01    0.25179E+03
    0.25982E-01    0.24893E+03
    0.26507E-01    0.24595E+03
    0.27043E-01    0.24288E+03
    0.27589E-01    0.23970E+03
    0.28146E-01    0.23644E+03
    0.28715E-01    0.23309E+03
    0.29295E-01    0.22966E+03
    0.29887E-01    0.22616E+03
    0.30490E-01    0.22260E+03
    0.31106E-01    0.21898E+03
    0.31735E-01    0.21532E+03
    0.32376E-01    0.21162E+03
    0.33030E-01    0.20790E+03
    0.33697E-01    0.20416E+03
    0.34378E-01    0.20041E+03
    0.35072E-01    0.19666E+03
    0.35781E-01    0.19293E+03
    0.36504E-01    0.18922E+03
    0.37241E-01    0.18553E+03
    0.37993E-01    0.18190E+03
    0.38761E-01    0.17832E+03
    0.39544E-01    0.17480E+03
    0.40343E-01    0.17136E+03
    0.41158E-01    0.16799E+03
    0.41989E-01    0.16471E+03
    0.42838E-01    0.16151E+03
    0.43703E-01    0.15840E+03
    0.44586E-01    0.15538E+03
    0.45486E-01    0.15247E+03
    0.46405E-01    0.14968E+03
    0.47343E-01    0.14701E+03
    0.48299E-01    0.14448E+03
    0.49275E-01    0.14208E+03
    0.50270E-01    0.13980E+03
    0.51286E-01    0.13763E+03
    0.52322E-01    0.13555E+03
    0.53379E-01    0.13356E+03
    0.54457E-01    0.13165E+03
    0.55557E-01    0.12981E+03
    0.56680E-01    0.12802E+03
    0.57825E-01    0.12628E+03
    0.58993E-01    0.12457E+03
    0.60184E-01    0.12289E+03
    0.61400E-01    0.12123E+03
    0.62641E-01    0.11956E+03
    0.63906E-01    0.11788E+03
    0.65197E-01    0.11616E+03
    0.66514E-01    0.11439E+03
    0.67858E-01    0.11255E+03
    0.69229E-01    0.11062E+03
    0.70627E-01    0.10857E+03
    0.72054E-01    0.10641E+03
    0.73510E-01    0.10412E+03
    0.74994E-01    0.10170E+03
    0.76509E-01    0.99151E+02
    0.78055E-01    0.96483E+02
    0.79632E-01    0.93709E+02
    0.81241E-01    0.90849E+02
    0.82882E-01    0.87927E+02
    0.84556E-01    0.84967E+02
    0.86264E-01    0.81998E+02
    0.88007E-01    0.79047E+02
    0.89785E-01    0.76139E+02
    0.91598E-01    0.73301E+02
    0.93449E-01    0.70558E+02
    0.95337E-01    0.67934E+02
    0.97263E-01    0.65454E+02
    0.99227E-01    0.63135E+02
    0.10123E+00    0.60997E+02
    0.10328E+00    0.59053E+02
    0.10536E+00    0.57308E+02
    0.10749E+00    0.55759E+02
    0.10966E+00    0.54400E+02
    0.11188E+00    0.53205E+02
    0.11414E+00    0.52149E+02
    0.11644E+00    0.51199E+02
    0.11880E+00    0.50314E+02
    0.12120E+00    0.49455E+02
    0.12365E+00    0.48582E+02
    0.12614E+00    0.47660E+02
    0.12869E+00    0.46659E+02
    0.13129E+00    0.45555E+02
    0.13394E+00    0.44335E+02
    0.13665E+00    0.42996E+02
    0.13941E+00    0.41547E+02
    0.14223E+00    0.40005E+02
    0.14510E+00    0.38396E+02
    0.14803E+00    0.36752E+02
    0.15102E+00    0.35112E+02
    0.15407E+00    0.33517E+02
    0.15718E+00    0.32010E+02
    0.16036E+00    0.30628E+02
    0.16360E+00    0.29399E+02
    0.16690E+00    0.28335E+02
    0.17028E+00    0.27432E+02
    0.17371E+00    0.26668E+02
    0.17722E+00    0.26010E+02
    0.18080E+00    0.25425E+02
    0.18446E+00    0.24874E+02
    0.18818E+00    0.24320E+02
    0.19198E+00    0.23726E+02
    0.19586E+00    0.23061E+02
    0.19982E+00    0.22310E+02
    0.20386E+00    0.21474E+02
    0.20797E+00    0.20577E+02
    0.21218E+00    0.19655E+02
    0.21646E+00    0.18745E+02
    0.22083E+00    0.17882E+02
    0.22530E+00    0.17095E+02
    0.22985E+00    0.16401E+02
    0.23449E+00    0.15807E+02
    0.23923E+00    0.15301E+02
    0.24406E+00    0.14861E+02
    0.24899E+00    0.14456E+02
    0.25402E+00    0.14051E+02
    0.25915E+00    0.13619E+02
    0.26439E+00    0.13144E+02
    0.26973E+00    0.12628E+02
    0.27518E+00    0.12088E+02
    0.28074E+00    0.11548E+02
    0.28641E+00    0.11030E+02
    0.29219E+00    0.10556E+02
    0.29810E+00    0.10138E+02
    0.30412E+00    0.97736E+01
    0.31026E+00    0.94462E+01
    0.31653E+00    0.91360E+01
    0.32292E+00    0.88252E+01
    0.32945E+00    0.85013E+01
    0.33610E+00    0.81612E+01
    0.34289E+00    0.78135E+01
    0.34982E+00    0.74739E+01
    0.35689E+00    0.71557E+01
    0.36409E+00    0.68652E+01
    0.37145E+00    0.66017E+01
    0.37895E+00    0.63583E+01
    0.38661E+00    0.61233E+01
    0.39442E+00    0.58876E+01
    0.40239E+00    0.56490E+01
    0.41052E+00    0.54111E+01
    0.41881E+00    0.51808E+01
    0.42727E+00    0.49643E+01
    0.43590E+00    0.47636E+01
    0.44471E+00    0.45753E+01
    0.45369E+00    0.43945E+01
    0.46286E+00    0.42172E+01
    0.47221E+00    0.40419E+01
    0.48174E+00    0.38711E+01
    0.49148E+00    0.37079E+01
    0.50141E+00    0.35536E+01
    0.51153E+00    0.34077E+01
    0.52187E+00    0.32676E+01
    0.53241E+00    0.31315E+01
    0.54317E+00    0.29993E+01
    0.55414E+00    0.28717E+01
    0.56533E+00    0.27501E+01
    0.57675E+00    0.26341E+01
    0.58840E+00    0.25229E+01
    0.60029E+00    0.24158E+01
    0.61242E+00    0.23128E+01
    0.62479E+00    0.22139E+01
    0.63741E+00    0.21190E+01
    0.65029E+00    0.20279E+01
    0.66342E+00    0.19407E+01
    0.67683E+00    0.18570E+01
    0.69050E+00    0.17767E+01
    0.70445E+00    0.16998E+01
    0.71868E+00    0.16260E+01
    0.73320E+00    0.15553E+01
    0.74801E+00    0.14875E+01
    0.76312E+00    0.14225E+01
    0.77854E+00    0.13602E+01
    0.79426E+00    0.13005E+01
    0.81031E+00    0.12433E+01
    0.82668E+00    0.11885E+01
    0.84338E+00    0.11360E+01
    0.86041E+00    0.10857E+01
    0.87780E+00    0.10376E+01
    0.89553E+00    0.99145E+00
    0.91362E+00    0.94729E+00
    0.93208E+00    0.90502E+00
    0.95091E+00    0.86456E+00
    0.97011E+00    0.82584E+00
    0.98971E+00    0.78879E+00
    0.10097E+01    0.75333E+00
    0.10301E+01    0.71941E+00
    0.10509E+01    0.68696E+00
    0.10721E+01    0.65591E+00
    0.10938E+01    0.62622E+00
    0.11159E+01    0.59782E+00
    0.11384E+01    0.57067E+00
    0.11614E+01    0.54470E+00
    0.11849E+01    0.51987E+00
    0.12088E+01    0.49613E+00
    0.12333E+01    0.47344E+00
    0.12582E+01    0.45175E+00
    0.12836E+01    0.43102E+00
    0.13095E+01    0.41121E+00
    0.13360E+01    0.39228E+00
    0.13630E+01    0.37419E+00
    0.13905E+01    0.35691E+00
    0.14186E+01    0.34041E+00
    0.14472E+01    0.32464E+00
    0.14765E+01    0.30958E+00
    0.15063E+01    0.29520E+00
    0.15367E+01    0.28146E+00
    0.15678E+01    0.26835E+00
    0.15994E+01    0.25583E+00
    0.16318E+01    0.24387E+00
    0.16647E+01    0.23246E+00
    0.16984E+01    0.22157E+00
    0.17327E+01    0.21117E+00
    0.17677E+01    0.20125E+00
    0.18034E+01    0.19178E+00
    0.18398E+01    0.18275E+00
    0.18770E+01    0.17412E+00
    0.19149E+01    0.16590E+00
    0.19536E+01    0.15805E+00
    0.19930E+01    0.15057E+00
    0.20333E+01    0.14343E+00
    0.20744E+01    0.13662E+00
    0.21163E+01    0.13012E+00
    0.21590E+01    0.12393E+00
    0.22026E+01    0.11802E+00
    0.22471E+01    0.11239E+00
    0.22925E+01    0.10702E+00
    0.23388E+01    0.10190E+00
    0.23861E+01    0.97024E-01
    0.24343E+01    0.92373E-01
    0.24835E+01    0.87939E-01
    0.25336E+01    0.83714E-01
    0.25848E+01    0.79687E-01
    0.26370E+01    0.75850E-01
    0.26903E+01    0.72193E-01
    0.27447E+01    0.68709E-01
    0.28001E+01    0.65389E-01
    0.28567E+01    0.62227E-01
    0.29144E+01    0.59214E-01
    0.29733E+01    0.56344E-01
    0.30333E+01    0.53610E-01
    0.30946E+01    0.51006E-01
    0.31571E+01    0.48526E-01
    0.32209E+01    0.46164E-01
    0.32860E+01    0.43915E-01
    0.33523E+01    0.41774E-01
    0.34201E+01    0.39734E-01
    0.34892E+01    0.37793E-01
    0.35596E+01    0.35944E-01
    0.36316E+01    0.34184E-01
    0.37049E+01    0.32509E-01
    0.37798E+01    0.30914E-01
    0.38561E+01    0.29397E-01
    0.39340E+01    0.27952E-01
    0.40135E+01    0.26577E-01
    0.40946E+01    0.25269E-01
    0.41773E+01    0.24023E-01
    0.42617E+01    0.22839E-01
    0.43478E+01    0.21711E-01
    0.44356E+01    0.20638E-01
    0.45252E+01    0.19618E-01
    0.46166E+01    0.18647E-01
    0.47099E+01    0.17723E-01
    0.48050E+01    0.16844E-01
    0.49021E+01    0.16009E-01
    0.50011E+01    0.15214E-01
    0.51021E+01    0.14457E-01
    0.52052E+01    0.13738E-01
    0.53104E+01    0.13054E-01
    0.54176E+01    0.12404E-01
    0.55271E+01    0.11785E-01
    0.56387E+01    0.11197E-01
    0.57526E+01    0.10638E-01
    0.58689E+01    0.10106E-01
    0.59874E+01    0.96007E-02
    0.61084E+01    0.91201E-02
    0.62318E+01    0.86633E-02
    0.63577E+01    0.82289E-02
    0.64861E+01    0.78161E-02
    0.66171E+01    0.74236E-02
    0.67508E+01    0.70506E-02
    0.68872E+01    0.66961E-02
    0.70263E+01    0.63591E-02
    0.71682E+01    0.60389E-02
    0.73130E+01    0.57346E-02
    0.74608E+01    0.54454E-02
    0.76115E+01    0.51707E-02
    0.77653E+01    0.49096E-02
    0.79221E+01    0.46615E-02
    0.80822E+01    0.44258E-02
    0.82454E+01    0.42018E-02
    0.84120E+01    0.39891E-02
    0.85819E+01    0.37869E-02
    0.87553E+01    0.35949E-02
    0.89322E+01    0.34125E-02
    0.91126E+01    0.32393E-02
    0.92967E+01    0.30747E-02
    0.94845E+01    0.29184E-02
    0.96761E+01    0.27700E-02
    0.98716E+01    0.26290E-02
    0.10071E+02    0.24951E-02
    0.10274E+02    0.23680E-02
    0.10482E+02    0.22472E-02
    0.10694E+02    0.21325E-02
    0.10910E+02    0.20237E-02
    0.11130E+02    0.19203E-02
    0.11355E+02    0.18221E-02
    0.11584E+02    0.17289E-02
    0.11818E+02    0.16404E-02
    0.12057E+02    0.15564E-02
    0.12301E+02    0.14767E-02
    0.12549E+02    0.14010E-02
    0.12803E+02    0.13291E-02
    0.13061E+02    0.12609E-02
    0.13325E+02    0.11962E-02
    0.13594E+02    0.11347E-02
    0.13869E+02    0.10764E-02
    0.14149E+02    0.10210E-02
    0.14435E+02    0.96844E-03
    0.14727E+02    0.91857E-03
    0.15024E+02    0.87124E-03
    0.15328E+02    0.82632E-03
    0.15637E+02    0.78370E-03
    0.15953E+02    0.74326E-03
    0.16275E+02    0.70488E-03
    0.16604E+02    0.66846E-03
    0.16940E+02    0.63391E-03
    0.17282E+02    0.60113E-03
    0.17631E+02    0.57002E-03
    0.17987E+02    0.54051E-03
    0.18351E+02    0.51252E-03
    0.18721E+02    0.48596E-03
    0.19099E+02    0.46076E-03
    0.19485E+02    0.43686E-03
    0.19879E+02    0.41419E-03
    0.20280E+02    0.39268E-03
    0.20690E+02    0.37228E-03
    0.21108E+02    0.35293E-03
    0.21535E+02    0.33458E-03
    0.21970E+02    0.31717E-03
    0.22413E+02    0.30066E-03
    0.22866E+02    0.28500E-03
    0.23328E+02    0.27016E-03
    0.23799E+02    0.25607E-03
    0.24280E+02    0.24272E-03
    0.24771E+02    0.23006E-03
    0.25271E+02    0.21805E-03
    0.25782E+02    0.20666E-03
    0.26302E+02    0.19586E-03
    0.26834E+02    0.18562E-03
    0.27376E+02    0.17592E-03
    0.27929E+02    0.16671E-03
    0.28493E+02    0.15799E-03
    0.29069E+02    0.14971E-03
    0.29656E+02    0.14187E-03
    0.30255E+02    0.13443E-03
    0.30866E+02    0.12738E-03
    0.31490E+02    0.12070E-03
    0.32126E+02    0.11437E-03
    0.32775E+02    0.10836E-03
    0.33437E+02    0.10267E-03
    0.34112E+02    0.97273E-04
    0.34801E+02    0.92159E-04
    0.35504E+02    0.87311E-04
    0.36222E+02    0.82717E-04
    0.36953E+02    0.78362E-04
    0.37700E+02    0.74235E-04
    0.38462E+02    0.70323E-04
    0.39239E+02    0.66616E-04
    0.40031E+02    0.63103E-04
    0.40840E+02    0.59773E-04
    0.41665E+02    0.56618E-04
    0.42507E+02    0.53628E-04
    0.43365E+02    0.50795E-04
    0.44241E+02    0.48110E-04
    0.45135E+02    0.45566E-04
    0.46047E+02    0.43156E-04
    0.46977E+02    0.40872E-04
    0.47926E+02    0.38708E-04
    0.48894E+02    0.36658E-04
    0.49882E+02    0.34715E-04
    0.50890E+02    0.32874E-04
    0.51918E+02    0.31131E-04
    0.52966E+02    0.29479E-04
    0.54036E+02    0.27914E-04
    0.55128E+02    0.26432E-04
    0.56242E+02    0.25027E-04
    0.57378E+02    0.23697E-04
    0.58537E+02    0.22436E-04
    0.59720E+02    0.21243E-04
    0.60926E+02    0.20112E-04
    0.62157E+02    0.19041E-04
    0.63412E+02    0.18026E-04
    0.64693E+02    0.17065E-04
    0.66000E+02    0.16155E-04
    0.67334E+02    0.15293E-04
    0.68694E+02    0.14477E-04
    0.70082E+02    0.13703E-04
    0.71497E+02    0.12971E-04
    0.72942E+02    0.12278E-04
    0.74415E+02    0.11621E-04
    0.75918E+02    0.10999E-04
    0.77452E+02    0.10410E-04
    0.79017E+02    0.98529E-05
    0.80613E+02    0.93249E-05
    0.82241E+02    0.88250E-05
    0.83903E+02    0.83516E-05
    0.85598E+02    0.79033E-05
    0.87327E+02    0.74788E-05
    0.89091E+02    0.70768E-05
    0.90891E+02    0.66962E-05
    0.92727E+02    0.63357E-05
    0.94600E+02    0.59945E-05
    0.96511E+02    0.56713E-05
    0.98461E+02    0.53654E-05
    0.10045E+03    0.50758E-05
    0.10248E+03    0.48018E-05
    0.10455E+03    0.45424E-05
    0.10666E+03    0.42969E-05
    0.10882E+03    0.40647E-05
    0.11101E+03    0.38449E-05
    0.11326E+03    0.36370E-05
