#           k/h    P           
    0.10000E-03    0.29494E+01
    0.10202E-03    0.30069E+01
    0.10408E-03    0.30656E+01
    0.10618E-03    0.31253E+01
    0.10833E-03    0.31863E+01
    0.11052E-03    0.32484E+01
    0.11275E-03    0.33118E+01
    0.11503E-03    0.33764E+01
    0.11735E-03    0.34422E+01
    0.11972E-03    0.35093E+01
    0.12214E-03    0.35778E+01
    0.12461E-03    0.36476E+01
    0.12712E-03    0.37187E+01
    0.12969E-03    0.37912E+01
    0.13231E-03    0.38651E+01
    0.13499E-03    0.39405E+01
    0.13771E-03    0.40173E+01
    0.14049E-03    0.40957E+01
    0.14333E-03    0.41755E+01
    0.14623E-03    0.42569E+01
    0.14918E-03    0.43399E+01
    0.15220E-03    0.44245E+01
    0.15527E-03    0.45108E+01
    0.15841E-03    0.45988E+01
    0.16161E-03    0.46884E+01
    0.16487E-03    0.47798E+01
    0.16820E-03    0.48730E+01
    0.17160E-03    0.49680E+01
    0.17507E-03    0.50648E+01
    0.17860E-03    0.51636E+01
    0.18221E-03    0.52642E+01
    0.18589E-03    0.53668E+01
    0.18965E-03    0.54714E+01
    0.19348E-03    0.55781E+01
    0.19739E-03    0.56868E+01
    0.20138E-03    0.57976E+01
    0.20544E-03    0.59106E+01
    0.20959E-03    0.60258E+01
    0.21383E-03    0.61432E+01
    0.21815E-03    0.62629E+01
    0.22255E-03    0.63849E+01
    0.22705E-03    0.65094E+01
    0.23164E-03    0.66362E+01
    0.23632E-03    0.67655E+01
    0.24109E-03    0.68973E+01
    0.24596E-03    0.70316E+01
    0.25093E-03    0.71686E+01
    0.25600E-03    0.73082E+01
    0.26117E-03    0.74506E+01
    0.26645E-03    0.75957E+01
    0.27183E-03    0.77436E+01
    0.27732E-03    0.78944E+01
    0.28292E-03    0.80481E+01
    0.28864E-03    0.82048E+01
    0.29447E-03    0.83645E+01
    0.30042E-03    0.85273E+01
    0.30649E-03    0.86933E+01
    0.31268E-03    0.88625E+01
    0.31899E-03    0.90350E+01
    0.32544E-03    0.92108E+01
    0.33201E-03    0.93900E+01
    0.33872E-03    0.95727E+01
    0.34556E-03    0.97589E+01
    0.35254E-03    0.99487E+01
    0.35966E-03    0.10142E+02
    0.36693E-03    0.10339E+02
    0.37434E-03    0.10540E+02
    0.38190E-03    0.10745E+02
    0.38962E-03    0.10954E+02
    0.39749E-03    0.11167E+02
    0.40552E-03    0.11384E+02
    0.41371E-03    0.11605E+02
    0.42207E-03    0.11831E+02
    0.43060E-03    0.12061E+02
    0.43929E-03    0.12295E+02
    0.44817E-03    0.12534E+02
    0.45722E-03    0.12777E+02
    0.46646E-03    0.13025E+02
    0.47588E-03    0.13278E+02
    0.48550E-03    0.13535E+02
    0.49530E-03    0.13798E+02
    0.50531E-03    0.14065E+02
    0.51552E-03    0.14338E+02
    0.52593E-03    0.14616E+02
    0.53656E-03    0.14899E+02
    0.54739E-03    0.15188E+02
    0.55845E-03    0.15482E+02
    0.56973E-03    0.15781E+02
    0.58124E-03    0.16087E+02
    0.59299E-03    0.16398E+02
    0.60496E-03    0.16715E+02
    0.61719E-03    0.17039E+02
    0.62965E-03    0.17368E+02
    0.64237E-03    0.17703E+02
    0.65535E-03    0.18045E+02
    0.66859E-03    0.18394E+02
    0.68210E-03    0.18749E+02
    0.69588E-03    0.19110E+02
    0.70993E-03    0.19479E+02
    0.72427E-03    0.19854E+02
    0.73891E-03    0.20237E+02
    0.75383E-03    0.20626E+02
    0.76906E-03    0.21023E+02
    0.78460E-03    0.21428E+02
    0.80045E-03    0.21839E+02
    0.81662E-03    0.22259E+02
    0.83311E-03    0.22686E+02
    0.84994E-03    0.23122E+02
    0.86711E-03    0.23565E+02
    0.88463E-03    0.24016E+02
    0.90250E-03    0.24476E+02
    0.92073E-03    0.24945E+02
    0.93933E-03    0.25421E+02
    0.95831E-03    0.25907E+02
    0.97767E-03    0.26402E+02
    0.99742E-03    0.26905E+02
    0.10176E-02    0.27418E+02
    0.10381E-02    0.27940E+02
    0.10591E-02    0.28471E+02
    0.10805E-02    0.29012E+02
    0.11023E-02    0.29563E+02
    0.11246E-02    0.30123E+02
    0.11473E-02    0.30694E+02
    0.11705E-02    0.31275E+02
    0.11941E-02    0.31866E+02
    0.12182E-02    0.32467E+02
    0.12429E-02    0.33079E+02
    0.12680E-02    0.33702E+02
    0.12936E-02    0.34335E+02
    0.13197E-02    0.34980E+02
    0.13464E-02    0.35636E+02
    0.13736E-02    0.36303E+02
    0.14013E-02    0.36981E+02
    0.14296E-02    0.37671E+02
    0.14585E-02    0.38373E+02
    0.14880E-02    0.39087E+02
    0.15180E-02    0.39812E+02
    0.15487E-02    0.40550E+02
    0.15800E-02    0.41300E+02
    0.16119E-02    0.42062E+02
    0.16445E-02    0.42837E+02
    0.16777E-02    0.43624E+02
    0.17116E-02    0.44424E+02
    0.17462E-02    0.45237E+02
    0.17814E-02    0.46063E+02
    0.18174E-02    0.46903E+02
    0.18541E-02    0.47755E+02
    0.18916E-02    0.48620E+02
    0.19298E-02    0.49499E+02
    0.19688E-02    0.50392E+02
    0.20086E-02    0.51298E+02
    0.20491E-02    0.52218E+02
    0.20905E-02    0.53152E+02
    0.21328E-02    0.54099E+02
    0.21758E-02    0.55060E+02
    0.22198E-02    0.56036E+02
    0.22646E-02    0.57025E+02
    0.23104E-02    0.58029E+02
    0.23571E-02    0.59046E+02
    0.24047E-02    0.60078E+02
    0.24533E-02    0.61124E+02
    0.25028E-02    0.62185E+02
    0.25534E-02    0.63259E+02
    0.26050E-02    0.64348E+02
    0.26576E-02    0.65451E+02
    0.27113E-02    0.66569E+02
    0.27660E-02    0.67701E+02
    0.28219E-02    0.68847E+02
    0.28789E-02    0.70007E+02
    0.29371E-02    0.71182E+02
    0.29964E-02    0.72371E+02
    0.30569E-02    0.73574E+02
    0.31187E-02    0.74790E+02
    0.31817E-02    0.76021E+02
    0.32460E-02    0.77266E+02
    0.33115E-02    0.78524E+02
    0.33784E-02    0.79796E+02
    0.34467E-02    0.81082E+02
    0.35163E-02    0.82381E+02
    0.35874E-02    0.83693E+02
    0.36598E-02    0.85018E+02
    0.37338E-02    0.86356E+02
    0.38092E-02    0.87706E+02
    0.38861E-02    0.89069E+02
    0.39646E-02    0.90444E+02
    0.40447E-02    0.91831E+02
    0.41264E-02    0.93229E+02
    0.42098E-02    0.94638E+02
    0.42948E-02    0.96059E+02
    0.43816E-02    0.97489E+02
    0.44701E-02    0.98930E+02
    0.45604E-02    0.10038E+03
    0.46525E-02    0.10184E+03
    0.47465E-02    0.10331E+03
    0.48424E-02    0.10479E+03
    0.49402E-02    0.10627E+03
    0.50400E-02    0.10777E+03
    0.51419E-02    0.10926E+03
    0.52457E-02    0.11077E+03
    0.53517E-02    0.11228E+03
    0.54598E-02    0.11380E+03
    0.55701E-02    0.11532E+03
    0.56826E-02    0.11684E+03
    0.57974E-02    0.11837E+03
    0.59145E-02    0.11990E+03
    0.60340E-02    0.12143E+03
    0.61559E-02    0.12297E+03
    0.62803E-02    0.12450E+03
    0.64072E-02    0.12603E+03
    0.65366E-02    0.12756E+03
    0.66686E-02    0.12909E+03
    0.68033E-02    0.13062E+03
    0.69408E-02    0.13214E+03
    0.70810E-02    0.13365E+03
    0.72240E-02    0.13516E+03
    0.73700E-02    0.13667E+03
    0.75189E-02    0.13816E+03
    0.76708E-02    0.13965E+03
    0.78257E-02    0.14112E+03
    0.79838E-02    0.14258E+03
    0.81451E-02    0.14403E+03
    0.83096E-02    0.14547E+03
    0.84775E-02    0.14689E+03
    0.86488E-02    0.14829E+03
    0.88235E-02    0.14968E+03
    0.90017E-02    0.15105E+03
    0.91836E-02    0.15239E+03
    0.93691E-02    0.15372E+03
    0.95583E-02    0.15502E+03
    0.97514E-02    0.15630E+03
    0.99484E-02    0.15755E+03
    0.10149E-01    0.15877E+03
    0.10354E-01    0.15997E+03
    0.10564E-01    0.16113E+03
    0.10777E-01    0.16226E+03
    0.10995E-01    0.16335E+03
    0.11217E-01    0.16441E+03
    0.11443E-01    0.16543E+03
    0.11675E-01    0.16641E+03
    0.11910E-01    0.16736E+03
    0.12151E-01    0.16826E+03
    0.12397E-01    0.16913E+03
    0.12647E-01    0.16995E+03
    0.12902E-01    0.17072E+03
    0.13163E-01    0.17144E+03
    0.13429E-01    0.17210E+03
    0.13700E-01    0.17271E+03
    0.13977E-01    0.17326E+03
    0.14259E-01    0.17375E+03
    0.14547E-01    0.17417E+03
    0.14841E-01    0.17454E+03
    0.15141E-01    0.17485E+03
    0.15447E-01    0.17509E+03
    0.15759E-01    0.17527E+03
    0.16077E-01    0.17537E+03
    0.16402E-01    0.17540E+03
    0.16734E-01    0.17536E+03
    0.17072E-01    0.17524E+03
    0.17416E-01    0.17505E+03
    0.17768E-01    0.17478E+03
    0.18127E-01    0.17444E+03
    0.18493E-01    0.17402E+03
    0.18867E-01    0.17352E+03
    0.19248E-01    0.17294E+03
    0.19637E-01    0.17228E+03
    0.20034E-01    0.17153E+03
    0.20438E-01    0.17071E+03
    0.20851E-01    0.16980E+03
    0.21272E-01    0.16881E+03
    0.21702E-01    0.16774E+03
    0.22141E-01    0.16658E+03
    0.22588E-01    0.16534E+03
    0.23044E-01    0.16402E+03
    0.23510E-01    0.16262E+03
    0.23985E-01    0.16114E+03
    0.24469E-01    0.15959E+03
    0.24964E-01    0.15796E+03
    0.25468E-01    0.15625E+03
    0.25982E-01    0.15448E+03
    0.26507E-01    0.15264E+03
    0.27043E-01    0.15073E+03
    0.27589E-01    0.14877E+03
    0.28146E-01    0.14674E+03
    0.28715E-01    0.14467E+03
    0.29295E-01    0.14254E+03
    0.29887E-01    0.14037E+03
    0.30490E-01    0.13817E+03
    0.31106E-01    0.13593E+03
    0.31735E-01    0.13366E+03
    0.32376E-01    0.13137E+03
    0.33030E-01    0.12906E+03
    0.33697E-01    0.12674E+03
    0.34378E-01    0.12441E+03
    0.35072E-01    0.12209E+03
    0.35781E-01    0.11977E+03
    0.36504E-01    0.11747E+03
    0.37241E-01    0.11519E+03
    0.37993E-01    0.11293E+03
    0.38761E-01    0.11071E+03
    0.39544E-01    0.10853E+03
    0.40343E-01    0.10640E+03
    0.41158E-01    0.10431E+03
    0.41989E-01    0.10227E+03
    0.42838E-01    0.10028E+03
    0.43703E-01    0.98355E+02
    0.44586E-01    0.96485E+02
    0.45486E-01    0.94680E+02
    0.46405E-01    0.92949E+02
    0.47343E-01    0.91295E+02
    0.48299E-01    0.89725E+02
    0.49275E-01    0.88236E+02
    0.50270E-01    0.86821E+02
    0.51286E-01    0.85473E+02
    0.52322E-01    0.84185E+02
    0.53379E-01    0.82951E+02
    0.54457E-01    0.81764E+02
    0.55557E-01    0.80619E+02
    0.56680E-01    0.79510E+02
    0.57825E-01    0.78430E+02
    0.58993E-01    0.77373E+02
    0.60184E-01    0.76331E+02
    0.61400E-01    0.75298E+02
    0.62641E-01    0.74265E+02
    0.63906E-01    0.73221E+02
    0.65197E-01    0.72155E+02
    0.66514E-01    0.71056E+02
    0.67858E-01    0.69913E+02
    0.69229E-01    0.68712E+02
    0.70627E-01    0.67444E+02
    0.72054E-01    0.66101E+02
    0.73510E-01    0.64680E+02
    0.74994E-01    0.63176E+02
    0.76509E-01    0.61593E+02
    0.78055E-01    0.59937E+02
    0.79632E-01    0.58214E+02
    0.81241E-01    0.56438E+02
    0.82882E-01    0.54623E+02
    0.84556E-01    0.52785E+02
    0.86264E-01    0.50941E+02
    0.88007E-01    0.49108E+02
    0.89785E-01    0.47302E+02
    0.91598E-01    0.45539E+02
    0.93449E-01    0.43835E+02
    0.95337E-01    0.42206E+02
    0.97263E-01    0.40665E+02
    0.99227E-01    0.39225E+02
    0.10123E+00    0.37897E+02
    0.10328E+00    0.36690E+02
    0.10536E+00    0.35606E+02
    0.10749E+00    0.34644E+02
    0.10966E+00    0.33799E+02
    0.11188E+00    0.33057E+02
    0.11414E+00    0.32402E+02
    0.11644E+00    0.31811E+02
    0.11880E+00    0.31261E+02
    0.12120E+00    0.30728E+02
    0.12365E+00    0.30186E+02
    0.12614E+00    0.29613E+02
    0.12869E+00    0.28991E+02
    0.13129E+00    0.28305E+02
    0.13394E+00    0.27548E+02
    0.13665E+00    0.26716E+02
    0.13941E+00    0.25816E+02
    0.14223E+00    0.24857E+02
    0.14510E+00    0.23858E+02
    0.14803E+00    0.22836E+02
    0.15102E+00    0.21818E+02
    0.15407E+00    0.20827E+02
    0.15718E+00    0.19891E+02
    0.16036E+00    0.19032E+02
    0.16360E+00    0.18268E+02
    0.16690E+00    0.17607E+02
    0.17028E+00    0.17046E+02
    0.17371E+00    0.16571E+02
    0.17722E+00    0.16163E+02
    0.18080E+00    0.15799E+02
    0.18446E+00    0.15456E+02
    0.18818E+00    0.15112E+02
    0.19198E+00    0.14743E+02
    0.19586E+00    0.14331E+02
    0.19982E+00    0.13864E+02
    0.20386E+00    0.13344E+02
    0.20797E+00    0.12787E+02
    0.21218E+00    0.12214E+02
    0.21646E+00    0.11649E+02
    0.22083E+00    0.11112E+02
    0.22530E+00    0.10623E+02
    0.22985E+00    0.10192E+02
    0.23449E+00    0.98228E+01
    0.23923E+00    0.95087E+01
    0.24406E+00    0.92353E+01
    0.24899E+00    0.89833E+01
    0.25402E+00    0.87318E+01
    0.25915E+00    0.84633E+01
    0.26439E+00    0.81680E+01
    0.26973E+00    0.78474E+01
    0.27518E+00    0.75121E+01
    0.28074E+00    0.71763E+01
    0.28641E+00    0.68547E+01
    0.29219E+00    0.65602E+01
    0.29810E+00    0.63004E+01
    0.30412E+00    0.60737E+01
    0.31026E+00    0.58702E+01
    0.31653E+00    0.56775E+01
    0.32292E+00    0.54843E+01
    0.32945E+00    0.52831E+01
    0.33610E+00    0.50717E+01
    0.34289E+00    0.48556E+01
    0.34982E+00    0.46446E+01
    0.35689E+00    0.44469E+01
    0.36409E+00    0.42663E+01
    0.37145E+00    0.41026E+01
    0.37895E+00    0.39513E+01
    0.38661E+00    0.38053E+01
    0.39442E+00    0.36588E+01
    0.40239E+00    0.35106E+01
    0.41052E+00    0.33627E+01
    0.41881E+00    0.32196E+01
    0.42727E+00    0.30851E+01
    0.43590E+00    0.29604E+01
    0.44471E+00    0.28433E+01
    0.45369E+00    0.27310E+01
    0.46286E+00    0.26208E+01
    0.47221E+00    0.25119E+01
    0.48174E+00    0.24057E+01
    0.49148E+00    0.23043E+01
    0.50141E+00    0.22084E+01
    0.51153E+00    0.21177E+01
    0.52187E+00    0.20306E+01
    0.53241E+00    0.19461E+01
    0.54317E+00    0.18639E+01
    0.55414E+00    0.17847E+01
    0.56533E+00    0.17091E+01
    0.57675E+00    0.16370E+01
    0.58840E+00    0.15679E+01
    0.60029E+00    0.15013E+01
    0.61242E+00    0.14373E+01
    0.62479E+00    0.13758E+01
    0.63741E+00    0.13168E+01
    0.65029E+00    0.12603E+01
    0.66342E+00    0.12060E+01
    0.67683E+00    0.11540E+01
    0.69050E+00    0.11042E+01
    0.70445E+00    0.10563E+01
    0.71868E+00    0.10105E+01
    0.73320E+00    0.96655E+00
    0.74801E+00    0.92442E+00
    0.76312E+00    0.88404E+00
    0.77854E+00    0.84533E+00
    0.79426E+00    0.80823E+00
    0.81031E+00    0.77268E+00
    0.82668E+00    0.73862E+00
    0.84338E+00    0.70599E+00
    0.86041E+00    0.67474E+00
    0.87780E+00    0.64481E+00
    0.89553E+00    0.61615E+00
    0.91362E+00    0.58871E+00
    0.93208E+00    0.56244E+00
    0.95091E+00    0.53730E+00
    0.97011E+00    0.51323E+00
    0.98971E+00    0.49020E+00
    0.10097E+01    0.46817E+00
    0.10301E+01    0.44709E+00
    0.10509E+01    0.42692E+00
    0.10721E+01    0.40763E+00
    0.10938E+01    0.38917E+00
    0.11159E+01    0.37153E+00
    0.11384E+01    0.35465E+00
    0.11614E+01    0.33851E+00
    0.11849E+01    0.32308E+00
    0.12088E+01    0.30833E+00
    0.12333E+01    0.29423E+00
    0.12582E+01    0.28075E+00
    0.12836E+01    0.26786E+00
    0.13095E+01    0.25555E+00
    0.13360E+01    0.24379E+00
    0.13630E+01    0.23255E+00
    0.13905E+01    0.22181E+00
    0.14186E+01    0.21155E+00
    0.14472E+01    0.20175E+00
    0.14765E+01    0.19239E+00
    0.15063E+01    0.18346E+00
    0.15367E+01    0.17492E+00
    0.15678E+01    0.16677E+00
    0.15994E+01    0.15899E+00
    0.16318E+01    0.15156E+00
    0.16647E+01    0.14447E+00
    0.16984E+01    0.13770E+00
    0.17327E+01    0.13124E+00
    0.17677E+01    0.12507E+00
    0.18034E+01    0.11919E+00
    0.18398E+01    0.11357E+00
    0.18770E+01    0.10821E+00
    0.19149E+01    0.10310E+00
    0.19536E+01    0.98224E-01
    0.19930E+01    0.93572E-01
    0.20333E+01    0.89135E-01
    0.20744E+01    0.84903E-01
    0.21163E+01    0.80867E-01
    0.21590E+01    0.77018E-01
    0.22026E+01    0.73347E-01
    0.22471E+01    0.69848E-01
    0.22925E+01    0.66511E-01
    0.23388E+01    0.63330E-01
    0.23861E+01    0.60297E-01
    0.24343E+01    0.57407E-01
    0.24835E+01    0.54651E-01
    0.25336E+01    0.52025E-01
    0.25848E+01    0.49523E-01
    0.26370E+01    0.47138E-01
    0.26903E+01    0.44866E-01
    0.27447E+01    0.42700E-01
    0.28001E+01    0.40637E-01
    0.28567E+01    0.38672E-01
    0.29144E+01    0.36799E-01
    0.29733E+01    0.35016E-01
    0.30333E+01    0.33317E-01
    0.30946E+01    0.31699E-01
    0.31571E+01    0.30157E-01
    0.32209E+01    0.28690E-01
    0.32860E+01    0.27292E-01
    0.33523E+01    0.25961E-01
    0.34201E+01    0.24694E-01
    0.34892E+01    0.23487E-01
    0.35596E+01    0.22338E-01
    0.36316E+01    0.21244E-01
    0.37049E+01    0.20203E-01
    0.37798E+01    0.19212E-01
    0.38561E+01    0.18269E-01
    0.39340E+01    0.17371E-01
    0.40135E+01    0.16517E-01
    0.40946E+01    0.15704E-01
    0.41773E+01    0.14930E-01
    0.42617E+01    0.14193E-01
    0.43478E+01    0.13493E-01
    0.44356E+01    0.12826E-01
    0.45252E+01    0.12192E-01
    0.46166E+01    0.11588E-01
    0.47099E+01    0.11014E-01
    0.48050E+01    0.10468E-01
    0.49021E+01    0.99488E-02
    0.50011E+01    0.94548E-02
    0.51021E+01    0.89848E-02
    0.52052E+01    0.85379E-02
    0.53104E+01    0.81128E-02
    0.54176E+01    0.77086E-02
    0.55271E+01    0.73242E-02
    0.56387E+01    0.69587E-02
    0.57526E+01    0.66112E-02
    0.58689E+01    0.62807E-02
    0.59874E+01    0.59666E-02
