#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.544086E+07   0.544086E+07   0.725356E+07   0.725353E+07   0.544166E+07   0.544088E+07   0.544086E+07   0.544930E+07  -0.597883E+00   0.537402E+07   0.537402E+07   0.114345E+02
   0.116143E-04   0.544086E+07   0.544086E+07   0.725336E+07   0.725332E+07   0.544166E+07   0.544087E+07   0.544086E+07   0.544929E+07  -0.597883E+00   0.537402E+07   0.537402E+07   0.126256E+02
   0.128244E-04   0.544086E+07   0.544086E+07   0.725311E+07   0.725306E+07   0.544165E+07   0.544087E+07   0.544086E+07   0.544929E+07  -0.597883E+00   0.537402E+07   0.537402E+07   0.139409E+02
   0.141606E-04   0.544086E+07   0.544086E+07   0.725281E+07   0.725274E+07   0.544165E+07   0.544087E+07   0.544086E+07   0.544929E+07  -0.597882E+00   0.537402E+07   0.537402E+07   0.153931E+02
   0.156360E-04   0.544086E+07   0.544086E+07   0.725244E+07   0.725236E+07   0.544165E+07   0.544087E+07   0.544086E+07   0.544929E+07  -0.597882E+00   0.537401E+07   0.537401E+07   0.169964E+02
   0.172651E-04   0.544085E+07   0.544085E+07   0.725199E+07   0.725189E+07   0.544164E+07   0.544087E+07   0.544085E+07   0.544928E+07  -0.597882E+00   0.537401E+07   0.537401E+07   0.187667E+02
   0.190639E-04   0.544085E+07   0.544085E+07   0.725144E+07   0.725132E+07   0.544164E+07   0.544086E+07   0.544085E+07   0.544928E+07  -0.597881E+00   0.537401E+07   0.537401E+07   0.207213E+02
   0.210501E-04   0.544085E+07   0.544085E+07   0.725077E+07   0.725063E+07   0.544163E+07   0.544086E+07   0.544085E+07   0.544928E+07  -0.597881E+00   0.537401E+07   0.537400E+07   0.228793E+02
   0.232433E-04   0.544084E+07   0.544084E+07   0.724995E+07   0.724978E+07   0.544163E+07   0.544086E+07   0.544084E+07   0.544927E+07  -0.597880E+00   0.537400E+07   0.537400E+07   0.252617E+02
   0.256650E-04   0.544084E+07   0.544084E+07   0.724896E+07   0.724875E+07   0.544162E+07   0.544085E+07   0.544084E+07   0.544926E+07  -0.597879E+00   0.537400E+07   0.537399E+07   0.278919E+02
   0.283390E-04   0.544083E+07   0.544083E+07   0.724775E+07   0.724749E+07   0.544161E+07   0.544084E+07   0.544083E+07   0.544926E+07  -0.597878E+00   0.537399E+07   0.537399E+07   0.307956E+02
   0.312916E-04   0.544082E+07   0.544082E+07   0.724627E+07   0.724596E+07   0.544159E+07   0.544083E+07   0.544082E+07   0.544925E+07  -0.597877E+00   0.537398E+07   0.537398E+07   0.340010E+02
   0.345519E-04   0.544081E+07   0.544081E+07   0.724447E+07   0.724409E+07   0.544158E+07   0.544082E+07   0.544081E+07   0.544923E+07  -0.597876E+00   0.537397E+07   0.537397E+07   0.375392E+02
   0.381518E-04   0.544080E+07   0.544080E+07   0.724227E+07   0.724181E+07   0.544156E+07   0.544081E+07   0.544080E+07   0.544922E+07  -0.597874E+00   0.537396E+07   0.537396E+07   0.414446E+02
   0.421268E-04   0.544079E+07   0.544078E+07   0.723959E+07   0.723904E+07   0.544154E+07   0.544080E+07   0.544079E+07   0.544920E+07  -0.597872E+00   0.537395E+07   0.537394E+07   0.457548E+02
   0.465159E-04   0.544077E+07   0.544077E+07   0.723633E+07   0.723565E+07   0.544151E+07   0.544078E+07   0.544077E+07   0.544918E+07  -0.597870E+00   0.537393E+07   0.537392E+07   0.505115E+02
   0.513623E-04   0.544075E+07   0.544074E+07   0.723236E+07   0.723153E+07   0.544147E+07   0.544076E+07   0.544075E+07   0.544915E+07  -0.597867E+00   0.537391E+07   0.537390E+07   0.557601E+02
