#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.428296E+07   0.428296E+07   0.571004E+07   0.571002E+07   0.428384E+07   0.428297E+07   0.428296E+07   0.429140E+07  -0.599179E+00   0.425584E+07   0.425583E+07   0.108988E+02
   0.116143E-04   0.428296E+07   0.428296E+07   0.570991E+07   0.570989E+07   0.428384E+07   0.428297E+07   0.428296E+07   0.429140E+07  -0.599179E+00   0.425583E+07   0.425583E+07   0.120342E+02
   0.128244E-04   0.428296E+07   0.428296E+07   0.570976E+07   0.570973E+07   0.428384E+07   0.428297E+07   0.428296E+07   0.429140E+07  -0.599179E+00   0.425583E+07   0.425583E+07   0.132878E+02
   0.141606E-04   0.428296E+07   0.428296E+07   0.570957E+07   0.570954E+07   0.428384E+07   0.428297E+07   0.428296E+07   0.429140E+07  -0.599179E+00   0.425583E+07   0.425583E+07   0.146720E+02
   0.156360E-04   0.428295E+07   0.428295E+07   0.570934E+07   0.570930E+07   0.428384E+07   0.428297E+07   0.428295E+07   0.429140E+07  -0.599179E+00   0.425583E+07   0.425583E+07   0.162003E+02
   0.172651E-04   0.428295E+07   0.428295E+07   0.570906E+07   0.570901E+07   0.428383E+07   0.428297E+07   0.428295E+07   0.429140E+07  -0.599178E+00   0.425583E+07   0.425583E+07   0.178878E+02
   0.190639E-04   0.428295E+07   0.428295E+07   0.570872E+07   0.570866E+07   0.428383E+07   0.428296E+07   0.428295E+07   0.429139E+07  -0.599178E+00   0.425583E+07   0.425583E+07   0.197509E+02
   0.210501E-04   0.428295E+07   0.428295E+07   0.570831E+07   0.570824E+07   0.428383E+07   0.428296E+07   0.428295E+07   0.429139E+07  -0.599177E+00   0.425582E+07   0.425582E+07   0.218079E+02
   0.232433E-04   0.428294E+07   0.428294E+07   0.570780E+07   0.570771E+07   0.428382E+07   0.428296E+07   0.428294E+07   0.429139E+07  -0.599177E+00   0.425582E+07   0.425582E+07   0.240790E+02
   0.256650E-04   0.428294E+07   0.428294E+07   0.570719E+07   0.570708E+07   0.428381E+07   0.428295E+07   0.428294E+07   0.429138E+07  -0.599176E+00   0.425582E+07   0.425582E+07   0.265863E+02
   0.283390E-04   0.428294E+07   0.428293E+07   0.570644E+07   0.570630E+07   0.428380E+07   0.428295E+07   0.428294E+07   0.429138E+07  -0.599175E+00   0.425581E+07   0.425581E+07   0.293543E+02
   0.312916E-04   0.428293E+07   0.428293E+07   0.570552E+07   0.570536E+07   0.428379E+07   0.428294E+07   0.428293E+07   0.429137E+07  -0.599174E+00   0.425581E+07   0.425580E+07   0.324101E+02
