#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.198369E+08   0.198369E+08   0.264354E+08   0.264350E+08   0.198374E+08   0.198369E+08   0.198369E+08   0.198436E+08  -0.473686E+00   0.105040E+08   0.105040E+08   0.598148E+01
   0.116143E-04   0.198369E+08   0.198369E+08   0.264324E+08   0.264319E+08   0.198374E+08   0.198369E+08   0.198369E+08   0.198436E+08  -0.473685E+00   0.105040E+08   0.105040E+08   0.660449E+01
   0.128244E-04   0.198369E+08   0.198369E+08   0.264287E+08   0.264281E+08   0.198374E+08   0.198369E+08   0.198369E+08   0.198435E+08  -0.473685E+00   0.105040E+08   0.105040E+08   0.729233E+01
   0.141606E-04   0.198369E+08   0.198368E+08   0.264242E+08   0.264235E+08   0.198374E+08   0.198369E+08   0.198369E+08   0.198435E+08  -0.473685E+00   0.105040E+08   0.105040E+08   0.805175E+01
   0.156360E-04   0.198368E+08   0.198368E+08   0.264187E+08   0.264179E+08   0.198373E+08   0.198368E+08   0.198368E+08   0.198435E+08  -0.473685E+00   0.105040E+08   0.105040E+08   0.889017E+01
   0.172651E-04   0.198368E+08   0.198368E+08   0.264121E+08   0.264110E+08   0.198373E+08   0.198368E+08   0.198368E+08   0.198435E+08  -0.473684E+00   0.105040E+08   0.105040E+08   0.981578E+01
   0.190639E-04   0.198368E+08   0.198368E+08   0.264039E+08   0.264026E+08   0.198373E+08   0.198368E+08   0.198368E+08   0.198435E+08  -0.473684E+00   0.105039E+08   0.105039E+08   0.108376E+02
   0.210501E-04   0.198368E+08   0.198368E+08   0.263940E+08   0.263924E+08   0.198373E+08   0.198368E+08   0.198368E+08   0.198435E+08  -0.473683E+00   0.105039E+08   0.105039E+08   0.119656E+02
   0.232433E-04   0.198368E+08   0.198368E+08   0.263820E+08   0.263800E+08   0.198373E+08   0.198368E+08   0.198368E+08   0.198435E+08  -0.473683E+00   0.105039E+08   0.105039E+08   0.132107E+02
   0.256650E-04   0.198367E+08   0.198367E+08   0.263672E+08   0.263648E+08   0.198372E+08   0.198368E+08   0.198367E+08   0.198434E+08  -0.473682E+00   0.105039E+08   0.105039E+08   0.145850E+02
   0.283390E-04   0.198367E+08   0.198367E+08   0.263493E+08   0.263464E+08   0.198372E+08   0.198367E+08   0.198367E+08   0.198434E+08  -0.473681E+00   0.105039E+08   0.105039E+08   0.161017E+02
   0.312916E-04   0.198367E+08   0.198367E+08   0.263274E+08   0.263239E+08   0.198372E+08   0.198367E+08   0.198367E+08   0.198433E+08  -0.473680E+00   0.105039E+08   0.105039E+08   0.177754E+02
   0.345519E-04   0.198366E+08   0.198366E+08   0.263008E+08   0.262965E+08   0.198371E+08   0.198366E+08   0.198366E+08   0.198433E+08  -0.473678E+00   0.105038E+08   0.105038E+08   0.196222E+02
   0.381518E-04   0.198366E+08   0.198366E+08   0.262684E+08   0.262631E+08   0.198370E+08   0.198366E+08   0.198366E+08   0.198432E+08  -0.473677E+00   0.105038E+08   0.105038E+08   0.216597E+02
   0.421268E-04   0.198365E+08   0.198365E+08   0.262289E+08   0.262225E+08   0.198369E+08   0.198365E+08   0.198365E+08   0.198431E+08  -0.473674E+00   0.105038E+08   0.105038E+08   0.239070E+02
   0.465159E-04   0.198364E+08   0.198364E+08   0.261808E+08   0.261730E+08   0.198368E+08   0.198364E+08   0.198364E+08   0.198430E+08  -0.473672E+00   0.105037E+08   0.105037E+08   0.263851E+02
   0.513623E-04   0.198363E+08   0.198363E+08   0.261223E+08   0.261128E+08   0.198367E+08   0.198363E+08   0.198363E+08   0.198429E+08  -0.473669E+00   0.105037E+08   0.105037E+08   0.291171E+02
   0.567137E-04   0.198362E+08   0.198362E+08   0.260512E+08   0.260396E+08   0.198366E+08   0.198362E+08   0.198362E+08   0.198428E+08  -0.473665E+00   0.105036E+08   0.105036E+08   0.321279E+02
   0.626227E-04   0.198360E+08   0.198360E+08   0.259646E+08   0.259506E+08   0.198364E+08   0.198360E+08   0.198360E+08   0.198426E+08  -0.473660E+00   0.105035E+08   0.105035E+08   0.354445E+02
   0.691473E-04   0.198358E+08   0.198358E+08   0.258595E+08   0.258425E+08   0.198361E+08   0.198358E+08   0.198358E+08   0.198424E+08  -0.473654E+00   0.105034E+08   0.105034E+08   0.390960E+02
   0.763516E-04   0.198356E+08   0.198356E+08   0.257318E+08   0.257112E+08   0.198359E+08   0.198356E+08   0.198356E+08   0.198421E+08  -0.473647E+00   0.105033E+08   0.105033E+08   0.431138E+02
