#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.637462E+07   0.637462E+07   0.849823E+07   0.849818E+07   0.637537E+07   0.637463E+07   0.637462E+07   0.638304E+07  -0.596389E+00   0.625107E+07   0.625107E+07   0.114319E+02
   0.116143E-04   0.637462E+07   0.637462E+07   0.849795E+07   0.849789E+07   0.637536E+07   0.637463E+07   0.637462E+07   0.638304E+07  -0.596388E+00   0.625107E+07   0.625107E+07   0.126228E+02
   0.128244E-04   0.637462E+07   0.637462E+07   0.849760E+07   0.849753E+07   0.637536E+07   0.637463E+07   0.637462E+07   0.638303E+07  -0.596388E+00   0.625107E+07   0.625107E+07   0.139378E+02
   0.141606E-04   0.637462E+07   0.637462E+07   0.849719E+07   0.849710E+07   0.637536E+07   0.637463E+07   0.637462E+07   0.638303E+07  -0.596388E+00   0.625106E+07   0.625106E+07   0.153896E+02
   0.156360E-04   0.637462E+07   0.637461E+07   0.849668E+07   0.849657E+07   0.637536E+07   0.637463E+07   0.637462E+07   0.638303E+07  -0.596388E+00   0.625106E+07   0.625106E+07   0.169926E+02
   0.172651E-04   0.637461E+07   0.637461E+07   0.849606E+07   0.849593E+07   0.637535E+07   0.637462E+07   0.637461E+07   0.638302E+07  -0.596387E+00   0.625106E+07   0.625106E+07   0.187624E+02
   0.190639E-04   0.637461E+07   0.637461E+07   0.849531E+07   0.849514E+07   0.637535E+07   0.637462E+07   0.637461E+07   0.638302E+07  -0.596387E+00   0.625106E+07   0.625106E+07   0.207164E+02
   0.210501E-04   0.637460E+07   0.637460E+07   0.849439E+07   0.849419E+07   0.637534E+07   0.637462E+07   0.637460E+07   0.638301E+07  -0.596386E+00   0.625105E+07   0.625105E+07   0.228738E+02
   0.232433E-04   0.637460E+07   0.637460E+07   0.849327E+07   0.849302E+07   0.637533E+07   0.637461E+07   0.637460E+07   0.638301E+07  -0.596386E+00   0.625105E+07   0.625104E+07   0.252555E+02
   0.256650E-04   0.637459E+07   0.637459E+07   0.849190E+07   0.849160E+07   0.637532E+07   0.637460E+07   0.637459E+07   0.638300E+07  -0.596385E+00   0.625104E+07   0.625104E+07   0.278849E+02
   0.283390E-04   0.637458E+07   0.637458E+07   0.849023E+07   0.848987E+07   0.637531E+07   0.637460E+07   0.637458E+07   0.638299E+07  -0.596384E+00   0.625103E+07   0.625103E+07   0.307876E+02
   0.312916E-04   0.637457E+07   0.637457E+07   0.848820E+07   0.848776E+07   0.637529E+07   0.637458E+07   0.637457E+07   0.638298E+07  -0.596383E+00   0.625102E+07   0.625102E+07   0.339918E+02
   0.345519E-04   0.637456E+07   0.637456E+07   0.848572E+07   0.848518E+07   0.637528E+07   0.637457E+07   0.637456E+07   0.638296E+07  -0.596381E+00   0.625101E+07   0.625101E+07   0.375286E+02
   0.381518E-04   0.637455E+07   0.637454E+07   0.848270E+07   0.848204E+07   0.637525E+07   0.637456E+07   0.637455E+07   0.638295E+07  -0.596380E+00   0.625100E+07   0.625099E+07   0.414323E+02
   0.421268E-04   0.637453E+07   0.637453E+07   0.847902E+07   0.847822E+07   0.637523E+07   0.637454E+07   0.637453E+07   0.638292E+07  -0.596377E+00   0.625098E+07   0.625097E+07   0.457405E+02
   0.465159E-04   0.637451E+07   0.637450E+07   0.847454E+07   0.847356E+07   0.637519E+07   0.637452E+07   0.637451E+07   0.638290E+07  -0.596375E+00   0.625096E+07   0.625095E+07   0.504946E+02
   0.513623E-04   0.637448E+07   0.637448E+07   0.846908E+07   0.846788E+07   0.637515E+07   0.637449E+07   0.637448E+07   0.638287E+07  -0.596372E+00   0.625093E+07   0.625092E+07   0.557399E+02
   0.567137E-04   0.637445E+07   0.637444E+07   0.846242E+07   0.846097E+07   0.637510E+07   0.637446E+07   0.637445E+07   0.638283E+07  -0.596368E+00   0.625090E+07   0.625089E+07   0.615264E+02
   0.626227E-04   0.637441E+07   0.637440E+07   0.845431E+07   0.845254E+07   0.637504E+07   0.637442E+07   0.637441E+07   0.638278E+07  -0.596363E+00   0.625086E+07   0.625085E+07   0.679086E+02
   0.691473E-04   0.637436E+07   0.637435E+07   0.844444E+07   0.844228E+07   0.637497E+07   0.637437E+07   0.637436E+07   0.638272E+07  -0.596357E+00   0.625082E+07   0.625080E+07   0.749459E+02
   0.763516E-04   0.637430E+07   0.637429E+07   0.843241E+07   0.842978E+07   0.637488E+07   0.637431E+07   0.637430E+07   0.638265E+07  -0.596351E+00   0.625076E+07   0.625074E+07   0.827033E+02
   0.843066E-04   0.637423E+07   0.637422E+07   0.841776E+07   0.841457E+07   0.637477E+07   0.637424E+07   0.637423E+07   0.638256E+07  -0.596342E+00   0.625069E+07   0.625067E+07   0.912514E+02
   0.930904E-04   0.637415E+07   0.637413E+07   0.839995E+07   0.839605E+07   0.637464E+07   0.637415E+07   0.637414E+07   0.638246E+07  -0.596332E+00   0.625061E+07   0.625058E+07   0.100666E+03
   0.102789E-03   0.637404E+07   0.637402E+07   0.837827E+07   0.837353E+07   0.637448E+07   0.637404E+07   0.637404E+07   0.638233E+07  -0.596319E+00   0.625050E+07   0.625047E+07   0.111030E+03
   0.113499E-03   0.637391E+07   0.637389E+07   0.835191E+07   0.834615E+07   0.637428E+07   0.637391E+07   0.637391E+07   0.638217E+07  -0.596304E+00   0.625038E+07   0.625034E+07   0.122431E+03
   0.125324E-03   0.637376E+07   0.637372E+07   0.831989E+07   0.831288E+07   0.637404E+07   0.637376E+07   0.637375E+07   0.638198E+07  -0.596285E+00   0.625022E+07   0.625018E+07   0.134963E+03
   0.138382E-03   0.637356E+07   0.637352E+07   0.828100E+07   0.827248E+07   0.637375E+07   0.637356E+07   0.637356E+07   0.638175E+07  -0.596262E+00   0.625004E+07   0.624998E+07   0.148722E+03
   0.152799E-03   0.637333E+07   0.637328E+07   0.823382E+07   0.822348E+07   0.637340E+07   0.637333E+07   0.637332E+07   0.638146E+07  -0.596234E+00   0.624981E+07   0.624974E+07   0.163812E+03
   0.168719E-03   0.637305E+07   0.637299E+07   0.817665E+07   0.816411E+07   0.637296E+07   0.637304E+07   0.637304E+07   0.638112E+07  -0.596201E+00   0.624953E+07   0.624945E+07   0.180336E+03
   0.186298E-03   0.637270E+07   0.637263E+07   0.810746E+07   0.809227E+07   0.637243E+07   0.637269E+07   0.637269E+07   0.638070E+07  -0.596160E+00   0.624919E+07   0.624910E+07   0.198396E+03
   0.205708E-03   0.637228E+07   0.637220E+07   0.802387E+07   0.800548E+07   0.637179E+07   0.637226E+07   0.637227E+07   0.638019E+07  -0.596110E+00   0.624878E+07   0.624867E+07   0.218089E+03
   0.227141E-03   0.637177E+07   0.637167E+07   0.792307E+07   0.790086E+07   0.637101E+07   0.637174E+07   0.637176E+07   0.637957E+07  -0.596049E+00   0.624828E+07   0.624814E+07   0.239503E+03
   0.250806E-03   0.637115E+07   0.637102E+07   0.780182E+07   0.777506E+07   0.637005E+07   0.637111E+07   0.637113E+07   0.637882E+07  -0.595975E+00   0.624768E+07   0.624750E+07   0.262707E+03
   0.276938E-03   0.637039E+07   0.637024E+07   0.765641E+07   0.762424E+07   0.636889E+07   0.637035E+07   0.637037E+07   0.637791E+07  -0.595885E+00   0.624693E+07   0.624672E+07   0.287743E+03
   0.305791E-03   0.636947E+07   0.636928E+07   0.748268E+07   0.744410E+07   0.636748E+07   0.636941E+07   0.636944E+07   0.637680E+07  -0.595777E+00   0.624603E+07   0.624578E+07   0.314611E+03
   0.337651E-03   0.636836E+07   0.636813E+07   0.727601E+07   0.722995E+07   0.636576E+07   0.636828E+07   0.636832E+07   0.637546E+07  -0.595645E+00   0.624494E+07   0.624463E+07   0.343253E+03
   0.372831E-03   0.636700E+07   0.636672E+07   0.703154E+07   0.697678E+07   0.636368E+07   0.636691E+07   0.636696E+07   0.637384E+07  -0.595486E+00   0.624361E+07   0.624324E+07   0.373531E+03
   0.411676E-03   0.636536E+07   0.636502E+07   0.674429E+07   0.667956E+07   0.636115E+07   0.636524E+07   0.636530E+07   0.637189E+07  -0.595295E+00   0.624200E+07   0.624156E+07   0.405201E+03
   0.454568E-03   0.636336E+07   0.636297E+07   0.640959E+07   0.633358E+07   0.635807E+07   0.636322E+07   0.636330E+07   0.636954E+07  -0.595064E+00   0.624004E+07   0.623952E+07   0.437881E+03
   0.501929E-03   0.636096E+07   0.636048E+07   0.602358E+07   0.593507E+07   0.635435E+07   0.636078E+07   0.636088E+07   0.636671E+07  -0.594786E+00   0.623768E+07   0.623705E+07   0.471012E+03
   0.554224E-03   0.635805E+07   0.635748E+07   0.558403E+07   0.548201E+07   0.634984E+07   0.635784E+07   0.635796E+07   0.636333E+07  -0.594453E+00   0.623481E+07   0.623408E+07   0.503829E+03
   0.611968E-03   0.635454E+07   0.635387E+07   0.509137E+07   0.497520E+07   0.634438E+07   0.635429E+07   0.635444E+07   0.635929E+07  -0.594056E+00   0.623136E+07   0.623050E+07   0.535318E+03
   0.675728E-03   0.635033E+07   0.634954E+07   0.454993E+07   0.441963E+07   0.633780E+07   0.635002E+07   0.635021E+07   0.635448E+07  -0.593583E+00   0.622720E+07   0.622620E+07   0.564197E+03
   0.746132E-03   0.634528E+07   0.634436E+07   0.396939E+07   0.382589E+07   0.632987E+07   0.634491E+07   0.634514E+07   0.634879E+07  -0.593023E+00   0.622221E+07   0.622105E+07   0.588916E+03
   0.823870E-03   0.633925E+07   0.633818E+07   0.336599E+07   0.321144E+07   0.632034E+07   0.633880E+07   0.633908E+07   0.634208E+07  -0.592363E+00   0.621623E+07   0.621491E+07   0.607704E+03
   0.909708E-03   0.633206E+07   0.633083E+07   0.276317E+07   0.260114E+07   0.630890E+07   0.633152E+07   0.633187E+07   0.633420E+07  -0.591590E+00   0.620910E+07   0.620761E+07   0.618669E+03
   0.100449E-02   0.632354E+07   0.632215E+07   0.219082E+07   0.202634E+07   0.629524E+07   0.632289E+07   0.632332E+07   0.632501E+07  -0.590689E+00   0.620062E+07   0.619897E+07   0.619998E+03
   0.110915E-02   0.631347E+07   0.631192E+07   0.168220E+07   0.152153E+07   0.627895E+07   0.631271E+07   0.631323E+07   0.631432E+07  -0.589645E+00   0.619058E+07   0.618880E+07   0.610246E+03
   0.122471E-02   0.630164E+07   0.629993E+07   0.126796E+07   0.111782E+07   0.625961E+07   0.630074E+07   0.630137E+07   0.630195E+07  -0.588441E+00   0.617878E+07   0.617687E+07   0.588714E+03
   0.135231E-02   0.628781E+07   0.628596E+07   0.967241E+06   0.833697E+06   0.623663E+07   0.628675E+07   0.628752E+07   0.628766E+07  -0.587059E+00   0.616495E+07   0.616296E+07   0.555849E+03
   0.149320E-02   0.627172E+07   0.626976E+07   0.778204E+06   0.665302E+06   0.620952E+07   0.627047E+07   0.627141E+07   0.627121E+07  -0.585479E+00   0.614886E+07   0.614683E+07   0.513540E+03
   0.164878E-02   0.625308E+07   0.625104E+07   0.672802E+06   0.581589E+06   0.617777E+07   0.625163E+07   0.625276E+07   0.625227E+07  -0.583674E+00   0.613024E+07   0.612821E+07   0.465121E+03
   0.182056E-02   0.623161E+07   0.622951E+07   0.602718E+06   0.531414E+06   0.614069E+07   0.622991E+07   0.623128E+07   0.623048E+07  -0.581614E+00   0.610880E+07   0.610680E+07   0.414896E+03
   0.201024E-02   0.620696E+07   0.620483E+07   0.520550E+06   0.466172E+06   0.609756E+07   0.620497E+07   0.620662E+07   0.620547E+07  -0.579263E+00   0.608423E+07   0.608228E+07   0.367169E+03
   0.221969E-02   0.617875E+07   0.617659E+07   0.409035E+06   0.369523E+06   0.604760E+07   0.617644E+07   0.617841E+07   0.617683E+07  -0.576579E+00   0.605617E+07   0.605426E+07   0.325066E+03
   0.245096E-02   0.614659E+07   0.614437E+07   0.294764E+06   0.269318E+06   0.598999E+07   0.614388E+07   0.614624E+07   0.614417E+07  -0.573521E+00   0.602422E+07   0.602234E+07   0.289770E+03
   0.270632E-02   0.611004E+07   0.610770E+07   0.221067E+06   0.207522E+06   0.592388E+07   0.610686E+07   0.610967E+07   0.610708E+07  -0.570048E+00   0.598792E+07   0.598605E+07   0.260719E+03
   0.298829E-02   0.606861E+07   0.606611E+07   0.193527E+06   0.181390E+06   0.584848E+07   0.606490E+07   0.606822E+07   0.606509E+07  -0.566118E+00   0.594680E+07   0.594493E+07   0.236531E+03
   0.329963E-02   0.602184E+07   0.601911E+07   0.168980E+06   0.147615E+06   0.576306E+07   0.601750E+07   0.602141E+07   0.601766E+07  -0.561684E+00   0.590038E+07   0.589850E+07   0.215635E+03
   0.364342E-02   0.596920E+07   0.596621E+07   0.125859E+06   0.120001E+06   0.566702E+07   0.596417E+07   0.596873E+07   0.596429E+07  -0.556698E+00   0.584818E+07   0.584629E+07   0.196250E+03
   0.402302E-02   0.591019E+07   0.590691E+07   0.997470E+05   0.974363E+05   0.555991E+07   0.590439E+07   0.590967E+07   0.590448E+07  -0.551111E+00   0.578968E+07   0.578780E+07   0.177063E+03
   0.444218E-02   0.584429E+07   0.584068E+07   0.924293E+05   0.790104E+05   0.544153E+07   0.583764E+07   0.584372E+07   0.583773E+07  -0.544876E+00   0.572438E+07   0.572252E+07   0.158706E+03
   0.490500E-02   0.577099E+07   0.576698E+07   0.688293E+05   0.639771E+05   0.531181E+07   0.576343E+07   0.577036E+07   0.576350E+07  -0.537945E+00   0.565178E+07   0.564994E+07   0.142737E+03
   0.541605E-02   0.568982E+07   0.568529E+07   0.575925E+05   0.517222E+05   0.517089E+07   0.568127E+07   0.568911E+07   0.568133E+07  -0.530273E+00   0.557143E+07   0.556958E+07   0.129066E+03
   0.598034E-02   0.560031E+07   0.559517E+07   0.480555E+05   0.417427E+05   0.501888E+07   0.559072E+07   0.559950E+07   0.559077E+07  -0.521818E+00   0.548287E+07   0.548102E+07   0.116774E+03
   0.660342E-02   0.550205E+07   0.549618E+07   0.356178E+05   0.336254E+05   0.485599E+07   0.549138E+07   0.550113E+07   0.549141E+07  -0.512543E+00   0.538571E+07   0.538387E+07   0.105279E+03
   0.729143E-02   0.539465E+07   0.538792E+07   0.286811E+05   0.270311E+05   0.468227E+07   0.538284E+07   0.539360E+07   0.538287E+07  -0.502411E+00   0.527957E+07   0.527774E+07   0.949650E+02
   0.805111E-02   0.527777E+07   0.527000E+07   0.247195E+05   0.216815E+05   0.449783E+07   0.526478E+07   0.527655E+07   0.526480E+07  -0.491390E+00   0.516411E+07   0.516228E+07   0.859911E+02
   0.888995E-02   0.515108E+07   0.514208E+07   0.169594E+05   0.173483E+05   0.430308E+07   0.513687E+07   0.514967E+07   0.513689E+07  -0.479450E+00   0.503902E+07   0.503720E+07   0.778838E+02
   0.981618E-02   0.501429E+07   0.500384E+07   0.150189E+05   0.138442E+05   0.409873E+07   0.499884E+07   0.501265E+07   0.499885E+07  -0.466566E+00   0.490402E+07   0.490219E+07   0.706158E+02
   0.108389E-01   0.486712E+07   0.485496E+07   0.121481E+05   0.110156E+05   0.388555E+07   0.485040E+07   0.486521E+07   0.485041E+07  -0.452710E+00   0.475884E+07   0.475700E+07   0.642285E+02
   0.119682E-01   0.470928E+07   0.469513E+07   0.972074E+04   0.873664E+04   0.366375E+07   0.469129E+07   0.470707E+07   0.469130E+07  -0.437859E+00   0.460321E+07   0.460136E+07   0.585211E+02
   0.132152E-01   0.454104E+07   0.452460E+07   0.796932E+04   0.690484E+04   0.342568E+07   0.452164E+07   0.453847E+07   0.452165E+07  -0.422025E+00   0.443728E+07   0.443541E+07   0.534918E+02
   0.145920E-01   0.436107E+07   0.434200E+07   0.604606E+04   0.543475E+04   0.318424E+07   0.434034E+07   0.435808E+07   0.434034E+07  -0.405102E+00   0.425990E+07   0.425801E+07   0.490131E+02
   0.161124E-01   0.416978E+07   0.414775E+07   0.436544E+04   0.425852E+04   0.293805E+07   0.414776E+07   0.416633E+07   0.414776E+07  -0.387128E+00   0.407144E+07   0.406952E+07   0.450250E+02
   0.177911E-01   0.396705E+07   0.394175E+07   0.347394E+04   0.332006E+04   0.269038E+07   0.394384E+07   0.396308E+07   0.394385E+07  -0.368095E+00   0.387184E+07   0.386989E+07   0.414401E+02
   0.196447E-01   0.375379E+07   0.372496E+07   0.272229E+04   0.257424E+04   0.244257E+07   0.372952E+07   0.374927E+07   0.372952E+07  -0.348091E+00   0.366201E+07   0.366003E+07   0.381758E+02
   0.216915E-01   0.353080E+07   0.349828E+07   0.225735E+04   0.198389E+04   0.219611E+07   0.350560E+07   0.352570E+07   0.350560E+07  -0.327191E+00   0.344272E+07   0.344071E+07   0.351444E+02
   0.239515E-01   0.329940E+07   0.326319E+07   0.155945E+04   0.151885E+04   0.195408E+07   0.327348E+07   0.329373E+07   0.327348E+07  -0.305526E+00   0.321534E+07   0.321329E+07   0.322583E+02
   0.264470E-01   0.306197E+07   0.302229E+07   0.133551E+04   0.115475E+04   0.172061E+07   0.303557E+07   0.305576E+07   0.303557E+07  -0.283322E+00   0.298221E+07   0.298016E+07   0.294241E+02
   0.292025E-01   0.282198E+07   0.277938E+07   0.909953E+03   0.871823E+03   0.149889E+07   0.279540E+07   0.281530E+07   0.279540E+07  -0.260905E+00   0.274680E+07   0.274475E+07   0.265612E+02
