#           k/h    P           
    0.10000E-03    0.34667E+01
    0.10202E-03    0.35343E+01
    0.10408E-03    0.36032E+01
    0.10618E-03    0.36735E+01
    0.10833E-03    0.37451E+01
    0.11052E-03    0.38182E+01
    0.11275E-03    0.38926E+01
    0.11503E-03    0.39685E+01
    0.11735E-03    0.40459E+01
    0.11972E-03    0.41248E+01
    0.12214E-03    0.42053E+01
    0.12461E-03    0.42873E+01
    0.12712E-03    0.43709E+01
    0.12969E-03    0.44561E+01
    0.13231E-03    0.45430E+01
    0.13499E-03    0.46316E+01
    0.13771E-03    0.47219E+01
    0.14049E-03    0.48140E+01
    0.14333E-03    0.49078E+01
    0.14623E-03    0.50035E+01
    0.14918E-03    0.51011E+01
    0.15220E-03    0.52005E+01
    0.15527E-03    0.53019E+01
    0.15841E-03    0.54053E+01
    0.16161E-03    0.55107E+01
    0.16487E-03    0.56181E+01
    0.16820E-03    0.57276E+01
    0.17160E-03    0.58393E+01
    0.17507E-03    0.59531E+01
    0.17860E-03    0.60691E+01
    0.18221E-03    0.61875E+01
    0.18589E-03    0.63081E+01
    0.18965E-03    0.64310E+01
    0.19348E-03    0.65563E+01
    0.19739E-03    0.66841E+01
    0.20138E-03    0.68144E+01
    0.20544E-03    0.69472E+01
    0.20959E-03    0.70826E+01
    0.21383E-03    0.72206E+01
    0.21815E-03    0.73613E+01
    0.22255E-03    0.75047E+01
    0.22705E-03    0.76509E+01
    0.23164E-03    0.78000E+01
    0.23632E-03    0.79519E+01
    0.24109E-03    0.81068E+01
    0.24596E-03    0.82647E+01
    0.25093E-03    0.84257E+01
    0.25600E-03    0.85898E+01
    0.26117E-03    0.87571E+01
    0.26645E-03    0.89277E+01
    0.27183E-03    0.91015E+01
    0.27732E-03    0.92787E+01
    0.28292E-03    0.94594E+01
    0.28864E-03    0.96435E+01
    0.29447E-03    0.98313E+01
    0.30042E-03    0.10023E+02
    0.30649E-03    0.10218E+02
    0.31268E-03    0.10417E+02
    0.31899E-03    0.10619E+02
    0.32544E-03    0.10826E+02
    0.33201E-03    0.11037E+02
    0.33872E-03    0.11251E+02
    0.34556E-03    0.11470E+02
    0.35254E-03    0.11693E+02
    0.35966E-03    0.11921E+02
    0.36693E-03    0.12152E+02
    0.37434E-03    0.12389E+02
    0.38190E-03    0.12629E+02
    0.38962E-03    0.12875E+02
    0.39749E-03    0.13125E+02
    0.40552E-03    0.13380E+02
    0.41371E-03    0.13640E+02
    0.42207E-03    0.13905E+02
    0.43060E-03    0.14175E+02
    0.43929E-03    0.14450E+02
    0.44817E-03    0.14731E+02
    0.45722E-03    0.15017E+02
