#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.150362E+07   0.150362E+07   0.200476E+07   0.200476E+07   0.150526E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600877E+00   0.150118E+07   0.150118E+07   0.814548E-01
   0.116143E-04   0.150362E+07   0.150362E+07   0.200475E+07   0.200475E+07   0.150526E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600877E+00   0.150118E+07   0.150118E+07   0.899414E-01
   0.128244E-04   0.150362E+07   0.150362E+07   0.200473E+07   0.200473E+07   0.150525E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600877E+00   0.150118E+07   0.150118E+07   0.993122E-01
   0.141606E-04   0.150362E+07   0.150362E+07   0.200471E+07   0.200470E+07   0.150525E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600877E+00   0.150118E+07   0.150118E+07   0.109659E+00
   0.156360E-04   0.150362E+07   0.150362E+07   0.200468E+07   0.200468E+07   0.150525E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600877E+00   0.150118E+07   0.150118E+07   0.121085E+00
   0.172651E-04   0.150362E+07   0.150362E+07   0.200465E+07   0.200464E+07   0.150525E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600876E+00   0.150118E+07   0.150118E+07   0.133700E+00
   0.190639E-04   0.150362E+07   0.150362E+07   0.200460E+07   0.200460E+07   0.150525E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600876E+00   0.150118E+07   0.150118E+07   0.147630E+00
   0.210501E-04   0.150362E+07   0.150362E+07   0.200455E+07   0.200455E+07   0.150525E+07   0.150365E+07   0.150362E+07   0.151205E+07  -0.600876E+00   0.150117E+07   0.150117E+07   0.163011E+00
   0.232433E-04   0.150362E+07   0.150362E+07   0.200449E+07   0.200449E+07   0.150525E+07   0.150364E+07   0.150362E+07   0.151205E+07  -0.600875E+00   0.150117E+07   0.150117E+07   0.179994E+00
   0.256650E-04   0.150362E+07   0.150362E+07   0.200442E+07   0.200441E+07   0.150524E+07   0.150364E+07   0.150362E+07   0.151205E+07  -0.600875E+00   0.150117E+07   0.150117E+07   0.198747E+00
