#           k/h    P           
    0.10000E-03    0.30208E+00
    0.10202E-03    0.30797E+00
    0.10408E-03    0.31398E+00
    0.10618E-03    0.32010E+00
    0.10833E-03    0.32634E+00
    0.11052E-03    0.33271E+00
    0.11275E-03    0.33920E+00
    0.11503E-03    0.34581E+00
    0.11735E-03    0.35256E+00
    0.11972E-03    0.35943E+00
    0.12214E-03    0.36644E+00
    0.12461E-03    0.37359E+00
    0.12712E-03    0.38088E+00
    0.12969E-03    0.38831E+00
    0.13231E-03    0.39588E+00
    0.13499E-03    0.40360E+00
    0.13771E-03    0.41147E+00
    0.14049E-03    0.41950E+00
    0.14333E-03    0.42768E+00
    0.14623E-03    0.43602E+00
    0.14918E-03    0.44452E+00
    0.15220E-03    0.45319E+00
    0.15527E-03    0.46203E+00
    0.15841E-03    0.47104E+00
    0.16161E-03    0.48022E+00
    0.16487E-03    0.48959E+00
    0.16820E-03    0.49913E+00
    0.17160E-03    0.50886E+00
    0.17507E-03    0.51879E+00
    0.17860E-03    0.52890E+00
    0.18221E-03    0.53922E+00
    0.18589E-03    0.54973E+00
    0.18965E-03    0.56045E+00
    0.19348E-03    0.57137E+00
    0.19739E-03    0.58251E+00
    0.20138E-03    0.59387E+00
    0.20544E-03    0.60545E+00
    0.20959E-03    0.61725E+00
    0.21383E-03    0.62929E+00
    0.21815E-03    0.64155E+00
    0.22255E-03    0.65406E+00
    0.22705E-03    0.66681E+00
    0.23164E-03    0.67981E+00
    0.23632E-03    0.69306E+00
    0.24109E-03    0.70657E+00
    0.24596E-03    0.72034E+00
    0.25093E-03    0.73438E+00
    0.25600E-03    0.74869E+00
    0.26117E-03    0.76328E+00
    0.26645E-03    0.77815E+00
    0.27183E-03    0.79332E+00
    0.27732E-03    0.80878E+00
    0.28292E-03    0.82454E+00
    0.28864E-03    0.84060E+00
    0.29447E-03    0.85698E+00
    0.30042E-03    0.87367E+00
    0.30649E-03    0.89069E+00
    0.31268E-03    0.90805E+00
    0.31899E-03    0.92573E+00
    0.32544E-03    0.94376E+00
    0.33201E-03    0.96214E+00
    0.33872E-03    0.98088E+00
    0.34556E-03    0.99998E+00
    0.35254E-03    0.10195E+01
    0.35966E-03    0.10393E+01
    0.36693E-03    0.10595E+01
    0.37434E-03    0.10802E+01
    0.38190E-03    0.11012E+01
    0.38962E-03    0.11226E+01
    0.39749E-03    0.11445E+01
    0.40552E-03    0.11668E+01
    0.41371E-03    0.11895E+01
    0.42207E-03    0.12126E+01
    0.43060E-03    0.12362E+01
    0.43929E-03    0.12602E+01
    0.44817E-03    0.12847E+01
    0.45722E-03    0.13097E+01
    0.46646E-03    0.13352E+01
    0.47588E-03    0.13612E+01
    0.48550E-03    0.13876E+01
    0.49530E-03    0.14146E+01
    0.50531E-03    0.14421E+01
    0.51552E-03    0.14701E+01
    0.52593E-03    0.14987E+01
    0.53656E-03    0.15278E+01
    0.54739E-03    0.15575E+01
    0.55845E-03    0.15877E+01
    0.56973E-03    0.16185E+01
    0.58124E-03    0.16500E+01
    0.59299E-03    0.16820E+01
    0.60496E-03    0.17146E+01
    0.61719E-03    0.17479E+01
    0.62965E-03    0.17818E+01
    0.64237E-03    0.18163E+01
    0.65535E-03    0.18515E+01
    0.66859E-03    0.18874E+01
    0.68210E-03    0.19240E+01
    0.69588E-03    0.19613E+01
    0.70993E-03    0.19992E+01
    0.72427E-03    0.20379E+01
    0.73891E-03    0.20774E+01
    0.75383E-03    0.21176E+01
    0.76906E-03    0.21585E+01
    0.78460E-03    0.22003E+01
    0.80045E-03    0.22428E+01
    0.81662E-03    0.22861E+01
    0.83311E-03    0.23303E+01
    0.84994E-03    0.23752E+01
    0.86711E-03    0.24211E+01
    0.88463E-03    0.24678E+01
    0.90250E-03    0.25154E+01
    0.92073E-03    0.25638E+01
    0.93933E-03    0.26132E+01
    0.95831E-03    0.26635E+01
    0.97767E-03    0.27147E+01
    0.99742E-03    0.27669E+01
    0.10176E-02    0.28201E+01
    0.10381E-02    0.28743E+01
    0.10591E-02    0.29294E+01
    0.10805E-02    0.29856E+01
    0.11023E-02    0.30429E+01
    0.11246E-02    0.31011E+01
    0.11473E-02    0.31605E+01
    0.11705E-02    0.32209E+01
    0.11941E-02    0.32825E+01
    0.12182E-02    0.33452E+01
    0.12429E-02    0.34090E+01
    0.12680E-02    0.34740E+01
    0.12936E-02    0.35401E+01
    0.13197E-02    0.36075E+01
    0.13464E-02    0.36760E+01
    0.13736E-02    0.37458E+01
    0.14013E-02    0.38169E+01
    0.14296E-02    0.38892E+01
    0.14585E-02    0.39628E+01
    0.14880E-02    0.40376E+01
    0.15180E-02    0.41138E+01
    0.15487E-02    0.41914E+01
    0.15800E-02    0.42703E+01
    0.16119E-02    0.43506E+01
    0.16445E-02    0.44322E+01
    0.16777E-02    0.45153E+01
    0.17116E-02    0.45998E+01
    0.17462E-02    0.46857E+01
    0.17814E-02    0.47731E+01
    0.18174E-02    0.48619E+01
    0.18541E-02    0.49523E+01
    0.18916E-02    0.50441E+01
    0.19298E-02    0.51374E+01
    0.19688E-02    0.52323E+01
    0.20086E-02    0.53288E+01
    0.20491E-02    0.54268E+01
    0.20905E-02    0.55263E+01
    0.21328E-02    0.56275E+01
    0.21758E-02    0.57302E+01
    0.22198E-02    0.58346E+01
    0.22646E-02    0.59405E+01
    0.23104E-02    0.60481E+01
    0.23571E-02    0.61574E+01
    0.24047E-02    0.62682E+01
    0.24533E-02    0.63807E+01
    0.25028E-02    0.64949E+01
    0.25534E-02    0.66108E+01
    0.26050E-02    0.67283E+01
    0.26576E-02    0.68474E+01
    0.27113E-02    0.69683E+01
    0.27660E-02    0.70907E+01
    0.28219E-02    0.72149E+01
    0.28789E-02    0.73407E+01
    0.29371E-02    0.74682E+01
    0.29964E-02    0.75973E+01
    0.30569E-02    0.77281E+01
    0.31187E-02    0.78605E+01
    0.31817E-02    0.79946E+01
    0.32460E-02    0.81302E+01
    0.33115E-02    0.82675E+01
    0.33784E-02    0.84063E+01
    0.34467E-02    0.85467E+01
    0.35163E-02    0.86886E+01
    0.35874E-02    0.88320E+01
    0.36598E-02    0.89770E+01
    0.37338E-02    0.91234E+01
    0.38092E-02    0.92713E+01
    0.38861E-02    0.94205E+01
    0.39646E-02    0.95712E+01
    0.40447E-02    0.97232E+01
    0.41264E-02    0.98765E+01
    0.42098E-02    0.10031E+02
    0.42948E-02    0.10187E+02
    0.43816E-02    0.10344E+02
    0.44701E-02    0.10502E+02
    0.45604E-02    0.10661E+02
    0.46525E-02    0.10822E+02
    0.47465E-02    0.10983E+02
    0.48424E-02    0.11145E+02
    0.49402E-02    0.11308E+02
    0.50400E-02    0.11472E+02
    0.51419E-02    0.11637E+02
    0.52457E-02    0.11802E+02
    0.53517E-02    0.11969E+02
    0.54598E-02    0.12135E+02
    0.55701E-02    0.12302E+02
    0.56826E-02    0.12470E+02
    0.57974E-02    0.12638E+02
    0.59145E-02    0.12806E+02
    0.60340E-02    0.12975E+02
    0.61559E-02    0.13143E+02
    0.62803E-02    0.13312E+02
    0.64072E-02    0.13481E+02
    0.65366E-02    0.13649E+02
    0.66686E-02    0.13817E+02
    0.68033E-02    0.13985E+02
    0.69408E-02    0.14153E+02
    0.70810E-02    0.14320E+02
    0.72240E-02    0.14486E+02
    0.73700E-02    0.14652E+02
    0.75189E-02    0.14816E+02
    0.76708E-02    0.14980E+02
    0.78257E-02    0.15143E+02
    0.79838E-02    0.15304E+02
