#           k/h    P           
    0.10000E-03    0.68458E+00
    0.10202E-03    0.69793E+00
    0.10408E-03    0.71154E+00
    0.10618E-03    0.72542E+00
    0.10833E-03    0.73957E+00
    0.11052E-03    0.75399E+00
    0.11275E-03    0.76870E+00
    0.11503E-03    0.78369E+00
    0.11735E-03    0.79897E+00
    0.11972E-03    0.81455E+00
    0.12214E-03    0.83044E+00
    0.12461E-03    0.84664E+00
    0.12712E-03    0.86315E+00
    0.12969E-03    0.87998E+00
    0.13231E-03    0.89714E+00
    0.13499E-03    0.91464E+00
    0.13771E-03    0.93247E+00
    0.14049E-03    0.95066E+00
    0.14333E-03    0.96920E+00
    0.14623E-03    0.98810E+00
    0.14918E-03    0.10074E+01
    0.15220E-03    0.10270E+01
    0.15527E-03    0.10470E+01
    0.15841E-03    0.10675E+01
    0.16161E-03    0.10883E+01
    0.16487E-03    0.11095E+01
    0.16820E-03    0.11311E+01
    0.17160E-03    0.11532E+01
    0.17507E-03    0.11757E+01
    0.17860E-03    0.11986E+01
    0.18221E-03    0.12219E+01
    0.18589E-03    0.12458E+01
    0.18965E-03    0.12701E+01
    0.19348E-03    0.12948E+01
    0.19739E-03    0.13201E+01
    0.20138E-03    0.13458E+01
    0.20544E-03    0.13720E+01
    0.20959E-03    0.13988E+01
    0.21383E-03    0.14260E+01
    0.21815E-03    0.14538E+01
    0.22255E-03    0.14822E+01
    0.22705E-03    0.15110E+01
    0.23164E-03    0.15405E+01
    0.23632E-03    0.15705E+01
    0.24109E-03    0.16011E+01
    0.24596E-03    0.16323E+01
    0.25093E-03    0.16641E+01
    0.25600E-03    0.16966E+01
    0.26117E-03    0.17296E+01
    0.26645E-03    0.17633E+01
    0.27183E-03    0.17977E+01
    0.27732E-03    0.18327E+01
    0.28292E-03    0.18684E+01
    0.28864E-03    0.19048E+01
    0.29447E-03    0.19419E+01
    0.30042E-03    0.19797E+01
    0.30649E-03    0.20183E+01
    0.31268E-03    0.20576E+01
    0.31899E-03    0.20976E+01
    0.32544E-03    0.21385E+01
    0.33201E-03    0.21801E+01
    0.33872E-03    0.22226E+01
    0.34556E-03    0.22658E+01
    0.35254E-03    0.23099E+01
    0.35966E-03    0.23549E+01
    0.36693E-03    0.24007E+01
    0.37434E-03    0.24474E+01
    0.38190E-03    0.24951E+01
    0.38962E-03    0.25436E+01
    0.39749E-03    0.25931E+01
    0.40552E-03    0.26435E+01
    0.41371E-03    0.26949E+01
    0.42207E-03    0.27473E+01
    0.43060E-03    0.28008E+01
    0.43929E-03    0.28552E+01
    0.44817E-03    0.29107E+01
    0.45722E-03    0.29673E+01
    0.46646E-03    0.30249E+01
    0.47588E-03    0.30837E+01
    0.48550E-03    0.31436E+01
    0.49530E-03    0.32047E+01
    0.50531E-03    0.32669E+01
    0.51552E-03    0.33304E+01
    0.52593E-03    0.33950E+01
    0.53656E-03    0.34609E+01
    0.54739E-03    0.35281E+01
    0.55845E-03    0.35965E+01
    0.56973E-03    0.36663E+01
    0.58124E-03    0.37374E+01
    0.59299E-03    0.38098E+01
    0.60496E-03    0.38837E+01
    0.61719E-03    0.39589E+01
    0.62965E-03    0.40356E+01
    0.64237E-03    0.41138E+01
    0.65535E-03    0.41934E+01
    0.66859E-03    0.42746E+01
    0.68210E-03    0.43573E+01
    0.69588E-03    0.44416E+01
    0.70993E-03    0.45275E+01
    0.72427E-03    0.46150E+01
    0.73891E-03    0.47041E+01
    0.75383E-03    0.47950E+01
    0.76906E-03    0.48876E+01
    0.78460E-03    0.49819E+01
    0.80045E-03    0.50780E+01
    0.81662E-03    0.51759E+01
    0.83311E-03    0.52756E+01
    0.84994E-03    0.53773E+01
    0.86711E-03    0.54808E+01
    0.88463E-03    0.55863E+01
    0.90250E-03    0.56937E+01
    0.92073E-03    0.58031E+01
    0.93933E-03    0.59146E+01
    0.95831E-03    0.60282E+01
    0.97767E-03    0.61438E+01
    0.99742E-03    0.62616E+01
    0.10176E-02    0.63816E+01
    0.10381E-02    0.65038E+01
    0.10591E-02    0.66282E+01
    0.10805E-02    0.67549E+01
    0.11023E-02    0.68839E+01
    0.11246E-02    0.70153E+01
    0.11473E-02    0.71491E+01
    0.11705E-02    0.72853E+01
    0.11941E-02    0.74239E+01
    0.12182E-02    0.75651E+01
    0.12429E-02    0.77088E+01
    0.12680E-02    0.78551E+01
    0.12936E-02    0.80040E+01
    0.13197E-02    0.81555E+01
