#           k/h    P           
    0.10000E-03    0.15215E+03
    0.10202E-03    0.15512E+03
    0.10408E-03    0.15814E+03
    0.10618E-03    0.16122E+03
    0.10833E-03    0.16437E+03
    0.11052E-03    0.16757E+03
    0.11275E-03    0.17084E+03
    0.11503E-03    0.17417E+03
    0.11735E-03    0.17757E+03
    0.11972E-03    0.18103E+03
    0.12214E-03    0.18456E+03
    0.12461E-03    0.18816E+03
    0.12712E-03    0.19182E+03
    0.12969E-03    0.19556E+03
    0.13231E-03    0.19938E+03
    0.13499E-03    0.20326E+03
    0.13771E-03    0.20722E+03
    0.14049E-03    0.21126E+03
    0.14333E-03    0.21538E+03
    0.14623E-03    0.21958E+03
    0.14918E-03    0.22386E+03
    0.15220E-03    0.22822E+03
    0.15527E-03    0.23267E+03
    0.15841E-03    0.23720E+03
    0.16161E-03    0.24183E+03
    0.16487E-03    0.24654E+03
    0.16820E-03    0.25134E+03
    0.17160E-03    0.25624E+03
    0.17507E-03    0.26123E+03
    0.17860E-03    0.26632E+03
    0.18221E-03    0.27151E+03
    0.18589E-03    0.27680E+03
    0.18965E-03    0.28219E+03
    0.19348E-03    0.28769E+03
    0.19739E-03    0.29329E+03
    0.20138E-03    0.29900E+03
    0.20544E-03    0.30482E+03
    0.20959E-03    0.31076E+03
    0.21383E-03    0.31681E+03
    0.21815E-03    0.32298E+03
    0.22255E-03    0.32927E+03
    0.22705E-03    0.33568E+03
    0.23164E-03    0.34221E+03
    0.23632E-03    0.34887E+03
    0.24109E-03    0.35566E+03
    0.24596E-03    0.36258E+03
    0.25093E-03    0.36964E+03
    0.25600E-03    0.37683E+03
    0.26117E-03    0.38416E+03
    0.26645E-03    0.39163E+03
    0.27183E-03    0.39925E+03
    0.27732E-03    0.40701E+03
    0.28292E-03    0.41493E+03
    0.28864E-03    0.42299E+03
    0.29447E-03    0.43122E+03
    0.30042E-03    0.43960E+03
    0.30649E-03    0.44814E+03
    0.31268E-03    0.45685E+03
    0.31899E-03    0.46573E+03
    0.32544E-03    0.47477E+03
    0.33201E-03    0.48399E+03
    0.33872E-03    0.49339E+03
    0.34556E-03    0.50297E+03
    0.35254E-03    0.51273E+03
    0.35966E-03    0.52268E+03
    0.36693E-03    0.53283E+03
    0.37434E-03    0.54316E+03
    0.38190E-03    0.55370E+03
    0.38962E-03    0.56443E+03
    0.39749E-03    0.57538E+03
    0.40552E-03    0.58653E+03
    0.41371E-03    0.59789E+03
    0.42207E-03    0.60948E+03
    0.43060E-03    0.62128E+03
    0.43929E-03    0.63331E+03
    0.44817E-03    0.64556E+03
    0.45722E-03    0.65806E+03
    0.46646E-03    0.67078E+03
    0.47588E-03    0.68376E+03
    0.48550E-03    0.69697E+03
    0.49530E-03    0.71044E+03
    0.50531E-03    0.72416E+03
    0.51552E-03    0.73815E+03
    0.52593E-03    0.75240E+03
    0.53656E-03    0.76691E+03
    0.54739E-03    0.78170E+03
    0.55845E-03    0.79677E+03
    0.56973E-03    0.81213E+03
    0.58124E-03    0.82777E+03
    0.59299E-03    0.84371E+03
    0.60496E-03    0.85994E+03
    0.61719E-03    0.87648E+03
    0.62965E-03    0.89333E+03
    0.64237E-03    0.91049E+03
    0.65535E-03    0.92798E+03
    0.66859E-03    0.94579E+03
    0.68210E-03    0.96393E+03
    0.69588E-03    0.98240E+03
    0.70993E-03    0.10012E+04
    0.72427E-03    0.10204E+04
    0.73891E-03    0.10399E+04
    0.75383E-03    0.10598E+04
    0.76906E-03    0.10800E+04
    0.78460E-03    0.11007E+04
    0.80045E-03    0.11217E+04
    0.81662E-03    0.11430E+04
    0.83311E-03    0.11648E+04
    0.84994E-03    0.11870E+04
    0.86711E-03    0.12095E+04
    0.88463E-03    0.12325E+04
    0.90250E-03    0.12559E+04
    0.92073E-03    0.12797E+04
    0.93933E-03    0.13040E+04
    0.95831E-03    0.13287E+04
    0.97767E-03    0.13538E+04
    0.99742E-03    0.13794E+04
    0.10176E-02    0.14054E+04
    0.10381E-02    0.14319E+04
    0.10591E-02    0.14588E+04
    0.10805E-02    0.14863E+04
    0.11023E-02    0.15142E+04
    0.11246E-02    0.15426E+04
    0.11473E-02    0.15715E+04
    0.11705E-02    0.16009E+04
    0.11941E-02    0.16308E+04
    0.12182E-02    0.16613E+04
    0.12429E-02    0.16922E+04
    0.12680E-02    0.17237E+04
    0.12936E-02    0.17557E+04
    0.13197E-02    0.17883E+04
    0.13464E-02    0.18215E+04
    0.13736E-02    0.18551E+04
    0.14013E-02    0.18894E+04
    0.14296E-02    0.19242E+04
    0.14585E-02    0.19597E+04
    0.14880E-02    0.19957E+04
    0.15180E-02    0.20323E+04
    0.15487E-02    0.20695E+04
    0.15800E-02    0.21073E+04
    0.16119E-02    0.21457E+04
    0.16445E-02    0.21847E+04
    0.16777E-02    0.22244E+04
    0.17116E-02    0.22647E+04
    0.17462E-02    0.23057E+04
    0.17814E-02    0.23472E+04
    0.18174E-02    0.23895E+04
    0.18541E-02    0.24324E+04
    0.18916E-02    0.24760E+04
    0.19298E-02    0.25202E+04
    0.19688E-02    0.25651E+04
    0.20086E-02    0.26107E+04
    0.20491E-02    0.26569E+04
    0.20905E-02    0.27039E+04
    0.21328E-02    0.27515E+04
    0.21758E-02    0.27999E+04
    0.22198E-02    0.28489E+04
    0.22646E-02    0.28986E+04
    0.23104E-02    0.29491E+04
    0.23571E-02    0.30002E+04
    0.24047E-02    0.30521E+04
    0.24533E-02    0.31046E+04
    0.25028E-02    0.31579E+04
    0.25534E-02    0.32119E+04
    0.26050E-02    0.32666E+04
    0.26576E-02    0.33221E+04
    0.27113E-02    0.33782E+04
    0.27660E-02    0.34350E+04
    0.28219E-02    0.34926E+04
    0.28789E-02    0.35509E+04
    0.29371E-02    0.36099E+04
    0.29964E-02    0.36695E+04
    0.30569E-02    0.37299E+04
    0.31187E-02    0.37910E+04
    0.31817E-02    0.38528E+04
    0.32460E-02    0.39152E+04
    0.33115E-02    0.39784E+04
    0.33784E-02    0.40422E+04
    0.34467E-02    0.41066E+04
    0.35163E-02    0.41718E+04
    0.35874E-02    0.42376E+04
    0.36598E-02    0.43040E+04
    0.37338E-02    0.43710E+04
    0.38092E-02    0.44387E+04
    0.38861E-02    0.45069E+04
    0.39646E-02    0.45758E+04
    0.40447E-02    0.46452E+04
    0.41264E-02    0.47151E+04
    0.42098E-02    0.47857E+04
    0.42948E-02    0.48567E+04
    0.43816E-02    0.49282E+04
    0.44701E-02    0.50003E+04
    0.45604E-02    0.50728E+04
    0.46525E-02    0.51457E+04
    0.47465E-02    0.52191E+04
    0.48424E-02    0.52928E+04
    0.49402E-02    0.53669E+04
    0.50400E-02    0.54414E+04
    0.51419E-02    0.55162E+04
    0.52457E-02    0.55913E+04
    0.53517E-02    0.56666E+04
    0.54598E-02    0.57422E+04
    0.55701E-02    0.58179E+04
    0.56826E-02    0.58939E+04
    0.57974E-02    0.59699E+04
    0.59145E-02    0.60461E+04
    0.60340E-02    0.61223E+04
    0.61559E-02    0.61985E+04
    0.62803E-02    0.62747E+04
    0.64072E-02    0.63509E+04
    0.65366E-02    0.64269E+04
    0.66686E-02    0.65028E+04
    0.68033E-02    0.65785E+04
    0.69408E-02    0.66539E+04
    0.70810E-02    0.67291E+04
    0.72240E-02    0.68039E+04
    0.73700E-02    0.68783E+04
    0.75189E-02    0.69523E+04
    0.76708E-02    0.70258E+04
    0.78257E-02    0.70987E+04
    0.79838E-02    0.71710E+04
    0.81451E-02    0.72426E+04
    0.83096E-02    0.73136E+04
    0.84775E-02    0.73837E+04
    0.86488E-02    0.74529E+04
    0.88235E-02    0.75213E+04
    0.90017E-02    0.75886E+04
    0.91836E-02    0.76549E+04
    0.93691E-02    0.77201E+04
    0.95583E-02    0.77840E+04
    0.97514E-02    0.78467E+04
    0.99484E-02    0.79081E+04
    0.10149E-01    0.79681E+04
    0.10354E-01    0.80265E+04
    0.10564E-01    0.80834E+04
    0.10777E-01    0.81386E+04
    0.10995E-01    0.81920E+04
    0.11217E-01    0.82435E+04
    0.11443E-01    0.82932E+04
    0.11675E-01    0.83409E+04
    0.11910E-01    0.83867E+04
    0.12151E-01    0.84305E+04
    0.12397E-01    0.84721E+04
    0.12647E-01    0.85113E+04
    0.12902E-01    0.85482E+04
    0.13163E-01    0.85823E+04
    0.13429E-01    0.86137E+04
    0.13700E-01    0.86423E+04
    0.13977E-01    0.86679E+04
    0.14259E-01    0.86905E+04
    0.14547E-01    0.87102E+04
    0.14841E-01    0.87268E+04
    0.15141E-01    0.87403E+04
    0.15447E-01    0.87504E+04
    0.15759E-01    0.87572E+04
    0.16077E-01    0.87605E+04
    0.16402E-01    0.87602E+04
    0.16734E-01    0.87561E+04
    0.17072E-01    0.87484E+04
    0.17416E-01    0.87369E+04
    0.17768E-01    0.87217E+04
    0.18127E-01    0.87027E+04
    0.18493E-01    0.86798E+04
    0.18867E-01    0.86530E+04
    0.19248E-01    0.86222E+04
    0.19637E-01    0.85873E+04
    0.20034E-01    0.85485E+04
    0.20438E-01    0.85055E+04
    0.20851E-01    0.84584E+04
    0.21272E-01    0.84072E+04
    0.21702E-01    0.83519E+04
    0.22141E-01    0.82925E+04
    0.22588E-01    0.82291E+04
    0.23044E-01    0.81616E+04
    0.23510E-01    0.80901E+04
    0.23985E-01    0.80148E+04
    0.24469E-01    0.79357E+04
    0.24964E-01    0.78528E+04
    0.25468E-01    0.77664E+04
    0.25982E-01    0.76766E+04
    0.26507E-01    0.75834E+04
    0.27043E-01    0.74871E+04
    0.27589E-01    0.73878E+04
    0.28146E-01    0.72858E+04
    0.28715E-01    0.71812E+04
    0.29295E-01    0.70742E+04
    0.29887E-01    0.69651E+04
    0.30490E-01    0.68541E+04
    0.31106E-01    0.67415E+04
    0.31735E-01    0.66275E+04
    0.32376E-01    0.65125E+04
    0.33030E-01    0.63967E+04
    0.33697E-01    0.62804E+04
    0.34378E-01    0.61639E+04
    0.35072E-01    0.60475E+04
    0.35781E-01    0.59316E+04
    0.36504E-01    0.58164E+04
    0.37241E-01    0.57022E+04
    0.37993E-01    0.55894E+04
    0.38761E-01    0.54784E+04
    0.39544E-01    0.53694E+04
    0.40343E-01    0.52627E+04
    0.41158E-01    0.51583E+04
    0.41989E-01    0.50566E+04
    0.42838E-01    0.49575E+04
    0.43703E-01    0.48611E+04
    0.44586E-01    0.47678E+04
    0.45486E-01    0.46777E+04
    0.46405E-01    0.45913E+04
    0.47343E-01    0.45088E+04
    0.48299E-01    0.44304E+04
    0.49275E-01    0.43561E+04
    0.50270E-01    0.42855E+04
    0.51286E-01    0.42182E+04
    0.52322E-01    0.41539E+04
    0.53379E-01    0.40922E+04
    0.54457E-01    0.40330E+04
    0.55557E-01    0.39758E+04
    0.56680E-01    0.39205E+04
    0.57825E-01    0.38666E+04
    0.58993E-01    0.38138E+04
    0.60184E-01    0.37618E+04
    0.61400E-01    0.37103E+04
    0.62641E-01    0.36589E+04
    0.63906E-01    0.36068E+04
    0.65197E-01    0.35538E+04
    0.66514E-01    0.34991E+04
    0.67858E-01    0.34423E+04
    0.69229E-01    0.33826E+04
    0.70627E-01    0.33197E+04
    0.72054E-01    0.32532E+04
    0.73510E-01    0.31827E+04
    0.74994E-01    0.31083E+04
    0.76509E-01    0.30300E+04
    0.78055E-01    0.29481E+04
    0.79632E-01    0.28630E+04
    0.81241E-01    0.27753E+04
    0.82882E-01    0.26857E+04
    0.84556E-01    0.25950E+04
    0.86264E-01    0.25040E+04
    0.88007E-01    0.24136E+04
    0.89785E-01    0.23245E+04
    0.91598E-01    0.22377E+04
    0.93449E-01    0.21537E+04
    0.95337E-01    0.20734E+04
    0.97263E-01    0.19974E+04
    0.99227E-01    0.19265E+04
    0.10123E+00    0.18611E+04
    0.10328E+00    0.18016E+04
    0.10536E+00    0.17482E+04
    0.10749E+00    0.17008E+04
    0.10966E+00    0.16591E+04
    0.11188E+00    0.16225E+04
    0.11414E+00    0.15902E+04
    0.11644E+00    0.15611E+04
    0.11880E+00    0.15340E+04
    0.12120E+00    0.15076E+04
    0.12365E+00    0.14809E+04
    0.12614E+00    0.14527E+04
    0.12869E+00    0.14221E+04
    0.13129E+00    0.13883E+04
    0.13394E+00    0.13510E+04
    0.13665E+00    0.13101E+04
    0.13941E+00    0.12659E+04
    0.14223E+00    0.12188E+04
    0.14510E+00    0.11697E+04
    0.14803E+00    0.11195E+04
    0.15102E+00    0.10695E+04
    0.15407E+00    0.10209E+04
    0.15718E+00    0.97491E+03
    0.16036E+00    0.93275E+03
    0.16360E+00    0.89526E+03
    0.16690E+00    0.86280E+03
    0.17028E+00    0.83527E+03
    0.17371E+00    0.81195E+03
    0.17722E+00    0.79189E+03
    0.18080E+00    0.77402E+03
    0.18446E+00    0.75720E+03
    0.18818E+00    0.74030E+03
    0.19198E+00    0.72219E+03
    0.19586E+00    0.70193E+03
    0.19982E+00    0.67902E+03
    0.20386E+00    0.65355E+03
    0.20797E+00    0.62623E+03
    0.21218E+00    0.59814E+03
    0.21646E+00    0.57043E+03
    0.22083E+00    0.54414E+03
    0.22530E+00    0.52016E+03
    0.22985E+00    0.49903E+03
    0.23449E+00    0.48093E+03
    0.23923E+00    0.46553E+03
    0.24406E+00    0.45213E+03
    0.24899E+00    0.43978E+03
    0.25402E+00    0.42745E+03
    0.25915E+00    0.41429E+03
    0.26439E+00    0.39982E+03
    0.26973E+00    0.38412E+03
    0.27518E+00    0.36769E+03
    0.28074E+00    0.35124E+03
    0.28641E+00    0.33549E+03
    0.29219E+00    0.32107E+03
    0.29810E+00    0.30834E+03
    0.30412E+00    0.29724E+03
    0.31026E+00    0.28727E+03
    0.31653E+00    0.27783E+03
    0.32292E+00    0.26838E+03
    0.32945E+00    0.25852E+03
    0.33610E+00    0.24817E+03
    0.34289E+00    0.23759E+03
    0.34982E+00    0.22726E+03
    0.35689E+00    0.21758E+03
    0.36409E+00    0.20874E+03
    0.37145E+00    0.20073E+03
    0.37895E+00    0.19332E+03
    0.38661E+00    0.18617E+03
    0.39442E+00    0.17900E+03
    0.40239E+00    0.17175E+03
    0.41052E+00    0.16451E+03
    0.41881E+00    0.15751E+03
    0.42727E+00    0.15092E+03
    0.43590E+00    0.14482E+03
    0.44471E+00    0.13909E+03
    0.45369E+00    0.13359E+03
    0.46286E+00    0.12820E+03
    0.47221E+00    0.12287E+03
    0.48174E+00    0.11768E+03
    0.49148E+00    0.11272E+03
    0.50141E+00    0.10802E+03
    0.51153E+00    0.10359E+03
    0.52187E+00    0.99325E+02
    0.53241E+00    0.95189E+02
    0.54317E+00    0.91168E+02
    0.55414E+00    0.87290E+02
    0.56533E+00    0.83593E+02
    0.57675E+00    0.80067E+02
    0.58840E+00    0.76685E+02
    0.60029E+00    0.73429E+02
    0.61242E+00    0.70298E+02
    0.62479E+00    0.67290E+02
    0.63741E+00    0.64405E+02
    0.65029E+00    0.61638E+02
    0.66342E+00    0.58984E+02
    0.67683E+00    0.56440E+02
    0.69050E+00    0.54000E+02
    0.70445E+00    0.51662E+02
    0.71868E+00    0.49419E+02
    0.73320E+00    0.47270E+02
    0.74801E+00    0.45209E+02
    0.76312E+00    0.43234E+02
    0.77854E+00    0.41340E+02
    0.79426E+00    0.39526E+02
    0.81031E+00    0.37787E+02
    0.82668E+00    0.36121E+02
    0.84338E+00    0.34525E+02
    0.86041E+00    0.32997E+02
    0.87780E+00    0.31533E+02
    0.89553E+00    0.30131E+02
    0.91362E+00    0.28789E+02
    0.93208E+00    0.27504E+02
    0.95091E+00    0.26275E+02
    0.97011E+00    0.25098E+02
    0.98971E+00    0.23972E+02
    0.10097E+01    0.22894E+02
    0.10301E+01    0.21863E+02
    0.10509E+01    0.20877E+02
    0.10721E+01    0.19933E+02
    0.10938E+01    0.19031E+02
    0.11159E+01    0.18168E+02
    0.11384E+01    0.17342E+02
    0.11614E+01    0.16553E+02
    0.11849E+01    0.15799E+02
    0.12088E+01    0.15077E+02
    0.12333E+01    0.14388E+02
    0.12582E+01    0.13728E+02
    0.12836E+01    0.13098E+02
    0.13095E+01    0.12496E+02
    0.13360E+01    0.11921E+02
    0.13630E+01    0.11371E+02
    0.13905E+01    0.10846E+02
    0.14186E+01    0.10345E+02
    0.14472E+01    0.98654E+01
    0.14765E+01    0.94078E+01
    0.15063E+01    0.89707E+01
    0.15367E+01    0.85533E+01
    0.15678E+01    0.81547E+01
    0.15994E+01    0.77742E+01
    0.16318E+01    0.74109E+01
    0.16647E+01    0.70641E+01
    0.16984E+01    0.67331E+01
    0.17327E+01    0.64172E+01
    0.17677E+01    0.61156E+01
    0.18034E+01    0.58279E+01
    0.18398E+01    0.55533E+01
    0.18770E+01    0.52913E+01
    0.19149E+01    0.50414E+01
    0.19536E+01    0.48029E+01
    0.19930E+01    0.45754E+01
    0.20333E+01    0.43585E+01
    0.20744E+01    0.41515E+01
    0.21163E+01    0.39541E+01
    0.21590E+01    0.37659E+01
    0.22026E+01    0.35865E+01
    0.22471E+01    0.34153E+01
    0.22925E+01    0.32522E+01
    0.23388E+01    0.30966E+01
    0.23861E+01    0.29483E+01
    0.24343E+01    0.28070E+01
    0.24835E+01    0.26723E+01
    0.25336E+01    0.25439E+01
    0.25848E+01    0.24215E+01
    0.26370E+01    0.23049E+01
    0.26903E+01    0.21938E+01
    0.27447E+01    0.20879E+01
    0.28001E+01    0.19870E+01
    0.28567E+01    0.18909E+01
    0.29144E+01    0.17994E+01
    0.29733E+01    0.17121E+01
    0.30333E+01    0.16291E+01
    0.30946E+01    0.15499E+01
    0.31571E+01    0.14746E+01
    0.32209E+01    0.14028E+01
    0.32860E+01    0.13345E+01
    0.33523E+01    0.12694E+01
    0.34201E+01    0.12074E+01
    0.34892E+01    0.11484E+01
    0.35596E+01    0.10922E+01
    0.36316E+01    0.10388E+01
    0.37049E+01    0.98785E+00
    0.37798E+01    0.93940E+00
    0.38561E+01    0.89327E+00
    0.39340E+01    0.84937E+00
    0.40135E+01    0.80759E+00
    0.40946E+01    0.76783E+00
    0.41773E+01    0.72999E+00
    0.42617E+01    0.69399E+00
    0.43478E+01    0.65973E+00
    0.44356E+01    0.62713E+00
    0.45252E+01    0.59612E+00
    0.46166E+01    0.56661E+00
    0.47099E+01    0.53855E+00
    0.48050E+01    0.51184E+00
    0.49021E+01    0.48645E+00
    0.50011E+01    0.46229E+00
    0.51021E+01    0.43931E+00
    0.52052E+01    0.41745E+00
    0.53104E+01    0.39667E+00
    0.54176E+01    0.37691E+00
    0.55271E+01    0.35811E+00
    0.56387E+01    0.34024E+00
    0.57526E+01    0.32325E+00
    0.58689E+01    0.30709E+00
    0.59874E+01    0.29173E+00
    0.61084E+01    0.27712E+00
    0.62318E+01    0.26324E+00
