#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   389    0.17808E+04    0.17762E+02    0.82701E-07    0.17762E+02    0.21577E+02    0.33280E-08    0.82701E-07    0.33280E-08    0.16829E-12
   390    0.17726E+04    0.15806E+02    0.81678E-07    0.15806E+02    0.21595E+02    0.33232E-08    0.81678E-07    0.33232E-08    0.16684E-12
   391    0.17648E+04    0.13851E+02    0.80661E-07    0.13851E+02    0.21608E+02    0.33192E-08    0.80661E-07    0.33192E-08    0.16541E-12
   392    0.17573E+04    0.11901E+02    0.79649E-07    0.11901E+02    0.21619E+02    0.33159E-08    0.79649E-07    0.33159E-08    0.16399E-12
   393    0.17504E+04    0.99549E+01    0.78643E-07    0.99549E+01    0.21624E+02    0.33134E-08    0.78643E-07    0.33134E-08    0.16259E-12
   394    0.17439E+04    0.80147E+01    0.77640E-07    0.80147E+01    0.21626E+02    0.33118E-08    0.77640E-07    0.33118E-08    0.16120E-12
   395    0.17377E+04    0.60791E+01    0.76642E-07    0.60791E+01    0.21623E+02    0.33111E-08    0.76642E-07    0.33111E-08    0.15983E-12
   396    0.17321E+04    0.41517E+01    0.75648E-07    0.41517E+01    0.21616E+02    0.33113E-08    0.75648E-07    0.33113E-08    0.15847E-12
   397    0.17268E+04    0.22312E+01    0.74657E-07    0.22312E+01    0.21606E+02    0.33125E-08    0.74657E-07    0.33125E-08    0.15712E-12
   398    0.17219E+04    0.31883E+00    0.73670E-07    0.31883E+00    0.21591E+02    0.33147E-08    0.73670E-07    0.33147E-08    0.15579E-12
   399    0.17175E+04   -0.15844E+01    0.72685E-07   -0.15844E+01    0.21572E+02    0.33180E-08    0.72685E-07    0.33180E-08    0.15447E-12
   400    0.17135E+04   -0.34777E+01    0.71703E-07   -0.34777E+01    0.21550E+02    0.33223E-08    0.71703E-07    0.33223E-08    0.15316E-12
   401    0.17098E+04   -0.53603E+01    0.70723E-07   -0.53603E+01    0.21523E+02    0.33277E-08    0.70723E-07    0.33277E-08    0.15187E-12
   402    0.17067E+04   -0.72314E+01    0.69745E-07   -0.72314E+01    0.21492E+02    0.33342E-08    0.69745E-07    0.33342E-08    0.15059E-12
   403    0.17039E+04   -0.90903E+01    0.68770E-07   -0.90903E+01    0.21457E+02    0.33418E-08    0.68770E-07    0.33418E-08    0.14933E-12
   404    0.17015E+04   -0.10936E+02    0.67798E-07   -0.10936E+02    0.21418E+02    0.33502E-08    0.67798E-07    0.33502E-08    0.14807E-12
   405    0.16995E+04   -0.12768E+02    0.66829E-07   -0.12768E+02    0.21375E+02    0.33596E-08    0.66829E-07    0.33596E-08    0.14683E-12
   406    0.16978E+04   -0.14585E+02    0.65863E-07   -0.14585E+02    0.21328E+02    0.33697E-08    0.65863E-07    0.33697E-08    0.14561E-12
   407    0.16966E+04   -0.16389E+02    0.64900E-07   -0.16389E+02    0.21277E+02    0.33807E-08    0.64900E-07    0.33807E-08    0.14439E-12
   408    0.16958E+04   -0.18175E+02    0.63942E-07   -0.18175E+02    0.21223E+02    0.33923E-08    0.63942E-07    0.33923E-08    0.14319E-12
   409    0.16954E+04   -0.19945E+02    0.62987E-07   -0.19945E+02    0.21165E+02    0.34046E-08    0.62987E-07    0.34046E-08    0.14200E-12
   410    0.16953E+04   -0.21698E+02    0.62037E-07   -0.21698E+02    0.21102E+02    0.34174E-08    0.62037E-07    0.34174E-08    0.14082E-12
   411    0.16956E+04   -0.23433E+02    0.61090E-07   -0.23433E+02    0.21036E+02    0.34308E-08    0.61090E-07    0.34308E-08    0.13965E-12
   412    0.16963E+04   -0.25150E+02    0.60149E-07   -0.25150E+02    0.20967E+02    0.34447E-08    0.60149E-07    0.34447E-08    0.13849E-12
   413    0.16973E+04   -0.26847E+02    0.59212E-07   -0.26847E+02    0.20893E+02    0.34589E-08    0.59212E-07    0.34589E-08    0.13735E-12
   414    0.16986E+04   -0.28525E+02    0.58281E-07   -0.28525E+02    0.20816E+02    0.34736E-08    0.58281E-07    0.34736E-08    0.13622E-12
   415    0.17004E+04   -0.30181E+02    0.57355E-07   -0.30181E+02    0.20736E+02    0.34885E-08    0.57355E-07    0.34885E-08    0.13510E-12
   416    0.17025E+04   -0.31817E+02    0.56434E-07   -0.31817E+02    0.20652E+02    0.35036E-08    0.56434E-07    0.35036E-08    0.13399E-12
   417    0.17048E+04   -0.33431E+02    0.55520E-07   -0.33431E+02    0.20564E+02    0.35189E-08    0.55520E-07    0.35189E-08    0.13289E-12
   418    0.17076E+04   -0.35022E+02    0.54611E-07   -0.35022E+02    0.20471E+02    0.35343E-08    0.54611E-07    0.35343E-08    0.13180E-12
   419    0.17107E+04   -0.36590E+02    0.53708E-07   -0.36590E+02    0.20377E+02    0.35497E-08    0.53708E-07    0.35497E-08    0.13073E-12
   420    0.17141E+04   -0.38135E+02    0.52812E-07   -0.38135E+02    0.20279E+02    0.35652E-08    0.52812E-07    0.35652E-08    0.12966E-12
   421    0.17178E+04   -0.39655E+02    0.51923E-07   -0.39655E+02    0.20177E+02    0.35805E-08    0.51923E-07    0.35805E-08    0.12861E-12
   422    0.17219E+04   -0.41151E+02    0.51041E-07   -0.41151E+02    0.20072E+02    0.35957E-08    0.51041E-07    0.35957E-08    0.12756E-12
   423    0.17262E+04   -0.42621E+02    0.50166E-07   -0.42621E+02    0.19963E+02    0.36108E-08    0.50166E-07    0.36108E-08    0.12653E-12
   424    0.17308E+04   -0.44066E+02    0.49298E-07   -0.44066E+02    0.19851E+02    0.36256E-08    0.49298E-07    0.36256E-08    0.12551E-12
   425    0.17357E+04   -0.45483E+02    0.48438E-07   -0.45483E+02    0.19735E+02    0.36401E-08    0.48438E-07    0.36401E-08    0.12450E-12
   426    0.17410E+04   -0.46873E+02    0.47586E-07   -0.46873E+02    0.19617E+02    0.36542E-08    0.47586E-07    0.36542E-08    0.12349E-12
   427    0.17465E+04   -0.48237E+02    0.46742E-07   -0.48237E+02    0.19496E+02    0.36678E-08    0.46742E-07    0.36678E-08    0.12250E-12
   428    0.17523E+04   -0.49571E+02    0.45906E-07   -0.49571E+02    0.19371E+02    0.36810E-08    0.45906E-07    0.36810E-08    0.12152E-12
   429    0.17582E+04   -0.50877E+02    0.45078E-07   -0.50877E+02    0.19244E+02    0.36937E-08    0.45078E-07    0.36937E-08    0.12055E-12
   430    0.17646E+04   -0.52155E+02    0.44260E-07   -0.52155E+02    0.19114E+02    0.37057E-08    0.44260E-07    0.37057E-08    0.11959E-12
   431    0.17712E+04   -0.53403E+02    0.43451E-07   -0.53403E+02    0.18981E+02    0.37171E-08    0.43451E-07    0.37171E-08    0.11863E-12
   432    0.17779E+04   -0.54622E+02    0.42650E-07   -0.54622E+02    0.18845E+02    0.37277E-08    0.42650E-07    0.37277E-08    0.11769E-12
   433    0.17850E+04   -0.55809E+02    0.41860E-07   -0.55809E+02    0.18707E+02    0.37375E-08    0.41860E-07    0.37375E-08    0.11675E-12
   434    0.17923E+04   -0.56967E+02    0.41079E-07   -0.56967E+02    0.18566E+02    0.37465E-08    0.41079E-07    0.37465E-08    0.11583E-12
   435    0.17997E+04   -0.58094E+02    0.40307E-07   -0.58094E+02    0.18423E+02    0.37546E-08    0.40307E-07    0.37546E-08    0.11491E-12
   436    0.18075E+04   -0.59189E+02    0.39547E-07   -0.59189E+02    0.18277E+02    0.37617E-08    0.39547E-07    0.37617E-08    0.11401E-12
   437    0.18155E+04   -0.60252E+02    0.38796E-07   -0.60252E+02    0.18128E+02    0.37678E-08    0.38796E-07    0.37678E-08    0.11311E-12
   438    0.18236E+04   -0.61282E+02    0.38056E-07   -0.61282E+02    0.17977E+02    0.37728E-08    0.38056E-07    0.37728E-08    0.11222E-12
   439    0.18320E+04   -0.62281E+02    0.37327E-07   -0.62281E+02    0.17825E+02    0.37767E-08    0.37327E-07    0.37767E-08    0.11134E-12
   440    0.18406E+04   -0.63245E+02    0.36609E-07   -0.63245E+02    0.17670E+02    0.37793E-08    0.36609E-07    0.37793E-08    0.11047E-12
   441    0.18494E+04   -0.64178E+02    0.35902E-07   -0.64178E+02    0.17512E+02    0.37807E-08    0.35902E-07    0.37807E-08    0.10961E-12
   442    0.18582E+04   -0.65077E+02    0.35207E-07   -0.65077E+02    0.17353E+02    0.37807E-08    0.35207E-07    0.37807E-08    0.10875E-12
   443    0.18674E+04   -0.65942E+02    0.34524E-07   -0.65942E+02    0.17192E+02    0.37794E-08    0.34524E-07    0.37794E-08    0.10790E-12
   444    0.18766E+04   -0.66772E+02    0.33852E-07   -0.66772E+02    0.17029E+02    0.37766E-08    0.33852E-07    0.37766E-08    0.10706E-12
   445    0.18861E+04   -0.67568E+02    0.33193E-07   -0.67568E+02    0.16863E+02    0.37723E-08    0.33193E-07    0.37723E-08    0.10623E-12
   446    0.18956E+04   -0.68329E+02    0.32546E-07   -0.68329E+02    0.16697E+02    0.37665E-08    0.32546E-07    0.37665E-08    0.10541E-12
   447    0.19053E+04   -0.69056E+02    0.31912E-07   -0.69056E+02    0.16530E+02    0.37590E-08    0.31912E-07    0.37590E-08    0.10459E-12
   448    0.19151E+04   -0.69748E+02    0.31291E-07   -0.69748E+02    0.16360E+02    0.37498E-08    0.31291E-07    0.37498E-08    0.10379E-12
   449    0.19251E+04   -0.70404E+02    0.30683E-07   -0.70404E+02    0.16189E+02    0.37389E-08    0.30683E-07    0.37389E-08    0.10299E-12
   450    0.19352E+04   -0.71026E+02    0.30089E-07   -0.71026E+02    0.16017E+02    0.37262E-08    0.30089E-07    0.37262E-08    0.10219E-12
   451    0.19455E+04   -0.71611E+02    0.29507E-07   -0.71611E+02    0.15843E+02    0.37117E-08    0.29507E-07    0.37117E-08    0.10141E-12
   452    0.19558E+04   -0.72162E+02    0.28940E-07   -0.72162E+02    0.15669E+02    0.36953E-08    0.28940E-07    0.36953E-08    0.10063E-12
   453    0.19663E+04   -0.72677E+02    0.28385E-07   -0.72677E+02    0.15494E+02    0.36771E-08    0.28385E-07    0.36771E-08    0.99859E-13
   454    0.19768E+04   -0.73158E+02    0.27844E-07   -0.73158E+02    0.15317E+02    0.36573E-08    0.27844E-07    0.36573E-08    0.99095E-13
   455    0.19873E+04   -0.73603E+02    0.27315E-07   -0.73603E+02    0.15140E+02    0.36358E-08    0.27315E-07    0.36358E-08    0.98338E-13
   456    0.19981E+04   -0.74007E+02    0.26799E-07   -0.74007E+02    0.14961E+02    0.36126E-08    0.26799E-07    0.36126E-08    0.97587E-13
   457    0.20088E+04   -0.74384E+02    0.26296E-07   -0.74384E+02    0.14783E+02    0.35879E-08    0.26296E-07    0.35879E-08    0.96844E-13
   458    0.20197E+04   -0.74715E+02    0.25805E-07   -0.74715E+02    0.14604E+02    0.35617E-08    0.25805E-07    0.35617E-08    0.96108E-13
   459    0.20306E+04   -0.75015E+02    0.25325E-07   -0.75015E+02    0.14425E+02    0.35339E-08    0.25325E-07    0.35339E-08    0.95378E-13
   460    0.20416E+04   -0.75280E+02    0.24858E-07   -0.75280E+02    0.14244E+02    0.35048E-08    0.24858E-07    0.35048E-08    0.94655E-13
   461    0.20525E+04   -0.75509E+02    0.24403E-07   -0.75509E+02    0.14064E+02    0.34743E-08    0.24403E-07    0.34743E-08    0.93939E-13
   462    0.20636E+04   -0.75697E+02    0.23958E-07   -0.75697E+02    0.13883E+02    0.34425E-08    0.23958E-07    0.34425E-08    0.93229E-13
   463    0.20746E+04   -0.75862E+02    0.23526E-07   -0.75862E+02    0.13703E+02    0.34094E-08    0.23526E-07    0.34094E-08    0.92526E-13
   464    0.20856E+04   -0.75974E+02    0.23104E-07   -0.75974E+02    0.13523E+02    0.33750E-08    0.23104E-07    0.33750E-08    0.91829E-13
   465    0.20967E+04   -0.76064E+02    0.22693E-07   -0.76064E+02    0.13343E+02    0.33395E-08    0.22693E-07    0.33395E-08    0.91139E-13
   466    0.21078E+04   -0.76109E+02    0.22293E-07   -0.76109E+02    0.13162E+02    0.33029E-08    0.22293E-07    0.33029E-08    0.90455E-13
   467    0.21189E+04   -0.76124E+02    0.21904E-07   -0.76124E+02    0.12983E+02    0.32652E-08    0.21904E-07    0.32652E-08    0.89777E-13
   468    0.21300E+04   -0.76101E+02    0.21524E-07   -0.76101E+02    0.12804E+02    0.32264E-08    0.21524E-07    0.32264E-08    0.89106E-13
   469    0.21411E+04   -0.76049E+02    0.21155E-07   -0.76049E+02    0.12624E+02    0.31867E-08    0.21155E-07    0.31867E-08    0.88441E-13
   470    0.21522E+04   -0.75958E+02    0.20796E-07   -0.75958E+02    0.12446E+02    0.31461E-08    0.20796E-07    0.31461E-08    0.87781E-13
   471    0.21631E+04   -0.75831E+02    0.20447E-07   -0.75831E+02    0.12270E+02    0.31045E-08    0.20447E-07    0.31045E-08    0.87128E-13
   472    0.21742E+04   -0.75673E+02    0.20107E-07   -0.75673E+02    0.12093E+02    0.30622E-08    0.20107E-07    0.30622E-08    0.86481E-13
   473    0.21852E+04   -0.75479E+02    0.19777E-07   -0.75479E+02    0.11918E+02    0.30190E-08    0.19777E-07    0.30190E-08    0.85840E-13
   474    0.21961E+04   -0.75254E+02    0.19456E-07   -0.75254E+02    0.11744E+02    0.29751E-08    0.19456E-07    0.29751E-08    0.85205E-13
   475    0.22071E+04   -0.74991E+02    0.19144E-07   -0.74991E+02    0.11571E+02    0.29305E-08    0.19144E-07    0.29305E-08    0.84576E-13
   476    0.22179E+04   -0.74694E+02    0.18841E-07   -0.74694E+02    0.11399E+02    0.28853E-08    0.18841E-07    0.28853E-08    0.83952E-13
   477    0.22286E+04   -0.74371E+02    0.18546E-07   -0.74371E+02    0.11229E+02    0.28395E-08    0.18546E-07    0.28395E-08    0.83334E-13
   478    0.22393E+04   -0.74005E+02    0.18260E-07   -0.74005E+02    0.11059E+02    0.27932E-08    0.18260E-07    0.27932E-08    0.82722E-13
   479    0.22500E+04   -0.73619E+02    0.17982E-07   -0.73619E+02    0.10892E+02    0.27463E-08    0.17982E-07    0.27463E-08    0.82115E-13
   480    0.22605E+04   -0.73194E+02    0.17712E-07   -0.73194E+02    0.10726E+02    0.26991E-08    0.17712E-07    0.26991E-08    0.81514E-13
   481    0.22710E+04   -0.72734E+02    0.17449E-07   -0.72734E+02    0.10562E+02    0.26514E-08    0.17449E-07    0.26514E-08    0.80918E-13
   482    0.22814E+04   -0.72245E+02    0.17195E-07   -0.72245E+02    0.10400E+02    0.26034E-08    0.17195E-07    0.26034E-08    0.80328E-13
   483    0.22917E+04   -0.71729E+02    0.16948E-07   -0.71729E+02    0.10240E+02    0.25551E-08    0.16948E-07    0.25551E-08    0.79743E-13
   484    0.23017E+04   -0.71181E+02    0.16708E-07   -0.71181E+02    0.10082E+02    0.25066E-08    0.16708E-07    0.25066E-08    0.79163E-13
   485    0.23119E+04   -0.70601E+02    0.16476E-07   -0.70601E+02    0.99262E+01    0.24578E-08    0.16476E-07    0.24578E-08    0.78588E-13
   486    0.23219E+04   -0.69993E+02    0.16250E-07   -0.69993E+02    0.97731E+01    0.24089E-08    0.16250E-07    0.24089E-08    0.78019E-13
   487    0.23317E+04   -0.69355E+02    0.16031E-07   -0.69355E+02    0.96224E+01    0.23600E-08    0.16031E-07    0.23600E-08    0.77455E-13
   488    0.23414E+04   -0.68688E+02    0.15818E-07   -0.68688E+02    0.94732E+01    0.23109E-08    0.15818E-07    0.23109E-08    0.76896E-13
   489    0.23510E+04   -0.67993E+02    0.15612E-07   -0.67993E+02    0.93272E+01    0.22619E-08    0.15612E-07    0.22619E-08    0.76342E-13
   490    0.23605E+04   -0.67269E+02    0.15412E-07   -0.67269E+02    0.91843E+01    0.22129E-08    0.15412E-07    0.22129E-08    0.75792E-13
   491    0.23697E+04   -0.66519E+02    0.15218E-07   -0.66519E+02    0.90438E+01    0.21641E-08    0.15218E-07    0.21641E-08    0.75248E-13
   492    0.23789E+04   -0.65742E+02    0.15030E-07   -0.65742E+02    0.89063E+01    0.21153E-08    0.15030E-07    0.21153E-08    0.74708E-13
   493    0.23879E+04   -0.64937E+02    0.14847E-07   -0.64937E+02    0.87705E+01    0.20668E-08    0.14847E-07    0.20668E-08    0.74173E-13
   494    0.23968E+04   -0.64108E+02    0.14669E-07   -0.64108E+02    0.86393E+01    0.20185E-08    0.14669E-07    0.20185E-08    0.73643E-13
   495    0.24055E+04   -0.63253E+02    0.14497E-07   -0.63253E+02    0.85104E+01    0.19705E-08    0.14497E-07    0.19705E-08    0.73118E-13
   496    0.24140E+04   -0.62374E+02    0.14330E-07   -0.62374E+02    0.83854E+01    0.19229E-08    0.14330E-07    0.19229E-08    0.72597E-13
   497    0.24223E+04   -0.61470E+02    0.14167E-07   -0.61470E+02    0.82635E+01    0.18756E-08    0.14167E-07    0.18756E-08    0.72080E-13
   498    0.24305E+04   -0.60543E+02    0.14009E-07   -0.60543E+02    0.81440E+01    0.18288E-08    0.14009E-07    0.18288E-08    0.71568E-13
   499    0.24386E+04   -0.59592E+02    0.13855E-07   -0.59592E+02    0.80291E+01    0.17825E-08    0.13855E-07    0.17825E-08    0.71060E-13
   500    0.24465E+04   -0.58620E+02    0.13706E-07   -0.58620E+02    0.79165E+01    0.17368E-08    0.13706E-07    0.17368E-08    0.70557E-13
   501    0.24541E+04   -0.57627E+02    0.13561E-07   -0.57627E+02    0.78085E+01    0.16916E-08    0.13561E-07    0.16916E-08    0.70058E-13
   502    0.24616E+04   -0.56611E+02    0.13420E-07   -0.56611E+02    0.77044E+01    0.16470E-08    0.13420E-07    0.16470E-08    0.69563E-13
   503    0.24689E+04   -0.55575E+02    0.13282E-07   -0.55575E+02    0.76034E+01    0.16029E-08    0.13282E-07    0.16029E-08    0.69072E-13
   504    0.24759E+04   -0.54519E+02    0.13149E-07   -0.54519E+02    0.75063E+01    0.15595E-08    0.13149E-07    0.15595E-08    0.68586E-13
   505    0.24829E+04   -0.53445E+02    0.13019E-07   -0.53445E+02    0.74138E+01    0.15165E-08    0.13019E-07    0.15165E-08    0.68104E-13
   506    0.24896E+04   -0.52351E+02    0.12893E-07   -0.52351E+02    0.73252E+01    0.14742E-08    0.12893E-07    0.14742E-08    0.67625E-13
   507    0.24961E+04   -0.51240E+02    0.12771E-07   -0.51240E+02    0.72404E+01    0.14323E-08    0.12771E-07    0.14323E-08    0.67151E-13
   508    0.25024E+04   -0.50111E+02    0.12653E-07   -0.50111E+02    0.71602E+01    0.13910E-08    0.12653E-07    0.13910E-08    0.66681E-13
   509    0.25085E+04   -0.48966E+02    0.12538E-07   -0.48966E+02    0.70839E+01    0.13502E-08    0.12538E-07    0.13502E-08    0.66215E-13
   510    0.25143E+04   -0.47806E+02    0.12427E-07   -0.47806E+02    0.70120E+01    0.13099E-08    0.12427E-07    0.13099E-08    0.65753E-13
   511    0.25200E+04   -0.46629E+02    0.12320E-07   -0.46629E+02    0.69442E+01    0.12700E-08    0.12320E-07    0.12700E-08    0.65295E-13
   512    0.25254E+04   -0.45439E+02    0.12216E-07   -0.45439E+02    0.68810E+01    0.12307E-08    0.12216E-07    0.12307E-08    0.64840E-13
   513    0.25306E+04   -0.44235E+02    0.12115E-07   -0.44235E+02    0.68222E+01    0.11918E-08    0.12115E-07    0.11918E-08    0.64390E-13
   514    0.25356E+04   -0.43019E+02    0.12018E-07   -0.43019E+02    0.67680E+01    0.11535E-08    0.12018E-07    0.11535E-08    0.63943E-13
   515    0.25404E+04   -0.41790E+02    0.11925E-07   -0.41790E+02    0.67183E+01    0.11155E-08    0.11925E-07    0.11155E-08    0.63500E-13
   516    0.25450E+04   -0.40549E+02    0.11835E-07   -0.40549E+02    0.66734E+01    0.10780E-08    0.11835E-07    0.10780E-08    0.63061E-13
   517    0.25493E+04   -0.39298E+02    0.11748E-07   -0.39298E+02    0.66332E+01    0.10410E-08    0.11748E-07    0.10410E-08    0.62626E-13
   518    0.25534E+04   -0.38037E+02    0.11665E-07   -0.38037E+02    0.65976E+01    0.10043E-08    0.11665E-07    0.10043E-08    0.62194E-13
   519    0.25573E+04   -0.36766E+02    0.11584E-07   -0.36766E+02    0.65670E+01    0.96809E-09    0.11584E-07    0.96809E-09    0.61766E-13
   520    0.25610E+04   -0.35487E+02    0.11507E-07   -0.35487E+02    0.65411E+01    0.93227E-09    0.11507E-07    0.93227E-09    0.61342E-13
   521    0.25643E+04   -0.34200E+02    0.11433E-07   -0.34200E+02    0.65200E+01    0.89685E-09    0.11433E-07    0.89685E-09    0.60921E-13
   522    0.25675E+04   -0.32906E+02    0.11363E-07   -0.32906E+02    0.65041E+01    0.86182E-09    0.11363E-07    0.86182E-09    0.60504E-13
   523    0.25704E+04   -0.31606E+02    0.11295E-07   -0.31606E+02    0.64930E+01    0.82716E-09    0.11295E-07    0.82716E-09    0.60091E-13
   524    0.25732E+04   -0.30301E+02    0.11230E-07   -0.30301E+02    0.64869E+01    0.79286E-09    0.11230E-07    0.79286E-09    0.59680E-13
   525    0.25755E+04   -0.28989E+02    0.11169E-07   -0.28989E+02    0.64859E+01    0.75892E-09    0.11169E-07    0.75892E-09    0.59274E-13
   526    0.25777E+04   -0.27674E+02    0.11110E-07   -0.27674E+02    0.64900E+01    0.72533E-09    0.11110E-07    0.72533E-09    0.58871E-13
   527    0.25799E+04   -0.26356E+02    0.11054E-07   -0.26356E+02    0.64991E+01    0.69208E-09    0.11054E-07    0.69208E-09    0.58471E-13
   528    0.25816E+04   -0.25036E+02    0.11001E-07   -0.25036E+02    0.65132E+01    0.65915E-09    0.11001E-07    0.65915E-09    0.58075E-13
   529    0.25832E+04   -0.23714E+02    0.10951E-07   -0.23714E+02    0.65328E+01    0.62655E-09    0.10951E-07    0.62655E-09    0.57682E-13
   530    0.25844E+04   -0.22392E+02    0.10904E-07   -0.22392E+02    0.65575E+01    0.59424E-09    0.10904E-07    0.59424E-09    0.57292E-13
   531    0.25856E+04   -0.21068E+02    0.10859E-07   -0.21068E+02    0.65872E+01    0.56224E-09    0.10859E-07    0.56224E-09    0.56905E-13
   532    0.25864E+04   -0.19745E+02    0.10818E-07   -0.19745E+02    0.66223E+01    0.53053E-09    0.10818E-07    0.53053E-09    0.56522E-13
   533    0.25869E+04   -0.18424E+02    0.10778E-07   -0.18424E+02    0.66626E+01    0.49909E-09    0.10778E-07    0.49909E-09    0.56142E-13
   534    0.25873E+04   -0.17106E+02    0.10742E-07   -0.17106E+02    0.67082E+01    0.46792E-09    0.10742E-07    0.46792E-09    0.55765E-13
   535    0.25874E+04   -0.15790E+02    0.10708E-07   -0.15790E+02    0.67591E+01    0.43701E-09    0.10708E-07    0.43701E-09    0.55392E-13
   536    0.25872E+04   -0.14478E+02    0.10676E-07   -0.14478E+02    0.68152E+01    0.40635E-09    0.10676E-07    0.40635E-09    0.55021E-13
   537    0.25869E+04   -0.13170E+02    0.10647E-07   -0.13170E+02    0.68766E+01    0.37593E-09    0.10647E-07    0.37593E-09    0.54653E-13
   538    0.25863E+04   -0.11867E+02    0.10621E-07   -0.11867E+02    0.69434E+01    0.34574E-09    0.10621E-07    0.34574E-09    0.54289E-13
   539    0.25855E+04   -0.10571E+02    0.10596E-07   -0.10571E+02    0.70153E+01    0.31577E-09    0.10596E-07    0.31577E-09    0.53928E-13
   540    0.25845E+04   -0.92812E+01    0.10575E-07   -0.92812E+01    0.70928E+01    0.28601E-09    0.10575E-07    0.28601E-09    0.53569E-13
   541    0.25831E+04   -0.79985E+01    0.10555E-07   -0.79985E+01    0.71754E+01    0.25645E-09    0.10555E-07    0.25645E-09    0.53213E-13
   542    0.25816E+04   -0.67250E+01    0.10538E-07   -0.67250E+01    0.72634E+01    0.22708E-09    0.10538E-07    0.22708E-09    0.52861E-13
   543    0.25799E+04   -0.54601E+01    0.10523E-07   -0.54601E+01    0.73567E+01    0.19789E-09    0.10523E-07    0.19789E-09    0.52511E-13
   544    0.25779E+04   -0.42049E+01    0.10510E-07   -0.42049E+01    0.74553E+01    0.16887E-09    0.10510E-07    0.16887E-09    0.52164E-13
   545    0.25757E+04   -0.29601E+01    0.10499E-07   -0.29601E+01    0.75592E+01    0.14001E-09    0.10499E-07    0.14001E-09    0.51820E-13
   546    0.25733E+04   -0.17265E+01    0.10491E-07   -0.17265E+01    0.76681E+01    0.11131E-09    0.10491E-07    0.11131E-09    0.51479E-13
   547    0.25706E+04   -0.50464E+00    0.10484E-07   -0.50464E+00    0.77822E+01    0.82743E-10    0.10484E-07    0.82743E-10    0.51140E-13
   548    0.25678E+04    0.70454E+00    0.10480E-07    0.70454E+00    0.79016E+01    0.54311E-10    0.10480E-07    0.54311E-10    0.50804E-13
   549    0.25648E+04    0.19003E+01    0.10477E-07    0.19003E+01    0.80263E+01    0.26001E-10    0.10477E-07    0.26001E-10    0.50471E-13
   550    0.25615E+04    0.30820E+01    0.10476E-07    0.30820E+01    0.81562E+01   -0.21958E-11    0.10476E-07   -0.21958E-11    0.50141E-13
   551    0.25581E+04    0.42491E+01    0.10478E-07    0.42491E+01    0.82913E+01   -0.30288E-10    0.10478E-07   -0.30288E-10    0.49813E-13
   552    0.25543E+04    0.54005E+01    0.10481E-07    0.54005E+01    0.84317E+01   -0.58274E-10    0.10481E-07   -0.58274E-10    0.49488E-13
   553    0.25505E+04    0.65359E+01    0.10486E-07    0.65359E+01    0.85758E+01   -0.86150E-10    0.10486E-07   -0.86150E-10    0.49165E-13
   554    0.25464E+04    0.76546E+01    0.10492E-07    0.76546E+01    0.87266E+01   -0.11391E-09    0.10492E-07   -0.11391E-09    0.48845E-13
   555    0.25420E+04    0.87557E+01    0.10501E-07    0.87557E+01    0.88819E+01   -0.14156E-09    0.10501E-07   -0.14156E-09    0.48527E-13
   556    0.25375E+04    0.98391E+01    0.10511E-07    0.98391E+01    0.90425E+01   -0.16908E-09    0.10511E-07   -0.16908E-09    0.48212E-13
   557    0.25328E+04    0.10903E+02    0.10523E-07    0.10903E+02    0.92075E+01   -0.19648E-09    0.10523E-07   -0.19648E-09    0.47899E-13
   558    0.25279E+04    0.11948E+02    0.10537E-07    0.11948E+02    0.93785E+01   -0.22376E-09    0.10537E-07   -0.22376E-09    0.47589E-13
   559    0.25228E+04    0.12974E+02    0.10552E-07    0.12974E+02    0.95532E+01   -0.25090E-09    0.10552E-07   -0.25090E-09    0.47281E-13
   560    0.25176E+04    0.13978E+02    0.10569E-07    0.13978E+02    0.97324E+01   -0.27790E-09    0.10569E-07   -0.27790E-09    0.46976E-13
   561    0.25120E+04    0.14962E+02    0.10588E-07    0.14962E+02    0.99168E+01   -0.30477E-09    0.10588E-07   -0.30477E-09    0.46673E-13
   562    0.25064E+04    0.15923E+02    0.10608E-07    0.15923E+02    0.10106E+02   -0.33149E-09    0.10608E-07   -0.33149E-09    0.46373E-13
   563    0.25006E+04    0.16864E+02    0.10629E-07    0.16864E+02    0.10300E+02   -0.35807E-09    0.10629E-07   -0.35807E-09    0.46075E-13
   564    0.24946E+04    0.17780E+02    0.10653E-07    0.17780E+02    0.10499E+02   -0.38450E-09    0.10653E-07   -0.38450E-09    0.45779E-13
   565    0.24885E+04    0.18674E+02    0.10677E-07    0.18674E+02    0.10701E+02   -0.41078E-09    0.10677E-07   -0.41078E-09    0.45486E-13
   566    0.24822E+04    0.19543E+02    0.10703E-07    0.19543E+02    0.10908E+02   -0.43690E-09    0.10703E-07   -0.43690E-09    0.45195E-13
   567    0.24757E+04    0.20389E+02    0.10731E-07    0.20389E+02    0.11119E+02   -0.46286E-09    0.10731E-07   -0.46286E-09    0.44906E-13
   568    0.24691E+04    0.21208E+02    0.10760E-07    0.21208E+02    0.11336E+02   -0.48866E-09    0.10760E-07   -0.48866E-09    0.44620E-13
   569    0.24622E+04    0.22005E+02    0.10790E-07    0.22005E+02    0.11556E+02   -0.51429E-09    0.10790E-07   -0.51429E-09    0.44336E-13
