#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1004    0.10063E+04   -0.34289E+02    0.25944E-08   -0.34289E+02    0.43011E+02    0.69314E-09    0.25944E-08    0.69314E-09    0.52522E-14
  1005    0.10053E+04   -0.35688E+02    0.25552E-08   -0.35688E+02    0.42911E+02    0.69124E-09    0.25552E-08    0.69124E-09    0.52316E-14
  1006    0.10043E+04   -0.37076E+02    0.25165E-08   -0.37076E+02    0.42805E+02    0.68929E-09    0.25165E-08    0.68929E-09    0.52112E-14
  1007    0.10034E+04   -0.38452E+02    0.24781E-08   -0.38452E+02    0.42693E+02    0.68727E-09    0.24781E-08    0.68727E-09    0.51908E-14
  1008    0.10025E+04   -0.39816E+02    0.24401E-08   -0.39816E+02    0.42575E+02    0.68520E-09    0.24401E-08    0.68520E-09    0.51705E-14
  1009    0.10019E+04   -0.41167E+02    0.24025E-08   -0.41167E+02    0.42451E+02    0.68308E-09    0.24025E-08    0.68308E-09    0.51503E-14
  1010    0.10014E+04   -0.42505E+02    0.23653E-08   -0.42505E+02    0.42322E+02    0.68089E-09    0.23653E-08    0.68089E-09    0.51302E-14
  1011    0.10011E+04   -0.43829E+02    0.23285E-08   -0.43829E+02    0.42188E+02    0.67865E-09    0.23285E-08    0.67865E-09    0.51102E-14
  1012    0.10008E+04   -0.45141E+02    0.22921E-08   -0.45141E+02    0.42047E+02    0.67635E-09    0.22921E-08    0.67635E-09    0.50903E-14
  1013    0.10008E+04   -0.46436E+02    0.22561E-08   -0.46436E+02    0.41902E+02    0.67400E-09    0.22561E-08    0.67400E-09    0.50705E-14
  1014    0.10008E+04   -0.47718E+02    0.22204E-08   -0.47718E+02    0.41750E+02    0.67160E-09    0.22204E-08    0.67160E-09    0.50508E-14
  1015    0.10009E+04   -0.48983E+02    0.21852E-08   -0.48983E+02    0.41594E+02    0.66914E-09    0.21852E-08    0.66914E-09    0.50311E-14
  1016    0.10012E+04   -0.50233E+02    0.21503E-08   -0.50233E+02    0.41431E+02    0.66662E-09    0.21503E-08    0.66662E-09    0.50116E-14
  1017    0.10016E+04   -0.51467E+02    0.21158E-08   -0.51467E+02    0.41264E+02    0.66406E-09    0.21158E-08    0.66406E-09    0.49921E-14
  1018    0.10021E+04   -0.52684E+02    0.20817E-08   -0.52684E+02    0.41090E+02    0.66144E-09    0.20817E-08    0.66144E-09    0.49728E-14
  1019    0.10027E+04   -0.53885E+02    0.20480E-08   -0.53885E+02    0.40912E+02    0.65876E-09    0.20480E-08    0.65876E-09    0.49535E-14
  1020    0.10035E+04   -0.55067E+02    0.20147E-08   -0.55067E+02    0.40727E+02    0.65604E-09    0.20147E-08    0.65604E-09    0.49343E-14
  1021    0.10044E+04   -0.56233E+02    0.19817E-08   -0.56233E+02    0.40538E+02    0.65326E-09    0.19817E-08    0.65326E-09    0.49152E-14
  1022    0.10053E+04   -0.57380E+02    0.19491E-08   -0.57380E+02    0.40345E+02    0.65043E-09    0.19491E-08    0.65043E-09    0.48963E-14
  1023    0.10064E+04   -0.58506E+02    0.19170E-08   -0.58506E+02    0.40145E+02    0.64756E-09    0.19170E-08    0.64756E-09    0.48773E-14
  1024    0.10076E+04   -0.59614E+02    0.18852E-08   -0.59614E+02    0.39941E+02    0.64463E-09    0.18852E-08    0.64463E-09    0.48585E-14
  1025    0.10088E+04   -0.60700E+02    0.18537E-08   -0.60700E+02    0.39733E+02    0.64165E-09    0.18537E-08    0.64165E-09    0.48398E-14
  1026    0.10104E+04   -0.61767E+02    0.18227E-08   -0.61767E+02    0.39519E+02    0.63862E-09    0.18227E-08    0.63862E-09    0.48211E-14
  1027    0.10119E+04   -0.62814E+02    0.17920E-08   -0.62814E+02    0.39302E+02    0.63555E-09    0.17920E-08    0.63555E-09    0.48026E-14
  1028    0.10134E+04   -0.63839E+02    0.17618E-08   -0.63839E+02    0.39080E+02    0.63242E-09    0.17618E-08    0.63242E-09    0.47841E-14
  1029    0.10151E+04   -0.64845E+02    0.17319E-08   -0.64845E+02    0.38853E+02    0.62925E-09    0.17319E-08    0.62925E-09    0.47657E-14
  1030    0.10168E+04   -0.65829E+02    0.17023E-08   -0.65829E+02    0.38623E+02    0.62603E-09    0.17023E-08    0.62603E-09    0.47474E-14
  1031    0.10185E+04   -0.66789E+02    0.16732E-08   -0.66789E+02    0.38388E+02    0.62276E-09    0.16732E-08    0.62276E-09    0.47292E-14
  1032    0.10204E+04   -0.67732E+02    0.16444E-08   -0.67732E+02    0.38148E+02    0.61945E-09    0.16444E-08    0.61945E-09    0.47110E-14
  1033    0.10224E+04   -0.68651E+02    0.16160E-08   -0.68651E+02    0.37905E+02    0.61609E-09    0.16160E-08    0.61609E-09    0.46930E-14
  1034    0.10245E+04   -0.69547E+02    0.15880E-08   -0.69547E+02    0.37658E+02    0.61268E-09    0.15880E-08    0.61268E-09    0.46750E-14
  1035    0.10267E+04   -0.70421E+02    0.15604E-08   -0.70421E+02    0.37407E+02    0.60923E-09    0.15604E-08    0.60923E-09    0.46571E-14
  1036    0.10289E+04   -0.71272E+02    0.15331E-08   -0.71272E+02    0.37152E+02    0.60574E-09    0.15331E-08    0.60574E-09    0.46393E-14
  1037    0.10312E+04   -0.72101E+02    0.15062E-08   -0.72101E+02    0.36894E+02    0.60220E-09    0.15062E-08    0.60220E-09    0.46216E-14
  1038    0.10337E+04   -0.72906E+02    0.14797E-08   -0.72906E+02    0.36633E+02    0.59862E-09    0.14797E-08    0.59862E-09    0.46040E-14
  1039    0.10362E+04   -0.73684E+02    0.14535E-08   -0.73684E+02    0.36368E+02    0.59499E-09    0.14535E-08    0.59499E-09    0.45864E-14
  1040    0.10387E+04   -0.74441E+02    0.14277E-08   -0.74441E+02    0.36099E+02    0.59132E-09    0.14277E-08    0.59132E-09    0.45689E-14
  1041    0.10413E+04   -0.75171E+02    0.14023E-08   -0.75171E+02    0.35828E+02    0.58761E-09    0.14023E-08    0.58761E-09    0.45515E-14
  1042    0.10440E+04   -0.75878E+02    0.13773E-08   -0.75878E+02    0.35553E+02    0.58386E-09    0.13773E-08    0.58386E-09    0.45342E-14
  1043    0.10467E+04   -0.76558E+02    0.13526E-08   -0.76558E+02    0.35275E+02    0.58006E-09    0.13526E-08    0.58006E-09    0.45170E-14
  1044    0.10496E+04   -0.77216E+02    0.13283E-08   -0.77216E+02    0.34994E+02    0.57623E-09    0.13283E-08    0.57623E-09    0.44998E-14
  1045    0.10524E+04   -0.77850E+02    0.13044E-08   -0.77850E+02    0.34712E+02    0.57235E-09    0.13044E-08    0.57235E-09    0.44827E-14
  1046    0.10553E+04   -0.78454E+02    0.12808E-08   -0.78454E+02    0.34426E+02    0.56844E-09    0.12808E-08    0.56844E-09    0.44657E-14
  1047    0.10583E+04   -0.79042E+02    0.12576E-08   -0.79042E+02    0.34138E+02    0.56448E-09    0.12576E-08    0.56448E-09    0.44488E-14
  1048    0.10612E+04   -0.79600E+02    0.12348E-08   -0.79600E+02    0.33847E+02    0.56049E-09    0.12348E-08    0.56049E-09    0.44319E-14
  1049    0.10643E+04   -0.80127E+02    0.12123E-08   -0.80127E+02    0.33554E+02    0.55645E-09    0.12123E-08    0.55645E-09    0.44151E-14
  1050    0.10673E+04   -0.80631E+02    0.11902E-08   -0.80631E+02    0.33259E+02    0.55238E-09    0.11902E-08    0.55238E-09    0.43984E-14
  1051    0.10705E+04   -0.81113E+02    0.11684E-08   -0.81113E+02    0.32962E+02    0.54827E-09    0.11684E-08    0.54827E-09    0.43818E-14
  1052    0.10737E+04   -0.81563E+02    0.11471E-08   -0.81563E+02    0.32663E+02    0.54412E-09    0.11471E-08    0.54412E-09    0.43653E-14
  1053    0.10768E+04   -0.81991E+02    0.11260E-08   -0.81991E+02    0.32361E+02    0.53994E-09    0.11260E-08    0.53994E-09    0.43488E-14
  1054    0.10800E+04   -0.82396E+02    0.11054E-08   -0.82396E+02    0.32059E+02    0.53572E-09    0.11054E-08    0.53572E-09    0.43324E-14
  1055    0.10831E+04   -0.82771E+02    0.10851E-08   -0.82771E+02    0.31755E+02    0.53147E-09    0.10851E-08    0.53147E-09    0.43161E-14
  1056    0.10864E+04   -0.83123E+02    0.10651E-08   -0.83123E+02    0.31450E+02    0.52718E-09    0.10651E-08    0.52718E-09    0.42998E-14
  1057    0.10897E+04   -0.83444E+02    0.10455E-08   -0.83444E+02    0.31143E+02    0.52286E-09    0.10455E-08    0.52286E-09    0.42836E-14
  1058    0.10932E+04   -0.83743E+02    0.10263E-08   -0.83743E+02    0.30835E+02    0.51851E-09    0.10263E-08    0.51851E-09    0.42675E-14
  1059    0.10965E+04   -0.84012E+02    0.10074E-08   -0.84012E+02    0.30526E+02    0.51412E-09    0.10074E-08    0.51412E-09    0.42515E-14
  1060    0.10999E+04   -0.84257E+02    0.98885E-09   -0.84257E+02    0.30216E+02    0.50971E-09    0.98885E-09    0.50971E-09    0.42355E-14
  1061    0.11033E+04   -0.84473E+02    0.97065E-09   -0.84473E+02    0.29905E+02    0.50526E-09    0.97065E-09    0.50526E-09    0.42196E-14
  1062    0.11067E+04   -0.84666E+02    0.95279E-09   -0.84666E+02    0.29594E+02    0.50078E-09    0.95279E-09    0.50078E-09    0.42038E-14
  1063    0.11100E+04   -0.84829E+02    0.93528E-09   -0.84829E+02    0.29282E+02    0.49628E-09    0.93528E-09    0.49628E-09    0.41881E-14
  1064    0.11134E+04   -0.84976E+02    0.91811E-09   -0.84976E+02    0.28970E+02    0.49174E-09    0.91811E-09    0.49174E-09    0.41724E-14
  1065    0.11168E+04   -0.85094E+02    0.90127E-09   -0.85094E+02    0.28656E+02    0.48718E-09    0.90127E-09    0.48718E-09    0.41568E-14
  1066    0.11202E+04   -0.85182E+02    0.88477E-09   -0.85182E+02    0.28343E+02    0.48259E-09    0.88477E-09    0.48259E-09    0.41413E-14
  1067    0.11237E+04   -0.85239E+02    0.86861E-09   -0.85239E+02    0.28030E+02    0.47798E-09    0.86861E-09    0.47798E-09    0.41258E-14
  1068    0.11271E+04   -0.85274E+02    0.85278E-09   -0.85274E+02    0.27716E+02    0.47334E-09    0.85278E-09    0.47334E-09    0.41104E-14
  1069    0.11305E+04   -0.85294E+02    0.83728E-09   -0.85294E+02    0.27404E+02    0.46867E-09    0.83728E-09    0.46867E-09    0.40951E-14
  1070    0.11339E+04   -0.85284E+02    0.82211E-09   -0.85284E+02    0.27090E+02    0.46399E-09    0.82211E-09    0.46399E-09    0.40798E-14
  1071    0.11373E+04   -0.85245E+02    0.80727E-09   -0.85245E+02    0.26778E+02    0.45927E-09    0.80727E-09    0.45927E-09    0.40646E-14
  1072    0.11406E+04   -0.85175E+02    0.79275E-09   -0.85175E+02    0.26466E+02    0.45454E-09    0.79275E-09    0.45454E-09    0.40495E-14
  1073    0.11441E+04   -0.85083E+02    0.77856E-09   -0.85083E+02    0.26155E+02    0.44979E-09    0.77856E-09    0.44979E-09    0.40344E-14
  1074    0.11474E+04   -0.84969E+02    0.76469E-09   -0.84969E+02    0.25844E+02    0.44501E-09    0.76469E-09    0.44501E-09    0.40195E-14
  1075    0.11507E+04   -0.84832E+02    0.75114E-09   -0.84832E+02    0.25534E+02    0.44021E-09    0.75114E-09    0.44021E-09    0.40045E-14
  1076    0.11540E+04   -0.84666E+02    0.73790E-09   -0.84666E+02    0.25225E+02    0.43540E-09    0.73790E-09    0.43540E-09    0.39897E-14
  1077    0.11574E+04   -0.84484E+02    0.72499E-09   -0.84484E+02    0.24917E+02    0.43056E-09    0.72499E-09    0.43056E-09    0.39749E-14
  1078    0.11606E+04   -0.84259E+02    0.71239E-09   -0.84259E+02    0.24610E+02    0.42571E-09    0.71239E-09    0.42571E-09    0.39602E-14
  1079    0.11638E+04   -0.84025E+02    0.70010E-09   -0.84025E+02    0.24305E+02    0.42084E-09    0.70010E-09    0.42084E-09    0.39455E-14
  1080    0.11671E+04   -0.83770E+02    0.68812E-09   -0.83770E+02    0.24000E+02    0.41595E-09    0.68812E-09    0.41595E-09    0.39309E-14
  1081    0.11702E+04   -0.83485E+02    0.67646E-09   -0.83485E+02    0.23698E+02    0.41105E-09    0.67646E-09    0.41105E-09    0.39164E-14
  1082    0.11733E+04   -0.83178E+02    0.66510E-09   -0.83178E+02    0.23397E+02    0.40613E-09    0.66510E-09    0.40613E-09    0.39020E-14
  1083    0.11764E+04   -0.82849E+02    0.65404E-09   -0.82849E+02    0.23098E+02    0.40120E-09    0.65404E-09    0.40120E-09    0.38876E-14
  1084    0.11795E+04   -0.82498E+02    0.64329E-09   -0.82498E+02    0.22801E+02    0.39626E-09    0.64329E-09    0.39626E-09    0.38732E-14
  1085    0.11825E+04   -0.82117E+02    0.63285E-09   -0.82117E+02    0.22506E+02    0.39130E-09    0.63285E-09    0.39130E-09    0.38590E-14
  1086    0.11855E+04   -0.81729E+02    0.62270E-09   -0.81729E+02    0.22213E+02    0.38633E-09    0.62270E-09    0.38633E-09    0.38448E-14
  1087    0.11884E+04   -0.81297E+02    0.61285E-09   -0.81297E+02    0.21923E+02    0.38135E-09    0.61285E-09    0.38135E-09    0.38306E-14
  1088    0.11913E+04   -0.80857E+02    0.60329E-09   -0.80857E+02    0.21633E+02    0.37636E-09    0.60329E-09    0.37636E-09    0.38165E-14
  1089    0.11941E+04   -0.80389E+02    0.59404E-09   -0.80389E+02    0.21347E+02    0.37135E-09    0.59404E-09    0.37135E-09    0.38025E-14
  1090    0.11969E+04   -0.79913E+02    0.58507E-09   -0.79913E+02    0.21063E+02    0.36634E-09    0.58507E-09    0.36634E-09    0.37886E-14
  1091    0.11996E+04   -0.79400E+02    0.57640E-09   -0.79400E+02    0.20782E+02    0.36132E-09    0.57640E-09    0.36132E-09    0.37747E-14
  1092    0.12024E+04   -0.78873E+02    0.56801E-09   -0.78873E+02    0.20502E+02    0.35629E-09    0.56801E-09    0.35629E-09    0.37609E-14
  1093    0.12050E+04   -0.78325E+02    0.55991E-09   -0.78325E+02    0.20227E+02    0.35126E-09    0.55991E-09    0.35126E-09    0.37471E-14
  1094    0.12074E+04   -0.77762E+02    0.55210E-09   -0.77762E+02    0.19954E+02    0.34622E-09    0.55210E-09    0.34622E-09    0.37334E-14
  1095    0.12100E+04   -0.77184E+02    0.54457E-09   -0.77184E+02    0.19685E+02    0.34117E-09    0.54457E-09    0.34117E-09    0.37197E-14
  1096    0.12124E+04   -0.76577E+02    0.53732E-09   -0.76577E+02    0.19418E+02    0.33612E-09    0.53732E-09    0.33612E-09    0.37061E-14
  1097    0.12148E+04   -0.75949E+02    0.53036E-09   -0.75949E+02    0.19154E+02    0.33107E-09    0.53036E-09    0.33107E-09    0.36926E-14
  1098    0.12172E+04   -0.75306E+02    0.52367E-09   -0.75306E+02    0.18895E+02    0.32601E-09    0.52367E-09    0.32601E-09    0.36791E-14
  1099    0.12194E+04   -0.74649E+02    0.51726E-09   -0.74649E+02    0.18639E+02    0.32095E-09    0.51726E-09    0.32095E-09    0.36657E-14
  1100    0.12216E+04   -0.73971E+02    0.51112E-09   -0.73971E+02    0.18386E+02    0.31588E-09    0.51112E-09    0.31588E-09    0.36524E-14
  1101    0.12237E+04   -0.73276E+02    0.50525E-09   -0.73276E+02    0.18137E+02    0.31082E-09    0.50525E-09    0.31082E-09    0.36391E-14
  1102    0.12259E+04   -0.72562E+02    0.49966E-09   -0.72562E+02    0.17891E+02    0.30576E-09    0.49966E-09    0.30576E-09    0.36258E-14
  1103    0.12279E+04   -0.71833E+02    0.49433E-09   -0.71833E+02    0.17649E+02    0.30069E-09    0.49433E-09    0.30069E-09    0.36127E-14
  1104    0.12298E+04   -0.71087E+02    0.48926E-09   -0.71087E+02    0.17412E+02    0.29563E-09    0.48926E-09    0.29563E-09    0.35995E-14
  1105    0.12316E+04   -0.70326E+02    0.48446E-09   -0.70326E+02    0.17179E+02    0.29056E-09    0.48446E-09    0.29056E-09    0.35865E-14
  1106    0.12334E+04   -0.69548E+02    0.47991E-09   -0.69548E+02    0.16948E+02    0.28550E-09    0.47991E-09    0.28550E-09    0.35735E-14
  1107    0.12351E+04   -0.68756E+02    0.47562E-09   -0.68756E+02    0.16723E+02    0.28044E-09    0.47562E-09    0.28044E-09    0.35605E-14
  1108    0.12367E+04   -0.67949E+02    0.47158E-09   -0.67949E+02    0.16500E+02    0.27538E-09    0.47158E-09    0.27538E-09    0.35476E-14
  1109    0.12382E+04   -0.67128E+02    0.46778E-09   -0.67128E+02    0.16280E+02    0.27032E-09    0.46778E-09    0.27032E-09    0.35348E-14
  1110    0.12397E+04   -0.66293E+02    0.46423E-09   -0.66293E+02    0.16067E+02    0.26527E-09    0.46423E-09    0.26527E-09    0.35220E-14
  1111    0.12410E+04   -0.65445E+02    0.46093E-09   -0.65445E+02    0.15858E+02    0.26022E-09    0.46093E-09    0.26022E-09    0.35093E-14
  1112    0.12424E+04   -0.64584E+02    0.45786E-09   -0.64584E+02    0.15653E+02    0.25517E-09    0.45786E-09    0.25517E-09    0.34966E-14
  1113    0.12436E+04   -0.63710E+02    0.45503E-09   -0.63710E+02    0.15453E+02    0.25013E-09    0.45503E-09    0.25013E-09    0.34840E-14
  1114    0.12446E+04   -0.62824E+02    0.45244E-09   -0.62824E+02    0.15257E+02    0.24509E-09    0.45244E-09    0.24509E-09    0.34714E-14
  1115    0.12457E+04   -0.61927E+02    0.45007E-09   -0.61927E+02    0.15066E+02    0.24006E-09    0.45007E-09    0.24006E-09    0.34589E-14
  1116    0.12467E+04   -0.61019E+02    0.44793E-09   -0.61019E+02    0.14879E+02    0.23504E-09    0.44793E-09    0.23504E-09    0.34465E-14
  1117    0.12476E+04   -0.60100E+02    0.44601E-09   -0.60100E+02    0.14697E+02    0.23002E-09    0.44601E-09    0.23002E-09    0.34341E-14
  1118    0.12484E+04   -0.59170E+02    0.44432E-09   -0.59170E+02    0.14521E+02    0.22501E-09    0.44432E-09    0.22501E-09    0.34217E-14
  1119    0.12491E+04   -0.58231E+02    0.44284E-09   -0.58231E+02    0.14349E+02    0.22000E-09    0.44284E-09    0.22000E-09    0.34094E-14
  1120    0.12497E+04   -0.57282E+02    0.44158E-09   -0.57282E+02    0.14182E+02    0.21501E-09    0.44158E-09    0.21501E-09    0.33972E-14
  1121    0.12503E+04   -0.56324E+02    0.44053E-09   -0.56324E+02    0.14019E+02    0.21002E-09    0.44053E-09    0.21002E-09    0.33850E-14
  1122    0.12507E+04   -0.55358E+02    0.43968E-09   -0.55358E+02    0.13862E+02    0.20504E-09    0.43968E-09    0.20504E-09    0.33729E-14
  1123    0.12511E+04   -0.54384E+02    0.43905E-09   -0.54384E+02    0.13710E+02    0.20007E-09    0.43905E-09    0.20007E-09    0.33608E-14
  1124    0.12514E+04   -0.53402E+02    0.43861E-09   -0.53402E+02    0.13563E+02    0.19511E-09    0.43861E-09    0.19511E-09    0.33488E-14
  1125    0.12515E+04   -0.52412E+02    0.43838E-09   -0.52412E+02    0.13420E+02    0.19016E-09    0.43838E-09    0.19016E-09    0.33368E-14
  1126    0.12516E+04   -0.51416E+02    0.43834E-09   -0.51416E+02    0.13283E+02    0.18521E-09    0.43834E-09    0.18521E-09    0.33249E-14
  1127    0.12516E+04   -0.50414E+02    0.43850E-09   -0.50414E+02    0.13151E+02    0.18029E-09    0.43850E-09    0.18029E-09    0.33130E-14
  1128    0.12515E+04   -0.49407E+02    0.43884E-09   -0.49407E+02    0.13025E+02    0.17537E-09    0.43884E-09    0.17537E-09    0.33012E-14
  1129    0.12514E+04   -0.48394E+02    0.43938E-09   -0.48394E+02    0.12904E+02    0.17046E-09    0.43938E-09    0.17046E-09    0.32894E-14
  1130    0.12510E+04   -0.47377E+02    0.44010E-09   -0.47377E+02    0.12788E+02    0.16557E-09    0.44010E-09    0.16557E-09    0.32777E-14
  1131    0.12507E+04   -0.46356E+02    0.44100E-09   -0.46356E+02    0.12677E+02    0.16069E-09    0.44100E-09    0.16069E-09    0.32660E-14
  1132    0.12503E+04   -0.45330E+02    0.44207E-09   -0.45330E+02    0.12572E+02    0.15582E-09    0.44207E-09    0.15582E-09    0.32544E-14
  1133    0.12497E+04   -0.44302E+02    0.44333E-09   -0.44302E+02    0.12472E+02    0.15097E-09    0.44333E-09    0.15097E-09    0.32429E-14
  1134    0.12491E+04   -0.43270E+02    0.44475E-09   -0.43270E+02    0.12377E+02    0.14613E-09    0.44475E-09    0.14613E-09    0.32313E-14
  1135    0.12483E+04   -0.42236E+02    0.44635E-09   -0.42236E+02    0.12288E+02    0.14130E-09    0.44635E-09    0.14130E-09    0.32199E-14
  1136    0.12475E+04   -0.41201E+02    0.44811E-09   -0.41201E+02    0.12204E+02    0.13649E-09    0.44811E-09    0.13649E-09    0.32085E-14
  1137    0.12466E+04   -0.40163E+02    0.45003E-09   -0.40163E+02    0.12125E+02    0.13170E-09    0.45003E-09    0.13170E-09    0.31971E-14
  1138    0.12456E+04   -0.39126E+02    0.45211E-09   -0.39126E+02    0.12053E+02    0.12692E-09    0.45211E-09    0.12692E-09    0.31858E-14
  1139    0.12445E+04   -0.38086E+02    0.45435E-09   -0.38086E+02    0.11985E+02    0.12216E-09    0.45435E-09    0.12216E-09    0.31745E-14
  1140    0.12433E+04   -0.37048E+02    0.45675E-09   -0.37048E+02    0.11923E+02    0.11742E-09    0.45675E-09    0.11742E-09    0.31633E-14
  1141    0.12420E+04   -0.36010E+02    0.45929E-09   -0.36010E+02    0.11866E+02    0.11269E-09    0.45929E-09    0.11269E-09    0.31521E-14
  1142    0.12407E+04   -0.34972E+02    0.46198E-09   -0.34972E+02    0.11815E+02    0.10799E-09    0.46198E-09    0.10799E-09    0.31410E-14
  1143    0.12392E+04   -0.33937E+02    0.46482E-09   -0.33937E+02    0.11768E+02    0.10330E-09    0.46482E-09    0.10330E-09    0.31299E-14
  1144    0.12376E+04   -0.32904E+02    0.46780E-09   -0.32904E+02    0.11727E+02    0.98626E-10    0.46780E-09    0.98626E-10    0.31188E-14
  1145    0.12360E+04   -0.31872E+02    0.47092E-09   -0.31872E+02    0.11693E+02    0.93975E-10    0.47092E-09    0.93975E-10    0.31078E-14
  1146    0.12343E+04   -0.30844E+02    0.47417E-09   -0.30844E+02    0.11663E+02    0.89344E-10    0.47417E-09    0.89344E-10    0.30969E-14
  1147    0.12325E+04   -0.29818E+02    0.47756E-09   -0.29818E+02    0.11639E+02    0.84733E-10    0.47756E-09    0.84733E-10    0.30860E-14
  1148    0.12305E+04   -0.28797E+02    0.48107E-09   -0.28797E+02    0.11620E+02    0.80144E-10    0.48107E-09    0.80144E-10    0.30752E-14
  1149    0.12286E+04   -0.27780E+02    0.48472E-09   -0.27780E+02    0.11607E+02    0.75575E-10    0.48472E-09    0.75575E-10    0.30644E-14
  1150    0.12265E+04   -0.26768E+02    0.48848E-09   -0.26768E+02    0.11598E+02    0.71029E-10    0.48848E-09    0.71029E-10    0.30536E-14
  1151    0.12244E+04   -0.25760E+02    0.49237E-09   -0.25760E+02    0.11596E+02    0.66504E-10    0.49237E-09    0.66504E-10    0.30429E-14
  1152    0.12220E+04   -0.24759E+02    0.49637E-09   -0.24759E+02    0.11598E+02    0.62002E-10    0.49637E-09    0.62002E-10    0.30322E-14
  1153    0.12198E+04   -0.23764E+02    0.50050E-09   -0.23764E+02    0.11606E+02    0.57523E-10    0.50050E-09    0.57523E-10    0.30216E-14
  1154    0.12174E+04   -0.22774E+02    0.50475E-09   -0.22774E+02    0.11620E+02    0.53065E-10    0.50475E-09    0.53065E-10    0.30110E-14
  1155    0.12149E+04   -0.21791E+02    0.50912E-09   -0.21791E+02    0.11639E+02    0.48631E-10    0.50912E-09    0.48631E-10    0.30005E-14
  1156    0.12123E+04   -0.20816E+02    0.51362E-09   -0.20816E+02    0.11662E+02    0.44218E-10    0.51362E-09    0.44218E-10    0.29900E-14
  1157    0.12096E+04   -0.19847E+02    0.51824E-09   -0.19847E+02    0.11691E+02    0.39829E-10    0.51824E-09    0.39829E-10    0.29795E-14
  1158    0.12069E+04   -0.18887E+02    0.52298E-09   -0.18887E+02    0.11725E+02    0.35462E-10    0.52298E-09    0.35462E-10    0.29691E-14
  1159    0.12041E+04   -0.17935E+02    0.52784E-09   -0.17935E+02    0.11764E+02    0.31117E-10    0.52784E-09    0.31117E-10    0.29588E-14
  1160    0.12011E+04   -0.16994E+02    0.53283E-09   -0.16994E+02    0.11809E+02    0.26796E-10    0.53283E-09    0.26796E-10    0.29485E-14
  1161    0.11982E+04   -0.16060E+02    0.53795E-09   -0.16060E+02    0.11858E+02    0.22497E-10    0.53795E-09    0.22497E-10    0.29382E-14
  1162    0.11951E+04   -0.15136E+02    0.54319E-09   -0.15136E+02    0.11912E+02    0.18221E-10    0.54319E-09    0.18221E-10    0.29280E-14
  1163    0.11920E+04   -0.14222E+02    0.54855E-09   -0.14222E+02    0.11972E+02    0.13968E-10    0.54855E-09    0.13968E-10    0.29178E-14
  1164    0.11889E+04   -0.13318E+02    0.55404E-09   -0.13318E+02    0.12037E+02    0.97383E-11    0.55404E-09    0.97383E-11    0.29076E-14
  1165    0.11856E+04   -0.12424E+02    0.55966E-09   -0.12424E+02    0.12106E+02    0.55313E-11    0.55966E-09    0.55313E-11    0.28975E-14
  1166    0.11822E+04   -0.11542E+02    0.56541E-09   -0.11542E+02    0.12180E+02    0.13475E-11    0.56541E-09    0.13475E-11    0.28875E-14
  1167    0.11788E+04   -0.10671E+02    0.57128E-09   -0.10671E+02    0.12259E+02   -0.28133E-11    0.57128E-09   -0.28133E-11    0.28775E-14
  1168    0.11753E+04   -0.98114E+01    0.57728E-09   -0.98114E+01    0.12343E+02   -0.69508E-11    0.57728E-09   -0.69508E-11    0.28675E-14
  1169    0.11718E+04   -0.89652E+01    0.58341E-09   -0.89652E+01    0.12431E+02   -0.11065E-10    0.58341E-09   -0.11065E-10    0.28576E-14
  1170    0.11682E+04   -0.81296E+01    0.58967E-09   -0.81296E+01    0.12524E+02   -0.15156E-10    0.58967E-09   -0.15156E-10    0.28477E-14
  1171    0.11645E+04   -0.73078E+01    0.59606E-09   -0.73078E+01    0.12622E+02   -0.19224E-10    0.59606E-09   -0.19224E-10    0.28378E-14
  1172    0.11608E+04   -0.64989E+01    0.60257E-09   -0.64989E+01    0.12724E+02   -0.23268E-10    0.60257E-09   -0.23268E-10    0.28280E-14
  1173    0.11570E+04   -0.57029E+01    0.60922E-09   -0.57029E+01    0.12830E+02   -0.27289E-10    0.60922E-09   -0.27289E-10    0.28183E-14
  1174    0.11531E+04   -0.49209E+01    0.61600E-09   -0.49209E+01    0.12941E+02   -0.31286E-10    0.61600E-09   -0.31286E-10    0.28085E-14
  1175    0.11492E+04   -0.41528E+01    0.62291E-09   -0.41528E+01    0.13055E+02   -0.35260E-10    0.62291E-09   -0.35260E-10    0.27988E-14
  1176    0.11451E+04   -0.33993E+01    0.62995E-09   -0.33993E+01    0.13174E+02   -0.39210E-10    0.62995E-09   -0.39210E-10    0.27892E-14
  1177    0.11411E+04   -0.26601E+01    0.63712E-09   -0.26601E+01    0.13298E+02   -0.43136E-10    0.63712E-09   -0.43136E-10    0.27796E-14
  1178    0.11370E+04   -0.19357E+01    0.64443E-09   -0.19357E+01    0.13425E+02   -0.47039E-10    0.64443E-09   -0.47039E-10    0.27700E-14
  1179    0.11329E+04   -0.12264E+01    0.65186E-09   -0.12264E+01    0.13557E+02   -0.50918E-10    0.65186E-09   -0.50918E-10    0.27605E-14
  1180    0.11287E+04   -0.53244E+00    0.65943E-09   -0.53244E+00    0.13694E+02   -0.54773E-10    0.65943E-09   -0.54773E-10    0.27510E-14
  1181    0.11245E+04    0.14590E+00    0.66714E-09    0.14590E+00    0.13833E+02   -0.58604E-10    0.66714E-09   -0.58604E-10    0.27416E-14
