#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.502437E+07   0.502437E+07   0.669838E+07   0.669835E+07   0.502520E+07   0.502438E+07   0.502437E+07   0.503281E+07  -0.598413E+00   0.497509E+07   0.497509E+07   0.113442E+02
   0.116143E-04   0.502437E+07   0.502437E+07   0.669820E+07   0.669817E+07   0.502519E+07   0.502438E+07   0.502437E+07   0.503281E+07  -0.598413E+00   0.497509E+07   0.497509E+07   0.125260E+02
   0.128244E-04   0.502437E+07   0.502437E+07   0.669799E+07   0.669795E+07   0.502519E+07   0.502438E+07   0.502437E+07   0.503281E+07  -0.598413E+00   0.497509E+07   0.497509E+07   0.138309E+02
   0.141606E-04   0.502437E+07   0.502437E+07   0.669773E+07   0.669768E+07   0.502519E+07   0.502438E+07   0.502437E+07   0.503281E+07  -0.598413E+00   0.497509E+07   0.497509E+07   0.152716E+02
   0.156360E-04   0.502437E+07   0.502437E+07   0.669742E+07   0.669736E+07   0.502519E+07   0.502438E+07   0.502437E+07   0.503280E+07  -0.598412E+00   0.497509E+07   0.497509E+07   0.168623E+02
   0.172651E-04   0.502436E+07   0.502436E+07   0.669703E+07   0.669696E+07   0.502518E+07   0.502438E+07   0.502436E+07   0.503280E+07  -0.598412E+00   0.497509E+07   0.497508E+07   0.186187E+02
   0.190639E-04   0.502436E+07   0.502436E+07   0.669657E+07   0.669647E+07   0.502518E+07   0.502437E+07   0.502436E+07   0.503280E+07  -0.598411E+00   0.497508E+07   0.497508E+07   0.205579E+02
   0.210501E-04   0.502436E+07   0.502436E+07   0.669600E+07   0.669588E+07   0.502517E+07   0.502437E+07   0.502436E+07   0.503279E+07  -0.598411E+00   0.497508E+07   0.497508E+07   0.226989E+02
   0.232433E-04   0.502436E+07   0.502435E+07   0.669530E+07   0.669516E+07   0.502517E+07   0.502437E+07   0.502435E+07   0.503279E+07  -0.598410E+00   0.497508E+07   0.497507E+07   0.250626E+02
   0.256650E-04   0.502435E+07   0.502435E+07   0.669445E+07   0.669428E+07   0.502516E+07   0.502436E+07   0.502435E+07   0.503278E+07  -0.598410E+00   0.497507E+07   0.497507E+07   0.276722E+02
   0.283390E-04   0.502434E+07   0.502434E+07   0.669342E+07   0.669321E+07   0.502515E+07   0.502436E+07   0.502434E+07   0.503278E+07  -0.598409E+00   0.497506E+07   0.497506E+07   0.305531E+02
