#           k/h    P           
    0.10000E-03    0.52755E+02
    0.10202E-03    0.53784E+02
    0.10408E-03    0.54833E+02
    0.10618E-03    0.55902E+02
    0.10833E-03    0.56992E+02
    0.11052E-03    0.58104E+02
    0.11275E-03    0.59236E+02
    0.11503E-03    0.60391E+02
    0.11735E-03    0.61569E+02
    0.11972E-03    0.62769E+02
    0.12214E-03    0.63993E+02
    0.12461E-03    0.65241E+02
    0.12712E-03    0.66513E+02
    0.12969E-03    0.67810E+02
    0.13231E-03    0.69132E+02
    0.13499E-03    0.70479E+02
    0.13771E-03    0.71853E+02
    0.14049E-03    0.73254E+02
    0.14333E-03    0.74682E+02
    0.14623E-03    0.76138E+02
    0.14918E-03    0.77622E+02
    0.15220E-03    0.79135E+02
    0.15527E-03    0.80677E+02
    0.15841E-03    0.82250E+02
    0.16161E-03    0.83853E+02
    0.16487E-03    0.85487E+02
    0.16820E-03    0.87153E+02
    0.17160E-03    0.88851E+02
    0.17507E-03    0.90583E+02
    0.17860E-03    0.92348E+02
    0.18221E-03    0.94147E+02
    0.18589E-03    0.95981E+02
    0.18965E-03    0.97851E+02
    0.19348E-03    0.99758E+02
    0.19739E-03    0.10170E+03
    0.20138E-03    0.10368E+03
    0.20544E-03    0.10570E+03
    0.20959E-03    0.10776E+03
    0.21383E-03    0.10986E+03
    0.21815E-03    0.11200E+03
    0.22255E-03    0.11418E+03
    0.22705E-03    0.11640E+03
    0.23164E-03    0.11867E+03
    0.23632E-03    0.12098E+03
    0.24109E-03    0.12333E+03
    0.24596E-03    0.12574E+03
    0.25093E-03    0.12818E+03
    0.25600E-03    0.13068E+03
    0.26117E-03    0.13322E+03
    0.26645E-03    0.13581E+03
    0.27183E-03    0.13846E+03
    0.27732E-03    0.14115E+03
    0.28292E-03    0.14389E+03
    0.28864E-03    0.14669E+03
    0.29447E-03    0.14955E+03
    0.30042E-03    0.15245E+03
    0.30649E-03    0.15542E+03
    0.31268E-03    0.15844E+03
    0.31899E-03    0.16152E+03
    0.32544E-03    0.16466E+03
    0.33201E-03    0.16786E+03
    0.33872E-03    0.17112E+03
    0.34556E-03    0.17444E+03
    0.35254E-03    0.17783E+03
    0.35966E-03    0.18128E+03
    0.36693E-03    0.18480E+03
    0.37434E-03    0.18839E+03
    0.38190E-03    0.19205E+03
    0.38962E-03    0.19577E+03
    0.39749E-03    0.19957E+03
    0.40552E-03    0.20344E+03
    0.41371E-03    0.20739E+03
    0.42207E-03    0.21141E+03
    0.43060E-03    0.21551E+03
    0.43929E-03    0.21968E+03
    0.44817E-03    0.22394E+03
    0.45722E-03    0.22827E+03
    0.46646E-03    0.23269E+03
    0.47588E-03    0.23720E+03
    0.48550E-03    0.24179E+03
    0.49530E-03    0.24646E+03
    0.50531E-03    0.25123E+03
    0.51552E-03    0.25609E+03
    0.52593E-03    0.26103E+03
    0.53656E-03    0.26608E+03
    0.54739E-03    0.27121E+03
    0.55845E-03    0.27645E+03
    0.56973E-03    0.28178E+03
    0.58124E-03    0.28722E+03
    0.59299E-03    0.29275E+03
    0.60496E-03    0.29839E+03
    0.61719E-03    0.30414E+03
    0.62965E-03    0.31000E+03
    0.64237E-03    0.31596E+03
    0.65535E-03    0.32204E+03
    0.66859E-03    0.32823E+03
    0.68210E-03    0.33453E+03
    0.69588E-03    0.34095E+03
    0.70993E-03    0.34749E+03
    0.72427E-03    0.35416E+03
    0.73891E-03    0.36094E+03
    0.75383E-03    0.36786E+03
    0.76906E-03    0.37489E+03
    0.78460E-03    0.38206E+03
    0.80045E-03    0.38936E+03
    0.81662E-03    0.39680E+03
    0.83311E-03    0.40437E+03
    0.84994E-03    0.41208E+03
    0.86711E-03    0.41993E+03
    0.88463E-03    0.42792E+03
    0.90250E-03    0.43606E+03
    0.92073E-03    0.44434E+03
    0.93933E-03    0.45278E+03
    0.95831E-03    0.46136E+03
    0.97767E-03    0.47010E+03
    0.99742E-03    0.47900E+03
    0.10176E-02    0.48806E+03
    0.10381E-02    0.49727E+03
    0.10591E-02    0.50665E+03
    0.10805E-02    0.51620E+03
    0.11023E-02    0.52591E+03
    0.11246E-02    0.53580E+03
    0.11473E-02    0.54586E+03
    0.11705E-02    0.55609E+03
    0.11941E-02    0.56651E+03
    0.12182E-02    0.57710E+03
    0.12429E-02    0.58788E+03
    0.12680E-02    0.59884E+03
    0.12936E-02    0.60999E+03
    0.13197E-02    0.62133E+03
    0.13464E-02    0.63287E+03
    0.13736E-02    0.64460E+03
    0.14013E-02    0.65653E+03
    0.14296E-02    0.66865E+03
    0.14585E-02    0.68099E+03
    0.14880E-02    0.69352E+03
    0.15180E-02    0.70627E+03
    0.15487E-02    0.71922E+03
    0.15800E-02    0.73239E+03
    0.16119E-02    0.74577E+03
    0.16445E-02    0.75937E+03
    0.16777E-02    0.77319E+03
    0.17116E-02    0.78724E+03
    0.17462E-02    0.80150E+03
    0.17814E-02    0.81599E+03
    0.18174E-02    0.83071E+03
    0.18541E-02    0.84567E+03
    0.18916E-02    0.86085E+03
    0.19298E-02    0.87627E+03
    0.19688E-02    0.89192E+03
    0.20086E-02    0.90781E+03
    0.20491E-02    0.92395E+03
    0.20905E-02    0.94032E+03
    0.21328E-02    0.95694E+03
    0.21758E-02    0.97380E+03
    0.22198E-02    0.99091E+03
    0.22646E-02    0.10083E+04
    0.23104E-02    0.10259E+04
    0.23571E-02    0.10437E+04
    0.24047E-02    0.10618E+04
    0.24533E-02    0.10802E+04
    0.25028E-02    0.10988E+04
    0.25534E-02    0.11176E+04
    0.26050E-02    0.11367E+04
    0.26576E-02    0.11561E+04
