#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   457    0.20387E+04   -0.75678E+02    0.29391E-07   -0.75678E+02    0.14752E+02    0.35410E-08    0.29391E-07    0.35410E-08    0.87356E-13
   458    0.20497E+04   -0.75972E+02    0.28900E-07   -0.75972E+02    0.14570E+02    0.35145E-08    0.28900E-07    0.35145E-08    0.86686E-13
   459    0.20608E+04   -0.76235E+02    0.28421E-07   -0.76235E+02    0.14388E+02    0.34866E-08    0.28421E-07    0.34866E-08    0.86022E-13
   460    0.20719E+04   -0.76461E+02    0.27955E-07   -0.76461E+02    0.14205E+02    0.34572E-08    0.27955E-07    0.34572E-08    0.85364E-13
   461    0.20830E+04   -0.76651E+02    0.27499E-07   -0.76651E+02    0.14022E+02    0.34265E-08    0.27499E-07    0.34265E-08    0.84712E-13
   462    0.20942E+04   -0.76800E+02    0.27056E-07   -0.76800E+02    0.13838E+02    0.33945E-08    0.27056E-07    0.33945E-08    0.84066E-13
   463    0.21054E+04   -0.76925E+02    0.26623E-07   -0.76925E+02    0.13656E+02    0.33612E-08    0.26623E-07    0.33612E-08    0.83426E-13
   464    0.21165E+04   -0.76998E+02    0.26202E-07   -0.76998E+02    0.13473E+02    0.33267E-08    0.26202E-07    0.33267E-08    0.82792E-13
   465    0.21277E+04   -0.77047E+02    0.25792E-07   -0.77047E+02    0.13291E+02    0.32911E-08    0.25792E-07    0.32911E-08    0.82164E-13
   466    0.21389E+04   -0.77051E+02    0.25392E-07   -0.77051E+02    0.13108E+02    0.32543E-08    0.25392E-07    0.32543E-08    0.81542E-13
   467    0.21502E+04   -0.77025E+02    0.25003E-07   -0.77025E+02    0.12926E+02    0.32165E-08    0.25003E-07    0.32165E-08    0.80925E-13
   468    0.21613E+04   -0.76961E+02    0.24625E-07   -0.76961E+02    0.12746E+02    0.31776E-08    0.24625E-07    0.31776E-08    0.80314E-13
   469    0.21725E+04   -0.76866E+02    0.24256E-07   -0.76866E+02    0.12564E+02    0.31378E-08    0.24256E-07    0.31378E-08    0.79709E-13
   470    0.21837E+04   -0.76734E+02    0.23897E-07   -0.76734E+02    0.12385E+02    0.30970E-08    0.23897E-07    0.30970E-08    0.79110E-13
   471    0.21947E+04   -0.76564E+02    0.23548E-07   -0.76564E+02    0.12207E+02    0.30554E-08    0.23548E-07    0.30554E-08    0.78516E-13
   472    0.22058E+04   -0.76363E+02    0.23209E-07   -0.76363E+02    0.12029E+02    0.30130E-08    0.23209E-07    0.30130E-08    0.77928E-13
   473    0.22169E+04   -0.76125E+02    0.22879E-07   -0.76125E+02    0.11852E+02    0.29698E-08    0.22879E-07    0.29698E-08    0.77345E-13
   474    0.22279E+04   -0.75857E+02    0.22558E-07   -0.75857E+02    0.11677E+02    0.29258E-08    0.22558E-07    0.29258E-08    0.76767E-13
   475    0.22389E+04   -0.75552E+02    0.22246E-07   -0.75552E+02    0.11502E+02    0.28812E-08    0.22246E-07    0.28812E-08    0.76195E-13
   476    0.22497E+04   -0.75211E+02    0.21943E-07   -0.75211E+02    0.11330E+02    0.28360E-08    0.21943E-07    0.28360E-08    0.75628E-13
   477    0.22605E+04   -0.74845E+02    0.21649E-07   -0.74845E+02    0.11159E+02    0.27901E-08    0.21649E-07    0.27901E-08    0.75066E-13
   478    0.22712E+04   -0.74434E+02    0.21362E-07   -0.74434E+02    0.10988E+02    0.27438E-08    0.21362E-07    0.27438E-08    0.74510E-13
   479    0.22819E+04   -0.74004E+02    0.21084E-07   -0.74004E+02    0.10820E+02    0.26970E-08    0.21084E-07    0.26970E-08    0.73958E-13
   480    0.22924E+04   -0.73535E+02    0.20814E-07   -0.73535E+02    0.10654E+02    0.26497E-08    0.20814E-07    0.26497E-08    0.73412E-13
   481    0.23029E+04   -0.73031E+02    0.20552E-07   -0.73031E+02    0.10490E+02    0.26021E-08    0.20552E-07    0.26021E-08    0.72870E-13
   482    0.23133E+04   -0.72498E+02    0.20297E-07   -0.72498E+02    0.10328E+02    0.25541E-08    0.20297E-07    0.25541E-08    0.72334E-13
   483    0.23236E+04   -0.71939E+02    0.20050E-07   -0.71939E+02    0.10167E+02    0.25058E-08    0.20050E-07    0.25058E-08    0.71802E-13
   484    0.23336E+04   -0.71346E+02    0.19810E-07   -0.71346E+02    0.10010E+02    0.24573E-08    0.19810E-07    0.24573E-08    0.71276E-13
   485    0.23437E+04   -0.70723E+02    0.19577E-07   -0.70723E+02    0.98536E+01    0.24086E-08    0.19577E-07    0.24086E-08    0.70754E-13
   486    0.23537E+04   -0.70070E+02    0.19351E-07   -0.70070E+02    0.97009E+01    0.23598E-08    0.19351E-07    0.23598E-08    0.70237E-13
   487    0.23635E+04   -0.69389E+02    0.19131E-07   -0.69389E+02    0.95506E+01    0.23109E-08    0.19131E-07    0.23109E-08    0.69724E-13
   488    0.23731E+04   -0.68678E+02    0.18917E-07   -0.68678E+02    0.94021E+01    0.22619E-08    0.18917E-07    0.22619E-08    0.69216E-13
   489    0.23826E+04   -0.67939E+02    0.18710E-07   -0.67939E+02    0.92568E+01    0.22130E-08    0.18710E-07    0.22130E-08    0.68713E-13
   490    0.23920E+04   -0.67172E+02    0.18509E-07   -0.67172E+02    0.91148E+01    0.21641E-08    0.18509E-07    0.21641E-08    0.68214E-13
   491    0.24012E+04   -0.66379E+02    0.18314E-07   -0.66379E+02    0.89753E+01    0.21153E-08    0.18314E-07    0.21153E-08    0.67720E-13
   492    0.24103E+04   -0.65559E+02    0.18124E-07   -0.65559E+02    0.88390E+01    0.20667E-08    0.18124E-07    0.20667E-08    0.67230E-13
   493    0.24192E+04   -0.64712E+02    0.17940E-07   -0.64712E+02    0.87045E+01    0.20183E-08    0.17940E-07    0.20183E-08    0.66744E-13
   494    0.24280E+04   -0.63840E+02    0.17761E-07   -0.63840E+02    0.85747E+01    0.19701E-08    0.17761E-07    0.19701E-08    0.66263E-13
   495    0.24366E+04   -0.62943E+02    0.17587E-07   -0.62943E+02    0.84475E+01    0.19222E-08    0.17587E-07    0.19222E-08    0.65785E-13
   496    0.24449E+04   -0.62022E+02    0.17418E-07   -0.62022E+02    0.83242E+01    0.18747E-08    0.17418E-07    0.18747E-08    0.65313E-13
   497    0.24532E+04   -0.61077E+02    0.17253E-07   -0.61077E+02    0.82042E+01    0.18276E-08    0.17253E-07    0.18276E-08    0.64844E-13
   498    0.24612E+04   -0.60109E+02    0.17093E-07   -0.60109E+02    0.80868E+01    0.17809E-08    0.17093E-07    0.17809E-08    0.64379E-13
   499    0.24692E+04   -0.59117E+02    0.16937E-07   -0.59117E+02    0.79741E+01    0.17347E-08    0.16937E-07    0.17347E-08    0.63918E-13
   500    0.24769E+04   -0.58105E+02    0.16786E-07   -0.58105E+02    0.78639E+01    0.16891E-08    0.16786E-07    0.16891E-08    0.63461E-13
   501    0.24843E+04   -0.57072E+02    0.16638E-07   -0.57072E+02    0.77585E+01    0.16440E-08    0.16638E-07    0.16440E-08    0.63009E-13
   502    0.24917E+04   -0.56017E+02    0.16494E-07   -0.56017E+02    0.76570E+01    0.15996E-08    0.16494E-07    0.15996E-08    0.62560E-13
   503    0.24988E+04   -0.54943E+02    0.16353E-07   -0.54943E+02    0.75589E+01    0.15557E-08    0.16353E-07    0.15557E-08    0.62114E-13
   504    0.25056E+04   -0.53848E+02    0.16217E-07   -0.53848E+02    0.74648E+01    0.15123E-08    0.16217E-07    0.15123E-08    0.61673E-13
   505    0.25125E+04   -0.52736E+02    0.16084E-07   -0.52736E+02    0.73754E+01    0.14696E-08    0.16084E-07    0.14696E-08    0.61236E-13
   506    0.25189E+04   -0.51605E+02    0.15955E-07   -0.51605E+02    0.72901E+01    0.14273E-08    0.15955E-07    0.14273E-08    0.60802E-13
   507    0.25253E+04   -0.50457E+02    0.15829E-07   -0.50457E+02    0.72087E+01    0.13856E-08    0.15829E-07    0.13856E-08    0.60372E-13
   508    0.25313E+04   -0.49291E+02    0.15707E-07   -0.49291E+02    0.71322E+01    0.13445E-08    0.15707E-07    0.13445E-08    0.59945E-13
   509    0.25372E+04   -0.48111E+02    0.15588E-07   -0.48111E+02    0.70595E+01    0.13038E-08    0.15588E-07    0.13038E-08    0.59522E-13
   510    0.25427E+04   -0.46915E+02    0.15473E-07   -0.46915E+02    0.69915E+01    0.12637E-08    0.15473E-07    0.12637E-08    0.59103E-13
   511    0.25482E+04   -0.45705E+02    0.15362E-07   -0.45705E+02    0.69277E+01    0.12240E-08    0.15362E-07    0.12240E-08    0.58688E-13
   512    0.25534E+04   -0.44480E+02    0.15254E-07   -0.44480E+02    0.68686E+01    0.11849E-08    0.15254E-07    0.11849E-08    0.58276E-13
   513    0.25584E+04   -0.43243E+02    0.15149E-07   -0.43243E+02    0.68140E+01    0.11462E-08    0.15149E-07    0.11462E-08    0.57867E-13
   514    0.25632E+04   -0.41994E+02    0.15047E-07   -0.41994E+02    0.67642E+01    0.11080E-08    0.15047E-07    0.11080E-08    0.57462E-13
   515    0.25677E+04   -0.40733E+02    0.14949E-07   -0.40733E+02    0.67191E+01    0.10702E-08    0.14949E-07    0.10702E-08    0.57061E-13
   516    0.25720E+04   -0.39461E+02    0.14854E-07   -0.39461E+02    0.66787E+01    0.10329E-08    0.14854E-07    0.10329E-08    0.56663E-13
   517    0.25760E+04   -0.38179E+02    0.14763E-07   -0.38179E+02    0.66433E+01    0.99600E-09    0.14763E-07    0.99600E-09    0.56268E-13
   518    0.25799E+04   -0.36889E+02    0.14674E-07   -0.36889E+02    0.66126E+01    0.95955E-09    0.14674E-07    0.95955E-09    0.55877E-13
   519    0.25836E+04   -0.35588E+02    0.14589E-07   -0.35588E+02    0.65869E+01    0.92352E-09    0.14589E-07    0.92352E-09    0.55489E-13
   520    0.25869E+04   -0.34280E+02    0.14507E-07   -0.34280E+02    0.65660E+01    0.88790E-09    0.14507E-07    0.88790E-09    0.55105E-13
   521    0.25900E+04   -0.32966E+02    0.14428E-07   -0.32966E+02    0.65502E+01    0.85268E-09    0.14428E-07    0.85268E-09    0.54724E-13
   522    0.25928E+04   -0.31645E+02    0.14351E-07   -0.31645E+02    0.65395E+01    0.81784E-09    0.14351E-07    0.81784E-09    0.54346E-13
   523    0.25955E+04   -0.30318E+02    0.14278E-07   -0.30318E+02    0.65339E+01    0.78339E-09    0.14278E-07    0.78339E-09    0.53971E-13
   524    0.25979E+04   -0.28987E+02    0.14208E-07   -0.28987E+02    0.65333E+01    0.74930E-09    0.14208E-07    0.74930E-09    0.53600E-13
   525    0.26000E+04   -0.27651E+02    0.14141E-07   -0.27651E+02    0.65379E+01    0.71557E-09    0.14141E-07    0.71557E-09    0.53231E-13
   526    0.26019E+04   -0.26312E+02    0.14076E-07   -0.26312E+02    0.65476E+01    0.68220E-09    0.14076E-07    0.68220E-09    0.52866E-13
   527    0.26037E+04   -0.24971E+02    0.14014E-07   -0.24971E+02    0.65625E+01    0.64916E-09    0.14014E-07    0.64916E-09    0.52504E-13
   528    0.26052E+04   -0.23629E+02    0.13956E-07   -0.23629E+02    0.65825E+01    0.61646E-09    0.13956E-07    0.61646E-09    0.52145E-13
   529    0.26064E+04   -0.22285E+02    0.13899E-07   -0.22285E+02    0.66080E+01    0.58407E-09    0.13899E-07    0.58407E-09    0.51789E-13
   530    0.26073E+04   -0.20943E+02    0.13846E-07   -0.20943E+02    0.66388E+01    0.55199E-09    0.13846E-07    0.55199E-09    0.51436E-13
   531    0.26082E+04   -0.19600E+02    0.13795E-07   -0.19600E+02    0.66747E+01    0.52022E-09    0.13795E-07    0.52022E-09    0.51086E-13
   532    0.26087E+04   -0.18258E+02    0.13747E-07   -0.18258E+02    0.67160E+01    0.48874E-09    0.13747E-07    0.48874E-09    0.50739E-13
   533    0.26089E+04   -0.16920E+02    0.13701E-07   -0.16920E+02    0.67626E+01    0.45754E-09    0.13701E-07    0.45754E-09    0.50395E-13
   534    0.26089E+04   -0.15584E+02    0.13658E-07   -0.15584E+02    0.68145E+01    0.42661E-09    0.13658E-07    0.42661E-09    0.50054E-13
   535    0.26086E+04   -0.14253E+02    0.13618E-07   -0.14253E+02    0.68719E+01    0.39594E-09    0.13618E-07    0.39594E-09    0.49716E-13
   536    0.26082E+04   -0.12926E+02    0.13580E-07   -0.12926E+02    0.69345E+01    0.36553E-09    0.13580E-07    0.36553E-09    0.49380E-13
   537    0.26076E+04   -0.11604E+02    0.13544E-07   -0.11604E+02    0.70025E+01    0.33535E-09    0.13544E-07    0.33535E-09    0.49047E-13
   538    0.26066E+04   -0.10289E+02    0.13511E-07   -0.10289E+02    0.70760E+01    0.30541E-09    0.13511E-07    0.30541E-09    0.48718E-13
   539    0.26054E+04   -0.89804E+01    0.13480E-07   -0.89804E+01    0.71546E+01    0.27570E-09    0.13480E-07    0.27570E-09    0.48390E-13
   540    0.26040E+04   -0.76800E+01    0.13451E-07   -0.76800E+01    0.72389E+01    0.24619E-09    0.13451E-07    0.24619E-09    0.48066E-13
   541    0.26024E+04   -0.63876E+01    0.13425E-07   -0.63876E+01    0.73284E+01    0.21689E-09    0.13425E-07    0.21689E-09    0.47744E-13
   542    0.26005E+04   -0.51053E+01    0.13401E-07   -0.51053E+01    0.74232E+01    0.18778E-09    0.13401E-07    0.18778E-09    0.47425E-13
   543    0.25984E+04   -0.38328E+01    0.13379E-07   -0.38328E+01    0.75235E+01    0.15886E-09    0.13379E-07    0.15886E-09    0.47109E-13
   544    0.25961E+04   -0.25711E+01    0.13359E-07   -0.25711E+01    0.76291E+01    0.13011E-09    0.13359E-07    0.13011E-09    0.46795E-13
   545    0.25936E+04   -0.13208E+01    0.13341E-07   -0.13208E+01    0.77401E+01    0.10153E-09    0.13341E-07    0.10153E-09    0.46484E-13
   546    0.25908E+04   -0.82898E-01    0.13326E-07   -0.82898E-01    0.78561E+01    0.73095E-10    0.13326E-07    0.73095E-10    0.46175E-13
   547    0.25878E+04    0.11422E+01    0.13312E-07    0.11422E+01    0.79773E+01    0.44809E-10    0.13312E-07    0.44809E-10    0.45869E-13
   548    0.25846E+04    0.23534E+01    0.13301E-07    0.23534E+01    0.81039E+01    0.16658E-10    0.13301E-07    0.16658E-10    0.45565E-13
   549    0.25812E+04    0.35500E+01    0.13291E-07    0.35500E+01    0.82358E+01   -0.11367E-10    0.13291E-07   -0.11367E-10    0.45264E-13
   550    0.25776E+04    0.47315E+01    0.13283E-07    0.47315E+01    0.83729E+01   -0.39277E-10    0.13283E-07   -0.39277E-10    0.44965E-13
   551    0.25738E+04    0.58971E+01    0.13277E-07    0.58971E+01    0.85154E+01   -0.67080E-10    0.13277E-07   -0.67080E-10    0.44668E-13
   552    0.25697E+04    0.70457E+01    0.13273E-07    0.70457E+01    0.86631E+01   -0.94772E-10    0.13273E-07   -0.94772E-10    0.44374E-13
   553    0.25655E+04    0.81773E+01    0.13271E-07    0.81773E+01    0.88146E+01   -0.12235E-09    0.13271E-07   -0.12235E-09    0.44082E-13
   554    0.25611E+04    0.92910E+01    0.13271E-07    0.92910E+01    0.89728E+01   -0.14982E-09    0.13271E-07   -0.14982E-09    0.43793E-13
   555    0.25564E+04    0.10386E+02    0.13272E-07    0.10386E+02    0.91355E+01   -0.17716E-09    0.13272E-07   -0.17716E-09    0.43506E-13
   556    0.25515E+04    0.11462E+02    0.13275E-07    0.11462E+02    0.93034E+01   -0.20438E-09    0.13275E-07   -0.20438E-09    0.43221E-13
   557    0.25465E+04    0.12518E+02    0.13280E-07    0.12518E+02    0.94759E+01   -0.23147E-09    0.13280E-07   -0.23147E-09    0.42938E-13
   558    0.25412E+04    0.13553E+02    0.13286E-07    0.13553E+02    0.96543E+01   -0.25843E-09    0.13286E-07   -0.25843E-09    0.42658E-13
   559    0.25357E+04    0.14568E+02    0.13294E-07    0.14568E+02    0.98364E+01   -0.28526E-09    0.13294E-07   -0.28526E-09    0.42380E-13
   560    0.25302E+04    0.15561E+02    0.13304E-07    0.15561E+02    0.10023E+02   -0.31195E-09    0.13304E-07   -0.31195E-09    0.42104E-13
   561    0.25243E+04    0.16532E+02    0.13315E-07    0.16532E+02    0.10215E+02   -0.33850E-09    0.13315E-07   -0.33850E-09    0.41830E-13
   562    0.25184E+04    0.17480E+02    0.13328E-07    0.17480E+02    0.10412E+02   -0.36490E-09    0.13328E-07   -0.36490E-09    0.41559E-13
   563    0.25122E+04    0.18406E+02    0.13342E-07    0.18406E+02    0.10613E+02   -0.39116E-09    0.13342E-07   -0.39116E-09    0.41290E-13
   564    0.25059E+04    0.19306E+02    0.13358E-07    0.19306E+02    0.10819E+02   -0.41726E-09    0.13358E-07   -0.41726E-09    0.41022E-13
   565    0.24994E+04    0.20183E+02    0.13375E-07    0.20183E+02    0.11029E+02   -0.44321E-09    0.13375E-07   -0.44321E-09    0.40757E-13
   566    0.24928E+04    0.21034E+02    0.13394E-07    0.21034E+02    0.11243E+02   -0.46900E-09    0.13394E-07   -0.46900E-09    0.40495E-13
   567    0.24860E+04    0.21861E+02    0.13414E-07    0.21861E+02    0.11462E+02   -0.49462E-09    0.13414E-07   -0.49462E-09    0.40234E-13
   568    0.24791E+04    0.22661E+02    0.13435E-07    0.22661E+02    0.11685E+02   -0.52008E-09    0.13435E-07   -0.52008E-09    0.39975E-13
   569    0.24719E+04    0.23437E+02    0.13458E-07    0.23437E+02    0.11913E+02   -0.54537E-09    0.13458E-07   -0.54537E-09    0.39718E-13
   570    0.24647E+04    0.24183E+02    0.13483E-07    0.24183E+02    0.12145E+02   -0.57048E-09    0.13483E-07   -0.57048E-09    0.39464E-13
   571    0.24572E+04    0.24903E+02    0.13508E-07    0.24903E+02    0.12381E+02   -0.59542E-09    0.13508E-07   -0.59542E-09    0.39211E-13
   572    0.24496E+04    0.25595E+02    0.13535E-07    0.25595E+02    0.12620E+02   -0.62017E-09    0.13535E-07   -0.62017E-09    0.38961E-13
   573    0.24420E+04    0.26258E+02    0.13563E-07    0.26258E+02    0.12863E+02   -0.64474E-09    0.13563E-07   -0.64474E-09    0.38712E-13
   574    0.24342E+04    0.26893E+02    0.13592E-07    0.26893E+02    0.13111E+02   -0.66913E-09    0.13592E-07   -0.66913E-09    0.38466E-13
   575    0.24263E+04    0.27498E+02    0.13622E-07    0.27498E+02    0.13361E+02   -0.69332E-09    0.13622E-07   -0.69332E-09    0.38221E-13
   576    0.24183E+04    0.28075E+02    0.13654E-07    0.28075E+02    0.13616E+02   -0.71731E-09    0.13654E-07   -0.71731E-09    0.37978E-13
   577    0.24100E+04    0.28621E+02    0.13687E-07    0.28621E+02    0.13874E+02   -0.74111E-09    0.13687E-07   -0.74111E-09    0.37738E-13
   578    0.24017E+04    0.29137E+02    0.13720E-07    0.29137E+02    0.14135E+02   -0.76471E-09    0.13720E-07   -0.76471E-09    0.37499E-13
   579    0.23934E+04    0.29624E+02    0.13755E-07    0.29624E+02    0.14401E+02   -0.78810E-09    0.13755E-07   -0.78810E-09    0.37262E-13
   580    0.23850E+04    0.30078E+02    0.13791E-07    0.30078E+02    0.14669E+02   -0.81128E-09    0.13791E-07   -0.81128E-09    0.37027E-13
   581    0.23763E+04    0.30502E+02    0.13828E-07    0.30502E+02    0.14940E+02   -0.83424E-09    0.13828E-07   -0.83424E-09    0.36794E-13
   582    0.23675E+04    0.30894E+02    0.13866E-07    0.30894E+02    0.15215E+02   -0.85700E-09    0.13866E-07   -0.85700E-09    0.36562E-13
   583    0.23588E+04    0.31253E+02    0.13905E-07    0.31253E+02    0.15492E+02   -0.87953E-09    0.13905E-07   -0.87953E-09    0.36333E-13
   584    0.23499E+04    0.31581E+02    0.13944E-07    0.31581E+02    0.15773E+02   -0.90183E-09    0.13944E-07   -0.90183E-09    0.36105E-13
   585    0.23410E+04    0.31876E+02    0.13985E-07    0.31876E+02    0.16056E+02   -0.92391E-09    0.13985E-07   -0.92391E-09    0.35879E-13
   586    0.23320E+04    0.32139E+02    0.14027E-07    0.32139E+02    0.16341E+02   -0.94576E-09    0.14027E-07   -0.94576E-09    0.35655E-13
   587    0.23230E+04    0.32368E+02    0.14069E-07    0.32368E+02    0.16629E+02   -0.96737E-09    0.14069E-07   -0.96737E-09    0.35432E-13
   588    0.23138E+04    0.32564E+02    0.14112E-07    0.32564E+02    0.16920E+02   -0.98875E-09    0.14112E-07   -0.98875E-09    0.35211E-13
   589    0.23046E+04    0.32727E+02    0.14156E-07    0.32727E+02    0.17213E+02   -0.10099E-08    0.14156E-07   -0.10099E-08    0.34992E-13
   590    0.22953E+04    0.32857E+02    0.14201E-07    0.32857E+02    0.17508E+02   -0.10308E-08    0.14201E-07   -0.10308E-08    0.34775E-13
   591    0.22860E+04    0.32952E+02    0.14246E-07    0.32952E+02    0.17806E+02   -0.10514E-08    0.14246E-07   -0.10514E-08    0.34559E-13
   592    0.22767E+04    0.33013E+02    0.14292E-07    0.33013E+02    0.18104E+02   -0.10718E-08    0.14292E-07   -0.10718E-08    0.34345E-13
   593    0.22672E+04    0.33041E+02    0.14339E-07    0.33041E+02    0.18406E+02   -0.10919E-08    0.14339E-07   -0.10919E-08    0.34133E-13
   594    0.22577E+04    0.33033E+02    0.14387E-07    0.33033E+02    0.18709E+02   -0.11118E-08    0.14387E-07   -0.11118E-08    0.33922E-13
   595    0.22482E+04    0.32992E+02    0.14435E-07    0.32992E+02    0.19013E+02   -0.11314E-08    0.14435E-07   -0.11314E-08    0.33713E-13
   596    0.22387E+04    0.32916E+02    0.14483E-07    0.32916E+02    0.19320E+02   -0.11507E-08    0.14483E-07   -0.11507E-08    0.33506E-13
   597    0.22292E+04    0.32806E+02    0.14533E-07    0.32806E+02    0.19626E+02   -0.11698E-08    0.14533E-07   -0.11698E-08    0.33300E-13
   598    0.22199E+04    0.32661E+02    0.14582E-07    0.32661E+02    0.19935E+02   -0.11886E-08    0.14582E-07   -0.11886E-08    0.33095E-13
   599    0.22104E+04    0.32482E+02    0.14633E-07    0.32482E+02    0.20245E+02   -0.12071E-08    0.14633E-07   -0.12071E-08    0.32893E-13
   600    0.22008E+04    0.32268E+02    0.14683E-07    0.32268E+02    0.20556E+02   -0.12254E-08    0.14683E-07   -0.12254E-08    0.32691E-13
   601    0.21913E+04    0.32019E+02    0.14735E-07    0.32019E+02    0.20869E+02   -0.12433E-08    0.14735E-07   -0.12433E-08    0.32491E-13
   602    0.21818E+04    0.31735E+02    0.14786E-07    0.31735E+02    0.21181E+02   -0.12610E-08    0.14786E-07   -0.12610E-08    0.32293E-13
   603    0.21722E+04    0.31417E+02    0.14838E-07    0.31417E+02    0.21494E+02   -0.12784E-08    0.14838E-07   -0.12784E-08    0.32096E-13
   604    0.21628E+04    0.31065E+02    0.14890E-07    0.31065E+02    0.21808E+02   -0.12955E-08    0.14890E-07   -0.12955E-08    0.31901E-13
   605    0.21533E+04    0.30678E+02    0.14943E-07    0.30678E+02    0.22122E+02   -0.13123E-08    0.14943E-07   -0.13123E-08    0.31707E-13
   606    0.21440E+04    0.30257E+02    0.14996E-07    0.30257E+02    0.22436E+02   -0.13289E-08    0.14996E-07   -0.13289E-08    0.31514E-13
   607    0.21344E+04    0.29801E+02    0.15050E-07    0.29801E+02    0.22751E+02   -0.13451E-08    0.15050E-07   -0.13451E-08    0.31323E-13
   608    0.21250E+04    0.29311E+02    0.15103E-07    0.29311E+02    0.23067E+02   -0.13611E-08    0.15103E-07   -0.13611E-08    0.31134E-13
   609    0.21157E+04    0.28787E+02    0.15157E-07    0.28787E+02    0.23381E+02   -0.13768E-08    0.15157E-07   -0.13768E-08    0.30946E-13
   610    0.21064E+04    0.28229E+02    0.15212E-07    0.28229E+02    0.23695E+02   -0.13922E-08    0.15212E-07   -0.13922E-08    0.30759E-13
   611    0.20972E+04    0.27637E+02    0.15266E-07    0.27637E+02    0.24009E+02   -0.14074E-08    0.15266E-07   -0.14074E-08    0.30573E-13
   612    0.20880E+04    0.27013E+02    0.15321E-07    0.27013E+02    0.24323E+02   -0.14222E-08    0.15321E-07   -0.14222E-08    0.30389E-13
   613    0.20788E+04    0.26354E+02    0.15376E-07    0.26354E+02    0.24635E+02   -0.14368E-08    0.15376E-07   -0.14368E-08    0.30207E-13
   614    0.20697E+04    0.25662E+02    0.15431E-07    0.25662E+02    0.24947E+02   -0.14512E-08    0.15431E-07   -0.14512E-08    0.30025E-13
   615    0.20607E+04    0.24938E+02    0.15487E-07    0.24938E+02    0.25258E+02   -0.14652E-08    0.15487E-07   -0.14652E-08    0.29846E-13
   616    0.20517E+04    0.24181E+02    0.15542E-07    0.24181E+02    0.25569E+02   -0.14790E-08    0.15542E-07   -0.14790E-08    0.29667E-13
   617    0.20430E+04    0.23392E+02    0.15598E-07    0.23392E+02    0.25879E+02   -0.14925E-08    0.15598E-07   -0.14925E-08    0.29490E-13
   618    0.20342E+04    0.22570E+02    0.15654E-07    0.22570E+02    0.26188E+02   -0.15057E-08    0.15654E-07   -0.15057E-08    0.29314E-13
   619    0.20254E+04    0.21718E+02    0.15710E-07    0.21718E+02    0.26496E+02   -0.15187E-08    0.15710E-07   -0.15187E-08    0.29139E-13
   620    0.20169E+04    0.20834E+02    0.15766E-07    0.20834E+02    0.26801E+02   -0.15313E-08    0.15766E-07   -0.15313E-08    0.28966E-13
   621    0.20083E+04    0.19918E+02    0.15822E-07    0.19918E+02    0.27106E+02   -0.15438E-08    0.15822E-07   -0.15438E-08    0.28794E-13
   622    0.19999E+04    0.18972E+02    0.15878E-07    0.18972E+02    0.27409E+02   -0.15559E-08    0.15878E-07   -0.15559E-08    0.28623E-13
   623    0.19916E+04    0.17996E+02    0.15934E-07    0.17996E+02    0.27710E+02   -0.15678E-08    0.15934E-07   -0.15678E-08    0.28454E-13
   624    0.19834E+04    0.16990E+02    0.15990E-07    0.16990E+02    0.28008E+02   -0.15794E-08    0.15990E-07   -0.15794E-08    0.28285E-13
   625    0.19752E+04    0.15953E+02    0.16046E-07    0.15953E+02    0.28305E+02   -0.15907E-08    0.16046E-07   -0.15907E-08    0.28119E-13
   626    0.19672E+04    0.14888E+02    0.16103E-07    0.14888E+02    0.28600E+02   -0.16018E-08    0.16103E-07   -0.16018E-08    0.27953E-13
   627    0.19593E+04    0.13793E+02    0.16159E-07    0.13793E+02    0.28892E+02   -0.16126E-08    0.16159E-07   -0.16126E-08    0.27788E-13
   628    0.19516E+04    0.12670E+02    0.16215E-07    0.12670E+02    0.29182E+02   -0.16232E-08    0.16215E-07   -0.16232E-08    0.27625E-13
   629    0.19440E+04    0.11520E+02    0.16271E-07    0.11520E+02    0.29469E+02   -0.16334E-08    0.16271E-07   -0.16334E-08    0.27463E-13
   630    0.19364E+04    0.10340E+02    0.16327E-07    0.10340E+02    0.29753E+02   -0.16435E-08    0.16327E-07   -0.16435E-08    0.27302E-13
   631    0.19290E+04    0.91351E+01    0.16382E-07    0.91351E+01    0.30035E+02   -0.16532E-08    0.16382E-07   -0.16532E-08    0.27142E-13
   632    0.19218E+04    0.79022E+01    0.16438E-07    0.79022E+01    0.30313E+02   -0.16627E-08    0.16438E-07   -0.16627E-08    0.26984E-13
   633    0.19146E+04    0.66439E+01    0.16493E-07    0.66439E+01    0.30590E+02   -0.16719E-08    0.16493E-07   -0.16719E-08    0.26826E-13
   634    0.19077E+04    0.53601E+01    0.16549E-07    0.53601E+01    0.30862E+02   -0.16809E-08    0.16549E-07   -0.16809E-08    0.26670E-13
   635    0.19009E+04    0.40513E+01    0.16604E-07    0.40513E+01    0.31132E+02   -0.16896E-08    0.16604E-07   -0.16896E-08    0.26515E-13
   636    0.18941E+04    0.27183E+01    0.16659E-07    0.27183E+01    0.31399E+02   -0.16981E-08    0.16659E-07   -0.16981E-08    0.26361E-13
   637    0.18876E+04    0.13603E+01    0.16713E-07    0.13603E+01    0.31661E+02   -0.17063E-08    0.16713E-07   -0.17063E-08    0.26208E-13
