#    L    TT             EE             TE             PP             TP          
   552    0.25697E+04    0.86631E+01    0.70457E+01    0.62993E+06    0.12526E+03
   553    0.25655E+04    0.88146E+01    0.81773E+01    0.62806E+06    0.12547E+03
   554    0.25611E+04    0.89728E+01    0.92910E+01    0.62620E+06    0.12570E+03
   555    0.25564E+04    0.91355E+01    0.10386E+02    0.62434E+06    0.12595E+03
   556    0.25515E+04    0.93034E+01    0.11462E+02    0.62249E+06    0.12621E+03
   557    0.25465E+04    0.94759E+01    0.12518E+02    0.62065E+06    0.12649E+03
   558    0.25412E+04    0.96543E+01    0.13553E+02    0.61882E+06    0.12679E+03
   559    0.25357E+04    0.98364E+01    0.14568E+02    0.61700E+06    0.12710E+03
   560    0.25302E+04    0.10023E+02    0.15561E+02    0.61518E+06    0.12742E+03
   561    0.25243E+04    0.10215E+02    0.16532E+02    0.61337E+06    0.12776E+03
   562    0.25184E+04    0.10412E+02    0.17480E+02    0.61157E+06    0.12812E+03
   563    0.25122E+04    0.10613E+02    0.18406E+02    0.60978E+06    0.12849E+03
   564    0.25059E+04    0.10819E+02    0.19306E+02    0.60799E+06    0.12887E+03
   565    0.24994E+04    0.11029E+02    0.20183E+02    0.60621E+06    0.12927E+03
   566    0.24928E+04    0.11243E+02    0.21034E+02    0.60444E+06    0.12968E+03
   567    0.24860E+04    0.11462E+02    0.21861E+02    0.60267E+06    0.13011E+03
   568    0.24791E+04    0.11685E+02    0.22661E+02    0.60092E+06    0.13055E+03
   569    0.24719E+04    0.11913E+02    0.23437E+02    0.59917E+06    0.13101E+03
   570    0.24647E+04    0.12145E+02    0.24183E+02    0.59742E+06    0.13147E+03
   571    0.24572E+04    0.12381E+02    0.24903E+02    0.59569E+06    0.13195E+03
   572    0.24496E+04    0.12620E+02    0.25595E+02    0.59396E+06    0.13245E+03
   573    0.24420E+04    0.12863E+02    0.26258E+02    0.59224E+06    0.13295E+03
   574    0.24342E+04    0.13111E+02    0.26893E+02    0.59053E+06    0.13347E+03
   575    0.24263E+04    0.13361E+02    0.27498E+02    0.58882E+06    0.13400E+03
   576    0.24183E+04    0.13616E+02    0.28075E+02    0.58712E+06    0.13454E+03
   577    0.24100E+04    0.13874E+02    0.28621E+02    0.58543E+06    0.13510E+03
   578    0.24017E+04    0.14135E+02    0.29137E+02    0.58375E+06    0.13566E+03
   579    0.23934E+04    0.14401E+02    0.29624E+02    0.58207E+06    0.13624E+03
   580    0.23850E+04    0.14669E+02    0.30078E+02    0.58040E+06    0.13683E+03
   581    0.23763E+04    0.14940E+02    0.30502E+02    0.57873E+06    0.13743E+03
   582    0.23675E+04    0.15215E+02    0.30894E+02    0.57707E+06    0.13804E+03
   583    0.23588E+04    0.15492E+02    0.31253E+02    0.57542E+06    0.13866E+03
   584    0.23499E+04    0.15773E+02    0.31581E+02    0.57378E+06    0.13929E+03
   585    0.23410E+04    0.16056E+02    0.31876E+02    0.57214E+06    0.13993E+03
   586    0.23320E+04    0.16341E+02    0.32139E+02    0.57051E+06    0.14058E+03
   587    0.23230E+04    0.16629E+02    0.32368E+02    0.56889E+06    0.14124E+03
   588    0.23138E+04    0.16920E+02    0.32564E+02    0.56727E+06    0.14191E+03
   589    0.23046E+04    0.17213E+02    0.32727E+02    0.56566E+06    0.14259E+03
   590    0.22953E+04    0.17508E+02    0.32857E+02    0.56406E+06    0.14328E+03
   591    0.22860E+04    0.17806E+02    0.32952E+02    0.56246E+06    0.14398E+03
   592    0.22767E+04    0.18104E+02    0.33013E+02    0.56087E+06    0.14468E+03
   593    0.22672E+04    0.18406E+02    0.33041E+02    0.55929E+06    0.14540E+03
   594    0.22577E+04    0.18709E+02    0.33033E+02    0.55771E+06    0.14612E+03
   595    0.22482E+04    0.19013E+02    0.32992E+02    0.55614E+06    0.14685E+03
   596    0.22387E+04    0.19320E+02    0.32916E+02    0.55458E+06    0.14759E+03
   597    0.22292E+04    0.19626E+02    0.32806E+02    0.55302E+06    0.14834E+03
   598    0.22199E+04    0.19935E+02    0.32661E+02    0.55147E+06    0.14909E+03
   599    0.22104E+04    0.20245E+02    0.32482E+02    0.54992E+06    0.14985E+03
   600    0.22008E+04    0.20556E+02    0.32268E+02    0.54838E+06    0.15062E+03
   601    0.21913E+04    0.20869E+02    0.32019E+02    0.54685E+06    0.15139E+03
   602    0.21818E+04    0.21181E+02    0.31735E+02    0.54532E+06    0.15217E+03
   603    0.21722E+04    0.21494E+02    0.31417E+02    0.54380E+06    0.15296E+03
   604    0.21628E+04    0.21808E+02    0.31065E+02    0.54229E+06    0.15376E+03
   605    0.21533E+04    0.22122E+02    0.30678E+02    0.54078E+06    0.15456E+03
   606    0.21440E+04    0.22436E+02    0.30257E+02    0.53928E+06    0.15536E+03
   607    0.21344E+04    0.22751E+02    0.29801E+02    0.53778E+06    0.15617E+03
   608    0.21250E+04    0.23067E+02    0.29311E+02    0.53629E+06    0.15699E+03
   609    0.21157E+04    0.23381E+02    0.28787E+02    0.53481E+06    0.15781E+03
   610    0.21064E+04    0.23695E+02    0.28229E+02    0.53333E+06    0.15864E+03
   611    0.20972E+04    0.24009E+02    0.27637E+02    0.53186E+06    0.15947E+03
   612    0.20880E+04    0.24323E+02    0.27013E+02    0.53039E+06    0.16030E+03
   613    0.20788E+04    0.24635E+02    0.26354E+02    0.52893E+06    0.16114E+03
   614    0.20697E+04    0.24947E+02    0.25662E+02    0.52748E+06    0.16199E+03
   615    0.20607E+04    0.25258E+02    0.24938E+02    0.52603E+06    0.16283E+03
   616    0.20517E+04    0.25569E+02    0.24181E+02    0.52459E+06    0.16368E+03
   617    0.20430E+04    0.25879E+02    0.23392E+02    0.52315E+06    0.16454E+03
   618    0.20342E+04    0.26188E+02    0.22570E+02    0.52172E+06    0.16540E+03
   619    0.20254E+04    0.26496E+02    0.21718E+02    0.52029E+06    0.16626E+03
   620    0.20169E+04    0.26801E+02    0.20834E+02    0.51887E+06    0.16712E+03
   621    0.20083E+04    0.27106E+02    0.19918E+02    0.51746E+06    0.16799E+03
   622    0.19999E+04    0.27409E+02    0.18972E+02    0.51605E+06    0.16886E+03
   623    0.19916E+04    0.27710E+02    0.17996E+02    0.51465E+06    0.16973E+03
   624    0.19834E+04    0.28008E+02    0.16990E+02    0.51325E+06    0.17060E+03
   625    0.19752E+04    0.28305E+02    0.15953E+02    0.51186E+06    0.17148E+03
   626    0.19672E+04    0.28600E+02    0.14888E+02    0.51048E+06    0.17235E+03
   627    0.19593E+04    0.28892E+02    0.13793E+02    0.50910E+06    0.17323E+03
   628    0.19516E+04    0.29182E+02    0.12670E+02    0.50772E+06    0.17411E+03
   629    0.19440E+04    0.29469E+02    0.11520E+02    0.50635E+06    0.17499E+03
   630    0.19364E+04    0.29753E+02    0.10340E+02    0.50499E+06    0.17587E+03
   631    0.19290E+04    0.30035E+02    0.91351E+01    0.50363E+06    0.17675E+03
   632    0.19218E+04    0.30313E+02    0.79022E+01    0.50228E+06    0.17763E+03
   633    0.19146E+04    0.30590E+02    0.66439E+01    0.50093E+06    0.17852E+03
   634    0.19077E+04    0.30862E+02    0.53601E+01    0.49959E+06    0.17940E+03
   635    0.19009E+04    0.31132E+02    0.40513E+01    0.49825E+06    0.18028E+03
   636    0.18941E+04    0.31399E+02    0.27183E+01    0.49692E+06    0.18116E+03
   637    0.18876E+04    0.31661E+02    0.13603E+01    0.49559E+06    0.18204E+03
   638    0.18812E+04    0.31920E+02   -0.20176E-01    0.49427E+06    0.18292E+03
   639    0.18750E+04    0.32175E+02   -0.14242E+01    0.49296E+06    0.18380E+03
   640    0.18690E+04    0.32428E+02   -0.28502E+01    0.49165E+06    0.18468E+03
   641    0.18631E+04    0.32676E+02   -0.42980E+01    0.49034E+06    0.18555E+03
   642    0.18573E+04    0.32919E+02   -0.57668E+01    0.48904E+06    0.18643E+03
   643    0.18517E+04    0.33160E+02   -0.72562E+01    0.48775E+06    0.18730E+03
   644    0.18464E+04    0.33394E+02   -0.87653E+01    0.48646E+06    0.18817E+03
   645    0.18412E+04    0.33625E+02   -0.10294E+02    0.48517E+06    0.18903E+03
   646    0.18361E+04    0.33852E+02   -0.11841E+02    0.48389E+06    0.18990E+03
   647    0.18313E+04    0.34074E+02   -0.13407E+02    0.48262E+06    0.19076E+03
   648    0.18266E+04    0.34292E+02   -0.14989E+02    0.48135E+06    0.19162E+03
   649    0.18221E+04    0.34504E+02   -0.16589E+02    0.48008E+06    0.19248E+03
   650    0.18178E+04    0.34712E+02   -0.18204E+02    0.47882E+06    0.19333E+03
   651    0.18137E+04    0.34916E+02   -0.19834E+02    0.47757E+06    0.19418E+03
   652    0.18097E+04    0.35114E+02   -0.21480E+02    0.47631E+06    0.19502E+03
   653    0.18061E+04    0.35306E+02   -0.23139E+02    0.47507E+06    0.19586E+03
   654    0.18025E+04    0.35494E+02   -0.24810E+02    0.47383E+06    0.19670E+03
   655    0.17991E+04    0.35677E+02   -0.26495E+02    0.47259E+06    0.19754E+03
   656    0.17959E+04    0.35855E+02   -0.28192E+02    0.47136E+06    0.19836E+03
   657    0.17930E+04    0.36027E+02   -0.29898E+02    0.47013E+06    0.19919E+03
   658    0.17901E+04    0.36194E+02   -0.31616E+02    0.46891E+06    0.20001E+03
   659    0.17876E+04    0.36356E+02   -0.33343E+02    0.46769E+06    0.20083E+03
   660    0.17853E+04    0.36511E+02   -0.35079E+02    0.46648E+06    0.20164E+03
   661    0.17831E+04    0.36661E+02   -0.36822E+02    0.46527E+06    0.20244E+03
   662    0.17812E+04    0.36806E+02   -0.38574E+02    0.46407E+06    0.20325E+03
   663    0.17794E+04    0.36945E+02   -0.40332E+02    0.46287E+06    0.20404E+03
   664    0.17779E+04    0.37078E+02   -0.42096E+02    0.46168E+06    0.20484E+03
   665    0.17765E+04    0.37205E+02   -0.43865E+02    0.46049E+06    0.20562E+03
   666    0.17753E+04    0.37326E+02   -0.45638E+02    0.45930E+06    0.20640E+03
   667    0.17744E+04    0.37441E+02   -0.47416E+02    0.45812E+06    0.20718E+03
   668    0.17735E+04    0.37551E+02   -0.49196E+02    0.45695E+06    0.20795E+03
   669    0.17730E+04    0.37655E+02   -0.50978E+02    0.45578E+06    0.20871E+03
   670    0.17726E+04    0.37752E+02   -0.52761E+02    0.45461E+06    0.20947E+03
   671    0.17725E+04    0.37845E+02   -0.54545E+02    0.45345E+06    0.21023E+03
   672    0.17725E+04    0.37929E+02   -0.56330E+02    0.45229E+06    0.21097E+03
   673    0.17728E+04    0.38010E+02   -0.58112E+02    0.45114E+06    0.21172E+03
   674    0.17732E+04    0.38083E+02   -0.59893E+02    0.44999E+06    0.21245E+03
   675    0.17739E+04    0.38150E+02   -0.61672E+02    0.44884E+06    0.21318E+03
   676    0.17747E+04    0.38211E+02   -0.63446E+02    0.44770E+06    0.21390E+03
   677    0.17758E+04    0.38266E+02   -0.65217E+02    0.44657E+06    0.21462E+03
   678    0.17771E+04    0.38314E+02   -0.66983E+02    0.44543E+06    0.21532E+03
   679    0.17785E+04    0.38356E+02   -0.68744E+02    0.44431E+06    0.21603E+03
   680    0.17802E+04    0.38393E+02   -0.70498E+02    0.44318E+06    0.21672E+03
   681    0.17821E+04    0.38422E+02   -0.72244E+02    0.44206E+06    0.21741E+03
   682    0.17841E+04    0.38445E+02   -0.73984E+02    0.44095E+06    0.21809E+03
   683    0.17865E+04    0.38463E+02   -0.75716E+02    0.43984E+06    0.21876E+03
   684    0.17889E+04    0.38473E+02   -0.77438E+02    0.43873E+06    0.21943E+03
   685    0.17914E+04    0.38478E+02   -0.79150E+02    0.43763E+06    0.22009E+03
   686    0.17942E+04    0.38475E+02   -0.80843E+02    0.43653E+06    0.22074E+03
   687    0.17973E+04    0.38467E+02   -0.82529E+02    0.43543E+06    0.22138E+03
   688    0.18004E+04    0.38452E+02   -0.84205E+02    0.43434E+06    0.22202E+03
   689    0.18038E+04    0.38431E+02   -0.85864E+02    0.43326E+06    0.22265E+03
   690    0.18073E+04    0.38404E+02   -0.87512E+02    0.43218E+06    0.22327E+03
   691    0.18111E+04    0.38369E+02   -0.89143E+02    0.43110E+06    0.22388E+03
   692    0.18150E+04    0.38330E+02   -0.90757E+02    0.43002E+06    0.22448E+03
   693    0.18191E+04    0.38284E+02   -0.92361E+02    0.42895E+06    0.22508E+03
   694    0.18233E+04    0.38231E+02   -0.93939E+02    0.42789E+06    0.22566E+03
   695    0.18278E+04    0.38173E+02   -0.95501E+02    0.42682E+06    0.22624E+03
   696    0.18324E+04    0.38108E+02   -0.97059E+02    0.42576E+06    0.22681E+03
   697    0.18372E+04    0.38037E+02   -0.98585E+02    0.42471E+06    0.22737E+03
   698    0.18422E+04    0.37960E+02   -0.10009E+03    0.42366E+06    0.22792E+03
   699    0.18472E+04    0.37877E+02   -0.10158E+03    0.42261E+06    0.22846E+03
   700    0.18525E+04    0.37787E+02   -0.10304E+03    0.42157E+06    0.22900E+03
   701    0.18580E+04    0.37692E+02   -0.10449E+03    0.42053E+06    0.22952E+03
   702    0.18636E+04    0.37591E+02   -0.10591E+03    0.41949E+06    0.23003E+03
   703    0.18693E+04    0.37483E+02   -0.10732E+03    0.41846E+06    0.23054E+03
   704    0.18752E+04    0.37371E+02   -0.10869E+03    0.41743E+06    0.23103E+03
   705    0.18811E+04    0.37251E+02   -0.11004E+03    0.41641E+06    0.23152E+03
   706    0.18873E+04    0.37127E+02   -0.11137E+03    0.41539E+06    0.23199E+03
   707    0.18935E+04    0.36996E+02   -0.11268E+03    0.41437E+06    0.23246E+03
   708    0.19001E+04    0.36861E+02   -0.11394E+03    0.41336E+06    0.23292E+03
   709    0.19066E+04    0.36720E+02   -0.11520E+03    0.41235E+06    0.23336E+03
   710    0.19133E+04    0.36572E+02   -0.11642E+03    0.41134E+06    0.23380E+03
   711    0.19201E+04    0.36420E+02   -0.11761E+03    0.41034E+06    0.23422E+03
   712    0.19271E+04    0.36262E+02   -0.11879E+03    0.40934E+06    0.23464E+03
   713    0.19343E+04    0.36099E+02   -0.11992E+03    0.40834E+06    0.23504E+03
   714    0.19413E+04    0.35931E+02   -0.12103E+03    0.40735E+06    0.23544E+03
   715    0.19487E+04    0.35758E+02   -0.12212E+03    0.40636E+06    0.23582E+03
   716    0.19561E+04    0.35579E+02   -0.12317E+03    0.40538E+06    0.23620E+03
   717    0.19636E+04    0.35396E+02   -0.12419E+03    0.40440E+06    0.23656E+03
   718    0.19712E+04    0.35208E+02   -0.12518E+03    0.40342E+06    0.23691E+03
   719    0.19789E+04    0.35014E+02   -0.12613E+03    0.40244E+06    0.23725E+03
   720    0.19866E+04    0.34816E+02   -0.12707E+03    0.40147E+06    0.23758E+03
   721    0.19946E+04    0.34614E+02   -0.12795E+03    0.40050E+06    0.23790E+03
   722    0.20026E+04    0.34407E+02   -0.12881E+03    0.39954E+06    0.23821E+03
   723    0.20106E+04    0.34196E+02   -0.12964E+03    0.39858E+06    0.23851E+03
   724    0.20188E+04    0.33980E+02   -0.13044E+03    0.39762E+06    0.23879E+03
   725    0.20270E+04    0.33761E+02   -0.13120E+03    0.39667E+06    0.23907E+03
   726    0.20353E+04    0.33538E+02   -0.13192E+03    0.39572E+06    0.23933E+03
   727    0.20436E+04    0.33311E+02   -0.13262E+03    0.39477E+06    0.23958E+03
   728    0.20520E+04    0.33078E+02   -0.13327E+03    0.39383E+06    0.23982E+03
   729    0.20605E+04    0.32842E+02   -0.13390E+03    0.39288E+06    0.24005E+03
   730    0.20689E+04    0.32603E+02   -0.13449E+03    0.39195E+06    0.24026E+03
   731    0.20775E+04    0.32359E+02   -0.13504E+03    0.39101E+06    0.24047E+03
   732    0.20861E+04    0.32114E+02   -0.13555E+03    0.39008E+06    0.24066E+03
   733    0.20948E+04    0.31864E+02   -0.13603E+03    0.38915E+06    0.24084E+03
   734    0.21035E+04    0.31612E+02   -0.13646E+03    0.38823E+06    0.24101E+03
   735    0.21123E+04    0.31355E+02   -0.13688E+03    0.38731E+06    0.24117E+03
   736    0.21209E+04    0.31095E+02   -0.13724E+03    0.38639E+06    0.24131E+03
   737    0.21298E+04    0.30834E+02   -0.13758E+03    0.38547E+06    0.24144E+03
   738    0.21385E+04    0.30570E+02   -0.13787E+03    0.38456E+06    0.24156E+03
   739    0.21473E+04    0.30302E+02   -0.13812E+03    0.38365E+06    0.24166E+03
   740    0.21560E+04    0.30032E+02   -0.13834E+03    0.38275E+06    0.24176E+03
   741    0.21649E+04    0.29759E+02   -0.13853E+03    0.38185E+06    0.24184E+03
   742    0.21737E+04    0.29486E+02   -0.13867E+03    0.38095E+06    0.24191E+03
   743    0.21825E+04    0.29211E+02   -0.13877E+03    0.38005E+06    0.24196E+03
   744    0.21914E+04    0.28933E+02   -0.13884E+03    0.37916E+06    0.24200E+03
   745    0.22001E+04    0.28653E+02   -0.13887E+03    0.37827E+06    0.24203E+03
   746    0.22088E+04    0.28372E+02   -0.13885E+03    0.37738E+06    0.24205E+03
   747    0.22175E+04    0.28088E+02   -0.13881E+03    0.37649E+06    0.24205E+03
   748    0.22262E+04    0.27804E+02   -0.13872E+03    0.37561E+06    0.24204E+03
   749    0.22349E+04    0.27517E+02   -0.13861E+03    0.37473E+06    0.24201E+03
   750    0.22436E+04    0.27230E+02   -0.13845E+03    0.37386E+06    0.24198E+03
   751    0.22522E+04    0.26942E+02   -0.13825E+03    0.37299E+06    0.24192E+03
   752    0.22608E+04    0.26654E+02   -0.13801E+03    0.37212E+06    0.24186E+03
   753    0.22693E+04    0.26363E+02   -0.13773E+03    0.37125E+06    0.24178E+03
   754    0.22777E+04    0.26073E+02   -0.13742E+03    0.37039E+06    0.24169E+03
   755    0.22862E+04    0.25782E+02   -0.13707E+03    0.36953E+06    0.24158E+03
   756    0.22944E+04    0.25490E+02   -0.13668E+03    0.36867E+06    0.24147E+03
   757    0.23028E+04    0.25199E+02   -0.13625E+03    0.36781E+06    0.24134E+03
   758    0.23109E+04    0.24907E+02   -0.13578E+03    0.36696E+06    0.24119E+03
   759    0.23191E+04    0.24615E+02   -0.13527E+03    0.36611E+06    0.24104E+03
   760    0.23272E+04    0.24323E+02   -0.13474E+03    0.36526E+06    0.24087E+03
   761    0.23351E+04    0.24032E+02   -0.13416E+03    0.36442E+06    0.24069E+03
   762    0.23431E+04    0.23741E+02   -0.13355E+03    0.36358E+06    0.24049E+03
   763    0.23509E+04    0.23451E+02   -0.13290E+03    0.36274E+06    0.24029E+03
   764    0.23586E+04    0.23161E+02   -0.13222E+03    0.36190E+06    0.24007E+03
   765    0.23662E+04    0.22872E+02   -0.13149E+03    0.36107E+06    0.23984E+03
   766    0.23738E+04    0.22584E+02   -0.13074E+03    0.36024E+06    0.23960E+03
   767    0.23812E+04    0.22298E+02   -0.12995E+03    0.35941E+06    0.23935E+03
   768    0.23885E+04    0.22012E+02   -0.12911E+03    0.35859E+06    0.23908E+03
   769    0.23957E+04    0.21727E+02   -0.12825E+03    0.35777E+06    0.23881E+03
   770    0.24028E+04    0.21444E+02   -0.12736E+03    0.35695E+06    0.23852E+03
   771    0.24098E+04    0.21163E+02   -0.12642E+03    0.35613E+06    0.23822E+03
   772    0.24166E+04    0.20883E+02   -0.12545E+03    0.35532E+06    0.23791E+03
   773    0.24233E+04    0.20605E+02   -0.12445E+03    0.35450E+06    0.23759E+03
   774    0.24299E+04    0.20330E+02   -0.12342E+03    0.35369E+06    0.23726E+03
   775    0.24364E+04    0.20056E+02   -0.12236E+03    0.35289E+06    0.23692E+03
   776    0.24427E+04    0.19785E+02   -0.12126E+03    0.35208E+06    0.23657E+03
   777    0.24488E+04    0.19516E+02   -0.12013E+03    0.35128E+06    0.23621E+03
   778    0.24551E+04    0.19250E+02   -0.11896E+03    0.35049E+06    0.23583E+03
   779    0.24609E+04    0.18986E+02   -0.11778E+03    0.34969E+06    0.23545E+03
   780    0.24666E+04    0.18724E+02   -0.11655E+03    0.34890E+06    0.23506E+03
   781    0.24723E+04    0.18467E+02   -0.11530E+03    0.34811E+06    0.23465E+03
   782    0.24777E+04    0.18211E+02   -0.11404E+03    0.34732E+06    0.23424E+03
   783    0.24830E+04    0.17959E+02   -0.11273E+03    0.34653E+06    0.23382E+03
   784    0.24882E+04    0.17710E+02   -0.11139E+03    0.34575E+06    0.23338E+03
   785    0.24932E+04    0.17465E+02   -0.11002E+03    0.34497E+06    0.23294E+03
   786    0.24980E+04    0.17222E+02   -0.10861E+03    0.34419E+06    0.23249E+03
   787    0.25026E+04    0.16984E+02   -0.10719E+03    0.34341E+06    0.23203E+03
   788    0.25071E+04    0.16748E+02   -0.10574E+03    0.34264E+06    0.23156E+03
   789    0.25114E+04    0.16516E+02   -0.10427E+03    0.34187E+06    0.23108E+03
   790    0.25156E+04    0.16289E+02   -0.10277E+03    0.34110E+06    0.23059E+03
   791    0.25195E+04    0.16066E+02   -0.10124E+03    0.34033E+06    0.23010E+03
   792    0.25233E+04    0.15847E+02   -0.99690E+02    0.33957E+06    0.22959E+03
   793    0.25269E+04    0.15633E+02   -0.98108E+02    0.33881E+06    0.22908E+03
   794    0.25302E+04    0.15423E+02   -0.96514E+02    0.33805E+06    0.22856E+03
   795    0.25334E+04    0.15217E+02   -0.94892E+02    0.33729E+06    0.22803E+03
   796    0.25366E+04    0.15017E+02   -0.93256E+02    0.33654E+06    0.22749E+03
   797    0.25394E+04    0.14820E+02   -0.91593E+02    0.33579E+06    0.22694E+03
   798    0.25420E+04    0.14628E+02   -0.89916E+02    0.33504E+06    0.22639E+03
   799    0.25444E+04    0.14442E+02   -0.88219E+02    0.33429E+06    0.22583E+03
   800    0.25467E+04    0.14260E+02   -0.86502E+02    0.33355E+06    0.22526E+03
   801    0.25488E+04    0.14083E+02   -0.84772E+02    0.33280E+06    0.22468E+03
   802    0.25506E+04    0.13912E+02   -0.83006E+02    0.33206E+06    0.22410E+03
   803    0.25523E+04    0.13745E+02   -0.81243E+02    0.33132E+06    0.22351E+03
   804    0.25538E+04    0.13584E+02   -0.79452E+02    0.33059E+06    0.22291E+03
   805    0.25551E+04    0.13427E+02   -0.77648E+02    0.32985E+06    0.22230E+03
   806    0.25562E+04    0.13276E+02   -0.75832E+02    0.32912E+06    0.22169E+03
   807    0.25570E+04    0.13132E+02   -0.74003E+02    0.32839E+06    0.22107E+03
   808    0.25575E+04    0.12992E+02   -0.72153E+02    0.32767E+06    0.22044E+03
   809    0.25580E+04    0.12859E+02   -0.70299E+02    0.32694E+06    0.21980E+03
   810    0.25582E+04    0.12731E+02   -0.68424E+02    0.32622E+06    0.21916E+03
   811    0.25582E+04    0.12608E+02   -0.66537E+02    0.32550E+06    0.21851E+03
   812    0.25580E+04    0.12493E+02   -0.64643E+02    0.32478E+06    0.21786E+03
   813    0.25576E+04    0.12382E+02   -0.62741E+02    0.32407E+06    0.21720E+03
   814    0.25571E+04    0.12278E+02   -0.60829E+02    0.32335E+06    0.21653E+03
   815    0.25563E+04    0.12179E+02   -0.58908E+02    0.32264E+06    0.21585E+03
   816    0.25551E+04    0.12087E+02   -0.56979E+02    0.32193E+06    0.21517E+03
   817    0.25539E+04    0.12000E+02   -0.55043E+02    0.32122E+06    0.21448E+03
   818    0.25525E+04    0.11920E+02   -0.53101E+02    0.32052E+06    0.21379E+03
   819    0.25509E+04    0.11845E+02   -0.51152E+02    0.31982E+06    0.21309E+03
   820    0.25491E+04    0.11777E+02   -0.49198E+02    0.31911E+06    0.21238E+03
   821    0.25470E+04    0.11715E+02   -0.47241E+02    0.31842E+06    0.21167E+03
   822    0.25447E+04    0.11660E+02   -0.45280E+02    0.31772E+06    0.21095E+03
   823    0.25422E+04    0.11610E+02   -0.43316E+02    0.31702E+06    0.21023E+03
   824    0.25394E+04    0.11568E+02   -0.41348E+02    0.31633E+06    0.20949E+03
   825    0.25365E+04    0.11531E+02   -0.39381E+02    0.31564E+06    0.20876E+03
   826    0.25334E+04    0.11501E+02   -0.37412E+02    0.31495E+06    0.20801E+03
   827    0.25300E+04    0.11477E+02   -0.35444E+02    0.31427E+06    0.20727E+03
   828    0.25265E+04    0.11460E+02   -0.33477E+02    0.31358E+06    0.20651E+03
   829    0.25227E+04    0.11450E+02   -0.31511E+02    0.31290E+06    0.20575E+03
   830    0.25188E+04    0.11446E+02   -0.29549E+02    0.31222E+06    0.20499E+03
   831    0.25146E+04    0.11448E+02   -0.27591E+02    0.31154E+06    0.20422E+03
   832    0.25103E+04    0.11456E+02   -0.25636E+02    0.31086E+06    0.20344E+03
   833    0.25057E+04    0.11471E+02   -0.23686E+02    0.31019E+06    0.20266E+03
   834    0.25009E+04    0.11493E+02   -0.21742E+02    0.30952E+06    0.20187E+03
   835    0.24960E+04    0.11521E+02   -0.19803E+02    0.30885E+06    0.20108E+03
   836    0.24908E+04    0.11555E+02   -0.17871E+02    0.30818E+06    0.20028E+03
   837    0.24854E+04    0.11596E+02   -0.15948E+02    0.30751E+06    0.19948E+03
   838    0.24799E+04    0.11644E+02   -0.14032E+02    0.30685E+06    0.19867E+03
   839    0.24740E+04    0.11698E+02   -0.12124E+02    0.30619E+06    0.19786E+03
   840    0.24681E+04    0.11759E+02   -0.10226E+02    0.30552E+06    0.19705E+03
   841    0.24619E+04    0.11825E+02   -0.83407E+01    0.30487E+06    0.19622E+03
   842    0.24555E+04    0.11898E+02   -0.64638E+01    0.30421E+06    0.19540E+03
   843    0.24490E+04    0.11977E+02   -0.46017E+01    0.30355E+06    0.19457E+03
   844    0.24422E+04    0.12063E+02   -0.27507E+01    0.30290E+06    0.19373E+03
   845    0.24353E+04    0.12154E+02   -0.91387E+00    0.30225E+06    0.19289E+03
   846    0.24283E+04    0.12254E+02    0.90835E+00    0.30160E+06    0.19205E+03
   847    0.24211E+04    0.12358E+02    0.27162E+01    0.30095E+06    0.19120E+03
   848    0.24137E+04    0.12469E+02    0.45077E+01    0.30031E+06    0.19034E+03
   849    0.24060E+04    0.12585E+02    0.62835E+01    0.29966E+06    0.18949E+03
   850    0.23983E+04    0.12708E+02    0.80424E+01    0.29902E+06    0.18863E+03
   851    0.23903E+04    0.12838E+02    0.97839E+01    0.29838E+06    0.18776E+03
   852    0.23822E+04    0.12974E+02    0.11507E+02    0.29774E+06    0.18689E+03
   853    0.23739E+04    0.13115E+02    0.13213E+02    0.29711E+06    0.18602E+03
   854    0.23654E+04    0.13262E+02    0.14898E+02    0.29647E+06    0.18514E+03
   855    0.23567E+04    0.13416E+02    0.16564E+02    0.29584E+06    0.18426E+03
   856    0.23480E+04    0.13574E+02    0.18209E+02    0.29521E+06    0.18337E+03
   857    0.23390E+04    0.13738E+02    0.19834E+02    0.29458E+06    0.18248E+03
   858    0.23299E+04    0.13910E+02    0.21436E+02    0.29395E+06    0.18159E+03
   859    0.23206E+04    0.14085E+02    0.23018E+02    0.29333E+06    0.18070E+03
   860    0.23113E+04    0.14266E+02    0.24577E+02    0.29270E+06    0.17980E+03
   861    0.23017E+04    0.14453E+02    0.26112E+02    0.29208E+06    0.17890E+03
   862    0.22920E+04    0.14646E+02    0.27624E+02    0.29146E+06    0.17799E+03
   863    0.22822E+04    0.14844E+02    0.29112E+02    0.29084E+06    0.17708E+03
   864    0.22722E+04    0.15046E+02    0.30575E+02    0.29022E+06    0.17617E+03
   865    0.22619E+04    0.15254E+02    0.32012E+02    0.28961E+06    0.17525E+03
   866    0.22519E+04    0.15467E+02    0.33423E+02    0.28900E+06    0.17434E+03
   867    0.22415E+04    0.15686E+02    0.34809E+02    0.28838E+06    0.17342E+03
   868    0.22310E+04    0.15909E+02    0.36168E+02    0.28777E+06    0.17249E+03
   869    0.22204E+04    0.16137E+02    0.37500E+02    0.28717E+06    0.17157E+03
   870    0.22097E+04    0.16369E+02    0.38804E+02    0.28656E+06    0.17064E+03
   871    0.21989E+04    0.16607E+02    0.40080E+02    0.28595E+06    0.16971E+03
