#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105184E-04   0.100256E+07   0.100256E+07   0.133672E+07   0.133672E+07   0.100472E+07   0.100260E+07   0.100256E+07   0.101096E+07  -0.601334E+00   0.100057E+07   0.100057E+07   0.113065E+00
   0.116143E-04   0.100256E+07   0.100256E+07   0.133671E+07   0.133671E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601334E+00   0.100057E+07   0.100057E+07   0.124845E+00
   0.128244E-04   0.100256E+07   0.100256E+07   0.133671E+07   0.133670E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601334E+00   0.100057E+07   0.100057E+07   0.137852E+00
   0.141606E-04   0.100256E+07   0.100256E+07   0.133670E+07   0.133669E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601334E+00   0.100057E+07   0.100057E+07   0.152214E+00
   0.156360E-04   0.100256E+07   0.100256E+07   0.133668E+07   0.133668E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601334E+00   0.100057E+07   0.100057E+07   0.168073E+00
   0.172651E-04   0.100256E+07   0.100256E+07   0.133667E+07   0.133667E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601333E+00   0.100057E+07   0.100057E+07   0.185585E+00
   0.190639E-04   0.100256E+07   0.100256E+07   0.133665E+07   0.133665E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601333E+00   0.100057E+07   0.100057E+07   0.204920E+00
   0.210501E-04   0.100256E+07   0.100256E+07   0.133663E+07   0.133663E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601333E+00   0.100057E+07   0.100057E+07   0.226270E+00
   0.232433E-04   0.100256E+07   0.100256E+07   0.133660E+07   0.133660E+07   0.100472E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601332E+00   0.100057E+07   0.100057E+07   0.249845E+00
   0.256650E-04   0.100256E+07   0.100256E+07   0.133657E+07   0.133657E+07   0.100471E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601332E+00   0.100057E+07   0.100057E+07   0.275876E+00
   0.283390E-04   0.100256E+07   0.100256E+07   0.133653E+07   0.133652E+07   0.100471E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601331E+00   0.100057E+07   0.100057E+07   0.304618E+00
   0.312916E-04   0.100256E+07   0.100256E+07   0.133648E+07   0.133648E+07   0.100471E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601331E+00   0.100057E+07   0.100057E+07   0.336355E+00
   0.345519E-04   0.100256E+07   0.100256E+07   0.133642E+07   0.133642E+07   0.100471E+07   0.100259E+07   0.100256E+07   0.101096E+07  -0.601330E+00   0.100056E+07   0.100056E+07   0.371398E+00
   0.381518E-04   0.100256E+07   0.100256E+07   0.133635E+07   0.133634E+07   0.100470E+07   0.100259E+07   0.100256E+07   0.101095E+07  -0.601328E+00   0.100056E+07   0.100056E+07   0.410092E+00
   0.421268E-04   0.100255E+07   0.100255E+07   0.133627E+07   0.133625E+07   0.100470E+07   0.100259E+07   0.100255E+07   0.101095E+07  -0.601327E+00   0.100056E+07   0.100056E+07   0.452817E+00
   0.465159E-04   0.100255E+07   0.100255E+07   0.133616E+07   0.133614E+07   0.100469E+07   0.100258E+07   0.100255E+07   0.101095E+07  -0.601325E+00   0.100056E+07   0.100056E+07   0.499993E+00
   0.513623E-04   0.100255E+07   0.100255E+07   0.133603E+07   0.133601E+07   0.100468E+07   0.100258E+07   0.100255E+07   0.101095E+07  -0.601323E+00   0.100056E+07   0.100056E+07   0.552083E+00
   0.567137E-04   0.100255E+07   0.100255E+07   0.133587E+07   0.133585E+07   0.100467E+07   0.100258E+07   0.100255E+07   0.101094E+07  -0.601321E+00   0.100056E+07   0.100056E+07   0.609599E+00
   0.626227E-04   0.100254E+07   0.100254E+07   0.133568E+07   0.133565E+07   0.100466E+07   0.100258E+07   0.100254E+07   0.101094E+07  -0.601318E+00   0.100055E+07   0.100055E+07   0.673105E+00
   0.691473E-04   0.100254E+07   0.100254E+07   0.133544E+07   0.133541E+07   0.100465E+07   0.100257E+07   0.100254E+07   0.101093E+07  -0.601314E+00   0.100055E+07   0.100055E+07   0.743226E+00
