#           k/h    P           
    0.10000E-03    0.38494E+02
    0.10202E-03    0.39245E+02
    0.10408E-03    0.40010E+02
    0.10618E-03    0.40791E+02
    0.10833E-03    0.41586E+02
    0.11052E-03    0.42397E+02
    0.11275E-03    0.43224E+02
    0.11503E-03    0.44066E+02
    0.11735E-03    0.44926E+02
    0.11972E-03    0.45802E+02
    0.12214E-03    0.46695E+02
    0.12461E-03    0.47605E+02
    0.12712E-03    0.48533E+02
    0.12969E-03    0.49479E+02
    0.13231E-03    0.50444E+02
    0.13499E-03    0.51427E+02
    0.13771E-03    0.52430E+02
    0.14049E-03    0.53452E+02
    0.14333E-03    0.54494E+02
    0.14623E-03    0.55556E+02
    0.14918E-03    0.56639E+02
    0.15220E-03    0.57743E+02
    0.15527E-03    0.58869E+02
    0.15841E-03    0.60016E+02
    0.16161E-03    0.61186E+02
    0.16487E-03    0.62378E+02
    0.16820E-03    0.63594E+02
    0.17160E-03    0.64833E+02
    0.17507E-03    0.66097E+02
    0.17860E-03    0.67385E+02
    0.18221E-03    0.68698E+02
    0.18589E-03    0.70036E+02
    0.18965E-03    0.71401E+02
    0.19348E-03    0.72792E+02
    0.19739E-03    0.74210E+02
    0.20138E-03    0.75655E+02
    0.20544E-03    0.77129E+02
    0.20959E-03    0.78631E+02
    0.21383E-03    0.80163E+02
    0.21815E-03    0.81724E+02
    0.22255E-03    0.83316E+02
    0.22705E-03    0.84938E+02
    0.23164E-03    0.86592E+02
    0.23632E-03    0.88278E+02
    0.24109E-03    0.89996E+02
    0.24596E-03    0.91748E+02
    0.25093E-03    0.93534E+02
    0.25600E-03    0.95355E+02
    0.26117E-03    0.97210E+02
    0.26645E-03    0.99102E+02
    0.27183E-03    0.10103E+03
    0.27732E-03    0.10300E+03
    0.28292E-03    0.10500E+03
    0.28864E-03    0.10704E+03
    0.29447E-03    0.10912E+03
    0.30042E-03    0.11125E+03
    0.30649E-03    0.11341E+03
    0.31268E-03    0.11561E+03
    0.31899E-03    0.11786E+03
    0.32544E-03    0.12015E+03
    0.33201E-03    0.12249E+03
    0.33872E-03    0.12487E+03
    0.34556E-03    0.12729E+03
    0.35254E-03    0.12977E+03
    0.35966E-03    0.13229E+03
    0.36693E-03    0.13485E+03
    0.37434E-03    0.13747E+03
    0.38190E-03    0.14014E+03
    0.38962E-03    0.14286E+03
    0.39749E-03    0.14563E+03
    0.40552E-03    0.14846E+03
    0.41371E-03    0.15134E+03
    0.42207E-03    0.15427E+03
    0.43060E-03    0.15726E+03
    0.43929E-03    0.16031E+03
    0.44817E-03    0.16341E+03
    0.45722E-03    0.16658E+03
    0.46646E-03    0.16981E+03
    0.47588E-03    0.17309E+03
    0.48550E-03    0.17644E+03
    0.49530E-03    0.17986E+03
    0.50531E-03    0.18333E+03
    0.51552E-03    0.18688E+03
    0.52593E-03    0.19049E+03
    0.53656E-03    0.19417E+03
    0.54739E-03    0.19792E+03
    0.55845E-03    0.20174E+03
    0.56973E-03    0.20563E+03
    0.58124E-03    0.20960E+03
    0.59299E-03    0.21364E+03
    0.60496E-03    0.21776E+03
    0.61719E-03    0.22195E+03
    0.62965E-03    0.22623E+03
    0.64237E-03    0.23058E+03
    0.65535E-03    0.23502E+03
    0.66859E-03    0.23953E+03
    0.68210E-03    0.24414E+03
    0.69588E-03    0.24882E+03
    0.70993E-03    0.25360E+03
    0.72427E-03    0.25846E+03
    0.73891E-03    0.26342E+03
    0.75383E-03    0.26846E+03
    0.76906E-03    0.27360E+03
    0.78460E-03    0.27883E+03
    0.80045E-03    0.28416E+03
    0.81662E-03    0.28959E+03
    0.83311E-03    0.29512E+03
    0.84994E-03    0.30074E+03
    0.86711E-03    0.30647E+03
    0.88463E-03    0.31231E+03
    0.90250E-03    0.31825E+03
    0.92073E-03    0.32429E+03
    0.93933E-03    0.33045E+03
    0.95831E-03    0.33672E+03
    0.97767E-03    0.34310E+03
    0.99742E-03    0.34959E+03
    0.10176E-02    0.35620E+03
    0.10381E-02    0.36293E+03
    0.10591E-02    0.36977E+03
    0.10805E-02    0.37674E+03
    0.11023E-02    0.38383E+03
    0.11246E-02    0.39105E+03
