#    L    TT             EE             BB             TE             PP             TP             EP          
   483    0.22917E+04    0.10240E+02    0.00000E+00   -0.71729E+02    0.18643E-07    0.82324E-05    0.12248E-05
   484    0.23017E+04    0.10082E+02    0.00000E+00   -0.71181E+02    0.18584E-07    0.81314E-05    0.12043E-05
   485    0.23119E+04    0.99262E+01    0.00000E+00   -0.70601E+02    0.18526E-07    0.80331E-05    0.11836E-05
   486    0.23219E+04    0.97731E+01    0.00000E+00   -0.69993E+02    0.18467E-07    0.79377E-05    0.11628E-05
   487    0.23317E+04    0.96224E+01    0.00000E+00   -0.69355E+02    0.18409E-07    0.78449E-05    0.11419E-05
   488    0.23414E+04    0.94732E+01    0.00000E+00   -0.68688E+02    0.18351E-07    0.77549E-05    0.11209E-05
   489    0.23510E+04    0.93272E+01    0.00000E+00   -0.67993E+02    0.18293E-07    0.76674E-05    0.10999E-05
   490    0.23605E+04    0.91843E+01    0.00000E+00   -0.67269E+02    0.18236E-07    0.75825E-05    0.10788E-05
   491    0.23697E+04    0.90438E+01    0.00000E+00   -0.66519E+02    0.18179E-07    0.75001E-05    0.10576E-05
   492    0.23789E+04    0.89063E+01    0.00000E+00   -0.65742E+02    0.18122E-07    0.74200E-05    0.10365E-05
   493    0.23879E+04    0.87705E+01    0.00000E+00   -0.64937E+02    0.18065E-07    0.73424E-05    0.10153E-05
   494    0.23968E+04    0.86393E+01    0.00000E+00   -0.64108E+02    0.18008E-07    0.72670E-05    0.99419E-06
   495    0.24055E+04    0.85104E+01    0.00000E+00   -0.63253E+02    0.17952E-07    0.71939E-05    0.97312E-06
   496    0.24140E+04    0.83854E+01    0.00000E+00   -0.62374E+02    0.17896E-07    0.71230E-05    0.95212E-06
   497    0.24223E+04    0.82635E+01    0.00000E+00   -0.61470E+02    0.17840E-07    0.70542E-05    0.93121E-06
   498    0.24305E+04    0.81440E+01    0.00000E+00   -0.60543E+02    0.17785E-07    0.69875E-05    0.91042E-06
   499    0.24386E+04    0.80291E+01    0.00000E+00   -0.59592E+02    0.17730E-07    0.69227E-05    0.88976E-06
   500    0.24465E+04    0.79165E+01    0.00000E+00   -0.58620E+02    0.17675E-07    0.68599E-05    0.86925E-06
   501    0.24541E+04    0.78085E+01    0.00000E+00   -0.57627E+02    0.17620E-07    0.67990E-05    0.84891E-06
   502    0.24616E+04    0.77044E+01    0.00000E+00   -0.56611E+02    0.17565E-07    0.67400E-05    0.82874E-06
   503    0.24689E+04    0.76034E+01    0.00000E+00   -0.55575E+02    0.17511E-07    0.66828E-05    0.80875E-06
   504    0.24759E+04    0.75063E+01    0.00000E+00   -0.54519E+02    0.17457E-07    0.66274E-05    0.78891E-06
   505    0.24829E+04    0.74138E+01    0.00000E+00   -0.53445E+02    0.17403E-07    0.65739E-05    0.76924E-06
   506    0.24896E+04    0.73252E+01    0.00000E+00   -0.52351E+02    0.17349E-07    0.65221E-05    0.74973E-06
   507    0.24961E+04    0.72404E+01    0.00000E+00   -0.51240E+02    0.17295E-07    0.64722E-05    0.73037E-06
   508    0.25024E+04    0.71602E+01    0.00000E+00   -0.50111E+02    0.17242E-07    0.64240E-05    0.71116E-06
   509    0.25085E+04    0.70839E+01    0.00000E+00   -0.48966E+02    0.17189E-07    0.63775E-05    0.69210E-06
   510    0.25143E+04    0.70120E+01    0.00000E+00   -0.47806E+02    0.17136E-07    0.63328E-05    0.67319E-06
   511    0.25200E+04    0.69442E+01    0.00000E+00   -0.46629E+02    0.17084E-07    0.62898E-05    0.65442E-06
   512    0.25254E+04    0.68810E+01    0.00000E+00   -0.45439E+02    0.17031E-07    0.62484E-05    0.63579E-06
   513    0.25306E+04    0.68222E+01    0.00000E+00   -0.44235E+02    0.16979E-07    0.62088E-05    0.61729E-06
   514    0.25356E+04    0.67680E+01    0.00000E+00   -0.43019E+02    0.16927E-07    0.61708E-05    0.59892E-06
   515    0.25404E+04    0.67183E+01    0.00000E+00   -0.41790E+02    0.16876E-07    0.61345E-05    0.58069E-06
   516    0.25450E+04    0.66734E+01    0.00000E+00   -0.40549E+02    0.16824E-07    0.60998E-05    0.56258E-06
   517    0.25493E+04    0.66332E+01    0.00000E+00   -0.39298E+02    0.16773E-07    0.60667E-05    0.54459E-06
   518    0.25534E+04    0.65976E+01    0.00000E+00   -0.38037E+02    0.16722E-07    0.60352E-05    0.52673E-06
   519    0.25573E+04    0.65670E+01    0.00000E+00   -0.36766E+02    0.16671E-07    0.60053E-05    0.50898E-06
   520    0.25610E+04    0.65411E+01    0.00000E+00   -0.35487E+02    0.16620E-07    0.59769E-05    0.49134E-06
   521    0.25643E+04    0.65200E+01    0.00000E+00   -0.34200E+02    0.16570E-07    0.59501E-05    0.47381E-06
   522    0.25675E+04    0.65041E+01    0.00000E+00   -0.32906E+02    0.16519E-07    0.59248E-05    0.45639E-06
   523    0.25704E+04    0.64930E+01    0.00000E+00   -0.31606E+02    0.16469E-07    0.59010E-05    0.43907E-06
   524    0.25732E+04    0.64869E+01    0.00000E+00   -0.30301E+02    0.16420E-07    0.58787E-05    0.42185E-06
   525    0.25755E+04    0.64859E+01    0.00000E+00   -0.28989E+02    0.16370E-07    0.58579E-05    0.40473E-06
   526    0.25777E+04    0.64900E+01    0.00000E+00   -0.27674E+02    0.16321E-07    0.58386E-05    0.38771E-06
   527    0.25799E+04    0.64991E+01    0.00000E+00   -0.26356E+02    0.16272E-07    0.58206E-05    0.37077E-06
   528    0.25816E+04    0.65132E+01    0.00000E+00   -0.25036E+02    0.16223E-07    0.58041E-05    0.35392E-06
   529    0.25832E+04    0.65328E+01    0.00000E+00   -0.23714E+02    0.16174E-07    0.57891E-05    0.33716E-06
   530    0.25844E+04    0.65575E+01    0.00000E+00   -0.22392E+02    0.16125E-07    0.57754E-05    0.32047E-06
   531    0.25856E+04    0.65872E+01    0.00000E+00   -0.21068E+02    0.16077E-07    0.57630E-05    0.30386E-06
   532    0.25864E+04    0.66223E+01    0.00000E+00   -0.19745E+02    0.16029E-07    0.57521E-05    0.28733E-06
   533    0.25869E+04    0.66626E+01    0.00000E+00   -0.18424E+02    0.15981E-07    0.57424E-05    0.27087E-06
   534    0.25873E+04    0.67082E+01    0.00000E+00   -0.17106E+02    0.15933E-07    0.57341E-05    0.25448E-06
   535    0.25874E+04    0.67591E+01    0.00000E+00   -0.15790E+02    0.15885E-07    0.57271E-05    0.23815E-06
   536    0.25872E+04    0.68152E+01    0.00000E+00   -0.14478E+02    0.15838E-07    0.57214E-05    0.22188E-06
   537    0.25869E+04    0.68766E+01    0.00000E+00   -0.13170E+02    0.15791E-07    0.57170E-05    0.20567E-06
   538    0.25863E+04    0.69434E+01    0.00000E+00   -0.11867E+02    0.15744E-07    0.57138E-05    0.18952E-06
   539    0.25855E+04    0.70153E+01    0.00000E+00   -0.10571E+02    0.15697E-07    0.57119E-05    0.17342E-06
   540    0.25845E+04    0.70928E+01    0.00000E+00   -0.92812E+01    0.15651E-07    0.57111E-05    0.15736E-06
   541    0.25831E+04    0.71754E+01    0.00000E+00   -0.79985E+01    0.15604E-07    0.57116E-05    0.14135E-06
   542    0.25816E+04    0.72634E+01    0.00000E+00   -0.67250E+01    0.15558E-07    0.57133E-05    0.12539E-06
   543    0.25799E+04    0.73567E+01    0.00000E+00   -0.54601E+01    0.15512E-07    0.57161E-05    0.10946E-06
   544    0.25779E+04    0.74553E+01    0.00000E+00   -0.42049E+01    0.15466E-07    0.57201E-05    0.93570E-07
   545    0.25757E+04    0.75592E+01    0.00000E+00   -0.29601E+01    0.15420E-07    0.57252E-05    0.77712E-07
   546    0.25733E+04    0.76681E+01    0.00000E+00   -0.17265E+01    0.15375E-07    0.57315E-05    0.61882E-07
   547    0.25706E+04    0.77822E+01    0.00000E+00   -0.50464E+00    0.15330E-07    0.57388E-05    0.46078E-07
   548    0.25678E+04    0.79016E+01    0.00000E+00    0.70454E+00    0.15285E-07    0.57472E-05    0.30297E-07
   549    0.25648E+04    0.80263E+01    0.00000E+00    0.19003E+01    0.15240E-07    0.57567E-05    0.14536E-07
   550    0.25615E+04    0.81562E+01    0.00000E+00    0.30820E+01    0.15195E-07    0.57673E-05   -0.12088E-08
   551    0.25581E+04    0.82913E+01    0.00000E+00    0.42491E+01    0.15151E-07    0.57789E-05   -0.16940E-07
   552    0.25543E+04    0.84317E+01    0.00000E+00    0.54005E+01    0.15106E-07    0.57915E-05   -0.32655E-07
   553    0.25505E+04    0.85758E+01    0.00000E+00    0.65359E+01    0.15062E-07    0.58051E-05   -0.48353E-07
   554    0.25464E+04    0.87266E+01    0.00000E+00    0.76546E+01    0.15018E-07    0.58197E-05   -0.64031E-07
   555    0.25420E+04    0.88819E+01    0.00000E+00    0.87557E+01    0.14974E-07    0.58353E-05   -0.79686E-07
   556    0.25375E+04    0.90425E+01    0.00000E+00    0.98391E+01    0.14931E-07    0.58519E-05   -0.95317E-07
   557    0.25328E+04    0.92075E+01    0.00000E+00    0.10903E+02    0.14887E-07    0.58694E-05   -0.11092E-06
   558    0.25279E+04    0.93785E+01    0.00000E+00    0.11948E+02    0.14844E-07    0.58879E-05   -0.12650E-06
   559    0.25228E+04    0.95532E+01    0.00000E+00    0.12974E+02    0.14801E-07    0.59073E-05   -0.14204E-06
   560    0.25176E+04    0.97324E+01    0.00000E+00    0.13978E+02    0.14758E-07    0.59276E-05   -0.15755E-06
   561    0.25120E+04    0.99168E+01    0.00000E+00    0.14962E+02    0.14716E-07    0.59489E-05   -0.17302E-06
   562    0.25064E+04    0.10106E+02    0.00000E+00    0.15923E+02    0.14673E-07    0.59711E-05   -0.18846E-06
   563    0.25006E+04    0.10300E+02    0.00000E+00    0.16864E+02    0.14631E-07    0.59941E-05   -0.20386E-06
   564    0.24946E+04    0.10499E+02    0.00000E+00    0.17780E+02    0.14588E-07    0.60180E-05   -0.21921E-06
   565    0.24885E+04    0.10701E+02    0.00000E+00    0.18674E+02    0.14546E-07    0.60428E-05   -0.23452E-06
   566    0.24822E+04    0.10908E+02    0.00000E+00    0.19543E+02    0.14505E-07    0.60684E-05   -0.24978E-06
   567    0.24757E+04    0.11119E+02    0.00000E+00    0.20389E+02    0.14463E-07    0.60949E-05   -0.26499E-06
   568    0.24691E+04    0.11336E+02    0.00000E+00    0.21208E+02    0.14421E-07    0.61222E-05   -0.28015E-06
   569    0.24622E+04    0.11556E+02    0.00000E+00    0.22005E+02    0.14380E-07    0.61503E-05   -0.29525E-06
   570    0.24553E+04    0.11781E+02    0.00000E+00    0.22773E+02    0.14339E-07    0.61792E-05   -0.31030E-06
   571    0.24482E+04    0.12010E+02    0.00000E+00    0.23515E+02    0.14298E-07    0.62090E-05   -0.32529E-06
   572    0.24409E+04    0.12242E+02    0.00000E+00    0.24231E+02    0.14257E-07    0.62394E-05   -0.34022E-06
   573    0.24336E+04    0.12478E+02    0.00000E+00    0.24918E+02    0.14217E-07    0.62707E-05   -0.35509E-06
   574    0.24261E+04    0.12719E+02    0.00000E+00    0.25579E+02    0.14176E-07    0.63027E-05   -0.36989E-06
   575    0.24185E+04    0.12962E+02    0.00000E+00    0.26210E+02    0.14136E-07    0.63355E-05   -0.38462E-06
   576    0.24108E+04    0.13210E+02    0.00000E+00    0.26814E+02    0.14096E-07    0.63690E-05   -0.39929E-06
   577    0.24028E+04    0.13462E+02    0.00000E+00    0.27389E+02    0.14056E-07    0.64032E-05   -0.41388E-06
   578    0.23948E+04    0.13716E+02    0.00000E+00    0.27933E+02    0.14016E-07    0.64381E-05   -0.42839E-06
   579    0.23868E+04    0.13975E+02    0.00000E+00    0.28449E+02    0.13976E-07    0.64737E-05   -0.44283E-06
   580    0.23786E+04    0.14237E+02    0.00000E+00    0.28934E+02    0.13937E-07    0.65099E-05   -0.45719E-06
   581    0.23702E+04    0.14501E+02    0.00000E+00    0.29389E+02    0.13897E-07    0.65469E-05   -0.47147E-06
   582    0.23618E+04    0.14769E+02    0.00000E+00    0.29813E+02    0.13858E-07    0.65845E-05   -0.48567E-06
   583    0.23533E+04    0.15041E+02    0.00000E+00    0.30205E+02    0.13819E-07    0.66228E-05   -0.49977E-06
   584    0.23447E+04    0.15315E+02    0.00000E+00    0.30567E+02    0.13780E-07    0.66616E-05   -0.51380E-06
   585    0.23360E+04    0.15592E+02    0.00000E+00    0.30896E+02    0.13741E-07    0.67011E-05   -0.52773E-06
   586    0.23273E+04    0.15871E+02    0.00000E+00    0.31194E+02    0.13703E-07    0.67413E-05   -0.54156E-06
   587    0.23185E+04    0.16153E+02    0.00000E+00    0.31459E+02    0.13665E-07    0.67820E-05   -0.55531E-06
   588    0.23096E+04    0.16438E+02    0.00000E+00    0.31691E+02    0.13626E-07    0.68233E-05   -0.56895E-06
   589    0.23006E+04    0.16726E+02    0.00000E+00    0.31892E+02    0.13588E-07    0.68651E-05   -0.58250E-06
   590    0.22915E+04    0.17015E+02    0.00000E+00    0.32059E+02    0.13550E-07    0.69076E-05   -0.59594E-06
   591    0.22824E+04    0.17308E+02    0.00000E+00    0.32193E+02    0.13513E-07    0.69505E-05   -0.60928E-06
   592    0.22733E+04    0.17601E+02    0.00000E+00    0.32293E+02    0.13475E-07    0.69941E-05   -0.62251E-06
   593    0.22641E+04    0.17898E+02    0.00000E+00    0.32361E+02    0.13437E-07    0.70381E-05   -0.63564E-06
   594    0.22548E+04    0.18196E+02    0.00000E+00    0.32394E+02    0.13400E-07    0.70826E-05   -0.64865E-06
   595    0.22454E+04    0.18495E+02    0.00000E+00    0.32394E+02    0.13363E-07    0.71277E-05   -0.66155E-06
   596    0.22362E+04    0.18797E+02    0.00000E+00    0.32360E+02    0.13326E-07    0.71732E-05   -0.67434E-06
   597    0.22269E+04    0.19099E+02    0.00000E+00    0.32292E+02    0.13289E-07    0.72192E-05   -0.68701E-06
   598    0.22177E+04    0.19403E+02    0.00000E+00    0.32190E+02    0.13252E-07    0.72657E-05   -0.69955E-06
   599    0.22084E+04    0.19709E+02    0.00000E+00    0.32054E+02    0.13216E-07    0.73126E-05   -0.71198E-06
   600    0.21990E+04    0.20016E+02    0.00000E+00    0.31884E+02    0.13179E-07    0.73600E-05   -0.72428E-06
   601    0.21896E+04    0.20325E+02    0.00000E+00    0.31679E+02    0.13143E-07    0.74077E-05   -0.73645E-06
   602    0.21803E+04    0.20633E+02    0.00000E+00    0.31440E+02    0.13107E-07    0.74559E-05   -0.74850E-06
   603    0.21708E+04    0.20943E+02    0.00000E+00    0.31169E+02    0.13071E-07    0.75045E-05   -0.76042E-06
   604    0.21616E+04    0.21254E+02    0.00000E+00    0.30862E+02    0.13035E-07    0.75535E-05   -0.77221E-06
   605    0.21522E+04    0.21564E+02    0.00000E+00    0.30522E+02    0.12999E-07    0.76029E-05   -0.78387E-06
   606    0.21430E+04    0.21876E+02    0.00000E+00    0.30147E+02    0.12964E-07    0.76526E-05   -0.79540E-06
   607    0.21335E+04    0.22188E+02    0.00000E+00    0.29739E+02    0.12928E-07    0.77027E-05   -0.80680E-06
   608    0.21242E+04    0.22500E+02    0.00000E+00    0.29297E+02    0.12893E-07    0.77531E-05   -0.81807E-06
   609    0.21151E+04    0.22812E+02    0.00000E+00    0.28820E+02    0.12858E-07    0.78039E-05   -0.82921E-06
   610    0.21058E+04    0.23124E+02    0.00000E+00    0.28310E+02    0.12823E-07    0.78550E-05   -0.84021E-06
   611    0.20967E+04    0.23436E+02    0.00000E+00    0.27767E+02    0.12788E-07    0.79063E-05   -0.85109E-06
   612    0.20876E+04    0.23748E+02    0.00000E+00    0.27192E+02    0.12753E-07    0.79580E-05   -0.86183E-06
   613    0.20784E+04    0.24058E+02    0.00000E+00    0.26582E+02    0.12719E-07    0.80099E-05   -0.87243E-06
   614    0.20694E+04    0.24369E+02    0.00000E+00    0.25939E+02    0.12684E-07    0.80621E-05   -0.88291E-06
   615    0.20605E+04    0.24678E+02    0.00000E+00    0.25264E+02    0.12650E-07    0.81146E-05   -0.89324E-06
   616    0.20516E+04    0.24988E+02    0.00000E+00    0.24556E+02    0.12616E-07    0.81673E-05   -0.90344E-06
   617    0.20428E+04    0.25296E+02    0.00000E+00    0.23816E+02    0.12582E-07    0.82202E-05   -0.91351E-06
   618    0.20341E+04    0.25604E+02    0.00000E+00    0.23044E+02    0.12548E-07    0.82734E-05   -0.92344E-06
   619    0.20253E+04    0.25912E+02    0.00000E+00    0.22241E+02    0.12514E-07    0.83268E-05   -0.93323E-06
   620    0.20168E+04    0.26217E+02    0.00000E+00    0.21407E+02    0.12480E-07    0.83803E-05   -0.94289E-06
   621    0.20083E+04    0.26521E+02    0.00000E+00    0.20541E+02    0.12447E-07    0.84340E-05   -0.95240E-06
   622    0.19998E+04    0.26824E+02    0.00000E+00    0.19644E+02    0.12413E-07    0.84879E-05   -0.96178E-06
   623    0.19916E+04    0.27124E+02    0.00000E+00    0.18717E+02    0.12380E-07    0.85420E-05   -0.97102E-06
   624    0.19833E+04    0.27423E+02    0.00000E+00    0.17761E+02    0.12347E-07    0.85962E-05   -0.98012E-06
   625    0.19751E+04    0.27720E+02    0.00000E+00    0.16773E+02    0.12314E-07    0.86505E-05   -0.98907E-06
   626    0.19671E+04    0.28016E+02    0.00000E+00    0.15757E+02    0.12281E-07    0.87050E-05   -0.99789E-06
   627    0.19592E+04    0.28308E+02    0.00000E+00    0.14712E+02    0.12248E-07    0.87595E-05   -0.10066E-05
   628    0.19515E+04    0.28599E+02    0.00000E+00    0.13637E+02    0.12216E-07    0.88142E-05   -0.10151E-05
   629    0.19438E+04    0.28887E+02    0.00000E+00    0.12535E+02    0.12183E-07    0.88689E-05   -0.10235E-05
   630    0.19362E+04    0.29173E+02    0.00000E+00    0.11404E+02    0.12151E-07    0.89237E-05   -0.10317E-05
   631    0.19287E+04    0.29456E+02    0.00000E+00    0.10247E+02    0.12119E-07    0.89785E-05   -0.10398E-05
   632    0.19215E+04    0.29736E+02    0.00000E+00    0.90613E+01    0.12087E-07    0.90334E-05   -0.10478E-05
   633    0.19143E+04    0.30015E+02    0.00000E+00    0.78502E+01    0.12055E-07    0.90884E-05   -0.10556E-05
   634    0.19072E+04    0.30289E+02    0.00000E+00    0.66133E+01    0.12023E-07    0.91433E-05   -0.10633E-05
   635    0.19004E+04    0.30561E+02    0.00000E+00    0.53510E+01    0.11991E-07    0.91983E-05   -0.10708E-05
   636    0.18935E+04    0.30830E+02    0.00000E+00    0.40640E+01    0.11960E-07    0.92533E-05   -0.10782E-05
   637    0.18869E+04    0.31095E+02    0.00000E+00    0.27517E+01    0.11928E-07    0.93082E-05   -0.10854E-05
   638    0.18805E+04    0.31357E+02    0.00000E+00    0.14162E+01    0.11897E-07    0.93631E-05   -0.10925E-05
   639    0.18742E+04    0.31615E+02    0.00000E+00    0.56773E-01    0.11866E-07    0.94180E-05   -0.10994E-05
   640    0.18680E+04    0.31871E+02    0.00000E+00   -0.13251E+01    0.11834E-07    0.94728E-05   -0.11062E-05
   641    0.18620E+04    0.32123E+02    0.00000E+00   -0.27294E+01    0.11803E-07    0.95276E-05   -0.11128E-05
   642    0.18561E+04    0.32370E+02    0.00000E+00   -0.41554E+01    0.11773E-07    0.95823E-05   -0.11193E-05
   643    0.18504E+04    0.32614E+02    0.00000E+00   -0.56024E+01    0.11742E-07    0.96369E-05   -0.11256E-05
   644    0.18449E+04    0.32853E+02    0.00000E+00   -0.70699E+01    0.11711E-07    0.96914E-05   -0.11318E-05
   645    0.18396E+04    0.33088E+02    0.00000E+00   -0.85575E+01    0.11681E-07    0.97457E-05   -0.11378E-05
   646    0.18343E+04    0.33319E+02    0.00000E+00   -0.10065E+02    0.11650E-07    0.98000E-05   -0.11437E-05
   647    0.18294E+04    0.33546E+02    0.00000E+00   -0.11591E+02    0.11620E-07    0.98541E-05   -0.11494E-05
   648    0.18245E+04    0.33768E+02    0.00000E+00   -0.13134E+02    0.11590E-07    0.99081E-05   -0.11550E-05
   649    0.18199E+04    0.33986E+02    0.00000E+00   -0.14696E+02    0.11560E-07    0.99619E-05   -0.11604E-05
   650    0.18154E+04    0.34198E+02    0.00000E+00   -0.16274E+02    0.11530E-07    0.10015E-04   -0.11656E-05
   651    0.18111E+04    0.34408E+02    0.00000E+00   -0.17868E+02    0.11500E-07    0.10069E-04   -0.11707E-05
   652    0.18070E+04    0.34612E+02    0.00000E+00   -0.19478E+02    0.11470E-07    0.10122E-04   -0.11757E-05
   653    0.18031E+04    0.34810E+02    0.00000E+00   -0.21103E+02    0.11441E-07    0.10175E-04   -0.11805E-05
   654    0.17994E+04    0.35004E+02    0.00000E+00   -0.22740E+02    0.11411E-07    0.10228E-04   -0.11851E-05
   655    0.17957E+04    0.35193E+02    0.00000E+00   -0.24392E+02    0.11382E-07    0.10281E-04   -0.11896E-05
   656    0.17924E+04    0.35377E+02    0.00000E+00   -0.26057E+02    0.11353E-07    0.10333E-04   -0.11939E-05
   657    0.17893E+04    0.35555E+02    0.00000E+00   -0.27733E+02    0.11323E-07    0.10385E-04   -0.11981E-05
   658    0.17862E+04    0.35729E+02    0.00000E+00   -0.29420E+02    0.11294E-07    0.10437E-04   -0.12021E-05
   659    0.17835E+04    0.35898E+02    0.00000E+00   -0.31118E+02    0.11265E-07    0.10489E-04   -0.12060E-05
   660    0.17809E+04    0.36060E+02    0.00000E+00   -0.32826E+02    0.11237E-07    0.10540E-04   -0.12097E-05
   661    0.17785E+04    0.36217E+02    0.00000E+00   -0.34541E+02    0.11208E-07    0.10591E-04   -0.12133E-05
   662    0.17764E+04    0.36370E+02    0.00000E+00   -0.36267E+02    0.11179E-07    0.10642E-04   -0.12167E-05
   663    0.17744E+04    0.36517E+02    0.00000E+00   -0.38000E+02    0.11151E-07    0.10693E-04   -0.12200E-05
   664    0.17726E+04    0.36657E+02    0.00000E+00   -0.39739E+02    0.11122E-07    0.10743E-04   -0.12231E-05
   665    0.17709E+04    0.36792E+02    0.00000E+00   -0.41485E+02    0.11094E-07    0.10793E-04   -0.12260E-05
   666    0.17695E+04    0.36921E+02    0.00000E+00   -0.43236E+02    0.11066E-07    0.10843E-04   -0.12289E-05
   667    0.17683E+04    0.37044E+02    0.00000E+00   -0.44992E+02    0.11038E-07    0.10892E-04   -0.12315E-05
   668    0.17672E+04    0.37162E+02    0.00000E+00   -0.46752E+02    0.11010E-07    0.10941E-04   -0.12340E-05
   669    0.17665E+04    0.37274E+02    0.00000E+00   -0.48515E+02    0.10982E-07    0.10990E-04   -0.12364E-05
   670    0.17659E+04    0.37380E+02    0.00000E+00   -0.50279E+02    0.10954E-07    0.11039E-04   -0.12386E-05
   671    0.17655E+04    0.37481E+02    0.00000E+00   -0.52046E+02    0.10927E-07    0.11087E-04   -0.12407E-05
   672    0.17652E+04    0.37575E+02    0.00000E+00   -0.53815E+02    0.10899E-07    0.11134E-04   -0.12426E-05
   673    0.17653E+04    0.37664E+02    0.00000E+00   -0.55582E+02    0.10872E-07    0.11182E-04   -0.12444E-05
   674    0.17654E+04    0.37747E+02    0.00000E+00   -0.57349E+02    0.10844E-07    0.11229E-04   -0.12460E-05
   675    0.17658E+04    0.37823E+02    0.00000E+00   -0.59115E+02    0.10817E-07    0.11276E-04   -0.12475E-05
   676    0.17664E+04    0.37893E+02    0.00000E+00   -0.60878E+02    0.10790E-07    0.11322E-04   -0.12488E-05
   677    0.17672E+04    0.37957E+02    0.00000E+00   -0.62638E+02    0.10763E-07    0.11368E-04   -0.12500E-05
   678    0.17682E+04    0.38014E+02    0.00000E+00   -0.64395E+02    0.10736E-07    0.11414E-04   -0.12511E-05
   679    0.17693E+04    0.38067E+02    0.00000E+00   -0.66147E+02    0.10709E-07    0.11459E-04   -0.12520E-05
   680    0.17708E+04    0.38113E+02    0.00000E+00   -0.67894E+02    0.10682E-07    0.11503E-04   -0.12527E-05
   681    0.17724E+04    0.38152E+02    0.00000E+00   -0.69634E+02    0.10656E-07    0.11548E-04   -0.12533E-05
   682    0.17742E+04    0.38184E+02    0.00000E+00   -0.71369E+02    0.10629E-07    0.11592E-04   -0.12538E-05
   683    0.17762E+04    0.38212E+02    0.00000E+00   -0.73097E+02    0.10603E-07    0.11635E-04   -0.12541E-05
   684    0.17783E+04    0.38232E+02    0.00000E+00   -0.74817E+02    0.10577E-07    0.11678E-04   -0.12543E-05
   685    0.17806E+04    0.38246E+02    0.00000E+00   -0.76528E+02    0.10550E-07    0.11721E-04   -0.12543E-05
   686    0.17831E+04    0.38254E+02    0.00000E+00   -0.78221E+02    0.10524E-07    0.11763E-04   -0.12542E-05
   687    0.17859E+04    0.38256E+02    0.00000E+00   -0.79908E+02    0.10498E-07    0.11805E-04   -0.12540E-05
   688    0.17888E+04    0.38251E+02    0.00000E+00   -0.81586E+02    0.10472E-07    0.11846E-04   -0.12536E-05
   689    0.17919E+04    0.38240E+02    0.00000E+00   -0.83249E+02    0.10446E-07    0.11887E-04   -0.12530E-05
   690    0.17952E+04    0.38223E+02    0.00000E+00   -0.84902E+02    0.10420E-07    0.11927E-04   -0.12524E-05
   691    0.17987E+04    0.38199E+02    0.00000E+00   -0.86539E+02    0.10395E-07    0.11967E-04   -0.12515E-05
   692    0.18023E+04    0.38169E+02    0.00000E+00   -0.88161E+02    0.10369E-07    0.12007E-04   -0.12506E-05
   693    0.18061E+04    0.38134E+02    0.00000E+00   -0.89773E+02    0.10344E-07    0.12045E-04   -0.12495E-05
   694    0.18101E+04    0.38091E+02    0.00000E+00   -0.91362E+02    0.10318E-07    0.12084E-04   -0.12483E-05
   695    0.18143E+04    0.38044E+02    0.00000E+00   -0.92935E+02    0.10293E-07    0.12122E-04   -0.12469E-05
   696    0.18186E+04    0.37989E+02    0.00000E+00   -0.94506E+02    0.10268E-07    0.12159E-04   -0.12454E-05
   697    0.18232E+04    0.37929E+02    0.00000E+00   -0.96046E+02    0.10243E-07    0.12196E-04   -0.12437E-05
   698    0.18278E+04    0.37861E+02    0.00000E+00   -0.97570E+02    0.10218E-07    0.12232E-04   -0.12419E-05
   699    0.18326E+04    0.37789E+02    0.00000E+00   -0.99070E+02    0.10193E-07    0.12268E-04   -0.12400E-05
   700    0.18377E+04    0.37710E+02    0.00000E+00   -0.10055E+03    0.10168E-07    0.12303E-04   -0.12380E-05
   701    0.18429E+04    0.37625E+02    0.00000E+00   -0.10202E+03    0.10143E-07    0.12337E-04   -0.12358E-05
   702    0.18482E+04    0.37534E+02    0.00000E+00   -0.10346E+03    0.10118E-07    0.12371E-04   -0.12334E-05
   703    0.18537E+04    0.37437E+02    0.00000E+00   -0.10489E+03    0.10094E-07    0.12405E-04   -0.12309E-05
   704    0.18593E+04    0.37335E+02    0.00000E+00   -0.10629E+03    0.10069E-07    0.12438E-04   -0.12283E-05
   705    0.18650E+04    0.37226E+02    0.00000E+00   -0.10766E+03    0.10045E-07    0.12470E-04   -0.12256E-05
   706    0.18709E+04    0.37112E+02    0.00000E+00   -0.10902E+03    0.10020E-07    0.12502E-04   -0.12227E-05
   707    0.18769E+04    0.36992E+02    0.00000E+00   -0.11035E+03    0.99963E-08    0.12533E-04   -0.12197E-05
   708    0.18832E+04    0.36866E+02    0.00000E+00   -0.11165E+03    0.99721E-08    0.12564E-04   -0.12166E-05
   709    0.18895E+04    0.36735E+02    0.00000E+00   -0.11293E+03    0.99480E-08    0.12594E-04   -0.12133E-05
   710    0.18960E+04    0.36598E+02    0.00000E+00   -0.11419E+03    0.99240E-08    0.12623E-04   -0.12099E-05
   711    0.19026E+04    0.36456E+02    0.00000E+00   -0.11541E+03    0.99001E-08    0.12652E-04   -0.12064E-05
   712    0.19093E+04    0.36309E+02    0.00000E+00   -0.11662E+03    0.98763E-08    0.12680E-04   -0.12028E-05
   713    0.19163E+04    0.36155E+02    0.00000E+00   -0.11779E+03    0.98526E-08    0.12707E-04   -0.11990E-05
