#    L    TT             EE             TE             PP             TP          
   145    0.41013E+04    0.10864E+01   -0.44484E+02    0.38317E+07    0.40350E+04
   146    0.41342E+04    0.10837E+01   -0.44633E+02    0.38096E+07    0.39976E+04
   147    0.41667E+04    0.10806E+01   -0.44758E+02    0.37877E+07    0.39606E+04
   148    0.41991E+04    0.10770E+01   -0.44863E+02    0.37659E+07    0.39241E+04
   149    0.42315E+04    0.10729E+01   -0.44945E+02    0.37443E+07    0.38879E+04
   150    0.42636E+04    0.10685E+01   -0.45002E+02    0.37229E+07    0.38520E+04
   151    0.42955E+04    0.10636E+01   -0.45038E+02    0.37016E+07    0.38165E+04
   152    0.43272E+04    0.10582E+01   -0.45050E+02    0.36805E+07    0.37813E+04
   153    0.43587E+04    0.10524E+01   -0.45036E+02    0.36596E+07    0.37464E+04
   154    0.43900E+04    0.10463E+01   -0.44999E+02    0.36389E+07    0.37118E+04
   155    0.44211E+04    0.10398E+01   -0.44938E+02    0.36183E+07    0.36775E+04
   156    0.44519E+04    0.10329E+01   -0.44852E+02    0.35978E+07    0.36436E+04
   157    0.44825E+04    0.10256E+01   -0.44741E+02    0.35775E+07    0.36100E+04
   158    0.45129E+04    0.10181E+01   -0.44605E+02    0.35574E+07    0.35767E+04
   159    0.45430E+04    0.10100E+01   -0.44444E+02    0.35374E+07    0.35437E+04
   160    0.45729E+04    0.10017E+01   -0.44256E+02    0.35176E+07    0.35111E+04
   161    0.46026E+04    0.99322E+00   -0.44044E+02    0.34980E+07    0.34788E+04
   162    0.46319E+04    0.98431E+00   -0.43806E+02    0.34785E+07    0.34468E+04
   163    0.46611E+04    0.97511E+00   -0.43542E+02    0.34592E+07    0.34152E+04
   164    0.46899E+04    0.96569E+00   -0.43253E+02    0.34400E+07    0.33840E+04
   165    0.47185E+04    0.95596E+00   -0.42936E+02    0.34209E+07    0.33530E+04
   166    0.47469E+04    0.94608E+00   -0.42594E+02    0.34021E+07    0.33225E+04
   167    0.47749E+04    0.93583E+00   -0.42226E+02    0.33833E+07    0.32922E+04
   168    0.48026E+04    0.92558E+00   -0.41831E+02    0.33647E+07    0.32624E+04
   169    0.48299E+04    0.91502E+00   -0.41408E+02    0.33463E+07    0.32329E+04
   170    0.48570E+04    0.90439E+00   -0.40960E+02    0.33280E+07    0.32037E+04
   171    0.48835E+04    0.89368E+00   -0.40483E+02    0.33099E+07    0.31749E+04
   172    0.49097E+04    0.88282E+00   -0.39980E+02    0.32919E+07    0.31465E+04
   173    0.49355E+04    0.87181E+00   -0.39450E+02    0.32741E+07    0.31184E+04
   174    0.49609E+04    0.86094E+00   -0.38893E+02    0.32564E+07    0.30907E+04
   175    0.49860E+04    0.84991E+00   -0.38308E+02    0.32388E+07    0.30634E+04
   176    0.50105E+04    0.83896E+00   -0.37696E+02    0.32214E+07    0.30365E+04
   177    0.50346E+04    0.82800E+00   -0.37058E+02    0.32041E+07    0.30099E+04
   178    0.50583E+04    0.81726E+00   -0.36392E+02    0.31870E+07    0.29836E+04
   179    0.50815E+04    0.80644E+00   -0.35699E+02    0.31700E+07    0.29578E+04
   180    0.51044E+04    0.79576E+00   -0.34979E+02    0.31531E+07    0.29322E+04
   181    0.51268E+04    0.78523E+00   -0.34234E+02    0.31364E+07    0.29070E+04
   182    0.51487E+04    0.77491E+00   -0.33461E+02    0.31198E+07    0.28821E+04
   183    0.51701E+04    0.76473E+00   -0.32662E+02    0.31033E+07    0.28576E+04
   184    0.51911E+04    0.75477E+00   -0.31836E+02    0.30870E+07    0.28333E+04
   185    0.52116E+04    0.74517E+00   -0.30986E+02    0.30708E+07    0.28093E+04
   186    0.52313E+04    0.73579E+00   -0.30108E+02    0.30547E+07    0.27857E+04
   187    0.52509E+04    0.72678E+00   -0.29204E+02    0.30388E+07    0.27623E+04
   188    0.52700E+04    0.71811E+00   -0.28276E+02    0.30230E+07    0.27391E+04
   189    0.52884E+04    0.70983E+00   -0.27321E+02    0.30073E+07    0.27163E+04
   190    0.53067E+04    0.70199E+00   -0.26343E+02    0.29917E+07    0.26937E+04
   191    0.53241E+04    0.69460E+00   -0.25338E+02    0.29763E+07    0.26713E+04
   192    0.53411E+04    0.68769E+00   -0.24308E+02    0.29610E+07    0.26492E+04
   193    0.53576E+04    0.68131E+00   -0.23256E+02    0.29458E+07    0.26273E+04
   194    0.53736E+04    0.67548E+00   -0.22178E+02    0.29307E+07    0.26057E+04
   195    0.53891E+04    0.67024E+00   -0.21077E+02    0.29157E+07    0.25842E+04
   196    0.54039E+04    0.66563E+00   -0.19952E+02    0.29009E+07    0.25630E+04
   197    0.54184E+04    0.66168E+00   -0.18805E+02    0.28862E+07    0.25419E+04
   198    0.54323E+04    0.65844E+00   -0.17635E+02    0.28715E+07    0.25211E+04
   199    0.54457E+04    0.65592E+00   -0.16443E+02    0.28570E+07    0.25004E+04
   200    0.54586E+04    0.65416E+00   -0.15229E+02    0.28426E+07    0.24799E+04
   201    0.54708E+04    0.65322E+00   -0.13993E+02    0.28284E+07    0.24595E+04
   202    0.54826E+04    0.65311E+00   -0.12736E+02    0.28142E+07    0.24394E+04
   203    0.54938E+04    0.65388E+00   -0.11458E+02    0.28001E+07    0.24193E+04
   204    0.55043E+04    0.65555E+00   -0.10161E+02    0.27862E+07    0.23995E+04
   205    0.55143E+04    0.65818E+00   -0.88431E+01    0.27723E+07    0.23798E+04
   206    0.55237E+04    0.66180E+00   -0.75058E+01    0.27586E+07    0.23602E+04
   207    0.55325E+04    0.66643E+00   -0.61494E+01    0.27449E+07    0.23409E+04
   208    0.55406E+04    0.67213E+00   -0.47744E+01    0.27314E+07    0.23216E+04
   209    0.55481E+04    0.67891E+00   -0.33812E+01    0.27180E+07    0.23025E+04
   210    0.55550E+04    0.68682E+00   -0.19706E+01    0.27047E+07    0.22836E+04
   211    0.55613E+04    0.69591E+00   -0.54279E+00    0.26914E+07    0.22648E+04
   212    0.55668E+04    0.70619E+00    0.90142E+00    0.26783E+07    0.22462E+04
   213    0.55719E+04    0.71771E+00    0.23620E+01    0.26653E+07    0.22277E+04
   214    0.55763E+04    0.73046E+00    0.38379E+01    0.26523E+07    0.22094E+04
   215    0.55801E+04    0.74465E+00    0.53281E+01    0.26395E+07    0.21912E+04
   216    0.55832E+04    0.76007E+00    0.68334E+01    0.26268E+07    0.21732E+04
   217    0.55859E+04    0.77689E+00    0.83517E+01    0.26141E+07    0.21553E+04
   218    0.55878E+04    0.79511E+00    0.98832E+01    0.26016E+07    0.21376E+04
   219    0.55892E+04    0.81472E+00    0.11429E+02    0.25892E+07    0.21200E+04
   220    0.55899E+04    0.83588E+00    0.12984E+02    0.25768E+07    0.21025E+04
   221    0.55901E+04    0.85851E+00    0.14552E+02    0.25645E+07    0.20852E+04
   222    0.55897E+04    0.88277E+00    0.16130E+02    0.25524E+07    0.20680E+04
   223    0.55886E+04    0.90856E+00    0.17719E+02    0.25403E+07    0.20510E+04
   224    0.55870E+04    0.93590E+00    0.19316E+02    0.25283E+07    0.20340E+04
   225    0.55847E+04    0.96494E+00    0.20923E+02    0.25164E+07    0.20173E+04
   226    0.55818E+04    0.99567E+00    0.22537E+02    0.25046E+07    0.20006E+04
   227    0.55783E+04    0.10281E+01    0.24159E+02    0.24929E+07    0.19841E+04
   228    0.55743E+04    0.10622E+01    0.25788E+02    0.24812E+07    0.19677E+04
   229    0.55697E+04    0.10981E+01    0.27423E+02    0.24697E+07    0.19515E+04
   230    0.55644E+04    0.11357E+01    0.29064E+02    0.24582E+07    0.19354E+04
   231    0.55584E+04    0.11752E+01    0.30710E+02    0.24468E+07    0.19194E+04
   232    0.55519E+04    0.12165E+01    0.32359E+02    0.24355E+07    0.19035E+04
   233    0.55448E+04    0.12598E+01    0.34012E+02    0.24243E+07    0.18878E+04
   234    0.55370E+04    0.13049E+01    0.35667E+02    0.24132E+07    0.18722E+04
   235    0.55287E+04    0.13519E+01    0.37324E+02    0.24021E+07    0.18567E+04
   236    0.55197E+04    0.14008E+01    0.38983E+02    0.23912E+07    0.18414E+04
   237    0.55101E+04    0.14517E+01    0.40642E+02    0.23803E+07    0.18261E+04
   238    0.54999E+04    0.15047E+01    0.42301E+02    0.23695E+07    0.18110E+04
   239    0.54892E+04    0.15596E+01    0.43959E+02    0.23587E+07    0.17960E+04
   240    0.54778E+04    0.16165E+01    0.45615E+02    0.23481E+07    0.17811E+04
   241    0.54659E+04    0.16755E+01    0.47269E+02    0.23375E+07    0.17664E+04
   242    0.54534E+04    0.17365E+01    0.48920E+02    0.23269E+07    0.17517E+04
   243    0.54403E+04    0.17997E+01    0.50566E+02    0.23165E+07    0.17372E+04
   244    0.54266E+04    0.18649E+01    0.52210E+02    0.23061E+07    0.17227E+04
   245    0.54124E+04    0.19323E+01    0.53846E+02    0.22958E+07    0.17084E+04
   246    0.53976E+04    0.20018E+01    0.55478E+02    0.22856E+07    0.16942E+04
   247    0.53823E+04    0.20733E+01    0.57103E+02    0.22755E+07    0.16802E+04
   248    0.53664E+04    0.21473E+01    0.58720E+02    0.22654E+07    0.16662E+04
   249    0.53500E+04    0.22233E+01    0.60330E+02    0.22554E+07    0.16523E+04
   250    0.53331E+04    0.23015E+01    0.61930E+02    0.22454E+07    0.16385E+04
   251    0.53157E+04    0.23819E+01    0.63521E+02    0.22355E+07    0.16249E+04
   252    0.52976E+04    0.24645E+01    0.65103E+02    0.22257E+07    0.16113E+04
   253    0.52793E+04    0.25492E+01    0.66673E+02    0.22160E+07    0.15979E+04
   254    0.52603E+04    0.26363E+01    0.68231E+02    0.22063E+07    0.15845E+04
   255    0.52409E+04    0.27254E+01    0.69777E+02    0.21967E+07    0.15713E+04
   256    0.52210E+04    0.28170E+01    0.71312E+02    0.21871E+07    0.15581E+04
   257    0.52006E+04    0.29105E+01    0.72827E+02    0.21776E+07    0.15451E+04
   258    0.51797E+04    0.30064E+01    0.74335E+02    0.21682E+07    0.15321E+04
   259    0.51584E+04    0.31046E+01    0.75821E+02    0.21588E+07    0.15193E+04
   260    0.51367E+04    0.32049E+01    0.77300E+02    0.21495E+07    0.15065E+04
   261    0.51145E+04    0.33074E+01    0.78749E+02    0.21403E+07    0.14939E+04
   262    0.50917E+04    0.34123E+01    0.80191E+02    0.21311E+07    0.14813E+04
   263    0.50688E+04    0.35193E+01    0.81619E+02    0.21219E+07    0.14689E+04
   264    0.50454E+04    0.36285E+01    0.83024E+02    0.21129E+07    0.14565E+04
   265    0.50214E+04    0.37399E+01    0.84400E+02    0.21039E+07    0.14442E+04
   266    0.49971E+04    0.38537E+01    0.85769E+02    0.20949E+07    0.14320E+04
   267    0.49722E+04    0.39694E+01    0.87108E+02    0.20861E+07    0.14199E+04
   268    0.49470E+04    0.40875E+01    0.88433E+02    0.20772E+07    0.14079E+04
   269    0.49213E+04    0.42077E+01    0.89736E+02    0.20685E+07    0.13960E+04
   270    0.48954E+04    0.43301E+01    0.91017E+02    0.20597E+07    0.13842E+04
   271    0.48690E+04    0.44545E+01    0.92275E+02    0.20511E+07    0.13724E+04
   272    0.48423E+04    0.45813E+01    0.93504E+02    0.20425E+07    0.13608E+04
   273    0.48153E+04    0.47099E+01    0.94719E+02    0.20339E+07    0.13492E+04
   274    0.47879E+04    0.48408E+01    0.95897E+02    0.20255E+07    0.13377E+04
   275    0.47602E+04    0.49736E+01    0.97060E+02    0.20170E+07    0.13263E+04
   276    0.47322E+04    0.51085E+01    0.98186E+02    0.20086E+07    0.13150E+04
   277    0.47038E+04    0.52455E+01    0.99298E+02    0.20003E+07    0.13038E+04
   278    0.46752E+04    0.53845E+01    0.10037E+03    0.19920E+07    0.12927E+04
   279    0.46462E+04    0.55254E+01    0.10142E+03    0.19838E+07    0.12816E+04
   280    0.46170E+04    0.56682E+01    0.10245E+03    0.19757E+07    0.12706E+04
   281    0.45876E+04    0.58130E+01    0.10344E+03    0.19675E+07    0.12597E+04
   282    0.45578E+04    0.59596E+01    0.10441E+03    0.19595E+07    0.12488E+04
   283    0.45278E+04    0.61081E+01    0.10534E+03    0.19515E+07    0.12381E+04
   284    0.44976E+04    0.62584E+01    0.10625E+03    0.19435E+07    0.12274E+04
   285    0.44671E+04    0.64106E+01    0.10712E+03    0.19356E+07    0.12168E+04
   286    0.44364E+04    0.65645E+01    0.10796E+03    0.19277E+07    0.12063E+04
   287    0.44054E+04    0.67202E+01    0.10878E+03    0.19199E+07    0.11958E+04
   288    0.43743E+04    0.68775E+01    0.10956E+03    0.19121E+07    0.11854E+04
   289    0.43430E+04    0.70365E+01    0.11031E+03    0.19044E+07    0.11751E+04
   290    0.43115E+04    0.71970E+01    0.11103E+03    0.18967E+07    0.11649E+04
   291    0.42799E+04    0.73597E+01    0.11171E+03    0.18891E+07    0.11547E+04
   292    0.42478E+04    0.75235E+01    0.11236E+03    0.18815E+07    0.11446E+04
   293    0.42158E+04    0.76881E+01    0.11297E+03    0.18740E+07    0.11346E+04
   294    0.41836E+04    0.78550E+01    0.11356E+03    0.18665E+07    0.11246E+04
   295    0.41514E+04    0.80226E+01    0.11410E+03    0.18590E+07    0.11147E+04
   296    0.41189E+04    0.81924E+01    0.11462E+03    0.18516E+07    0.11049E+04
   297    0.40864E+04    0.83622E+01    0.11510E+03    0.18443E+07    0.10951E+04
   298    0.40536E+04    0.85343E+01    0.11554E+03    0.18369E+07    0.10854E+04
   299    0.40208E+04    0.87078E+01    0.11595E+03    0.18297E+07    0.10757E+04
   300    0.39878E+04    0.88814E+01    0.11631E+03    0.18224E+07    0.10662E+04
   301    0.39548E+04    0.90565E+01    0.11665E+03    0.18152E+07    0.10566E+04
   302    0.39218E+04    0.92323E+01    0.11696E+03    0.18081E+07    0.10472E+04
   303    0.38887E+04    0.94097E+01    0.11722E+03    0.18010E+07    0.10378E+04
   304    0.38555E+04    0.95885E+01    0.11744E+03    0.17939E+07    0.10284E+04
   305    0.38223E+04    0.97674E+01    0.11763E+03    0.17869E+07    0.10192E+04
   306    0.37891E+04    0.99470E+01    0.11778E+03    0.17799E+07    0.10099E+04
   307    0.37558E+04    0.10127E+02    0.11789E+03    0.17729E+07    0.10008E+04
   308    0.37225E+04    0.10310E+02    0.11798E+03    0.17660E+07    0.99170E+03
   309    0.36893E+04    0.10492E+02    0.11801E+03    0.17592E+07    0.98267E+03
   310    0.36561E+04    0.10674E+02    0.11801E+03    0.17523E+07    0.97370E+03
   311    0.36229E+04    0.10858E+02    0.11797E+03    0.17455E+07    0.96480E+03
   312    0.35897E+04    0.11041E+02    0.11790E+03    0.17388E+07    0.95595E+03
   313    0.35566E+04    0.11225E+02    0.11779E+03    0.17321E+07    0.94717E+03
   314    0.35235E+04    0.11410E+02    0.11765E+03    0.17254E+07    0.93845E+03
   315    0.34905E+04    0.11595E+02    0.11746E+03    0.17188E+07    0.92979E+03
   316    0.34576E+04    0.11780E+02    0.11723E+03    0.17122E+07    0.92120E+03
   317    0.34247E+04    0.11964E+02    0.11697E+03    0.17056E+07    0.91266E+03
   318    0.33920E+04    0.12150E+02    0.11667E+03    0.16991E+07    0.90419E+03
   319    0.33593E+04    0.12335E+02    0.11634E+03    0.16926E+07    0.89579E+03
   320    0.33268E+04    0.12520E+02    0.11597E+03    0.16861E+07    0.88744E+03
   321    0.32944E+04    0.12705E+02    0.11556E+03    0.16797E+07    0.87916E+03
