#    L    TT             EE             BB             TE             PP             TP             EP          
    23    0.93712E+03    0.86067E-02    0.00000E+00    0.15782E+01    0.14398E-06    0.16212E-02   -0.16991E-05
    24    0.95109E+03    0.96329E-02    0.00000E+00    0.16133E+01    0.14494E-06    0.15737E-02   -0.10519E-05
    25    0.96542E+03    0.10944E-01    0.00000E+00    0.16491E+01    0.14577E-06    0.15287E-02   -0.54571E-06
    26    0.97990E+03    0.12527E-01    0.00000E+00    0.16893E+01    0.14650E-06    0.14859E-02   -0.28850E-06
    27    0.99477E+03    0.14326E-01    0.00000E+00    0.17325E+01    0.14712E-06    0.14451E-02   -0.21130E-06
    28    0.10099E+04    0.16315E-01    0.00000E+00    0.17771E+01    0.14764E-06    0.14059E-02   -0.22103E-06
    29    0.10253E+04    0.18498E-01    0.00000E+00    0.18220E+01    0.14807E-06    0.13686E-02   -0.30191E-06
    30    0.10409E+04    0.20888E-01    0.00000E+00    0.18645E+01    0.14841E-06    0.13335E-02   -0.45932E-06
    31    0.10566E+04    0.23475E-01    0.00000E+00    0.19017E+01    0.14866E-06    0.13002E-02   -0.70633E-06
    32    0.10726E+04    0.26236E-01    0.00000E+00    0.19308E+01    0.14885E-06    0.12682E-02   -0.10346E-05
    33    0.10890E+04    0.29171E-01    0.00000E+00    0.19482E+01    0.14897E-06    0.12371E-02   -0.13428E-05
    34    0.11055E+04    0.32299E-01    0.00000E+00    0.19526E+01    0.14903E-06    0.12069E-02   -0.15227E-05
    35    0.11222E+04    0.35629E-01    0.00000E+00    0.19469E+01    0.14902E-06    0.11773E-02   -0.15290E-05
    36    0.11389E+04    0.39175E-01    0.00000E+00    0.19331E+01    0.14897E-06    0.11485E-02   -0.13603E-05
    37    0.11558E+04    0.42941E-01    0.00000E+00    0.19071E+01    0.14886E-06    0.11211E-02   -0.11275E-05
    38    0.11730E+04    0.46936E-01    0.00000E+00    0.18666E+01    0.14871E-06    0.10954E-02   -0.94046E-06
    39    0.11906E+04    0.51174E-01    0.00000E+00    0.18144E+01    0.14851E-06    0.10711E-02   -0.79593E-06
    40    0.12083E+04    0.55677E-01    0.00000E+00    0.17542E+01    0.14828E-06    0.10477E-02   -0.66235E-06
    41    0.12263E+04    0.60466E-01    0.00000E+00    0.16884E+01    0.14800E-06    0.10248E-02   -0.51725E-06
    42    0.12442E+04    0.65545E-01    0.00000E+00    0.16154E+01    0.14768E-06    0.10024E-02   -0.37390E-06
    43    0.12622E+04    0.70911E-01    0.00000E+00    0.15324E+01    0.14733E-06    0.98058E-03   -0.25442E-06
    44    0.12802E+04    0.76547E-01    0.00000E+00    0.14376E+01    0.14695E-06    0.95949E-03   -0.18089E-06
    45    0.12986E+04    0.82446E-01    0.00000E+00    0.13293E+01    0.14653E-06    0.93921E-03   -0.17530E-06
    46    0.13172E+04    0.88606E-01    0.00000E+00    0.12044E+01    0.14609E-06    0.91983E-03   -0.25081E-06
    47    0.13360E+04    0.95026E-01    0.00000E+00    0.10645E+01    0.14563E-06    0.90121E-03   -0.38533E-06
    48    0.13548E+04    0.10171E+00    0.00000E+00    0.91493E+00    0.14514E-06    0.88319E-03   -0.54808E-06
    49    0.13737E+04    0.10865E+00    0.00000E+00    0.76042E+00    0.14463E-06    0.86562E-03   -0.70833E-06
    50    0.13931E+04    0.11582E+00    0.00000E+00    0.59893E+00    0.14410E-06    0.84831E-03   -0.83547E-06
    51    0.14126E+04    0.12319E+00    0.00000E+00    0.42668E+00    0.14355E-06    0.83118E-03   -0.90647E-06
    52    0.14325E+04    0.13085E+00    0.00000E+00    0.23845E+00    0.14299E-06    0.81430E-03   -0.92861E-06
    53    0.14524E+04    0.13894E+00    0.00000E+00    0.30552E-01    0.14241E-06    0.79786E-03   -0.91668E-06
    54    0.14722E+04    0.14746E+00    0.00000E+00   -0.19276E+00    0.14181E-06    0.78201E-03   -0.88544E-06
    55    0.14921E+04    0.15638E+00    0.00000E+00   -0.42711E+00    0.14120E-06    0.76690E-03   -0.84962E-06
    56    0.15124E+04    0.16556E+00    0.00000E+00   -0.67418E+00    0.14058E-06    0.75265E-03   -0.82071E-06
    57    0.15330E+04    0.17490E+00    0.00000E+00   -0.93369E+00    0.13995E-06    0.73916E-03   -0.79736E-06
    58    0.15538E+04    0.18439E+00    0.00000E+00   -0.12061E+01    0.13930E-06    0.72631E-03   -0.77506E-06
    59    0.15748E+04    0.19409E+00    0.00000E+00   -0.14917E+01    0.13864E-06    0.71393E-03   -0.74926E-06
    60    0.15960E+04    0.20404E+00    0.00000E+00   -0.17897E+01    0.13798E-06    0.70191E-03   -0.71546E-06
    61    0.16176E+04    0.21435E+00    0.00000E+00   -0.20990E+01    0.13730E-06    0.69012E-03   -0.67087E-06
    62    0.16391E+04    0.22500E+00    0.00000E+00   -0.24208E+01    0.13662E-06    0.67851E-03   -0.61964E-06
    63    0.16607E+04    0.23594E+00    0.00000E+00   -0.27564E+01    0.13592E-06    0.66705E-03   -0.56763E-06
    64    0.16827E+04    0.24718E+00    0.00000E+00   -0.31075E+01    0.13523E-06    0.65571E-03   -0.52071E-06
    65    0.17047E+04    0.25870E+00    0.00000E+00   -0.34750E+01    0.13452E-06    0.64448E-03   -0.48473E-06
    66    0.17271E+04    0.27042E+00    0.00000E+00   -0.38573E+01    0.13381E-06    0.63333E-03   -0.46495E-06
    67    0.17496E+04    0.28235E+00    0.00000E+00   -0.42515E+01    0.13310E-06    0.62233E-03   -0.46435E-06
    68    0.17725E+04    0.29454E+00    0.00000E+00   -0.46557E+01    0.13239E-06    0.61156E-03   -0.48535E-06
    69    0.17956E+04    0.30693E+00    0.00000E+00   -0.50677E+01    0.13167E-06    0.60110E-03   -0.53034E-06
    70    0.18190E+04    0.31958E+00    0.00000E+00   -0.54891E+01    0.13095E-06    0.59103E-03   -0.60171E-06
    71    0.18425E+04    0.33248E+00    0.00000E+00   -0.59218E+01    0.13023E-06    0.58141E-03   -0.69846E-06
    72    0.18662E+04    0.34560E+00    0.00000E+00   -0.63674E+01    0.12950E-06    0.57221E-03   -0.80588E-06
    73    0.18901E+04    0.35889E+00    0.00000E+00   -0.68265E+01    0.12878E-06    0.56340E-03   -0.90589E-06
    74    0.19142E+04    0.37236E+00    0.00000E+00   -0.72981E+01    0.12805E-06    0.55491E-03   -0.98042E-06
    75    0.19385E+04    0.38602E+00    0.00000E+00   -0.77810E+01    0.12733E-06    0.54672E-03   -0.10114E-05
    76    0.19632E+04    0.39985E+00    0.00000E+00   -0.82744E+01    0.12660E-06    0.53878E-03   -0.98637E-06
    77    0.19882E+04    0.41385E+00    0.00000E+00   -0.87784E+01    0.12587E-06    0.53105E-03   -0.91488E-06
    78    0.20135E+04    0.42806E+00    0.00000E+00   -0.92944E+01    0.12513E-06    0.52352E-03   -0.81205E-06
    79    0.20390E+04    0.44240E+00    0.00000E+00   -0.98188E+01    0.12440E-06    0.51614E-03   -0.69299E-06
    80    0.20648E+04    0.45690E+00    0.00000E+00   -0.10353E+02    0.12367E-06    0.50890E-03   -0.57277E-06
    81    0.20908E+04    0.47149E+00    0.00000E+00   -0.10898E+02    0.12294E-06    0.50176E-03   -0.46513E-06
    82    0.21170E+04    0.48620E+00    0.00000E+00   -0.11452E+02    0.12221E-06    0.49472E-03   -0.37848E-06
    83    0.21434E+04    0.50100E+00    0.00000E+00   -0.12015E+02    0.12148E-06    0.48777E-03   -0.31990E-06
    84    0.21701E+04    0.51588E+00    0.00000E+00   -0.12586E+02    0.12076E-06    0.48090E-03   -0.29646E-06
    85    0.21969E+04    0.53083E+00    0.00000E+00   -0.13164E+02    0.12003E-06    0.47409E-03   -0.31524E-06
    86    0.22239E+04    0.54585E+00    0.00000E+00   -0.13750E+02    0.11931E-06    0.46736E-03   -0.37971E-06
    87    0.22513E+04    0.56091E+00    0.00000E+00   -0.14342E+02    0.11859E-06    0.46071E-03   -0.47912E-06
    88    0.22787E+04    0.57603E+00    0.00000E+00   -0.14940E+02    0.11788E-06    0.45416E-03   -0.59911E-06
    89    0.23065E+04    0.59119E+00    0.00000E+00   -0.15547E+02    0.11716E-06    0.44775E-03   -0.72538E-06
    90    0.23345E+04    0.60637E+00    0.00000E+00   -0.16157E+02    0.11645E-06    0.44148E-03   -0.84361E-06
    91    0.23626E+04    0.62154E+00    0.00000E+00   -0.16774E+02    0.11574E-06    0.43539E-03   -0.94214E-06
    92    0.23910E+04    0.63670E+00    0.00000E+00   -0.17395E+02    0.11503E-06    0.42946E-03   -0.10199E-05
    93    0.24197E+04    0.65184E+00    0.00000E+00   -0.18021E+02    0.11433E-06    0.42369E-03   -0.10784E-05
    94    0.24484E+04    0.66693E+00    0.00000E+00   -0.18650E+02    0.11363E-06    0.41808E-03   -0.11192E-05
    95    0.24775E+04    0.68196E+00    0.00000E+00   -0.19284E+02    0.11294E-06    0.41262E-03   -0.11440E-05
    96    0.25065E+04    0.69691E+00    0.00000E+00   -0.19921E+02    0.11224E-06    0.40729E-03   -0.11541E-05
    97    0.25360E+04    0.71178E+00    0.00000E+00   -0.20560E+02    0.11155E-06    0.40211E-03   -0.11513E-05
    98    0.25657E+04    0.72655E+00    0.00000E+00   -0.21201E+02    0.11087E-06    0.39705E-03   -0.11370E-05
    99    0.25955E+04    0.74120E+00    0.00000E+00   -0.21845E+02    0.11018E-06    0.39212E-03   -0.11127E-05
   100    0.26256E+04    0.75571E+00    0.00000E+00   -0.22488E+02    0.10951E-06    0.38731E-03   -0.10801E-05
   101    0.26558E+04    0.77016E+00    0.00000E+00   -0.23134E+02    0.10883E-06    0.38261E-03   -0.10407E-05
   102    0.26865E+04    0.78438E+00    0.00000E+00   -0.23779E+02    0.10816E-06    0.37801E-03   -0.99602E-06
   103    0.27172E+04    0.79846E+00    0.00000E+00   -0.24426E+02    0.10749E-06    0.37352E-03   -0.94760E-06
   104    0.27481E+04    0.81240E+00    0.00000E+00   -0.25070E+02    0.10683E-06    0.36911E-03   -0.89699E-06
   105    0.27791E+04    0.82611E+00    0.00000E+00   -0.25714E+02    0.10617E-06    0.36480E-03   -0.84573E-06
   106    0.28104E+04    0.83969E+00    0.00000E+00   -0.26356E+02    0.10551E-06    0.36056E-03   -0.79538E-06
   107    0.28416E+04    0.85297E+00    0.00000E+00   -0.26996E+02    0.10486E-06    0.35640E-03   -0.74746E-06
   108    0.28732E+04    0.86603E+00    0.00000E+00   -0.27634E+02    0.10421E-06    0.35231E-03   -0.70352E-06
   109    0.29050E+04    0.87880E+00    0.00000E+00   -0.28268E+02    0.10356E-06    0.34828E-03   -0.66510E-06
   110    0.29368E+04    0.89128E+00    0.00000E+00   -0.28898E+02    0.10292E-06    0.34431E-03   -0.63375E-06
   111    0.29688E+04    0.90354E+00    0.00000E+00   -0.29525E+02    0.10229E-06    0.34039E-03   -0.61062E-06
   112    0.30009E+04    0.91551E+00    0.00000E+00   -0.30147E+02    0.10166E-06    0.33651E-03   -0.59544E-06
   113    0.30333E+04    0.92718E+00    0.00000E+00   -0.30764E+02    0.10103E-06    0.33270E-03   -0.58756E-06
   114    0.30657E+04    0.93849E+00    0.00000E+00   -0.31375E+02    0.10041E-06    0.32893E-03   -0.58633E-06
   115    0.30984E+04    0.94959E+00    0.00000E+00   -0.31980E+02    0.99789E-07    0.32521E-03   -0.59110E-06
   116    0.31311E+04    0.96024E+00    0.00000E+00   -0.32577E+02    0.99175E-07    0.32155E-03   -0.60122E-06
   117    0.31641E+04    0.97052E+00    0.00000E+00   -0.33166E+02    0.98565E-07    0.31793E-03   -0.61605E-06
   118    0.31972E+04    0.98059E+00    0.00000E+00   -0.33749E+02    0.97960E-07    0.31437E-03   -0.63494E-06
   119    0.32304E+04    0.99028E+00    0.00000E+00   -0.34322E+02    0.97359E-07    0.31087E-03   -0.65725E-06
   120    0.32637E+04    0.99947E+00    0.00000E+00   -0.34885E+02    0.96762E-07    0.30741E-03   -0.68232E-06
   121    0.32970E+04    0.10084E+01    0.00000E+00   -0.35439E+02    0.96169E-07    0.30401E-03   -0.70951E-06
   122    0.33304E+04    0.10169E+01    0.00000E+00   -0.35983E+02    0.95581E-07    0.30067E-03   -0.73817E-06
   123    0.33639E+04    0.10249E+01    0.00000E+00   -0.36517E+02    0.94997E-07    0.29738E-03   -0.76766E-06
   124    0.33974E+04    0.10325E+01    0.00000E+00   -0.37037E+02    0.94418E-07    0.29414E-03   -0.79734E-06
   125    0.34310E+04    0.10397E+01    0.00000E+00   -0.37546E+02    0.93843E-07    0.29096E-03   -0.82655E-06
   126    0.34646E+04    0.10465E+01    0.00000E+00   -0.38044E+02    0.93272E-07    0.28783E-03   -0.85466E-06
   127    0.34983E+04    0.10528E+01    0.00000E+00   -0.38528E+02    0.92705E-07    0.28476E-03   -0.88102E-06
   128    0.35320E+04    0.10588E+01    0.00000E+00   -0.39000E+02    0.92143E-07    0.28174E-03   -0.90498E-06
   129    0.35657E+04    0.10642E+01    0.00000E+00   -0.39457E+02    0.91585E-07    0.27878E-03   -0.92590E-06
   130    0.35994E+04    0.10691E+01    0.00000E+00   -0.39900E+02    0.91031E-07    0.27588E-03   -0.94313E-06
   131    0.36332E+04    0.10736E+01    0.00000E+00   -0.40329E+02    0.90482E-07    0.27303E-03   -0.95620E-06
   132    0.36670E+04    0.10776E+01    0.00000E+00   -0.40741E+02    0.89937E-07    0.27024E-03   -0.96522E-06
   133    0.37007E+04    0.10812E+01    0.00000E+00   -0.41140E+02    0.89396E-07    0.26750E-03   -0.97050E-06
   134    0.37345E+04    0.10843E+01    0.00000E+00   -0.41519E+02    0.88860E-07    0.26481E-03   -0.97231E-06
   135    0.37683E+04    0.10869E+01    0.00000E+00   -0.41884E+02    0.88328E-07    0.26217E-03   -0.97096E-06
   136    0.38019E+04    0.10890E+01    0.00000E+00   -0.42229E+02    0.87800E-07    0.25958E-03   -0.96672E-06
   137    0.38355E+04    0.10907E+01    0.00000E+00   -0.42557E+02    0.87276E-07    0.25703E-03   -0.95990E-06
   138    0.38691E+04    0.10918E+01    0.00000E+00   -0.42866E+02    0.86756E-07    0.25453E-03   -0.95076E-06
   139    0.39024E+04    0.10926E+01    0.00000E+00   -0.43157E+02    0.86240E-07    0.25207E-03   -0.93961E-06
   140    0.39359E+04    0.10927E+01    0.00000E+00   -0.43429E+02    0.85729E-07    0.24965E-03   -0.92674E-06
   141    0.39691E+04    0.10924E+01    0.00000E+00   -0.43680E+02    0.85221E-07    0.24726E-03   -0.91242E-06
   142    0.40023E+04    0.10916E+01    0.00000E+00   -0.43911E+02    0.84718E-07    0.24491E-03   -0.89696E-06
   143    0.40355E+04    0.10903E+01    0.00000E+00   -0.44123E+02    0.84218E-07    0.24260E-03   -0.88063E-06
   144    0.40684E+04    0.10886E+01    0.00000E+00   -0.44314E+02    0.83723E-07    0.24032E-03   -0.86373E-06
   145    0.41013E+04    0.10864E+01    0.00000E+00   -0.44484E+02    0.83231E-07    0.23807E-03   -0.84654E-06
   146    0.41342E+04    0.10837E+01    0.00000E+00   -0.44633E+02    0.82743E-07    0.23584E-03   -0.82935E-06
   147    0.41667E+04    0.10806E+01    0.00000E+00   -0.44758E+02    0.82260E-07    0.23364E-03   -0.81246E-06
   148    0.41991E+04    0.10770E+01    0.00000E+00   -0.44863E+02    0.81780E-07    0.23147E-03   -0.79614E-06
   149    0.42315E+04    0.10729E+01    0.00000E+00   -0.44945E+02    0.81304E-07    0.22932E-03   -0.78068E-06
   150    0.42636E+04    0.10685E+01    0.00000E+00   -0.45002E+02    0.80831E-07    0.22719E-03   -0.76638E-06
   151    0.42955E+04    0.10636E+01    0.00000E+00   -0.45038E+02    0.80363E-07    0.22508E-03   -0.75346E-06
   152    0.43272E+04    0.10582E+01    0.00000E+00   -0.45050E+02    0.79898E-07    0.22299E-03   -0.74189E-06
   153    0.43587E+04    0.10524E+01    0.00000E+00   -0.45036E+02    0.79437E-07    0.22092E-03   -0.73159E-06
   154    0.43900E+04    0.10463E+01    0.00000E+00   -0.44999E+02    0.78980E-07    0.21886E-03   -0.72247E-06
   155    0.44211E+04    0.10398E+01    0.00000E+00   -0.44938E+02    0.78526E-07    0.21683E-03   -0.71445E-06
   156    0.44519E+04    0.10329E+01    0.00000E+00   -0.44852E+02    0.78076E-07    0.21481E-03   -0.70744E-06
   157    0.44825E+04    0.10256E+01    0.00000E+00   -0.44741E+02    0.77629E-07    0.21282E-03   -0.70134E-06
   158    0.45129E+04    0.10181E+01    0.00000E+00   -0.44605E+02    0.77187E-07    0.21084E-03   -0.69609E-06
   159    0.45430E+04    0.10100E+01    0.00000E+00   -0.44444E+02    0.76747E-07    0.20889E-03   -0.69159E-06
   160    0.45729E+04    0.10017E+01    0.00000E+00   -0.44256E+02    0.76312E-07    0.20695E-03   -0.68775E-06
   161    0.46026E+04    0.99322E+00    0.00000E+00   -0.44044E+02    0.75880E-07    0.20504E-03   -0.68448E-06
   162    0.46319E+04    0.98431E+00    0.00000E+00   -0.43806E+02    0.75451E-07    0.20314E-03   -0.68171E-06
   163    0.46611E+04    0.97511E+00    0.00000E+00   -0.43542E+02    0.75026E-07    0.20127E-03   -0.67935E-06
   164    0.46899E+04    0.96569E+00    0.00000E+00   -0.43253E+02    0.74604E-07    0.19942E-03   -0.67731E-06
   165    0.47185E+04    0.95596E+00    0.00000E+00   -0.42936E+02    0.74186E-07    0.19758E-03   -0.67550E-06
   166    0.47469E+04    0.94608E+00    0.00000E+00   -0.42594E+02    0.73771E-07    0.19577E-03   -0.67384E-06
   167    0.47749E+04    0.93583E+00    0.00000E+00   -0.42226E+02    0.73360E-07    0.19398E-03   -0.67224E-06
   168    0.48026E+04    0.92558E+00    0.00000E+00   -0.41831E+02    0.72952E-07    0.19221E-03   -0.67062E-06
   169    0.48299E+04    0.91502E+00    0.00000E+00   -0.41408E+02    0.72547E-07    0.19046E-03   -0.66889E-06
   170    0.48570E+04    0.90439E+00    0.00000E+00   -0.40960E+02    0.72146E-07    0.18873E-03   -0.66696E-06
   171    0.48835E+04    0.89368E+00    0.00000E+00   -0.40483E+02    0.71747E-07    0.18703E-03   -0.66475E-06
   172    0.49097E+04    0.88282E+00    0.00000E+00   -0.39980E+02    0.71353E-07    0.18534E-03   -0.66217E-06
   173    0.49355E+04    0.87181E+00    0.00000E+00   -0.39450E+02    0.70961E-07    0.18368E-03   -0.65914E-06
   174    0.49609E+04    0.86094E+00    0.00000E+00   -0.38893E+02    0.70573E-07    0.18204E-03   -0.65557E-06
   175    0.49860E+04    0.84991E+00    0.00000E+00   -0.38308E+02    0.70188E-07    0.18042E-03   -0.65138E-06
   176    0.50105E+04    0.83896E+00    0.00000E+00   -0.37696E+02    0.69806E-07    0.17883E-03   -0.64649E-06
   177    0.50346E+04    0.82800E+00    0.00000E+00   -0.37058E+02    0.69427E-07    0.17725E-03   -0.64092E-06
   178    0.50583E+04    0.81726E+00    0.00000E+00   -0.36392E+02    0.69051E-07    0.17570E-03   -0.63469E-06
   179    0.50815E+04    0.80644E+00    0.00000E+00   -0.35699E+02    0.68678E-07    0.17417E-03   -0.62782E-06
   180    0.51044E+04    0.79576E+00    0.00000E+00   -0.34979E+02    0.68309E-07    0.17266E-03   -0.62034E-06
   181    0.51268E+04    0.78523E+00    0.00000E+00   -0.34234E+02    0.67942E-07    0.17116E-03   -0.61228E-06
   182    0.51487E+04    0.77491E+00    0.00000E+00   -0.33461E+02    0.67579E-07    0.16969E-03   -0.60366E-06
   183    0.51701E+04    0.76473E+00    0.00000E+00   -0.32662E+02    0.67218E-07    0.16824E-03   -0.59451E-06
   184    0.51911E+04    0.75477E+00    0.00000E+00   -0.31836E+02    0.66861E-07    0.16680E-03   -0.58484E-06
   185    0.52116E+04    0.74517E+00    0.00000E+00   -0.30986E+02    0.66506E-07    0.16538E-03   -0.57470E-06
   186    0.52313E+04    0.73579E+00    0.00000E+00   -0.30108E+02    0.66154E-07    0.16398E-03   -0.56409E-06
   187    0.52509E+04    0.72678E+00    0.00000E+00   -0.29204E+02    0.65805E-07    0.16260E-03   -0.55305E-06
   188    0.52700E+04    0.71811E+00    0.00000E+00   -0.28276E+02    0.65459E-07    0.16123E-03   -0.54160E-06
   189    0.52884E+04    0.70983E+00    0.00000E+00   -0.27321E+02    0.65116E-07    0.15988E-03   -0.52977E-06
   190    0.53067E+04    0.70199E+00    0.00000E+00   -0.26343E+02    0.64775E-07    0.15854E-03   -0.51758E-06
   191    0.53241E+04    0.69460E+00    0.00000E+00   -0.25338E+02    0.64437E-07    0.15722E-03   -0.50506E-06
   192    0.53411E+04    0.68769E+00    0.00000E+00   -0.24308E+02    0.64102E-07    0.15591E-03   -0.49224E-06
   193    0.53576E+04    0.68131E+00    0.00000E+00   -0.23256E+02    0.63770E-07    0.15462E-03   -0.47912E-06
   194    0.53736E+04    0.67548E+00    0.00000E+00   -0.22178E+02    0.63440E-07    0.15334E-03   -0.46576E-06
   195    0.53891E+04    0.67024E+00    0.00000E+00   -0.21077E+02    0.63113E-07    0.15207E-03   -0.45216E-06
   196    0.54039E+04    0.66563E+00    0.00000E+00   -0.19952E+02    0.62788E-07    0.15081E-03   -0.43835E-06
   197    0.54184E+04    0.66168E+00    0.00000E+00   -0.18805E+02    0.62466E-07    0.14957E-03   -0.42436E-06
   198    0.54323E+04    0.65844E+00    0.00000E+00   -0.17635E+02    0.62147E-07    0.14833E-03   -0.41022E-06
   199    0.54457E+04    0.65592E+00    0.00000E+00   -0.16443E+02    0.61830E-07    0.14711E-03   -0.39594E-06
   200    0.54586E+04    0.65416E+00    0.00000E+00   -0.15229E+02    0.61515E-07    0.14590E-03   -0.38156E-06
   201    0.54708E+04    0.65322E+00    0.00000E+00   -0.13993E+02    0.61203E-07    0.14470E-03   -0.36710E-06
   202    0.54826E+04    0.65311E+00    0.00000E+00   -0.12736E+02    0.60894E-07    0.14351E-03   -0.35255E-06
   203    0.54938E+04    0.65388E+00    0.00000E+00   -0.11458E+02    0.60586E-07    0.14232E-03   -0.33794E-06
   204    0.55043E+04    0.65555E+00    0.00000E+00   -0.10161E+02    0.60282E-07    0.14115E-03   -0.32325E-06
   205    0.55143E+04    0.65818E+00    0.00000E+00   -0.88431E+01    0.59979E-07    0.13999E-03   -0.30850E-06
   206    0.55237E+04    0.66180E+00    0.00000E+00   -0.75058E+01    0.59679E-07    0.13883E-03   -0.29369E-06
   207    0.55325E+04    0.66643E+00    0.00000E+00   -0.61494E+01    0.59381E-07    0.13769E-03   -0.27882E-06
   208    0.55406E+04    0.67213E+00    0.00000E+00   -0.47744E+01    0.59086E-07    0.13655E-03   -0.26390E-06
   209    0.55481E+04    0.67891E+00    0.00000E+00   -0.33812E+01    0.58792E-07    0.13542E-03   -0.24893E-06
   210    0.55550E+04    0.68682E+00    0.00000E+00   -0.19706E+01    0.58501E-07    0.13431E-03   -0.23392E-06
   211    0.55613E+04    0.69591E+00    0.00000E+00   -0.54279E+00    0.58213E-07    0.13320E-03   -0.21886E-06
   212    0.55668E+04    0.70619E+00    0.00000E+00    0.90142E+00    0.57926E-07    0.13210E-03   -0.20377E-06
   213    0.55719E+04    0.71771E+00    0.00000E+00    0.23620E+01    0.57642E-07    0.13101E-03   -0.18864E-06
   214    0.55763E+04    0.73046E+00    0.00000E+00    0.38379E+01    0.57360E-07    0.12992E-03   -0.17349E-06
   215    0.55801E+04    0.74465E+00    0.00000E+00    0.53281E+01    0.57080E-07    0.12885E-03   -0.15831E-06
   216    0.55832E+04    0.76007E+00    0.00000E+00    0.68334E+01    0.56802E-07    0.12779E-03   -0.14312E-06
   217    0.55859E+04    0.77689E+00    0.00000E+00    0.83517E+01    0.56526E-07    0.12673E-03   -0.12790E-06
   218    0.55878E+04    0.79511E+00    0.00000E+00    0.98832E+01    0.56253E-07    0.12568E-03   -0.11267E-06
   219    0.55892E+04    0.81472E+00    0.00000E+00    0.11429E+02    0.55981E-07    0.12464E-03   -0.97437E-07
   220    0.55899E+04    0.83588E+00    0.00000E+00    0.12984E+02    0.55712E-07    0.12361E-03   -0.82196E-07
   221    0.55901E+04    0.85851E+00    0.00000E+00    0.14552E+02    0.55445E-07    0.12259E-03   -0.66955E-07
   222    0.55897E+04    0.88277E+00    0.00000E+00    0.16130E+02    0.55179E-07    0.12158E-03   -0.51718E-07
   223    0.55886E+04    0.90856E+00    0.00000E+00    0.17719E+02    0.54916E-07    0.12057E-03   -0.36488E-07
   224    0.55870E+04    0.93590E+00    0.00000E+00    0.19316E+02    0.54655E-07    0.11957E-03   -0.21270E-07
   225    0.55847E+04    0.96494E+00    0.00000E+00    0.20923E+02    0.54395E-07    0.11858E-03   -0.60675E-08
   226    0.55818E+04    0.99567E+00    0.00000E+00    0.22537E+02    0.54138E-07    0.11760E-03    0.91154E-08
   227    0.55783E+04    0.10281E+01    0.00000E+00    0.24159E+02    0.53882E-07    0.11663E-03    0.24275E-07
   228    0.55743E+04    0.10622E+01    0.00000E+00    0.25788E+02    0.53629E-07    0.11566E-03    0.39406E-07
   229    0.55697E+04    0.10981E+01    0.00000E+00    0.27423E+02    0.53377E-07    0.11470E-03    0.54506E-07
   230    0.55644E+04    0.11357E+01    0.00000E+00    0.29064E+02    0.53127E-07    0.11375E-03    0.69570E-07
   231    0.55584E+04    0.11752E+01    0.00000E+00    0.30710E+02    0.52879E-07    0.11281E-03    0.84594E-07
