#    L    TT             EE             BB             TE             PP             TP             EP          
   447    0.18755E+04    0.16547E+02    0.00000E+00   -0.67163E+02    0.23244E-07    0.94088E-05    0.17024E-05
   448    0.18850E+04    0.16381E+02    0.00000E+00   -0.67892E+02    0.23169E-07    0.91810E-05    0.17014E-05
   449    0.18947E+04    0.16215E+02    0.00000E+00   -0.68585E+02    0.23093E-07    0.89576E-05    0.16996E-05
   450    0.19045E+04    0.16047E+02    0.00000E+00   -0.69245E+02    0.23018E-07    0.87389E-05    0.16969E-05
   451    0.19145E+04    0.15878E+02    0.00000E+00   -0.69870E+02    0.22943E-07    0.85249E-05    0.16934E-05
   452    0.19245E+04    0.15707E+02    0.00000E+00   -0.70461E+02    0.22869E-07    0.83155E-05    0.16891E-05
   453    0.19348E+04    0.15536E+02    0.00000E+00   -0.71017E+02    0.22795E-07    0.81108E-05    0.16839E-05
   454    0.19450E+04    0.15363E+02    0.00000E+00   -0.71539E+02    0.22721E-07    0.79106E-05    0.16779E-05
   455    0.19553E+04    0.15190E+02    0.00000E+00   -0.72027E+02    0.22648E-07    0.77149E-05    0.16712E-05
   456    0.19659E+04    0.15015E+02    0.00000E+00   -0.72474E+02    0.22574E-07    0.75237E-05    0.16637E-05
   457    0.19764E+04    0.14840E+02    0.00000E+00   -0.72895E+02    0.22502E-07    0.73369E-05    0.16554E-05
   458    0.19870E+04    0.14664E+02    0.00000E+00   -0.73270E+02    0.22429E-07    0.71544E-05    0.16464E-05
   459    0.19977E+04    0.14489E+02    0.00000E+00   -0.73616E+02    0.22357E-07    0.69761E-05    0.16368E-05
   460    0.20085E+04    0.14311E+02    0.00000E+00   -0.73927E+02    0.22285E-07    0.68021E-05    0.16264E-05
   461    0.20193E+04    0.14134E+02    0.00000E+00   -0.74202E+02    0.22214E-07    0.66323E-05    0.16154E-05
   462    0.20302E+04    0.13956E+02    0.00000E+00   -0.74437E+02    0.22142E-07    0.64666E-05    0.16038E-05
   463    0.20411E+04    0.13779E+02    0.00000E+00   -0.74649E+02    0.22071E-07    0.63049E-05    0.15915E-05
   464    0.20519E+04    0.13601E+02    0.00000E+00   -0.74810E+02    0.22001E-07    0.61472E-05    0.15787E-05
   465    0.20628E+04    0.13424E+02    0.00000E+00   -0.74948E+02    0.21930E-07    0.59935E-05    0.15653E-05
   466    0.20738E+04    0.13246E+02    0.00000E+00   -0.75042E+02    0.21860E-07    0.58436E-05    0.15513E-05
   467    0.20848E+04    0.13069E+02    0.00000E+00   -0.75106E+02    0.21791E-07    0.56976E-05    0.15368E-05
   468    0.20958E+04    0.12892E+02    0.00000E+00   -0.75134E+02    0.21721E-07    0.55553E-05    0.15218E-05
   469    0.21067E+04    0.12714E+02    0.00000E+00   -0.75131E+02    0.21652E-07    0.54168E-05    0.15063E-05
   470    0.21177E+04    0.12538E+02    0.00000E+00   -0.75091E+02    0.21583E-07    0.52818E-05    0.14903E-05
   471    0.21286E+04    0.12364E+02    0.00000E+00   -0.75015E+02    0.21515E-07    0.51505E-05    0.14739E-05
   472    0.21395E+04    0.12189E+02    0.00000E+00   -0.74908E+02    0.21446E-07    0.50227E-05    0.14570E-05
   473    0.21504E+04    0.12015E+02    0.00000E+00   -0.74765E+02    0.21379E-07    0.48984E-05    0.14397E-05
   474    0.21613E+04    0.11843E+02    0.00000E+00   -0.74591E+02    0.21311E-07    0.47776E-05    0.14221E-05
   475    0.21722E+04    0.11670E+02    0.00000E+00   -0.74381E+02    0.21244E-07    0.46601E-05    0.14041E-05
   476    0.21830E+04    0.11500E+02    0.00000E+00   -0.74135E+02    0.21177E-07    0.45459E-05    0.13857E-05
   477    0.21937E+04    0.11330E+02    0.00000E+00   -0.73865E+02    0.21110E-07    0.44349E-05    0.13670E-05
   478    0.22043E+04    0.11161E+02    0.00000E+00   -0.73550E+02    0.21043E-07    0.43272E-05    0.13480E-05
   479    0.22150E+04    0.10995E+02    0.00000E+00   -0.73216E+02    0.20977E-07    0.42226E-05    0.13288E-05
   480    0.22255E+04    0.10829E+02    0.00000E+00   -0.72844E+02    0.20911E-07    0.41211E-05    0.13092E-05
   481    0.22360E+04    0.10666E+02    0.00000E+00   -0.72436E+02    0.20845E-07    0.40226E-05    0.12894E-05
   482    0.22464E+04    0.10504E+02    0.00000E+00   -0.71999E+02    0.20780E-07    0.39271E-05    0.12694E-05
   483    0.22567E+04    0.10344E+02    0.00000E+00   -0.71536E+02    0.20715E-07    0.38345E-05    0.12492E-05
   484    0.22668E+04    0.10186E+02    0.00000E+00   -0.71040E+02    0.20650E-07    0.37447E-05    0.12288E-05
   485    0.22770E+04    0.10030E+02    0.00000E+00   -0.70512E+02    0.20586E-07    0.36577E-05    0.12083E-05
   486    0.22870E+04    0.98759E+01    0.00000E+00   -0.69956E+02    0.20521E-07    0.35735E-05    0.11876E-05
   487    0.22969E+04    0.97246E+01    0.00000E+00   -0.69370E+02    0.20457E-07    0.34920E-05    0.11668E-05
   488    0.23066E+04    0.95746E+01    0.00000E+00   -0.68754E+02    0.20394E-07    0.34131E-05    0.11459E-05
   489    0.23163E+04    0.94277E+01    0.00000E+00   -0.68110E+02    0.20330E-07    0.33368E-05    0.11249E-05
   490    0.23259E+04    0.92836E+01    0.00000E+00   -0.67437E+02    0.20267E-07    0.32630E-05    0.11039E-05
   491    0.23352E+04    0.91417E+01    0.00000E+00   -0.66738E+02    0.20204E-07    0.31916E-05    0.10828E-05
   492    0.23445E+04    0.90028E+01    0.00000E+00   -0.66012E+02    0.20142E-07    0.31227E-05    0.10617E-05
   493    0.23536E+04    0.88653E+01    0.00000E+00   -0.65258E+02    0.20079E-07    0.30561E-05    0.10407E-05
   494    0.23626E+04    0.87322E+01    0.00000E+00   -0.64479E+02    0.20017E-07    0.29918E-05    0.10196E-05
   495    0.23714E+04    0.86014E+01    0.00000E+00   -0.63673E+02    0.19955E-07    0.29297E-05    0.99861E-06
   496    0.23800E+04    0.84741E+01    0.00000E+00   -0.62843E+02    0.19894E-07    0.28698E-05    0.97768E-06
   497    0.23885E+04    0.83499E+01    0.00000E+00   -0.61988E+02    0.19832E-07    0.28120E-05    0.95683E-06
   498    0.23969E+04    0.82278E+01    0.00000E+00   -0.61110E+02    0.19771E-07    0.27562E-05    0.93610E-06
   499    0.24051E+04    0.81101E+01    0.00000E+00   -0.60206E+02    0.19710E-07    0.27025E-05    0.91549E-06
   500    0.24132E+04    0.79946E+01    0.00000E+00   -0.59282E+02    0.19650E-07    0.26507E-05    0.89504E-06
   501    0.24209E+04    0.78835E+01    0.00000E+00   -0.58335E+02    0.19589E-07    0.26008E-05    0.87475E-06
   502    0.24287E+04    0.77761E+01    0.00000E+00   -0.57365E+02    0.19529E-07    0.25528E-05    0.85464E-06
   503    0.24362E+04    0.76717E+01    0.00000E+00   -0.56375E+02    0.19469E-07    0.25067E-05    0.83468E-06
   504    0.24434E+04    0.75709E+01    0.00000E+00   -0.55364E+02    0.19410E-07    0.24623E-05    0.81489E-06
   505    0.24506E+04    0.74745E+01    0.00000E+00   -0.54334E+02    0.19350E-07    0.24198E-05    0.79526E-06
   506    0.24575E+04    0.73819E+01    0.00000E+00   -0.53284E+02    0.19291E-07    0.23791E-05    0.77578E-06
   507    0.24643E+04    0.72929E+01    0.00000E+00   -0.52216E+02    0.19233E-07    0.23402E-05    0.75646E-06
   508    0.24708E+04    0.72084E+01    0.00000E+00   -0.51129E+02    0.19174E-07    0.23031E-05    0.73729E-06
   509    0.24771E+04    0.71276E+01    0.00000E+00   -0.50027E+02    0.19116E-07    0.22676E-05    0.71826E-06
   510    0.24832E+04    0.70510E+01    0.00000E+00   -0.48907E+02    0.19057E-07    0.22340E-05    0.69937E-06
   511    0.24892E+04    0.69784E+01    0.00000E+00   -0.47771E+02    0.19000E-07    0.22020E-05    0.68062E-06
   512    0.24949E+04    0.69102E+01    0.00000E+00   -0.46620E+02    0.18942E-07    0.21718E-05    0.66201E-06
   513    0.25004E+04    0.68462E+01    0.00000E+00   -0.45456E+02    0.18884E-07    0.21432E-05    0.64354E-06
   514    0.25057E+04    0.67868E+01    0.00000E+00   -0.44277E+02    0.18827E-07    0.21163E-05    0.62519E-06
   515    0.25108E+04    0.67317E+01    0.00000E+00   -0.43086E+02    0.18770E-07    0.20910E-05    0.60697E-06
   516    0.25157E+04    0.66812E+01    0.00000E+00   -0.41881E+02    0.18714E-07    0.20673E-05    0.58887E-06
   517    0.25202E+04    0.66353E+01    0.00000E+00   -0.40666E+02    0.18657E-07    0.20453E-05    0.57089E-06
   518    0.25247E+04    0.65939E+01    0.00000E+00   -0.39440E+02    0.18601E-07    0.20248E-05    0.55303E-06
   519    0.25289E+04    0.65572E+01    0.00000E+00   -0.38202E+02    0.18545E-07    0.20059E-05    0.53529E-06
   520    0.25329E+04    0.65252E+01    0.00000E+00   -0.36956E+02    0.18489E-07    0.19886E-05    0.51765E-06
   521    0.25366E+04    0.64979E+01    0.00000E+00   -0.35702E+02    0.18434E-07    0.19728E-05    0.50012E-06
   522    0.25401E+04    0.64756E+01    0.00000E+00   -0.34439E+02    0.18378E-07    0.19585E-05    0.48270E-06
   523    0.25434E+04    0.64580E+01    0.00000E+00   -0.33169E+02    0.18323E-07    0.19458E-05    0.46538E-06
   524    0.25465E+04    0.64453E+01    0.00000E+00   -0.31893E+02    0.18268E-07    0.19345E-05    0.44815E-06
   525    0.25492E+04    0.64376E+01    0.00000E+00   -0.30610E+02    0.18214E-07    0.19247E-05    0.43102E-06
   526    0.25517E+04    0.64348E+01    0.00000E+00   -0.29322E+02    0.18159E-07    0.19163E-05    0.41398E-06
   527    0.25542E+04    0.64369E+01    0.00000E+00   -0.28031E+02    0.18105E-07    0.19094E-05    0.39703E-06
   528    0.25564E+04    0.64440E+01    0.00000E+00   -0.26736E+02    0.18051E-07    0.19038E-05    0.38016E-06
   529    0.25583E+04    0.64564E+01    0.00000E+00   -0.25438E+02    0.17998E-07    0.18997E-05    0.36337E-06
   530    0.25599E+04    0.64738E+01    0.00000E+00   -0.24140E+02    0.17944E-07    0.18969E-05    0.34667E-06
   531    0.25615E+04    0.64961E+01    0.00000E+00   -0.22838E+02    0.17891E-07    0.18956E-05    0.33003E-06
   532    0.25626E+04    0.65238E+01    0.00000E+00   -0.21536E+02    0.17838E-07    0.18955E-05    0.31347E-06
   533    0.25636E+04    0.65565E+01    0.00000E+00   -0.20236E+02    0.17785E-07    0.18968E-05    0.29698E-06
   534    0.25643E+04    0.65944E+01    0.00000E+00   -0.18936E+02    0.17732E-07    0.18994E-05    0.28056E-06
   535    0.25648E+04    0.66376E+01    0.00000E+00   -0.17638E+02    0.17680E-07    0.19033E-05    0.26419E-06
   536    0.25650E+04    0.66859E+01    0.00000E+00   -0.16342E+02    0.17628E-07    0.19084E-05    0.24789E-06
   537    0.25652E+04    0.67394E+01    0.00000E+00   -0.15050E+02    0.17576E-07    0.19148E-05    0.23164E-06
   538    0.25649E+04    0.67982E+01    0.00000E+00   -0.13761E+02    0.17524E-07    0.19225E-05    0.21545E-06
   539    0.25645E+04    0.68620E+01    0.00000E+00   -0.12478E+02    0.17472E-07    0.19313E-05    0.19930E-06
   540    0.25639E+04    0.69314E+01    0.00000E+00   -0.11200E+02    0.17421E-07    0.19414E-05    0.18320E-06
   541    0.25630E+04    0.70058E+01    0.00000E+00   -0.99281E+01    0.17370E-07    0.19527E-05    0.16714E-06
   542    0.25619E+04    0.70855E+01    0.00000E+00   -0.86639E+01    0.17319E-07    0.19651E-05    0.15113E-06
   543    0.25605E+04    0.71705E+01    0.00000E+00   -0.74070E+01    0.17268E-07    0.19786E-05    0.13515E-06
   544    0.25590E+04    0.72607E+01    0.00000E+00   -0.61586E+01    0.17218E-07    0.19933E-05    0.11920E-06
   545    0.25572E+04    0.73561E+01    0.00000E+00   -0.49191E+01    0.17167E-07    0.20092E-05    0.10328E-06
   546    0.25552E+04    0.74564E+01    0.00000E+00   -0.36896E+01    0.17117E-07    0.20261E-05    0.87393E-07
   547    0.25529E+04    0.75620E+01    0.00000E+00   -0.24704E+01    0.17067E-07    0.20441E-05    0.71527E-07
   548    0.25505E+04    0.76728E+01    0.00000E+00   -0.12625E+01    0.17018E-07    0.20631E-05    0.55682E-07
   549    0.25479E+04    0.77887E+01    0.00000E+00   -0.66720E-01    0.16968E-07    0.20832E-05    0.39854E-07
   550    0.25450E+04    0.79099E+01    0.00000E+00    0.11165E+01    0.16919E-07    0.21043E-05    0.24040E-07
   551    0.25420E+04    0.80363E+01    0.00000E+00    0.22864E+01    0.16870E-07    0.21265E-05    0.82380E-08
   552    0.25387E+04    0.81678E+01    0.00000E+00    0.34421E+01    0.16821E-07    0.21496E-05   -0.75508E-08
   553    0.25353E+04    0.83031E+01    0.00000E+00    0.45832E+01    0.16772E-07    0.21737E-05   -0.23324E-07
   554    0.25316E+04    0.84451E+01    0.00000E+00    0.57089E+01    0.16724E-07    0.21988E-05   -0.39080E-07
   555    0.25277E+04    0.85916E+01    0.00000E+00    0.68185E+01    0.16676E-07    0.22248E-05   -0.54816E-07
   556    0.25235E+04    0.87432E+01    0.00000E+00    0.79117E+01    0.16628E-07    0.22518E-05   -0.70530E-07
   557    0.25193E+04    0.88993E+01    0.00000E+00    0.89867E+01    0.16580E-07    0.22798E-05   -0.86219E-07
   558    0.25148E+04    0.90614E+01    0.00000E+00    0.10044E+02    0.16532E-07    0.23087E-05   -0.10188E-06
   559    0.25100E+04    0.92272E+01    0.00000E+00    0.11083E+02    0.16484E-07    0.23384E-05   -0.11751E-06
   560    0.25052E+04    0.93974E+01    0.00000E+00    0.12103E+02    0.16437E-07    0.23691E-05   -0.13312E-06
   561    0.25000E+04    0.95729E+01    0.00000E+00    0.13102E+02    0.16390E-07    0.24007E-05   -0.14869E-06
   562    0.24949E+04    0.97536E+01    0.00000E+00    0.14081E+02    0.16343E-07    0.24332E-05   -0.16422E-06
   563    0.24895E+04    0.99380E+01    0.00000E+00    0.15041E+02    0.16296E-07    0.24665E-05   -0.17971E-06
   564    0.24839E+04    0.10128E+02    0.00000E+00    0.15977E+02    0.16250E-07    0.25007E-05   -0.19517E-06
   565    0.24781E+04    0.10322E+02    0.00000E+00    0.16892E+02    0.16204E-07    0.25357E-05   -0.21058E-06
   566    0.24722E+04    0.10520E+02    0.00000E+00    0.17784E+02    0.16157E-07    0.25716E-05   -0.22595E-06
   567    0.24661E+04    0.10723E+02    0.00000E+00    0.18652E+02    0.16111E-07    0.26083E-05   -0.24127E-06
   568    0.24599E+04    0.10930E+02    0.00000E+00    0.19497E+02    0.16066E-07    0.26458E-05   -0.25654E-06
   569    0.24535E+04    0.11142E+02    0.00000E+00    0.20319E+02    0.16020E-07    0.26841E-05   -0.27176E-06
   570    0.24469E+04    0.11358E+02    0.00000E+00    0.21114E+02    0.15975E-07    0.27232E-05   -0.28693E-06
   571    0.24402E+04    0.11578E+02    0.00000E+00    0.21884E+02    0.15929E-07    0.27631E-05   -0.30204E-06
   572    0.24333E+04    0.11802E+02    0.00000E+00    0.22629E+02    0.15884E-07    0.28037E-05   -0.31709E-06
   573    0.24263E+04    0.12030E+02    0.00000E+00    0.23346E+02    0.15839E-07    0.28451E-05   -0.33208E-06
   574    0.24192E+04    0.12262E+02    0.00000E+00    0.24038E+02    0.15795E-07    0.28872E-05   -0.34701E-06
   575    0.24119E+04    0.12497E+02    0.00000E+00    0.24701E+02    0.15750E-07    0.29301E-05   -0.36187E-06
   576    0.24046E+04    0.12736E+02    0.00000E+00    0.25338E+02    0.15706E-07    0.29736E-05   -0.37667E-06
   577    0.23970E+04    0.12980E+02    0.00000E+00    0.25947E+02    0.15662E-07    0.30179E-05   -0.39140E-06
   578    0.23893E+04    0.13226E+02    0.00000E+00    0.26527E+02    0.15618E-07    0.30629E-05   -0.40605E-06
   579    0.23816E+04    0.13477E+02    0.00000E+00    0.27079E+02    0.15574E-07    0.31086E-05   -0.42063E-06
   580    0.23738E+04    0.13731E+02    0.00000E+00    0.27601E+02    0.15530E-07    0.31549E-05   -0.43514E-06
   581    0.23657E+04    0.13988E+02    0.00000E+00    0.28094E+02    0.15487E-07    0.32019E-05   -0.44957E-06
   582    0.23576E+04    0.14248E+02    0.00000E+00    0.28557E+02    0.15444E-07    0.32496E-05   -0.46391E-06
   583    0.23494E+04    0.14512E+02    0.00000E+00    0.28989E+02    0.15401E-07    0.32978E-05   -0.47817E-06
   584    0.23412E+04    0.14778E+02    0.00000E+00    0.29391E+02    0.15358E-07    0.33467E-05   -0.49235E-06
   585    0.23328E+04    0.15048E+02    0.00000E+00    0.29762E+02    0.15315E-07    0.33963E-05   -0.50644E-06
   586    0.23243E+04    0.15320E+02    0.00000E+00    0.30102E+02    0.15272E-07    0.34464E-05   -0.52044E-06
   587    0.23158E+04    0.15595E+02    0.00000E+00    0.30411E+02    0.15230E-07    0.34971E-05   -0.53435E-06
   588    0.23072E+04    0.15873E+02    0.00000E+00    0.30688E+02    0.15188E-07    0.35484E-05   -0.54816E-06
   589    0.22985E+04    0.16154E+02    0.00000E+00    0.30933E+02    0.15146E-07    0.36003E-05   -0.56188E-06
   590    0.22897E+04    0.16437E+02    0.00000E+00    0.31146E+02    0.15104E-07    0.36527E-05   -0.57550E-06
   591    0.22809E+04    0.16723E+02    0.00000E+00    0.31326E+02    0.15062E-07    0.37057E-05   -0.58902E-06
   592    0.22720E+04    0.17010E+02    0.00000E+00    0.31473E+02    0.15020E-07    0.37592E-05   -0.60243E-06
   593    0.22631E+04    0.17300E+02    0.00000E+00    0.31589E+02    0.14979E-07    0.38132E-05   -0.61574E-06
   594    0.22540E+04    0.17593E+02    0.00000E+00    0.31671E+02    0.14938E-07    0.38677E-05   -0.62894E-06
   595    0.22449E+04    0.17886E+02    0.00000E+00    0.31721E+02    0.14897E-07    0.39227E-05   -0.64203E-06
   596    0.22359E+04    0.18182E+02    0.00000E+00    0.31736E+02    0.14856E-07    0.39783E-05   -0.65501E-06
   597    0.22268E+04    0.18478E+02    0.00000E+00    0.31719E+02    0.14815E-07    0.40343E-05   -0.66787E-06
   598    0.22178E+04    0.18778E+02    0.00000E+00    0.31669E+02    0.14775E-07    0.40907E-05   -0.68062E-06
   599    0.22087E+04    0.19078E+02    0.00000E+00    0.31585E+02    0.14734E-07    0.41476E-05   -0.69324E-06
   600    0.21995E+04    0.19380E+02    0.00000E+00    0.31468E+02    0.14694E-07    0.42050E-05   -0.70575E-06
   601    0.21904E+04    0.19684E+02    0.00000E+00    0.31317E+02    0.14654E-07    0.42627E-05   -0.71813E-06
   602    0.21812E+04    0.19988E+02    0.00000E+00    0.31131E+02    0.14614E-07    0.43209E-05   -0.73039E-06
   603    0.21719E+04    0.20294E+02    0.00000E+00    0.30914E+02    0.14574E-07    0.43795E-05   -0.74253E-06
   604    0.21628E+04    0.20600E+02    0.00000E+00    0.30663E+02    0.14534E-07    0.44385E-05   -0.75453E-06
   605    0.21536E+04    0.20907E+02    0.00000E+00    0.30378E+02    0.14495E-07    0.44979E-05   -0.76642E-06
   606    0.21445E+04    0.21214E+02    0.00000E+00    0.30059E+02    0.14456E-07    0.45576E-05   -0.77817E-06
   607    0.21351E+04    0.21523E+02    0.00000E+00    0.29707E+02    0.14416E-07    0.46177E-05   -0.78980E-06
   608    0.21260E+04    0.21832E+02    0.00000E+00    0.29322E+02    0.14377E-07    0.46781E-05   -0.80130E-06
   609    0.21169E+04    0.22140E+02    0.00000E+00    0.28903E+02    0.14339E-07    0.47389E-05   -0.81267E-06
   610    0.21078E+04    0.22449E+02    0.00000E+00    0.28450E+02    0.14300E-07    0.48000E-05   -0.82391E-06
   611    0.20988E+04    0.22758E+02    0.00000E+00    0.27964E+02    0.14261E-07    0.48613E-05   -0.83503E-06
   612    0.20898E+04    0.23068E+02    0.00000E+00    0.27447E+02    0.14223E-07    0.49230E-05   -0.84601E-06
   613    0.20807E+04    0.23376E+02    0.00000E+00    0.26895E+02    0.14185E-07    0.49849E-05   -0.85686E-06
   614    0.20718E+04    0.23684E+02    0.00000E+00    0.26311E+02    0.14147E-07    0.50471E-05   -0.86757E-06
   615    0.20629E+04    0.23992E+02    0.00000E+00    0.25694E+02    0.14109E-07    0.51096E-05   -0.87816E-06
   616    0.20540E+04    0.24300E+02    0.00000E+00    0.25045E+02    0.14071E-07    0.51723E-05   -0.88861E-06
   617    0.20453E+04    0.24607E+02    0.00000E+00    0.24364E+02    0.14033E-07    0.52352E-05   -0.89893E-06
   618    0.20366E+04    0.24914E+02    0.00000E+00    0.23650E+02    0.13996E-07    0.52984E-05   -0.90912E-06
   619    0.20279E+04    0.25220E+02    0.00000E+00    0.22907E+02    0.13958E-07    0.53617E-05   -0.91916E-06
   620    0.20194E+04    0.25524E+02    0.00000E+00    0.22131E+02    0.13921E-07    0.54253E-05   -0.92908E-06
   621    0.20109E+04    0.25828E+02    0.00000E+00    0.21324E+02    0.13884E-07    0.54890E-05   -0.93886E-06
   622    0.20025E+04    0.26130E+02    0.00000E+00    0.20485E+02    0.13847E-07    0.55529E-05   -0.94850E-06
   623    0.19942E+04    0.26430E+02    0.00000E+00    0.19618E+02    0.13810E-07    0.56169E-05   -0.95800E-06
   624    0.19859E+04    0.26729E+02    0.00000E+00    0.18719E+02    0.13774E-07    0.56811E-05   -0.96736E-06
   625    0.19778E+04    0.27026E+02    0.00000E+00    0.17790E+02    0.13737E-07    0.57454E-05   -0.97659E-06
   626    0.19697E+04    0.27322E+02    0.00000E+00    0.16832E+02    0.13701E-07    0.58098E-05   -0.98567E-06
   627    0.19618E+04    0.27616E+02    0.00000E+00    0.15845E+02    0.13665E-07    0.58744E-05   -0.99462E-06
   628    0.19540E+04    0.27907E+02    0.00000E+00    0.14828E+02    0.13628E-07    0.59390E-05   -0.10034E-05
   629    0.19463E+04    0.28197E+02    0.00000E+00    0.13783E+02    0.13593E-07    0.60037E-05   -0.10121E-05
   630    0.19386E+04    0.28484E+02    0.00000E+00    0.12709E+02    0.13557E-07    0.60684E-05   -0.10206E-05
   631    0.19311E+04    0.28769E+02    0.00000E+00    0.11608E+02    0.13521E-07    0.61332E-05   -0.10290E-05
   632    0.19238E+04    0.29051E+02    0.00000E+00    0.10479E+02    0.13486E-07    0.61981E-05   -0.10372E-05
   633    0.19165E+04    0.29331E+02    0.00000E+00    0.93239E+01    0.13450E-07    0.62630E-05   -0.10453E-05
   634    0.19094E+04    0.29607E+02    0.00000E+00    0.81424E+01    0.13415E-07    0.63278E-05   -0.10533E-05
   635    0.19024E+04    0.29882E+02    0.00000E+00    0.69350E+01    0.13380E-07    0.63927E-05   -0.10611E-05
   636    0.18955E+04    0.30154E+02    0.00000E+00    0.57023E+01    0.13345E-07    0.64576E-05   -0.10687E-05
   637    0.18888E+04    0.30422E+02    0.00000E+00    0.44438E+01    0.13310E-07    0.65225E-05   -0.10762E-05
   638    0.18822E+04    0.30687E+02    0.00000E+00    0.31616E+01    0.13275E-07    0.65873E-05   -0.10836E-05
   639    0.18758E+04    0.30949E+02    0.00000E+00    0.18547E+01    0.13241E-07    0.66521E-05   -0.10908E-05
   640    0.18695E+04    0.31208E+02    0.00000E+00    0.52481E+00    0.13206E-07    0.67168E-05   -0.10979E-05
   641    0.18633E+04    0.31464E+02    0.00000E+00   -0.82825E+00    0.13172E-07    0.67815E-05   -0.11048E-05
   642    0.18573E+04    0.31715E+02    0.00000E+00   -0.22036E+01    0.13138E-07    0.68460E-05   -0.11115E-05
   643    0.18514E+04    0.31964E+02    0.00000E+00   -0.36009E+01    0.13104E-07    0.69105E-05   -0.11182E-05
   644    0.18458E+04    0.32207E+02    0.00000E+00   -0.50194E+01    0.13070E-07    0.69748E-05   -0.11246E-05
   645    0.18403E+04    0.32447E+02    0.00000E+00   -0.64588E+01    0.13036E-07    0.70391E-05   -0.11309E-05
   646    0.18349E+04    0.32683E+02    0.00000E+00   -0.79184E+01    0.13002E-07    0.71032E-05   -0.11371E-05
   647    0.18298E+04    0.32915E+02    0.00000E+00   -0.93982E+01    0.12969E-07    0.71671E-05   -0.11431E-05
   648    0.18247E+04    0.33143E+02    0.00000E+00   -0.10896E+02    0.12935E-07    0.72309E-05   -0.11489E-05
   649    0.18199E+04    0.33366E+02    0.00000E+00   -0.12413E+02    0.12902E-07    0.72945E-05   -0.11546E-05
   650    0.18152E+04    0.33585E+02    0.00000E+00   -0.13947E+02    0.12869E-07    0.73579E-05   -0.11602E-05
   651    0.18107E+04    0.33801E+02    0.00000E+00   -0.15499E+02    0.12836E-07    0.74212E-05   -0.11656E-05
   652    0.18063E+04    0.34011E+02    0.00000E+00   -0.17068E+02    0.12803E-07    0.74842E-05   -0.11708E-05
   653    0.18023E+04    0.34216E+02    0.00000E+00   -0.18651E+02    0.12770E-07    0.75470E-05   -0.11759E-05
   654    0.17983E+04    0.34417E+02    0.00000E+00   -0.20250E+02    0.12738E-07    0.76096E-05   -0.11808E-05
   655    0.17944E+04    0.34613E+02    0.00000E+00   -0.21863E+02    0.12705E-07    0.76720E-05   -0.11856E-05
   656    0.17909E+04    0.34805E+02    0.00000E+00   -0.23490E+02    0.12673E-07    0.77341E-05   -0.11902E-05
   657    0.17875E+04    0.34991E+02    0.00000E+00   -0.25129E+02    0.12640E-07    0.77959E-05   -0.11947E-05
   658    0.17842E+04    0.35173E+02    0.00000E+00   -0.26782E+02    0.12608E-07    0.78576E-05   -0.11990E-05
   659    0.17812E+04    0.35349E+02    0.00000E+00   -0.28446E+02    0.12576E-07    0.79189E-05   -0.12031E-05
   660    0.17784E+04    0.35520E+02    0.00000E+00   -0.30120E+02    0.12544E-07    0.79800E-05   -0.12071E-05
   661    0.17758E+04    0.35685E+02    0.00000E+00   -0.31804E+02    0.12512E-07    0.80408E-05   -0.12110E-05
   662    0.17733E+04    0.35846E+02    0.00000E+00   -0.33499E+02    0.12481E-07    0.81013E-05   -0.12147E-05
   663    0.17710E+04    0.36002E+02    0.00000E+00   -0.35202E+02    0.12449E-07    0.81616E-05   -0.12182E-05
   664    0.17690E+04    0.36152E+02    0.00000E+00   -0.36913E+02    0.12418E-07    0.82215E-05   -0.12216E-05
   665    0.17671E+04    0.36296E+02    0.00000E+00   -0.38632E+02    0.12386E-07    0.82811E-05   -0.12249E-05
   666    0.17654E+04    0.36434E+02    0.00000E+00   -0.40357E+02    0.12355E-07    0.83404E-05   -0.12280E-05
   667    0.17639E+04    0.36567E+02    0.00000E+00   -0.42088E+02    0.12324E-07    0.83993E-05   -0.12309E-05
   668    0.17625E+04    0.36695E+02    0.00000E+00   -0.43824E+02    0.12293E-07    0.84580E-05   -0.12337E-05
   669    0.17615E+04    0.36817E+02    0.00000E+00   -0.45565E+02    0.12262E-07    0.85163E-05   -0.12364E-05
   670    0.17605E+04    0.36933E+02    0.00000E+00   -0.47308E+02    0.12231E-07    0.85742E-05   -0.12389E-05
   671    0.17599E+04    0.37044E+02    0.00000E+00   -0.49055E+02    0.12201E-07    0.86318E-05   -0.12412E-05
   672    0.17593E+04    0.37148E+02    0.00000E+00   -0.50805E+02    0.12170E-07    0.86890E-05   -0.12434E-05
   673    0.17590E+04    0.37248E+02    0.00000E+00   -0.52555E+02    0.12140E-07    0.87458E-05   -0.12455E-05
   674    0.17589E+04    0.37341E+02    0.00000E+00   -0.54306E+02    0.12109E-07    0.88023E-05   -0.12474E-05
   675    0.17590E+04    0.37428E+02    0.00000E+00   -0.56057E+02    0.12079E-07    0.88583E-05   -0.12491E-05
   676    0.17592E+04    0.37509E+02    0.00000E+00   -0.57806E+02    0.12049E-07    0.89140E-05   -0.12508E-05
   677    0.17597E+04    0.37584E+02    0.00000E+00   -0.59554E+02    0.12019E-07    0.89692E-05   -0.12522E-05
   678    0.17604E+04    0.37652E+02    0.00000E+00   -0.61300E+02    0.11989E-07    0.90240E-05   -0.12535E-05
