#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   455    0.19553E+04   -0.72027E+02    0.16900E-07   -0.72027E+02    0.15190E+02    0.36788E-08    0.16900E-07    0.36788E-08    0.10916E-12
   456    0.19659E+04   -0.72474E+02    0.16437E-07   -0.72474E+02    0.15015E+02    0.36561E-08    0.16437E-07    0.36561E-08    0.10833E-12
   457    0.19764E+04   -0.72895E+02    0.15986E-07   -0.72895E+02    0.14840E+02    0.36318E-08    0.15986E-07    0.36318E-08    0.10751E-12
   458    0.19870E+04   -0.73270E+02    0.15547E-07   -0.73270E+02    0.14664E+02    0.36060E-08    0.15547E-07    0.36060E-08    0.10669E-12
   459    0.19977E+04   -0.73616E+02    0.15120E-07   -0.73616E+02    0.14489E+02    0.35787E-08    0.15120E-07    0.35787E-08    0.10589E-12
   460    0.20085E+04   -0.73927E+02    0.14704E-07   -0.73927E+02    0.14311E+02    0.35500E-08    0.14704E-07    0.35500E-08    0.10509E-12
   461    0.20193E+04   -0.74202E+02    0.14299E-07   -0.74202E+02    0.14134E+02    0.35199E-08    0.14299E-07    0.35199E-08    0.10430E-12
   462    0.20302E+04   -0.74437E+02    0.13905E-07   -0.74437E+02    0.13956E+02    0.34884E-08    0.13905E-07    0.34884E-08    0.10351E-12
   463    0.20411E+04   -0.74649E+02    0.13522E-07   -0.74649E+02    0.13779E+02    0.34557E-08    0.13522E-07    0.34557E-08    0.10274E-12
   464    0.20519E+04   -0.74810E+02    0.13150E-07   -0.74810E+02    0.13601E+02    0.34217E-08    0.13150E-07    0.34217E-08    0.10197E-12
   465    0.20628E+04   -0.74948E+02    0.12788E-07   -0.74948E+02    0.13424E+02    0.33865E-08    0.12788E-07    0.33865E-08    0.10120E-12
   466    0.20738E+04   -0.75042E+02    0.12436E-07   -0.75042E+02    0.13246E+02    0.33502E-08    0.12436E-07    0.33502E-08    0.10045E-12
   467    0.20848E+04   -0.75106E+02    0.12095E-07   -0.75106E+02    0.13069E+02    0.33128E-08    0.12095E-07    0.33128E-08    0.99698E-13
   468    0.20958E+04   -0.75134E+02    0.11763E-07   -0.75134E+02    0.12892E+02    0.32743E-08    0.11763E-07    0.32743E-08    0.98956E-13
   469    0.21067E+04   -0.75131E+02    0.11441E-07   -0.75131E+02    0.12714E+02    0.32348E-08    0.11441E-07    0.32348E-08    0.98221E-13
   470    0.21177E+04   -0.75091E+02    0.11129E-07   -0.75091E+02    0.12538E+02    0.31944E-08    0.11129E-07    0.31944E-08    0.97492E-13
   471    0.21286E+04   -0.75015E+02    0.10826E-07   -0.75015E+02    0.12364E+02    0.31531E-08    0.10826E-07    0.31531E-08    0.96770E-13
   472    0.21395E+04   -0.74908E+02    0.10532E-07   -0.74908E+02    0.12189E+02    0.31110E-08    0.10532E-07    0.31110E-08    0.96055E-13
   473    0.21504E+04   -0.74765E+02    0.10248E-07   -0.74765E+02    0.12015E+02    0.30681E-08    0.10248E-07    0.30681E-08    0.95346E-13
   474    0.21613E+04   -0.74591E+02    0.99717E-08   -0.74591E+02    0.11843E+02    0.30244E-08    0.99717E-08    0.30244E-08    0.94644E-13
   475    0.21722E+04   -0.74381E+02    0.97044E-08   -0.74381E+02    0.11670E+02    0.29800E-08    0.97044E-08    0.29800E-08    0.93948E-13
   476    0.21830E+04   -0.74135E+02    0.94456E-08   -0.74135E+02    0.11500E+02    0.29350E-08    0.94456E-08    0.29350E-08    0.93259E-13
   477    0.21937E+04   -0.73865E+02    0.91951E-08   -0.73865E+02    0.11330E+02    0.28894E-08    0.91951E-08    0.28894E-08    0.92575E-13
   478    0.22043E+04   -0.73550E+02    0.89526E-08   -0.73550E+02    0.11161E+02    0.28432E-08    0.89526E-08    0.28432E-08    0.91898E-13
   479    0.22150E+04   -0.73216E+02    0.87181E-08   -0.73216E+02    0.10995E+02    0.27965E-08    0.87181E-08    0.27965E-08    0.91227E-13
   480    0.22255E+04   -0.72844E+02    0.84913E-08   -0.72844E+02    0.10829E+02    0.27494E-08    0.84913E-08    0.27494E-08    0.90563E-13
   481    0.22360E+04   -0.72436E+02    0.82720E-08   -0.72436E+02    0.10666E+02    0.27019E-08    0.82720E-08    0.27019E-08    0.89904E-13
   482    0.22464E+04   -0.71999E+02    0.80601E-08   -0.71999E+02    0.10504E+02    0.26540E-08    0.80601E-08    0.26540E-08    0.89251E-13
   483    0.22567E+04   -0.71536E+02    0.78553E-08   -0.71536E+02    0.10344E+02    0.26058E-08    0.78553E-08    0.26058E-08    0.88604E-13
   484    0.22668E+04   -0.71040E+02    0.76576E-08   -0.71040E+02    0.10186E+02    0.25574E-08    0.76576E-08    0.25574E-08    0.87963E-13
   485    0.22770E+04   -0.70512E+02    0.74667E-08   -0.70512E+02    0.10030E+02    0.25087E-08    0.74667E-08    0.25087E-08    0.87327E-13
   486    0.22870E+04   -0.69956E+02    0.72824E-08   -0.69956E+02    0.98759E+01    0.24599E-08    0.72824E-08    0.24599E-08    0.86698E-13
   487    0.22969E+04   -0.69370E+02    0.71045E-08   -0.69370E+02    0.97246E+01    0.24111E-08    0.71045E-08    0.24111E-08    0.86074E-13
   488    0.23066E+04   -0.68754E+02    0.69329E-08   -0.68754E+02    0.95746E+01    0.23621E-08    0.69329E-08    0.23621E-08    0.85455E-13
   489    0.23163E+04   -0.68110E+02    0.67674E-08   -0.68110E+02    0.94277E+01    0.23131E-08    0.67674E-08    0.23131E-08    0.84842E-13
   490    0.23259E+04   -0.67437E+02    0.66078E-08   -0.67437E+02    0.92836E+01    0.22642E-08    0.66078E-08    0.22642E-08    0.84234E-13
   491    0.23352E+04   -0.66738E+02    0.64539E-08   -0.66738E+02    0.91417E+01    0.22154E-08    0.64539E-08    0.22154E-08    0.83632E-13
   492    0.23445E+04   -0.66012E+02    0.63056E-08   -0.66012E+02    0.90028E+01    0.21667E-08    0.63056E-08    0.21667E-08    0.83035E-13
   493    0.23536E+04   -0.65258E+02    0.61626E-08   -0.65258E+02    0.88653E+01    0.21182E-08    0.61626E-08    0.21182E-08    0.82443E-13
   494    0.23626E+04   -0.64479E+02    0.60248E-08   -0.64479E+02    0.87322E+01    0.20700E-08    0.60248E-08    0.20700E-08    0.81857E-13
   495    0.23714E+04   -0.63673E+02    0.58919E-08   -0.63673E+02    0.86014E+01    0.20220E-08    0.58919E-08    0.20220E-08    0.81275E-13
   496    0.23800E+04   -0.62843E+02    0.57639E-08   -0.62843E+02    0.84741E+01    0.19744E-08    0.57639E-08    0.19744E-08    0.80699E-13
   497    0.23885E+04   -0.61988E+02    0.56405E-08   -0.61988E+02    0.83499E+01    0.19272E-08    0.56405E-08    0.19272E-08    0.80127E-13
   498    0.23969E+04   -0.61110E+02    0.55215E-08   -0.61110E+02    0.82278E+01    0.18804E-08    0.55215E-08    0.18804E-08    0.79561E-13
   499    0.24051E+04   -0.60206E+02    0.54068E-08   -0.60206E+02    0.81101E+01    0.18341E-08    0.54068E-08    0.18341E-08    0.78999E-13
   500    0.24132E+04   -0.59282E+02    0.52961E-08   -0.59282E+02    0.79946E+01    0.17883E-08    0.52961E-08    0.17883E-08    0.78442E-13
   501    0.24209E+04   -0.58335E+02    0.51894E-08   -0.58335E+02    0.78835E+01    0.17431E-08    0.51894E-08    0.17431E-08    0.77889E-13
   502    0.24287E+04   -0.57365E+02    0.50865E-08   -0.57365E+02    0.77761E+01    0.16985E-08    0.50865E-08    0.16985E-08    0.77342E-13
   503    0.24362E+04   -0.56375E+02    0.49874E-08   -0.56375E+02    0.76717E+01    0.16544E-08    0.49874E-08    0.16544E-08    0.76799E-13
   504    0.24434E+04   -0.55364E+02    0.48921E-08   -0.55364E+02    0.75709E+01    0.16109E-08    0.48921E-08    0.16109E-08    0.76260E-13
   505    0.24506E+04   -0.54334E+02    0.48005E-08   -0.54334E+02    0.74745E+01    0.15680E-08    0.48005E-08    0.15680E-08    0.75727E-13
   506    0.24575E+04   -0.53284E+02    0.47126E-08   -0.53284E+02    0.73819E+01    0.15256E-08    0.47126E-08    0.15256E-08    0.75197E-13
   507    0.24643E+04   -0.52216E+02    0.46283E-08   -0.52216E+02    0.72929E+01    0.14837E-08    0.46283E-08    0.14837E-08    0.74672E-13
   508    0.24708E+04   -0.51129E+02    0.45476E-08   -0.51129E+02    0.72084E+01    0.14423E-08    0.45476E-08    0.14423E-08    0.74152E-13
   509    0.24771E+04   -0.50027E+02    0.44704E-08   -0.50027E+02    0.71276E+01    0.14015E-08    0.44704E-08    0.14015E-08    0.73636E-13
   510    0.24832E+04   -0.48907E+02    0.43967E-08   -0.48907E+02    0.70510E+01    0.13611E-08    0.43967E-08    0.13611E-08    0.73124E-13
   511    0.24892E+04   -0.47771E+02    0.43265E-08   -0.47771E+02    0.69784E+01    0.13212E-08    0.43265E-08    0.13212E-08    0.72617E-13
   512    0.24949E+04   -0.46620E+02    0.42597E-08   -0.46620E+02    0.69102E+01    0.12818E-08    0.42597E-08    0.12818E-08    0.72114E-13
   513    0.25004E+04   -0.45456E+02    0.41963E-08   -0.45456E+02    0.68462E+01    0.12429E-08    0.41963E-08    0.12429E-08    0.71615E-13
   514    0.25057E+04   -0.44277E+02    0.41362E-08   -0.44277E+02    0.67868E+01    0.12045E-08    0.41362E-08    0.12045E-08    0.71121E-13
   515    0.25108E+04   -0.43086E+02    0.40794E-08   -0.43086E+02    0.67317E+01    0.11664E-08    0.40794E-08    0.11664E-08    0.70630E-13
   516    0.25157E+04   -0.41881E+02    0.40258E-08   -0.41881E+02    0.66812E+01    0.11289E-08    0.40258E-08    0.11289E-08    0.70144E-13
   517    0.25202E+04   -0.40666E+02    0.39754E-08   -0.40666E+02    0.66353E+01    0.10917E-08    0.39754E-08    0.10917E-08    0.69662E-13
   518    0.25247E+04   -0.39440E+02    0.39282E-08   -0.39440E+02    0.65939E+01    0.10550E-08    0.39282E-08    0.10550E-08    0.69184E-13
   519    0.25289E+04   -0.38202E+02    0.38841E-08   -0.38202E+02    0.65572E+01    0.10187E-08    0.38841E-08    0.10187E-08    0.68710E-13
   520    0.25329E+04   -0.36956E+02    0.38430E-08   -0.36956E+02    0.65252E+01    0.98279E-09    0.38430E-08    0.98279E-09    0.68240E-13
   521    0.25366E+04   -0.35702E+02    0.38050E-08   -0.35702E+02    0.64979E+01    0.94727E-09    0.38050E-08    0.94727E-09    0.67775E-13
   522    0.25401E+04   -0.34439E+02    0.37700E-08   -0.34439E+02    0.64756E+01    0.91213E-09    0.37700E-08    0.91213E-09    0.67313E-13
   523    0.25434E+04   -0.33169E+02    0.37379E-08   -0.33169E+02    0.64580E+01    0.87736E-09    0.37379E-08    0.87736E-09    0.66854E-13
   524    0.25465E+04   -0.31893E+02    0.37087E-08   -0.31893E+02    0.64453E+01    0.84296E-09    0.37087E-08    0.84296E-09    0.66400E-13
   525    0.25492E+04   -0.30610E+02    0.36823E-08   -0.30610E+02    0.64376E+01    0.80891E-09    0.36823E-08    0.80891E-09    0.65950E-13
   526    0.25517E+04   -0.29322E+02    0.36587E-08   -0.29322E+02    0.64348E+01    0.77520E-09    0.36587E-08    0.77520E-09    0.65503E-13
   527    0.25542E+04   -0.28031E+02    0.36379E-08   -0.28031E+02    0.64369E+01    0.74182E-09    0.36379E-08    0.74182E-09    0.65060E-13
   528    0.25564E+04   -0.26736E+02    0.36199E-08   -0.26736E+02    0.64440E+01    0.70877E-09    0.36199E-08    0.70877E-09    0.64621E-13
   529    0.25583E+04   -0.25438E+02    0.36045E-08   -0.25438E+02    0.64564E+01    0.67603E-09    0.36045E-08    0.67603E-09    0.64186E-13
   530    0.25599E+04   -0.24140E+02    0.35917E-08   -0.24140E+02    0.64738E+01    0.64359E-09    0.35917E-08    0.64359E-09    0.63754E-13
   531    0.25615E+04   -0.22838E+02    0.35815E-08   -0.22838E+02    0.64961E+01    0.61145E-09    0.35815E-08    0.61145E-09    0.63326E-13
   532    0.25626E+04   -0.21536E+02    0.35739E-08   -0.21536E+02    0.65238E+01    0.57960E-09    0.35739E-08    0.57960E-09    0.62901E-13
   533    0.25636E+04   -0.20236E+02    0.35688E-08   -0.20236E+02    0.65565E+01    0.54801E-09    0.35688E-08    0.54801E-09    0.62480E-13
   534    0.25643E+04   -0.18936E+02    0.35661E-08   -0.18936E+02    0.65944E+01    0.51669E-09    0.35661E-08    0.51669E-09    0.62063E-13
   535    0.25648E+04   -0.17638E+02    0.35659E-08   -0.17638E+02    0.66376E+01    0.48563E-09    0.35659E-08    0.48563E-09    0.61649E-13
   536    0.25650E+04   -0.16342E+02    0.35680E-08   -0.16342E+02    0.66859E+01    0.45481E-09    0.35680E-08    0.45481E-09    0.61238E-13
   537    0.25652E+04   -0.15050E+02    0.35724E-08   -0.15050E+02    0.67394E+01    0.42423E-09    0.35724E-08    0.42423E-09    0.60831E-13
   538    0.25649E+04   -0.13761E+02    0.35792E-08   -0.13761E+02    0.67982E+01    0.39387E-09    0.35792E-08    0.39387E-09    0.60427E-13
   539    0.25645E+04   -0.12478E+02    0.35882E-08   -0.12478E+02    0.68620E+01    0.36373E-09    0.35882E-08    0.36373E-09    0.60026E-13
   540    0.25639E+04   -0.11200E+02    0.35993E-08   -0.11200E+02    0.69314E+01    0.33380E-09    0.35993E-08    0.33380E-09    0.59629E-13
   541    0.25630E+04   -0.99281E+01    0.36127E-08   -0.99281E+01    0.70058E+01    0.30406E-09    0.36127E-08    0.30406E-09    0.59235E-13
   542    0.25619E+04   -0.86639E+01    0.36281E-08   -0.86639E+01    0.70855E+01    0.27451E-09    0.36281E-08    0.27451E-09    0.58844E-13
   543    0.25605E+04   -0.74070E+01    0.36456E-08   -0.74070E+01    0.71705E+01    0.24514E-09    0.36456E-08    0.24514E-09    0.58457E-13
   544    0.25590E+04   -0.61586E+01    0.36652E-08   -0.61586E+01    0.72607E+01    0.21593E-09    0.36652E-08    0.21593E-09    0.58072E-13
   545    0.25572E+04   -0.49191E+01    0.36867E-08   -0.49191E+01    0.73561E+01    0.18688E-09    0.36867E-08    0.18688E-09    0.57691E-13
   546    0.25552E+04   -0.36896E+01    0.37102E-08   -0.36896E+01    0.74564E+01    0.15798E-09    0.37102E-08    0.15798E-09    0.57313E-13
   547    0.25529E+04   -0.24704E+01    0.37355E-08   -0.24704E+01    0.75620E+01    0.12922E-09    0.37355E-08    0.12922E-09    0.56937E-13
   548    0.25505E+04   -0.12625E+01    0.37628E-08   -0.12625E+01    0.76728E+01    0.10059E-09    0.37628E-08    0.10059E-09    0.56565E-13
   549    0.25479E+04   -0.66720E-01    0.37918E-08   -0.66720E-01    0.77887E+01    0.72075E-10    0.37918E-08    0.72075E-10    0.56196E-13
   550    0.25450E+04    0.11165E+01    0.38226E-08    0.11165E+01    0.79099E+01    0.43670E-10    0.38226E-08    0.43670E-10    0.55829E-13
   551    0.25420E+04    0.22864E+01    0.38551E-08    0.22864E+01    0.80363E+01    0.15366E-10    0.38551E-08    0.15366E-10    0.55466E-13
   552    0.25387E+04    0.34421E+01    0.38893E-08    0.34421E+01    0.81678E+01   -0.12835E-10    0.38893E-08   -0.12835E-10    0.55105E-13
   553    0.25353E+04    0.45832E+01    0.39252E-08    0.45832E+01    0.83031E+01   -0.40930E-10    0.39252E-08   -0.40930E-10    0.54747E-13
   554    0.25316E+04    0.57089E+01    0.39627E-08    0.57089E+01    0.84451E+01   -0.68914E-10    0.39627E-08   -0.68914E-10    0.54392E-13
   555    0.25277E+04    0.68185E+01    0.40018E-08    0.68185E+01    0.85916E+01   -0.96785E-10    0.40018E-08   -0.96785E-10    0.54040E-13
   556    0.25235E+04    0.79117E+01    0.40426E-08    0.79117E+01    0.87432E+01   -0.12454E-09    0.40426E-08   -0.12454E-09    0.53691E-13
   557    0.25193E+04    0.89867E+01    0.40849E-08    0.89867E+01    0.88993E+01   -0.15217E-09    0.40849E-08   -0.15217E-09    0.53344E-13
   558    0.25148E+04    0.10044E+02    0.41287E-08    0.10044E+02    0.90614E+01   -0.17968E-09    0.41287E-08   -0.17968E-09    0.53000E-13
   559    0.25100E+04    0.11083E+02    0.41740E-08    0.11083E+02    0.92272E+01   -0.20706E-09    0.41740E-08   -0.20706E-09    0.52659E-13
   560    0.25052E+04    0.12103E+02    0.42208E-08    0.12103E+02    0.93974E+01   -0.23431E-09    0.42208E-08   -0.23431E-09    0.52320E-13
   561    0.25000E+04    0.13102E+02    0.42691E-08    0.13102E+02    0.95729E+01   -0.26142E-09    0.42691E-08   -0.26142E-09    0.51985E-13
   562    0.24949E+04    0.14081E+02    0.43188E-08    0.14081E+02    0.97536E+01   -0.28840E-09    0.43188E-08   -0.28840E-09    0.51651E-13
   563    0.24895E+04    0.15041E+02    0.43699E-08    0.15041E+02    0.99380E+01   -0.31523E-09    0.43699E-08   -0.31523E-09    0.51321E-13
   564    0.24839E+04    0.15977E+02    0.44224E-08    0.15977E+02    0.10128E+02   -0.34192E-09    0.44224E-08   -0.34192E-09    0.50993E-13
   565    0.24781E+04    0.16892E+02    0.44762E-08    0.16892E+02    0.10322E+02   -0.36845E-09    0.44762E-08   -0.36845E-09    0.50668E-13
   566    0.24722E+04    0.17784E+02    0.45314E-08    0.17784E+02    0.10520E+02   -0.39484E-09    0.45314E-08   -0.39484E-09    0.50345E-13
   567    0.24661E+04    0.18652E+02    0.45878E-08    0.18652E+02    0.10723E+02   -0.42107E-09    0.45878E-08   -0.42107E-09    0.50025E-13
   568    0.24599E+04    0.19497E+02    0.46455E-08    0.19497E+02    0.10930E+02   -0.44713E-09    0.46455E-08   -0.44713E-09    0.49707E-13
   569    0.24535E+04    0.20319E+02    0.47045E-08    0.20319E+02    0.11142E+02   -0.47304E-09    0.47045E-08   -0.47304E-09    0.49392E-13
   570    0.24469E+04    0.21114E+02    0.47646E-08    0.21114E+02    0.11358E+02   -0.49877E-09    0.47646E-08   -0.49877E-09    0.49079E-13
   571    0.24402E+04    0.21884E+02    0.48260E-08    0.21884E+02    0.11578E+02   -0.52434E-09    0.48260E-08   -0.52434E-09    0.48769E-13
   572    0.24333E+04    0.22629E+02    0.48885E-08    0.22629E+02    0.11802E+02   -0.54973E-09    0.48885E-08   -0.54973E-09    0.48461E-13
   573    0.24263E+04    0.23346E+02    0.49522E-08    0.23346E+02    0.12030E+02   -0.57494E-09    0.49522E-08   -0.57494E-09    0.48156E-13
   574    0.24192E+04    0.24038E+02    0.50169E-08    0.24038E+02    0.12262E+02   -0.59997E-09    0.50169E-08   -0.59997E-09    0.47853E-13
   575    0.24119E+04    0.24701E+02    0.50828E-08    0.24701E+02    0.12497E+02   -0.62482E-09    0.50828E-08   -0.62482E-09    0.47552E-13
   576    0.24046E+04    0.25338E+02    0.51497E-08    0.25338E+02    0.12736E+02   -0.64948E-09    0.51497E-08   -0.64948E-09    0.47254E-13
   577    0.23970E+04    0.25947E+02    0.52176E-08    0.25947E+02    0.12980E+02   -0.67394E-09    0.52176E-08   -0.67394E-09    0.46958E-13
   578    0.23893E+04    0.26527E+02    0.52865E-08    0.26527E+02    0.13226E+02   -0.69821E-09    0.52865E-08   -0.69821E-09    0.46664E-13
   579    0.23816E+04    0.27079E+02    0.53565E-08    0.27079E+02    0.13477E+02   -0.72228E-09    0.53565E-08   -0.72228E-09    0.46373E-13
   580    0.23738E+04    0.27601E+02    0.54273E-08    0.27601E+02    0.13731E+02   -0.74614E-09    0.54273E-08   -0.74614E-09    0.46084E-13
   581    0.23657E+04    0.28094E+02    0.54991E-08    0.28094E+02    0.13988E+02   -0.76980E-09    0.54991E-08   -0.76980E-09    0.45797E-13
   582    0.23576E+04    0.28557E+02    0.55718E-08    0.28557E+02    0.14248E+02   -0.79325E-09    0.55718E-08   -0.79325E-09    0.45513E-13
   583    0.23494E+04    0.28989E+02    0.56453E-08    0.28989E+02    0.14512E+02   -0.81649E-09    0.56453E-08   -0.81649E-09    0.45230E-13
   584    0.23412E+04    0.29391E+02    0.57197E-08    0.29391E+02    0.14778E+02   -0.83950E-09    0.57197E-08   -0.83950E-09    0.44950E-13
   585    0.23328E+04    0.29762E+02    0.57949E-08    0.29762E+02    0.15048E+02   -0.86230E-09    0.57949E-08   -0.86230E-09    0.44672E-13
   586    0.23243E+04    0.30102E+02    0.58709E-08    0.30102E+02    0.15320E+02   -0.88487E-09    0.58709E-08   -0.88487E-09    0.44396E-13
   587    0.23158E+04    0.30411E+02    0.59476E-08    0.30411E+02    0.15595E+02   -0.90721E-09    0.59476E-08   -0.90721E-09    0.44123E-13
   588    0.23072E+04    0.30688E+02    0.60251E-08    0.30688E+02    0.15873E+02   -0.92932E-09    0.60251E-08   -0.92932E-09    0.43851E-13
   589    0.22985E+04    0.30933E+02    0.61033E-08    0.30933E+02    0.16154E+02   -0.95120E-09    0.61033E-08   -0.95120E-09    0.43582E-13
   590    0.22897E+04    0.31146E+02    0.61821E-08    0.31146E+02    0.16437E+02   -0.97284E-09    0.61821E-08   -0.97284E-09    0.43314E-13
   591    0.22809E+04    0.31326E+02    0.62617E-08    0.31326E+02    0.16723E+02   -0.99423E-09    0.62617E-08   -0.99423E-09    0.43049E-13
   592    0.22720E+04    0.31473E+02    0.63418E-08    0.31473E+02    0.17010E+02   -0.10154E-08    0.63418E-08   -0.10154E-08    0.42785E-13
   593    0.22631E+04    0.31589E+02    0.64226E-08    0.31589E+02    0.17300E+02   -0.10363E-08    0.64226E-08   -0.10363E-08    0.42524E-13
   594    0.22540E+04    0.31671E+02    0.65039E-08    0.31671E+02    0.17593E+02   -0.10569E-08    0.65039E-08   -0.10569E-08    0.42265E-13
   595    0.22449E+04    0.31721E+02    0.65858E-08    0.31721E+02    0.17886E+02   -0.10773E-08    0.65858E-08   -0.10773E-08    0.42007E-13
   596    0.22359E+04    0.31736E+02    0.66682E-08    0.31736E+02    0.18182E+02   -0.10974E-08    0.66682E-08   -0.10974E-08    0.41752E-13
   597    0.22268E+04    0.31719E+02    0.67511E-08    0.31719E+02    0.18478E+02   -0.11173E-08    0.67511E-08   -0.11173E-08    0.41498E-13
   598    0.22178E+04    0.31669E+02    0.68344E-08    0.31669E+02    0.18778E+02   -0.11369E-08    0.68344E-08   -0.11369E-08    0.41246E-13
   599    0.22087E+04    0.31585E+02    0.69182E-08    0.31585E+02    0.19078E+02   -0.11562E-08    0.69182E-08   -0.11562E-08    0.40996E-13
   600    0.21995E+04    0.31468E+02    0.70024E-08    0.31468E+02    0.19380E+02   -0.11753E-08    0.70024E-08   -0.11753E-08    0.40748E-13
   601    0.21904E+04    0.31317E+02    0.70870E-08    0.31317E+02    0.19684E+02   -0.11940E-08    0.70870E-08   -0.11940E-08    0.40502E-13
   602    0.21812E+04    0.31131E+02    0.71720E-08    0.31131E+02    0.19988E+02   -0.12125E-08    0.71720E-08   -0.12125E-08    0.40258E-13
   603    0.21719E+04    0.30914E+02    0.72573E-08    0.30914E+02    0.20294E+02   -0.12308E-08    0.72573E-08   -0.12308E-08    0.40015E-13
   604    0.21628E+04    0.30663E+02    0.73430E-08    0.30663E+02    0.20600E+02   -0.12487E-08    0.73430E-08   -0.12487E-08    0.39774E-13
   605    0.21536E+04    0.30378E+02    0.74290E-08    0.30378E+02    0.20907E+02   -0.12664E-08    0.74290E-08   -0.12664E-08    0.39535E-13
   606    0.21445E+04    0.30059E+02    0.75152E-08    0.30059E+02    0.21214E+02   -0.12837E-08    0.75152E-08   -0.12837E-08    0.39298E-13
   607    0.21351E+04    0.29707E+02    0.76018E-08    0.29707E+02    0.21523E+02   -0.13009E-08    0.76018E-08   -0.13009E-08    0.39063E-13
   608    0.21260E+04    0.29322E+02    0.76885E-08    0.29322E+02    0.21832E+02   -0.13177E-08    0.76885E-08   -0.13177E-08    0.38829E-13
   609    0.21169E+04    0.28903E+02    0.77756E-08    0.28903E+02    0.22140E+02   -0.13343E-08    0.77756E-08   -0.13343E-08    0.38597E-13
   610    0.21078E+04    0.28450E+02    0.78628E-08    0.28450E+02    0.22449E+02   -0.13506E-08    0.78628E-08   -0.13506E-08    0.38367E-13
   611    0.20988E+04    0.27964E+02    0.79502E-08    0.27964E+02    0.22758E+02   -0.13666E-08    0.79502E-08   -0.13666E-08    0.38138E-13
   612    0.20898E+04    0.27447E+02    0.80379E-08    0.27447E+02    0.23068E+02   -0.13823E-08    0.80379E-08   -0.13823E-08    0.37911E-13
   613    0.20807E+04    0.26895E+02    0.81256E-08    0.26895E+02    0.23376E+02   -0.13978E-08    0.81256E-08   -0.13978E-08    0.37686E-13
   614    0.20718E+04    0.26311E+02    0.82136E-08    0.26311E+02    0.23684E+02   -0.14130E-08    0.82136E-08   -0.14130E-08    0.37462E-13
   615    0.20629E+04    0.25694E+02    0.83016E-08    0.25694E+02    0.23992E+02   -0.14279E-08    0.83016E-08   -0.14279E-08    0.37240E-13
   616    0.20540E+04    0.25045E+02    0.83897E-08    0.25045E+02    0.24300E+02   -0.14426E-08    0.83897E-08   -0.14426E-08    0.37020E-13
   617    0.20453E+04    0.24364E+02    0.84779E-08    0.24364E+02    0.24607E+02   -0.14570E-08    0.84779E-08   -0.14570E-08    0.36801E-13
   618    0.20366E+04    0.23650E+02    0.85662E-08    0.23650E+02    0.24914E+02   -0.14711E-08    0.85662E-08   -0.14711E-08    0.36584E-13
   619    0.20279E+04    0.22907E+02    0.86546E-08    0.22907E+02    0.25220E+02   -0.14849E-08    0.86546E-08   -0.14849E-08    0.36369E-13
   620    0.20194E+04    0.22131E+02    0.87429E-08    0.22131E+02    0.25524E+02   -0.14985E-08    0.87429E-08   -0.14985E-08    0.36155E-13
   621    0.20109E+04    0.21324E+02    0.88313E-08    0.21324E+02    0.25828E+02   -0.15118E-08    0.88313E-08   -0.15118E-08    0.35943E-13
   622    0.20025E+04    0.20485E+02    0.89196E-08    0.20485E+02    0.26130E+02   -0.15249E-08    0.89196E-08   -0.15249E-08    0.35732E-13
   623    0.19942E+04    0.19618E+02    0.90080E-08    0.19618E+02    0.26430E+02   -0.15376E-08    0.90080E-08   -0.15376E-08    0.35523E-13
   624    0.19859E+04    0.18719E+02    0.90962E-08    0.18719E+02    0.26729E+02   -0.15501E-08    0.90962E-08   -0.15501E-08    0.35315E-13
   625    0.19778E+04    0.17790E+02    0.91844E-08    0.17790E+02    0.27026E+02   -0.15624E-08    0.91844E-08   -0.15624E-08    0.35109E-13
   626    0.19697E+04    0.16832E+02    0.92725E-08    0.16832E+02    0.27322E+02   -0.15744E-08    0.92725E-08   -0.15744E-08    0.34904E-13
   627    0.19618E+04    0.15845E+02    0.93605E-08    0.15845E+02    0.27616E+02   -0.15861E-08    0.93605E-08   -0.15861E-08    0.34701E-13
   628    0.19540E+04    0.14828E+02    0.94484E-08    0.14828E+02    0.27907E+02   -0.15975E-08    0.94484E-08   -0.15975E-08    0.34500E-13
   629    0.19463E+04    0.13783E+02    0.95362E-08    0.13783E+02    0.28197E+02   -0.16087E-08    0.95362E-08   -0.16087E-08    0.34299E-13
   630    0.19386E+04    0.12709E+02    0.96237E-08    0.12709E+02    0.28484E+02   -0.16196E-08    0.96237E-08   -0.16196E-08    0.34101E-13
   631    0.19311E+04    0.11608E+02    0.97111E-08    0.11608E+02    0.28769E+02   -0.16303E-08    0.97111E-08   -0.16303E-08    0.33903E-13
   632    0.19238E+04    0.10479E+02    0.97983E-08    0.10479E+02    0.29051E+02   -0.16407E-08    0.97983E-08   -0.16407E-08    0.33707E-13
   633    0.19165E+04    0.93239E+01    0.98852E-08    0.93239E+01    0.29331E+02   -0.16508E-08    0.98852E-08   -0.16508E-08    0.33513E-13
   634    0.19094E+04    0.81424E+01    0.99720E-08    0.81424E+01    0.29607E+02   -0.16607E-08    0.99720E-08   -0.16607E-08    0.33320E-13
   635    0.19024E+04    0.69350E+01    0.10058E-07    0.69350E+01    0.29882E+02   -0.16703E-08    0.10058E-07   -0.16703E-08    0.33128E-13
