#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10809E+04    0.34672E+01    0.12923E-02    0.34672E+01    0.51280E-01   -0.65723E-05    0.12923E-02   -0.65723E-05    0.88746E-08
     3    0.10214E+04    0.43300E+01    0.91921E-03    0.43300E+01    0.85702E-01   -0.57408E-05    0.91921E-03   -0.57408E-05    0.54022E-08
     4    0.96155E+03    0.44689E+01    0.69859E-03    0.44689E+01    0.98968E-01   -0.45444E-05    0.69859E-03   -0.45444E-05    0.37361E-08
     5    0.91433E+03    0.41717E+01    0.55367E-03    0.41717E+01    0.90553E-01   -0.33395E-05    0.55367E-03   -0.33395E-05    0.27772E-08
     6    0.87968E+03    0.36633E+01    0.45193E-03    0.36633E+01    0.69293E-01   -0.22543E-05    0.45193E-03   -0.22543E-05    0.21626E-08
     7    0.85563E+03    0.30876E+01    0.37726E-03    0.30876E+01    0.45741E-01   -0.13481E-05    0.37726E-03   -0.13481E-05    0.17402E-08
     8    0.83962E+03    0.25334E+01    0.32017E-03    0.25334E+01    0.27101E-01   -0.64776E-06    0.32017E-03   -0.64776E-06    0.14350E-08
     9    0.82987E+03    0.20473E+01    0.27506E-03    0.20473E+01    0.15782E-01   -0.15602E-06    0.27506E-03   -0.15602E-06    0.12061E-08
    10    0.82502E+03    0.16559E+01    0.23874E-03    0.16559E+01    0.10606E-01    0.14907E-06    0.23874E-03    0.14907E-06    0.10292E-08
    11    0.82371E+03    0.13708E+01    0.20938E-03    0.13708E+01    0.89269E-02    0.30551E-06    0.20938E-03    0.30551E-06    0.88951E-09
    12    0.82613E+03    0.11948E+01    0.18543E-03    0.11948E+01    0.84275E-02    0.35077E-06    0.18543E-03    0.35077E-06    0.77663E-09
    13    0.83051E+03    0.11092E+01    0.16566E-03    0.11092E+01    0.78127E-02    0.31490E-06    0.16566E-03    0.31490E-06    0.68428E-09
    14    0.83591E+03    0.10894E+01    0.14903E-03    0.10894E+01    0.69268E-02    0.22702E-06    0.14903E-03    0.22702E-06    0.60744E-09
    15    0.84268E+03    0.11172E+01    0.13481E-03    0.11172E+01    0.60736E-02    0.11967E-06    0.13481E-03    0.11967E-06    0.54287E-09
    16    0.85126E+03    0.11768E+01    0.12242E-03    0.11768E+01    0.55692E-02    0.22006E-07    0.12242E-03    0.22006E-07    0.48797E-09
    17    0.86155E+03    0.12516E+01    0.11162E-03    0.12516E+01    0.55422E-02   -0.53823E-07    0.11162E-03   -0.53823E-07    0.44095E-09
    18    0.87257E+03    0.13280E+01    0.10222E-03    0.13280E+01    0.58494E-02   -0.10236E-06    0.10222E-03   -0.10236E-06    0.40030E-09
    19    0.88514E+03    0.13981E+01    0.93991E-04    0.13981E+01    0.62963E-02   -0.12795E-06    0.93991E-04   -0.12795E-06    0.36493E-09
    20    0.89760E+03    0.14544E+01    0.86688E-04    0.14544E+01    0.67672E-02   -0.13616E-06    0.86688E-04   -0.13616E-06    0.33391E-09
    21    0.91030E+03    0.15006E+01    0.80160E-04    0.15006E+01    0.72451E-02   -0.12765E-06    0.80160E-04   -0.12765E-06    0.30657E-09
    22    0.92354E+03    0.15412E+01    0.74287E-04    0.15412E+01    0.78269E-02   -0.10360E-06    0.74287E-04   -0.10360E-06    0.28236E-09
    23    0.93712E+03    0.15782E+01    0.69001E-04    0.15782E+01    0.86067E-02   -0.72319E-07    0.69001E-04   -0.72319E-07    0.26082E-09
    24    0.95109E+03    0.16133E+01    0.64245E-04    0.16133E+01    0.96329E-02   -0.42994E-07    0.64245E-04   -0.42994E-07    0.24156E-09
    25    0.96542E+03    0.16491E+01    0.59959E-04    0.16491E+01    0.10944E-01   -0.21404E-07    0.59959E-04   -0.21404E-07    0.22426E-09
    26    0.97990E+03    0.16893E+01    0.56082E-04    0.16893E+01    0.12527E-01   -0.10793E-07    0.56082E-04   -0.10793E-07    0.20868E-09
    27    0.99477E+03    0.17325E+01    0.52557E-04    0.17325E+01    0.14326E-01   -0.76849E-08    0.52557E-04   -0.76849E-08    0.19460E-09
    28    0.10099E+04    0.17771E+01    0.49338E-04    0.17771E+01    0.16315E-01   -0.77834E-08    0.49338E-04   -0.77834E-08    0.18182E-09
    29    0.10253E+04    0.18220E+01    0.46401E-04    0.18220E+01    0.18498E-01   -0.10236E-07    0.46401E-04   -0.10236E-07    0.17020E-09
    30    0.10409E+04    0.18645E+01    0.43727E-04    0.18645E+01    0.20888E-01   -0.15073E-07    0.43727E-04   -0.15073E-07    0.15958E-09
    31    0.10566E+04    0.19017E+01    0.41281E-04    0.19017E+01    0.23475E-01   -0.22426E-07    0.41281E-04   -0.22426E-07    0.14986E-09
    32    0.10726E+04    0.19308E+01    0.39025E-04    0.19308E+01    0.26236E-01   -0.31797E-07    0.39025E-04   -0.31797E-07    0.14095E-09
    33    0.10890E+04    0.19482E+01    0.36934E-04    0.19482E+01    0.29171E-01   -0.40088E-07    0.36934E-04   -0.40088E-07    0.13277E-09
    34    0.11055E+04    0.19526E+01    0.34985E-04    0.19526E+01    0.32299E-01   -0.44130E-07    0.34985E-04   -0.44130E-07    0.12523E-09
    35    0.11222E+04    0.19469E+01    0.33166E-04    0.19469E+01    0.35629E-01   -0.43074E-07    0.33166E-04   -0.43074E-07    0.11827E-09
    36    0.11389E+04    0.19331E+01    0.31470E-04    0.19331E+01    0.39175E-01   -0.37335E-07    0.31470E-04   -0.37335E-07    0.11184E-09
    37    0.11558E+04    0.19071E+01    0.29898E-04    0.19071E+01    0.42941E-01   -0.30068E-07    0.29898E-04   -0.30068E-07    0.10588E-09
    38    0.11730E+04    0.18666E+01    0.28453E-04    0.18666E+01    0.46936E-01   -0.24329E-07    0.28453E-04   -0.24329E-07    0.10034E-09
    39    0.11906E+04    0.18144E+01    0.27118E-04    0.18144E+01    0.51174E-01   -0.20043E-07    0.27118E-04   -0.20043E-07    0.95201E-10
    40    0.12083E+04    0.17542E+01    0.25872E-04    0.17542E+01    0.55677E-01   -0.16356E-07    0.25872E-04   -0.16356E-07    0.90412E-10
    41    0.12263E+04    0.16884E+01    0.24697E-04    0.16884E+01    0.60466E-01   -0.12627E-07    0.24697E-04   -0.12627E-07    0.85942E-10
    42    0.12442E+04    0.16154E+01    0.23588E-04    0.16154E+01    0.65545E-01   -0.90762E-08    0.23588E-04   -0.90762E-08    0.81767E-10
    43    0.12622E+04    0.15324E+01    0.22545E-04    0.15324E+01    0.70911E-01   -0.61400E-08    0.22545E-04   -0.61400E-08    0.77865E-10
    44    0.12802E+04    0.14376E+01    0.21564E-04    0.14376E+01    0.76547E-01   -0.42538E-08    0.21564E-04   -0.42538E-08    0.74213E-10
    45    0.12986E+04    0.13293E+01    0.20643E-04    0.13293E+01    0.82446E-01   -0.38530E-08    0.20643E-04   -0.38530E-08    0.70790E-10
    46    0.13172E+04    0.12044E+01    0.19781E-04    0.12044E+01    0.88606E-01   -0.51906E-08    0.19781E-04   -0.51906E-08    0.67574E-10
    47    0.13360E+04    0.10645E+01    0.18972E-04    0.10645E+01    0.95026E-01   -0.77889E-08    0.18972E-04   -0.77889E-08    0.64551E-10
    48    0.13548E+04    0.91493E+00    0.18209E-04    0.91493E+00    0.10171E+00   -0.10988E-07    0.18209E-04   -0.10988E-07    0.61709E-10
    49    0.13737E+04    0.76042E+00    0.17487E-04    0.76042E+00    0.10865E+00   -0.14126E-07    0.17487E-04   -0.14126E-07    0.59033E-10
    50    0.13931E+04    0.59893E+00    0.16799E-04    0.59893E+00    0.11582E+00   -0.16545E-07    0.16799E-04   -0.16545E-07    0.56511E-10
    51    0.14126E+04    0.42668E+00    0.16141E-04    0.42668E+00    0.12319E+00   -0.17747E-07    0.16141E-04   -0.17747E-07    0.54130E-10
    52    0.14325E+04    0.23845E+00    0.15513E-04    0.23845E+00    0.13085E+00   -0.17897E-07    0.15513E-04   -0.17897E-07    0.51882E-10
    53    0.14524E+04    0.30552E-01    0.14915E-04    0.30552E-01    0.13894E+00   -0.17322E-07    0.14915E-04   -0.17322E-07    0.49757E-10
    54    0.14722E+04   -0.19276E+00    0.14350E-04   -0.19276E+00    0.14746E+00   -0.16350E-07    0.14350E-04   -0.16350E-07    0.47748E-10
    55    0.14921E+04   -0.42711E+00    0.13819E-04   -0.42711E+00    0.15638E+00   -0.15309E-07    0.13819E-04   -0.15309E-07    0.45845E-10
    56    0.15124E+04   -0.67418E+00    0.13321E-04   -0.67418E+00    0.16556E+00   -0.14458E-07    0.13321E-04   -0.14458E-07    0.44042E-10
    57    0.15330E+04   -0.93369E+00    0.12854E-04   -0.93369E+00    0.17490E+00   -0.13774E-07    0.12854E-04   -0.13774E-07    0.42331E-10
    58    0.15538E+04   -0.12061E+01    0.12415E-04   -0.12061E+01    0.18439E+00   -0.13168E-07    0.12415E-04   -0.13168E-07    0.40707E-10
    59    0.15748E+04   -0.14917E+01    0.11999E-04   -0.14917E+01    0.19409E+00   -0.12549E-07    0.11999E-04   -0.12549E-07    0.39165E-10
    60    0.15960E+04   -0.17897E+01    0.11602E-04   -0.17897E+01    0.20404E+00   -0.11826E-07    0.11602E-04   -0.11826E-07    0.37699E-10
    61    0.16176E+04   -0.20990E+01    0.11222E-04   -0.20990E+01    0.21435E+00   -0.10940E-07    0.11222E-04   -0.10940E-07    0.36304E-10
    62    0.16391E+04   -0.24208E+01    0.10857E-04   -0.24208E+01    0.22500E+00   -0.99564E-08    0.10857E-04   -0.99564E-08    0.34976E-10
    63    0.16607E+04   -0.27564E+01    0.10505E-04   -0.27564E+01    0.23594E+00   -0.89736E-08    0.10505E-04   -0.89736E-08    0.33711E-10
    64    0.16827E+04   -0.31075E+01    0.10166E-04   -0.31075E+01    0.24718E+00   -0.80891E-08    0.10166E-04   -0.80891E-08    0.32506E-10
    65    0.17047E+04   -0.34750E+01    0.98397E-05   -0.34750E+01    0.25870E+00   -0.74006E-08    0.98397E-05   -0.74006E-08    0.31357E-10
    66    0.17271E+04   -0.38573E+01    0.95241E-05   -0.38573E+01    0.27042E+00   -0.69916E-08    0.95241E-05   -0.69916E-08    0.30261E-10
    67    0.17496E+04   -0.42515E+01    0.92202E-05   -0.42515E+01    0.28235E+00   -0.68883E-08    0.92202E-05   -0.68883E-08    0.29214E-10
    68    0.17725E+04   -0.46557E+01    0.89284E-05   -0.46557E+01    0.29454E+00   -0.71031E-08    0.89284E-05   -0.71031E-08    0.28215E-10
    69    0.17956E+04   -0.50677E+01    0.86493E-05   -0.50677E+01    0.30693E+00   -0.76480E-08    0.86493E-05   -0.76480E-08    0.27261E-10
    70    0.18190E+04   -0.54891E+01    0.83837E-05   -0.54891E+01    0.31958E+00   -0.85351E-08    0.83837E-05   -0.85351E-08    0.26348E-10
    71    0.18425E+04   -0.59218E+01    0.81317E-05   -0.59218E+01    0.33248E+00   -0.97356E-08    0.81317E-05   -0.97356E-08    0.25475E-10
    72    0.18662E+04   -0.63674E+01    0.78926E-05   -0.63674E+01    0.34560E+00   -0.11056E-07    0.78926E-05   -0.11056E-07    0.24639E-10
    73    0.18901E+04   -0.68265E+01    0.76652E-05   -0.68265E+01    0.35889E+00   -0.12263E-07    0.76652E-05   -0.12263E-07    0.23839E-10
    74    0.19142E+04   -0.72981E+01    0.74486E-05   -0.72981E+01    0.37236E+00   -0.13121E-07    0.74486E-05   -0.13121E-07    0.23073E-10
    75    0.19385E+04   -0.77810E+01    0.72415E-05   -0.77810E+01    0.38602E+00   -0.13397E-07    0.72415E-05   -0.13397E-07    0.22338E-10
    76    0.19632E+04   -0.82744E+01    0.70430E-05   -0.82744E+01    0.39985E+00   -0.12929E-07    0.70430E-05   -0.12929E-07    0.21633E-10
    77    0.19882E+04   -0.87784E+01    0.68525E-05   -0.87784E+01    0.41385E+00   -0.11857E-07    0.68525E-05   -0.11857E-07    0.20957E-10
    78    0.20135E+04   -0.92944E+01    0.66691E-05   -0.92944E+01    0.42806E+00   -0.10389E-07    0.66691E-05   -0.10389E-07    0.20307E-10
    79    0.20390E+04   -0.98188E+01    0.64925E-05   -0.98188E+01    0.44240E+00   -0.87384E-08    0.64925E-05   -0.87384E-08    0.19684E-10
    80    0.20648E+04   -0.10353E+02    0.63218E-05   -0.10353E+02    0.45690E+00   -0.71153E-08    0.63218E-05   -0.71153E-08    0.19085E-10
    81    0.20908E+04   -0.10898E+02    0.61567E-05   -0.10898E+02    0.47149E+00   -0.57062E-08    0.61567E-05   -0.57062E-08    0.18510E-10
    82    0.21170E+04   -0.11452E+02    0.59966E-05   -0.11452E+02    0.48620E+00   -0.45974E-08    0.59966E-05   -0.45974E-08    0.17956E-10
    83    0.21434E+04   -0.12015E+02    0.58415E-05   -0.12015E+02    0.50100E+00   -0.38503E-08    0.58415E-05   -0.38503E-08    0.17424E-10
    84    0.21701E+04   -0.12586E+02    0.56911E-05   -0.12586E+02    0.51588E+00   -0.35264E-08    0.56911E-05   -0.35264E-08    0.16913E-10
    85    0.21969E+04   -0.13164E+02    0.55451E-05   -0.13164E+02    0.53083E+00   -0.36870E-08    0.55451E-05   -0.36870E-08    0.16421E-10
    86    0.22239E+04   -0.13750E+02    0.54032E-05   -0.13750E+02    0.54585E+00   -0.43570E-08    0.54032E-05   -0.43570E-08    0.15947E-10
    87    0.22513E+04   -0.14342E+02    0.52656E-05   -0.14342E+02    0.56091E+00   -0.54142E-08    0.52656E-05   -0.54142E-08    0.15491E-10
    88    0.22787E+04   -0.14940E+02    0.51322E-05   -0.14940E+02    0.57603E+00   -0.66999E-08    0.51322E-05   -0.66999E-08    0.15051E-10
    89    0.23065E+04   -0.15547E+02    0.50031E-05   -0.15547E+02    0.59119E+00   -0.80553E-08    0.50031E-05   -0.80553E-08    0.14627E-10
    90    0.23345E+04   -0.16157E+02    0.48783E-05   -0.16157E+02    0.60637E+00   -0.93218E-08    0.48783E-05   -0.93218E-08    0.14218E-10
    91    0.23626E+04   -0.16774E+02    0.47580E-05   -0.16774E+02    0.62154E+00   -0.10370E-07    0.47580E-05   -0.10370E-07    0.13823E-10
    92    0.23910E+04   -0.17395E+02    0.46419E-05   -0.17395E+02    0.63670E+00   -0.11187E-07    0.46419E-05   -0.11187E-07    0.13442E-10
    93    0.24197E+04   -0.18021E+02    0.45299E-05   -0.18021E+02    0.65184E+00   -0.11791E-07    0.45299E-05   -0.11791E-07    0.13074E-10
    94    0.24484E+04   -0.18650E+02    0.44219E-05   -0.18650E+02    0.66693E+00   -0.12197E-07    0.44219E-05   -0.12197E-07    0.12718E-10
    95    0.24775E+04   -0.19284E+02    0.43178E-05   -0.19284E+02    0.68196E+00   -0.12424E-07    0.43178E-05   -0.12424E-07    0.12375E-10
    96    0.25065E+04   -0.19921E+02    0.42173E-05   -0.19921E+02    0.69691E+00   -0.12487E-07    0.42173E-05   -0.12487E-07    0.12043E-10
    97    0.25360E+04   -0.20560E+02    0.41204E-05   -0.20560E+02    0.71178E+00   -0.12404E-07    0.41204E-05   -0.12404E-07    0.11723E-10
    98    0.25657E+04   -0.21201E+02    0.40269E-05   -0.21201E+02    0.72655E+00   -0.12192E-07    0.40269E-05   -0.12192E-07    0.11414E-10
    99    0.25955E+04   -0.21845E+02    0.39366E-05   -0.21845E+02    0.74120E+00   -0.11868E-07    0.39366E-05   -0.11868E-07    0.11116E-10
   100    0.26256E+04   -0.22488E+02    0.38494E-05   -0.22488E+02    0.75571E+00   -0.11449E-07    0.38494E-05   -0.11449E-07    0.10829E-10
   101    0.26558E+04   -0.23134E+02    0.37651E-05   -0.23134E+02    0.77016E+00   -0.10951E-07    0.37651E-05   -0.10951E-07    0.10551E-10
   102    0.26865E+04   -0.23779E+02    0.36837E-05   -0.23779E+02    0.78438E+00   -0.10392E-07    0.36837E-05   -0.10392E-07    0.10282E-10
   103    0.27172E+04   -0.24426E+02    0.36050E-05   -0.24426E+02    0.79846E+00   -0.97877E-08    0.36050E-05   -0.97877E-08    0.10023E-10
   104    0.27481E+04   -0.25070E+02    0.35287E-05   -0.25070E+02    0.81240E+00   -0.91562E-08    0.35287E-05   -0.91562E-08    0.97724E-11
   105    0.27791E+04   -0.25714E+02    0.34548E-05   -0.25714E+02    0.82611E+00   -0.85140E-08    0.34548E-05   -0.85140E-08    0.95301E-11
   106    0.28104E+04   -0.26356E+02    0.33832E-05   -0.26356E+02    0.83969E+00   -0.78780E-08    0.33832E-05   -0.78780E-08    0.92958E-11
   107    0.28416E+04   -0.26996E+02    0.33136E-05   -0.26996E+02    0.85297E+00   -0.72653E-08    0.33136E-05   -0.72653E-08    0.90689E-11
   108    0.28732E+04   -0.27634E+02    0.32460E-05   -0.27634E+02    0.86603E+00   -0.66926E-08    0.32460E-05   -0.66926E-08    0.88492E-11
   109    0.29050E+04   -0.28268E+02    0.31801E-05   -0.28268E+02    0.87880E+00   -0.61770E-08    0.31801E-05   -0.61770E-08    0.86362E-11
   110    0.29368E+04   -0.28898E+02    0.31159E-05   -0.28898E+02    0.89128E+00   -0.57353E-08    0.31159E-05   -0.57353E-08    0.84295E-11
   111    0.29688E+04   -0.29525E+02    0.30532E-05   -0.29525E+02    0.90354E+00   -0.53806E-08    0.30532E-05   -0.53806E-08    0.82287E-11
   112    0.30009E+04   -0.30147E+02    0.29920E-05   -0.30147E+02    0.91551E+00   -0.51103E-08    0.29920E-05   -0.51103E-08    0.80337E-11
   113    0.30333E+04   -0.30764E+02    0.29322E-05   -0.30764E+02    0.92718E+00   -0.49179E-08    0.29322E-05   -0.49179E-08    0.78443E-11
   114    0.30657E+04   -0.31375E+02    0.28739E-05   -0.31375E+02    0.93849E+00   -0.47967E-08    0.28739E-05   -0.47967E-08    0.76604E-11
   115    0.30984E+04   -0.31980E+02    0.28169E-05   -0.31980E+02    0.94959E+00   -0.47403E-08    0.28169E-05   -0.47403E-08    0.74818E-11
   116    0.31311E+04   -0.32577E+02    0.27614E-05   -0.32577E+02    0.96024E+00   -0.47422E-08    0.27614E-05   -0.47422E-08    0.73085E-11
   117    0.31641E+04   -0.33166E+02    0.27071E-05   -0.33166E+02    0.97052E+00   -0.47957E-08    0.27071E-05   -0.47957E-08    0.71401E-11
   118    0.31972E+04   -0.33749E+02    0.26542E-05   -0.33749E+02    0.98059E+00   -0.48945E-08    0.26542E-05   -0.48945E-08    0.69767E-11
   119    0.32304E+04   -0.34322E+02    0.26026E-05   -0.34322E+02    0.99028E+00   -0.50319E-08    0.26026E-05   -0.50319E-08    0.68180E-11
   120    0.32637E+04   -0.34885E+02    0.25523E-05   -0.34885E+02    0.99947E+00   -0.52015E-08    0.25523E-05   -0.52015E-08    0.66640E-11
   121    0.32970E+04   -0.35439E+02    0.25032E-05   -0.35439E+02    0.10084E+01   -0.53966E-08    0.25032E-05   -0.53966E-08    0.65144E-11
   122    0.33304E+04   -0.35983E+02    0.24554E-05   -0.35983E+02    0.10169E+01   -0.56108E-08    0.24554E-05   -0.56108E-08    0.63691E-11
   123    0.33639E+04   -0.36517E+02    0.24088E-05   -0.36517E+02    0.10249E+01   -0.58375E-08    0.24088E-05   -0.58375E-08    0.62280E-11
   124    0.33974E+04   -0.37037E+02    0.23633E-05   -0.37037E+02    0.10325E+01   -0.60703E-08    0.23633E-05   -0.60703E-08    0.60909E-11
   125    0.34310E+04   -0.37546E+02    0.23190E-05   -0.37546E+02    0.10397E+01   -0.63025E-08    0.23190E-05   -0.63025E-08    0.59578E-11
   126    0.34646E+04   -0.38044E+02    0.22758E-05   -0.38044E+02    0.10465E+01   -0.65277E-08    0.22758E-05   -0.65277E-08    0.58284E-11
   127    0.34983E+04   -0.38528E+02    0.22338E-05   -0.38528E+02    0.10528E+01   -0.67392E-08    0.22338E-05   -0.67392E-08    0.57026E-11
   128    0.35320E+04   -0.39000E+02    0.21928E-05   -0.39000E+02    0.10588E+01   -0.69307E-08    0.21928E-05   -0.69307E-08    0.55802E-11
   129    0.35657E+04   -0.39457E+02    0.21529E-05   -0.39457E+02    0.10642E+01   -0.70955E-08    0.21529E-05   -0.70955E-08    0.54612E-11
   130    0.35994E+04   -0.39900E+02    0.21140E-05   -0.39900E+02    0.10691E+01   -0.72271E-08    0.21140E-05   -0.72271E-08    0.53453E-11
   131    0.36332E+04   -0.40329E+02    0.20761E-05   -0.40329E+02    0.10736E+01   -0.73206E-08    0.20761E-05   -0.73206E-08    0.52325E-11
   132    0.36670E+04   -0.40741E+02    0.20392E-05   -0.40741E+02    0.10776E+01   -0.73770E-08    0.20392E-05   -0.73770E-08    0.51227E-11
   133    0.37007E+04   -0.41140E+02    0.20033E-05   -0.41140E+02    0.10812E+01   -0.73990E-08    0.20033E-05   -0.73990E-08    0.50157E-11
   134    0.37345E+04   -0.41519E+02    0.19683E-05   -0.41519E+02    0.10843E+01   -0.73893E-08    0.19683E-05   -0.73893E-08    0.49115E-11
   135    0.37683E+04   -0.41884E+02    0.19342E-05   -0.41884E+02    0.10869E+01   -0.73505E-08    0.19342E-05   -0.73505E-08    0.48101E-11
   136    0.38019E+04   -0.42229E+02    0.19009E-05   -0.42229E+02    0.10890E+01   -0.72854E-08    0.19009E-05   -0.72854E-08    0.47114E-11
   137    0.38355E+04   -0.42557E+02    0.18685E-05   -0.42557E+02    0.10907E+01   -0.71965E-08    0.18685E-05   -0.71965E-08    0.46152E-11
   138    0.38691E+04   -0.42866E+02    0.18369E-05   -0.42866E+02    0.10918E+01   -0.70865E-08    0.18369E-05   -0.70865E-08    0.45216E-11
   139    0.39024E+04   -0.43157E+02    0.18060E-05   -0.43157E+02    0.10926E+01   -0.69582E-08    0.18060E-05   -0.69582E-08    0.44304E-11
   140    0.39359E+04   -0.43429E+02    0.17759E-05   -0.43429E+02    0.10927E+01   -0.68140E-08    0.17759E-05   -0.68140E-08    0.43416E-11
   141    0.39691E+04   -0.43680E+02    0.17465E-05   -0.43680E+02    0.10924E+01   -0.66568E-08    0.17465E-05   -0.66568E-08    0.42551E-11
   142    0.40023E+04   -0.43911E+02    0.17179E-05   -0.43911E+02    0.10916E+01   -0.64892E-08    0.17179E-05   -0.64892E-08    0.41709E-11
   143    0.40355E+04   -0.44123E+02    0.16898E-05   -0.44123E+02    0.10903E+01   -0.63138E-08    0.16898E-05   -0.63138E-08    0.40888E-11
   144    0.40684E+04   -0.44314E+02    0.16624E-05   -0.44314E+02    0.10886E+01   -0.61333E-08    0.16624E-05   -0.61333E-08    0.40088E-11
   145    0.41013E+04   -0.44484E+02    0.16356E-05   -0.44484E+02    0.10864E+01   -0.59504E-08    0.16356E-05   -0.59504E-08    0.39308E-11
   146    0.41342E+04   -0.44633E+02    0.16094E-05   -0.44633E+02    0.10837E+01   -0.57676E-08    0.16094E-05   -0.57676E-08    0.38548E-11
   147    0.41667E+04   -0.44758E+02    0.15837E-05   -0.44758E+02    0.10806E+01   -0.55878E-08    0.15837E-05   -0.55878E-08    0.37806E-11
   148    0.41991E+04   -0.44863E+02    0.15585E-05   -0.44863E+02    0.10770E+01   -0.54135E-08    0.15585E-05   -0.54135E-08    0.37083E-11
   149    0.42315E+04   -0.44945E+02    0.15338E-05   -0.44945E+02    0.10729E+01   -0.52475E-08    0.15338E-05   -0.52475E-08    0.36377E-11
   150    0.42636E+04   -0.45002E+02    0.15096E-05   -0.45002E+02    0.10685E+01   -0.50923E-08    0.15096E-05   -0.50923E-08    0.35687E-11
   151    0.42955E+04   -0.45038E+02    0.14858E-05   -0.45038E+02    0.10636E+01   -0.49501E-08    0.14858E-05   -0.49501E-08    0.35013E-11
   152    0.43272E+04   -0.45050E+02    0.14624E-05   -0.45050E+02    0.10582E+01   -0.48206E-08    0.14624E-05   -0.48206E-08    0.34355E-11
   153    0.43587E+04   -0.45036E+02    0.14394E-05   -0.45036E+02    0.10524E+01   -0.47033E-08    0.14394E-05   -0.47033E-08    0.33713E-11
   154    0.43900E+04   -0.44999E+02    0.14168E-05   -0.44999E+02    0.10463E+01   -0.45973E-08    0.14168E-05   -0.45973E-08    0.33085E-11
   155    0.44211E+04   -0.44938E+02    0.13947E-05   -0.44938E+02    0.10398E+01   -0.45020E-08    0.13947E-05   -0.45020E-08    0.32471E-11
   156    0.44519E+04   -0.44852E+02    0.13729E-05   -0.44852E+02    0.10329E+01   -0.44166E-08    0.13729E-05   -0.44166E-08    0.31872E-11
   157    0.44825E+04   -0.44741E+02    0.13515E-05   -0.44741E+02    0.10256E+01   -0.43403E-08    0.13515E-05   -0.43403E-08    0.31287E-11
   158    0.45129E+04   -0.44605E+02    0.13305E-05   -0.44605E+02    0.10181E+01   -0.42726E-08    0.13305E-05   -0.42726E-08    0.30716E-11
   159    0.45430E+04   -0.44444E+02    0.13099E-05   -0.44444E+02    0.10100E+01   -0.42125E-08    0.13099E-05   -0.42125E-08    0.30158E-11
   160    0.45729E+04   -0.44256E+02    0.12897E-05   -0.44256E+02    0.10017E+01   -0.41595E-08    0.12897E-05   -0.41595E-08    0.29613E-11
   161    0.46026E+04   -0.44044E+02    0.12698E-05   -0.44044E+02    0.99322E+00   -0.41127E-08    0.12698E-05   -0.41127E-08    0.29081E-11
   162    0.46319E+04   -0.43806E+02    0.12504E-05   -0.43806E+02    0.98431E+00   -0.40715E-08    0.12504E-05   -0.40715E-08    0.28561E-11
   163    0.46611E+04   -0.43542E+02    0.12312E-05   -0.43542E+02    0.97511E+00   -0.40351E-08    0.12312E-05   -0.40351E-08    0.28053E-11
   164    0.46899E+04   -0.43253E+02    0.12125E-05   -0.43253E+02    0.96569E+00   -0.40029E-08    0.12125E-05   -0.40029E-08    0.27557E-11
   165    0.47185E+04   -0.42936E+02    0.11940E-05   -0.42936E+02    0.95596E+00   -0.39740E-08    0.11940E-05   -0.39740E-08    0.27073E-11
   166    0.47469E+04   -0.42594E+02    0.11760E-05   -0.42594E+02    0.94608E+00   -0.39477E-08    0.11760E-05   -0.39477E-08    0.26599E-11
   167    0.47749E+04   -0.42226E+02    0.11582E-05   -0.42226E+02    0.93583E+00   -0.39235E-08    0.11582E-05   -0.39235E-08    0.26137E-11
   168    0.48026E+04   -0.41831E+02    0.11408E-05   -0.41831E+02    0.92558E+00   -0.39004E-08    0.11408E-05   -0.39004E-08    0.25685E-11
   169    0.48299E+04   -0.41408E+02    0.11238E-05   -0.41408E+02    0.91502E+00   -0.38778E-08    0.11238E-05   -0.38778E-08    0.25243E-11
   170    0.48570E+04   -0.40960E+02    0.11070E-05   -0.40960E+02    0.90439E+00   -0.38549E-08    0.11070E-05   -0.38549E-08    0.24811E-11
   171    0.48835E+04   -0.40483E+02    0.10906E-05   -0.40483E+02    0.89368E+00   -0.38311E-08    0.10906E-05   -0.38311E-08    0.24388E-11
   172    0.49097E+04   -0.39980E+02    0.10745E-05   -0.39980E+02    0.88282E+00   -0.38056E-08    0.10745E-05   -0.38056E-08    0.23975E-11
   173    0.49355E+04   -0.39450E+02    0.10587E-05   -0.39450E+02    0.87181E+00   -0.37776E-08    0.10587E-05   -0.37776E-08    0.23571E-11
   174    0.49609E+04   -0.38893E+02    0.10432E-05   -0.38893E+02    0.86094E+00   -0.37465E-08    0.10432E-05   -0.37465E-08    0.23175E-11
   175    0.49860E+04   -0.38308E+02    0.10281E-05   -0.38308E+02    0.84991E+00   -0.37116E-08    0.10281E-05   -0.37116E-08    0.22788E-11
   176    0.50105E+04   -0.37696E+02    0.10132E-05   -0.37696E+02    0.83896E+00   -0.36722E-08    0.10132E-05   -0.36722E-08    0.22409E-11
   177    0.50346E+04   -0.37058E+02    0.99855E-06   -0.37058E+02    0.82800E+00   -0.36284E-08    0.99855E-06   -0.36284E-08    0.22037E-11
   178    0.50583E+04   -0.36392E+02    0.98423E-06   -0.36392E+02    0.81726E+00   -0.35805E-08    0.98423E-06   -0.35805E-08    0.21674E-11
   179    0.50815E+04   -0.35699E+02    0.97018E-06   -0.35699E+02    0.80644E+00   -0.35286E-08    0.97018E-06   -0.35286E-08    0.21317E-11
