#    L    TT             EE             BB             TE          
   396    0.17396E+04    0.21194E+02    0.43103E-01    0.64595E+01
   397    0.17339E+04    0.21188E+02    0.43234E-01    0.45891E+01
   398    0.17287E+04    0.21177E+02    0.43367E-01    0.27259E+01
   399    0.17240E+04    0.21163E+02    0.43500E-01    0.87087E+00
   400    0.17195E+04    0.21146E+02    0.43634E-01   -0.97518E+00
   401    0.17155E+04    0.21124E+02    0.43768E-01   -0.28117E+01
   402    0.17120E+04    0.21097E+02    0.43904E-01   -0.46377E+01
   403    0.17088E+04    0.21068E+02    0.44040E-01   -0.64527E+01
   404    0.17060E+04    0.21034E+02    0.44177E-01   -0.82551E+01
   405    0.17036E+04    0.20996E+02    0.44315E-01   -0.10046E+02
   406    0.17016E+04    0.20955E+02    0.44453E-01   -0.11822E+02
   407    0.16999E+04    0.20910E+02    0.44593E-01   -0.13587E+02
   408    0.16987E+04    0.20861E+02    0.44733E-01   -0.15334E+02
   409    0.16978E+04    0.20810E+02    0.44875E-01   -0.17067E+02
   410    0.16973E+04    0.20753E+02    0.45017E-01   -0.18784E+02
   411    0.16972E+04    0.20693E+02    0.45160E-01   -0.20483E+02
   412    0.16974E+04    0.20630E+02    0.45304E-01   -0.22166E+02
   413    0.16979E+04    0.20563E+02    0.45449E-01   -0.23831E+02
   414    0.16988E+04    0.20493E+02    0.45595E-01   -0.25477E+02
   415    0.17000E+04    0.20419E+02    0.45742E-01   -0.27103E+02
   416    0.17016E+04    0.20342E+02    0.45890E-01   -0.28709E+02
   417    0.17035E+04    0.20261E+02    0.46039E-01   -0.30296E+02
   418    0.17057E+04    0.20175E+02    0.46189E-01   -0.31861E+02
   419    0.17083E+04    0.20088E+02    0.46340E-01   -0.33403E+02
   420    0.17112E+04    0.19997E+02    0.46492E-01   -0.34923E+02
   421    0.17145E+04    0.19903E+02    0.46645E-01   -0.36420E+02
   422    0.17180E+04    0.19805E+02    0.46799E-01   -0.37895E+02
   423    0.17218E+04    0.19703E+02    0.46954E-01   -0.39344E+02
   424    0.17258E+04    0.19599E+02    0.47111E-01   -0.40770E+02
   425    0.17303E+04    0.19491E+02    0.47268E-01   -0.42169E+02
   426    0.17350E+04    0.19381E+02    0.47426E-01   -0.43543E+02
   427    0.17399E+04    0.19267E+02    0.47586E-01   -0.44892E+02
   428    0.17451E+04    0.19151E+02    0.47746E-01   -0.46213E+02
   429    0.17506E+04    0.19031E+02    0.47908E-01   -0.47506E+02
   430    0.17564E+04    0.18910E+02    0.48071E-01   -0.48773E+02
   431    0.17624E+04    0.18784E+02    0.48235E-01   -0.50011E+02
   432    0.17686E+04    0.18656E+02    0.48400E-01   -0.51222E+02
   433    0.17751E+04    0.18527E+02    0.48566E-01   -0.52402E+02
   434    0.17818E+04    0.18394E+02    0.48733E-01   -0.53554E+02
   435    0.17887E+04    0.18259E+02    0.48901E-01   -0.54677E+02
   436    0.17959E+04    0.18122E+02    0.49070E-01   -0.55770E+02
   437    0.18033E+04    0.17982E+02    0.49241E-01   -0.56832E+02
   438    0.18108E+04    0.17839E+02    0.49412E-01   -0.57862E+02
   439    0.18187E+04    0.17695E+02    0.49585E-01   -0.58862E+02
   440    0.18267E+04    0.17549E+02    0.49758E-01   -0.59830E+02
   441    0.18349E+04    0.17400E+02    0.49933E-01   -0.60768E+02
   442    0.18432E+04    0.17249E+02    0.50109E-01   -0.61673E+02
   443    0.18517E+04    0.17097E+02    0.50285E-01   -0.62545E+02
   444    0.18605E+04    0.16943E+02    0.50463E-01   -0.63385E+02
   445    0.18693E+04    0.16785E+02    0.50642E-01   -0.64192E+02
   446    0.18783E+04    0.16628E+02    0.50822E-01   -0.64964E+02
   447    0.18874E+04    0.16469E+02    0.51003E-01   -0.65705E+02
   448    0.18966E+04    0.16308E+02    0.51184E-01   -0.66413E+02
   449    0.19061E+04    0.16145E+02    0.51367E-01   -0.67086E+02
   450    0.19157E+04    0.15982E+02    0.51551E-01   -0.67726E+02
   451    0.19254E+04    0.15817E+02    0.51735E-01   -0.68331E+02
   452    0.19351E+04    0.15651E+02    0.51921E-01   -0.68904E+02
   453    0.19451E+04    0.15485E+02    0.52107E-01   -0.69443E+02
   454    0.19550E+04    0.15317E+02    0.52295E-01   -0.69947E+02
   455    0.19651E+04    0.15148E+02    0.52483E-01   -0.70419E+02
   456    0.19753E+04    0.14978E+02    0.52672E-01   -0.70851E+02
   457    0.19855E+04    0.14808E+02    0.52862E-01   -0.71257E+02
   458    0.19958E+04    0.14637E+02    0.53053E-01   -0.71618E+02
   459    0.20062E+04    0.14466E+02    0.53244E-01   -0.71951E+02
   460    0.20167E+04    0.14294E+02    0.53436E-01   -0.72249E+02
   461    0.20272E+04    0.14122E+02    0.53630E-01   -0.72513E+02
   462    0.20377E+04    0.13949E+02    0.53823E-01   -0.72738E+02
   463    0.20483E+04    0.13777E+02    0.54018E-01   -0.72940E+02
   464    0.20588E+04    0.13605E+02    0.54213E-01   -0.73092E+02
   465    0.20694E+04    0.13433E+02    0.54409E-01   -0.73223E+02
   466    0.20800E+04    0.13261E+02    0.54606E-01   -0.73310E+02
   467    0.20907E+04    0.13089E+02    0.54803E-01   -0.73368E+02
   468    0.21013E+04    0.12918E+02    0.55001E-01   -0.73390E+02
   469    0.21119E+04    0.12746E+02    0.55200E-01   -0.73383E+02
   470    0.21226E+04    0.12575E+02    0.55399E-01   -0.73340E+02
   471    0.21331E+04    0.12407E+02    0.55598E-01   -0.73261E+02
   472    0.21437E+04    0.12238E+02    0.55798E-01   -0.73153E+02
   473    0.21543E+04    0.12070E+02    0.55999E-01   -0.73009E+02
   474    0.21648E+04    0.11903E+02    0.56200E-01   -0.72836E+02
   475    0.21754E+04    0.11736E+02    0.56402E-01   -0.72627E+02
   476    0.21858E+04    0.11572E+02    0.56604E-01   -0.72384E+02
   477    0.21961E+04    0.11408E+02    0.56807E-01   -0.72117E+02
   478    0.22064E+04    0.11246E+02    0.57010E-01   -0.71806E+02
   479    0.22167E+04    0.11085E+02    0.57213E-01   -0.71478E+02
   480    0.22269E+04    0.10926E+02    0.57417E-01   -0.71112E+02
   481    0.22370E+04    0.10768E+02    0.57621E-01   -0.70711E+02
   482    0.22471E+04    0.10612E+02    0.57825E-01   -0.70283E+02
   483    0.22570E+04    0.10458E+02    0.58030E-01   -0.69829E+02
   484    0.22668E+04    0.10307E+02    0.58235E-01   -0.69343E+02
   485    0.22766E+04    0.10156E+02    0.58440E-01   -0.68827E+02
   486    0.22863E+04    0.10009E+02    0.58646E-01   -0.68283E+02
   487    0.22958E+04    0.98634E+01    0.58851E-01   -0.67711E+02
   488    0.23052E+04    0.97196E+01    0.59057E-01   -0.67109E+02
   489    0.23145E+04    0.95787E+01    0.59263E-01   -0.66481E+02
   490    0.23238E+04    0.94407E+01    0.59469E-01   -0.65824E+02
   491    0.23327E+04    0.93049E+01    0.59676E-01   -0.65143E+02
   492    0.23417E+04    0.91720E+01    0.59882E-01   -0.64435E+02
   493    0.23505E+04    0.90406E+01    0.60088E-01   -0.63700E+02
   494    0.23592E+04    0.89135E+01    0.60294E-01   -0.62941E+02
   495    0.23676E+04    0.87886E+01    0.60501E-01   -0.62157E+02
   496    0.23759E+04    0.86673E+01    0.60707E-01   -0.61350E+02
   497    0.23841E+04    0.85490E+01    0.60913E-01   -0.60517E+02
   498    0.23921E+04    0.84327E+01    0.61119E-01   -0.59664E+02
   499    0.24001E+04    0.83209E+01    0.61325E-01   -0.58786E+02
   500    0.24078E+04    0.82112E+01    0.61531E-01   -0.57887E+02
   501    0.24152E+04    0.81058E+01    0.61737E-01   -0.56968E+02
   502    0.24227E+04    0.80041E+01    0.61942E-01   -0.56026E+02
   503    0.24298E+04    0.79053E+01    0.62147E-01   -0.55065E+02
   504    0.24367E+04    0.78100E+01    0.62352E-01   -0.54084E+02
   505    0.24437E+04    0.77191E+01    0.62557E-01   -0.53085E+02
   506    0.24502E+04    0.76320E+01    0.62761E-01   -0.52067E+02
   507    0.24567E+04    0.75483E+01    0.62965E-01   -0.51032E+02
   508    0.24630E+04    0.74692E+01    0.63169E-01   -0.49978E+02
   509    0.24690E+04    0.73935E+01    0.63372E-01   -0.48910E+02
   510    0.24748E+04    0.73220E+01    0.63574E-01   -0.47826E+02
   511    0.24805E+04    0.72545E+01    0.63776E-01   -0.46726E+02
   512    0.24859E+04    0.71912E+01    0.63978E-01   -0.45612E+02
   513    0.24912E+04    0.71321E+01    0.64179E-01   -0.44486E+02
   514    0.24962E+04    0.70774E+01    0.64379E-01   -0.43346E+02
   515    0.25011E+04    0.70270E+01    0.64579E-01   -0.42193E+02
   516    0.25057E+04    0.69810E+01    0.64778E-01   -0.41029E+02
   517    0.25100E+04    0.69395E+01    0.64976E-01   -0.39855E+02
   518    0.25142E+04    0.69025E+01    0.65174E-01   -0.38670E+02
   519    0.25183E+04    0.68700E+01    0.65371E-01   -0.37475E+02
   520    0.25220E+04    0.68421E+01    0.65567E-01   -0.36272E+02
   521    0.25255E+04    0.68188E+01    0.65762E-01   -0.35062E+02
   522    0.25288E+04    0.68003E+01    0.65957E-01   -0.33843E+02
   523    0.25319E+04    0.67865E+01    0.66151E-01   -0.32618E+02
   524    0.25348E+04    0.67774E+01    0.66343E-01   -0.31388E+02
   525    0.25373E+04    0.67731E+01    0.66535E-01   -0.30151E+02
   526    0.25397E+04    0.67736E+01    0.66726E-01   -0.28910E+02
   527    0.25420E+04    0.67789E+01    0.66915E-01   -0.27666E+02
   528    0.25440E+04    0.67890E+01    0.67104E-01   -0.26419E+02
   529    0.25457E+04    0.68043E+01    0.67292E-01   -0.25169E+02
   530    0.25472E+04    0.68244E+01    0.67479E-01   -0.23920E+02
   531    0.25486E+04    0.68494E+01    0.67664E-01   -0.22667E+02
   532    0.25497E+04    0.68794E+01    0.67848E-01   -0.21416E+02
   533    0.25505E+04    0.69144E+01    0.68032E-01   -0.20165E+02
   534    0.25511E+04    0.69544E+01    0.68214E-01   -0.18916E+02
   535    0.25514E+04    0.69995E+01    0.68395E-01   -0.17669E+02
   536    0.25516E+04    0.70496E+01    0.68574E-01   -0.16425E+02
   537    0.25516E+04    0.71046E+01    0.68753E-01   -0.15184E+02
   538    0.25513E+04    0.71649E+01    0.68930E-01   -0.13947E+02
   539    0.25508E+04    0.72300E+01    0.69106E-01   -0.12716E+02
   540    0.25501E+04    0.73004E+01    0.69280E-01   -0.11491E+02
   541    0.25491E+04    0.73757E+01    0.69453E-01   -0.10271E+02
   542    0.25480E+04    0.74560E+01    0.69625E-01   -0.90598E+01
   543    0.25466E+04    0.75416E+01    0.69796E-01   -0.78559E+01
   544    0.25451E+04    0.76321E+01    0.69965E-01   -0.66605E+01
   545    0.25432E+04    0.77276E+01    0.70133E-01   -0.54742E+01
   546    0.25412E+04    0.78280E+01    0.70299E-01   -0.42980E+01
   547    0.25390E+04    0.79333E+01    0.70464E-01   -0.31321E+01
   548    0.25365E+04    0.80436E+01    0.70627E-01   -0.19775E+01
   549    0.25339E+04    0.81589E+01    0.70789E-01   -0.83500E+00
   550    0.25311E+04    0.82793E+01    0.70950E-01    0.29496E+00
   551    0.25281E+04    0.84046E+01    0.71109E-01    0.14118E+01
   552    0.25248E+04    0.85349E+01    0.71267E-01    0.25144E+01
   553    0.25214E+04    0.86688E+01    0.71423E-01    0.36025E+01
   554    0.25178E+04    0.88091E+01    0.71577E-01    0.46755E+01
   555    0.25139E+04    0.89537E+01    0.71731E-01    0.57325E+01
   556    0.25099E+04    0.91032E+01    0.71882E-01    0.67733E+01
   557    0.25057E+04    0.92571E+01    0.72032E-01    0.77963E+01
   558    0.25012E+04    0.94167E+01    0.72181E-01    0.88020E+01
   559    0.24966E+04    0.95798E+01    0.72328E-01    0.97897E+01
   560    0.24919E+04    0.97471E+01    0.72473E-01    0.10758E+02
   561    0.24869E+04    0.99194E+01    0.72617E-01    0.11707E+02
   562    0.24818E+04    0.10097E+02    0.72759E-01    0.12635E+02
   563    0.24765E+04    0.10278E+02    0.72900E-01    0.13545E+02
   564    0.24711E+04    0.10464E+02    0.73039E-01    0.14432E+02
   565    0.24655E+04    0.10654E+02    0.73177E-01    0.15298E+02
   566    0.24597E+04    0.10848E+02    0.73313E-01    0.16141E+02
   567    0.24538E+04    0.11046E+02    0.73447E-01    0.16961E+02
   568    0.24477E+04    0.11249E+02    0.73580E-01    0.17759E+02
   569    0.24415E+04    0.11456E+02    0.73711E-01    0.18534E+02
   570    0.24351E+04    0.11667E+02    0.73841E-01    0.19283E+02
   571    0.24286E+04    0.11882E+02    0.73969E-01    0.20007E+02
   572    0.24219E+04    0.12100E+02    0.74095E-01    0.20708E+02
   573    0.24151E+04    0.12322E+02    0.74220E-01    0.21381E+02
   574    0.24082E+04    0.12548E+02    0.74343E-01    0.22030E+02
   575    0.24011E+04    0.12777E+02    0.74465E-01    0.22651E+02
   576    0.23940E+04    0.13011E+02    0.74585E-01    0.23246E+02
   577    0.23866E+04    0.13247E+02    0.74703E-01    0.23814E+02
   578    0.23792E+04    0.13487E+02    0.74820E-01    0.24354E+02
   579    0.23718E+04    0.13731E+02    0.74935E-01    0.24867E+02
   580    0.23642E+04    0.13978E+02    0.75049E-01    0.25351E+02
   581    0.23564E+04    0.14227E+02    0.75161E-01    0.25807E+02
   582    0.23485E+04    0.14480E+02    0.75271E-01    0.26234E+02
   583    0.23406E+04    0.14736E+02    0.75380E-01    0.26631E+02
   584    0.23326E+04    0.14995E+02    0.75487E-01    0.26999E+02
   585    0.23246E+04    0.15256E+02    0.75592E-01    0.27337E+02
   586    0.23164E+04    0.15520E+02    0.75696E-01    0.27645E+02
   587    0.23082E+04    0.15787E+02    0.75799E-01    0.27923E+02
   588    0.22999E+04    0.16056E+02    0.75899E-01    0.28170E+02
   589    0.22915E+04    0.16328E+02    0.75999E-01    0.28386E+02
   590    0.22830E+04    0.16601E+02    0.76096E-01    0.28572E+02
   591    0.22745E+04    0.16878E+02    0.76192E-01    0.28726E+02
   592    0.22660E+04    0.17156E+02    0.76287E-01    0.28848E+02
   593    0.22574E+04    0.17437E+02    0.76380E-01    0.28941E+02
   594    0.22486E+04    0.17719E+02    0.76471E-01    0.29000E+02
   595    0.22399E+04    0.18002E+02    0.76561E-01    0.29029E+02
   596    0.22312E+04    0.18289E+02    0.76650E-01    0.29024E+02
   597    0.22224E+04    0.18575E+02    0.76737E-01    0.28989E+02
   598    0.22138E+04    0.18863E+02    0.76822E-01    0.28921E+02
   599    0.22051E+04    0.19153E+02    0.76906E-01    0.28822E+02
   600    0.21963E+04    0.19445E+02    0.76989E-01    0.28690E+02
   601    0.21874E+04    0.19738E+02    0.77070E-01    0.28527E+02
   602    0.21786E+04    0.20030E+02    0.77150E-01    0.28330E+02
   603    0.21697E+04    0.20325E+02    0.77228E-01    0.28103E+02
   604    0.21610E+04    0.20620E+02    0.77305E-01    0.27843E+02
   605    0.21522E+04    0.20915E+02    0.77381E-01    0.27550E+02
   606    0.21434E+04    0.21211E+02    0.77455E-01    0.27226E+02
   607    0.21344E+04    0.21508E+02    0.77529E-01    0.26870E+02
   608    0.21257E+04    0.21805E+02    0.77600E-01    0.26482E+02
   609    0.21170E+04    0.22102E+02    0.77671E-01    0.26062E+02
   610    0.21083E+04    0.22398E+02    0.77740E-01    0.25610E+02
   611    0.20996E+04    0.22696E+02    0.77808E-01    0.25127E+02
   612    0.20910E+04    0.22993E+02    0.77875E-01    0.24613E+02
   613    0.20824E+04    0.23288E+02    0.77941E-01    0.24066E+02
   614    0.20738E+04    0.23585E+02    0.78006E-01    0.23489E+02
   615    0.20653E+04    0.23879E+02    0.78069E-01    0.22880E+02
   616    0.20568E+04    0.24175E+02    0.78132E-01    0.22242E+02
   617    0.20485E+04    0.24470E+02    0.78193E-01    0.21572E+02
   618    0.20402E+04    0.24763E+02    0.78253E-01    0.20872E+02
   619    0.20319E+04    0.25057E+02    0.78313E-01    0.20143E+02
   620    0.20238E+04    0.25348E+02    0.78371E-01    0.19384E+02
   621    0.20157E+04    0.25639E+02    0.78429E-01    0.18595E+02
   622    0.20076E+04    0.25929E+02    0.78485E-01    0.17777E+02
   623    0.19998E+04    0.26216E+02    0.78541E-01    0.16930E+02
   624    0.19919E+04    0.26502E+02    0.78596E-01    0.16055E+02
   625    0.19841E+04    0.26786E+02    0.78650E-01    0.15151E+02
   626    0.19764E+04    0.27069E+02    0.78703E-01    0.14219E+02
   627    0.19689E+04    0.27349E+02    0.78756E-01    0.13260E+02
   628    0.19614E+04    0.27627E+02    0.78808E-01    0.12273E+02
   629    0.19541E+04    0.27904E+02    0.78859E-01    0.11260E+02
   630    0.19468E+04    0.28178E+02    0.78909E-01    0.10218E+02
   631    0.19397E+04    0.28449E+02    0.78959E-01    0.91525E+01
   632    0.19327E+04    0.28718E+02    0.79009E-01    0.80598E+01
   633    0.19257E+04    0.28986E+02    0.79057E-01    0.69425E+01
   634    0.19190E+04    0.29249E+02    0.79106E-01    0.58005E+01
   635    0.19124E+04    0.29510E+02    0.79153E-01    0.46343E+01
   636    0.19058E+04    0.29770E+02    0.79200E-01    0.34444E+01
   637    0.18994E+04    0.30024E+02    0.79247E-01    0.22303E+01
   638    0.18932E+04    0.30277E+02    0.79294E-01    0.99408E+00
   639    0.18871E+04    0.30526E+02    0.79340E-01   -0.26523E+00
   640    0.18811E+04    0.30772E+02    0.79385E-01   -0.15460E+01
   641    0.18753E+04    0.31015E+02    0.79431E-01   -0.28484E+01
   642    0.18696E+04    0.31254E+02    0.79476E-01   -0.41716E+01
   643    0.18641E+04    0.31490E+02    0.79520E-01   -0.55151E+01
   644    0.18587E+04    0.31721E+02    0.79565E-01   -0.68783E+01
   645    0.18535E+04    0.31948E+02    0.79609E-01   -0.82610E+01
   646    0.18484E+04    0.32173E+02    0.79653E-01   -0.96624E+01
   647    0.18436E+04    0.32392E+02    0.79697E-01   -0.11082E+02
   648    0.18387E+04    0.32609E+02    0.79741E-01   -0.12519E+02
   649    0.18342E+04    0.32820E+02    0.79785E-01   -0.13974E+02
   650    0.18298E+04    0.33027E+02    0.79829E-01   -0.15444E+02
   651    0.18255E+04    0.33231E+02    0.79872E-01   -0.16930E+02
   652    0.18214E+04    0.33430E+02    0.79916E-01   -0.18432E+02
   653    0.18176E+04    0.33623E+02    0.79960E-01   -0.19948E+02
   654    0.18138E+04    0.33813E+02    0.80003E-01   -0.21477E+02
   655    0.18102E+04    0.33999E+02    0.80047E-01   -0.23019E+02
   656    0.18069E+04    0.34179E+02    0.80091E-01   -0.24575E+02
   657    0.18037E+04    0.34355E+02    0.80135E-01   -0.26141E+02
   658    0.18006E+04    0.34526E+02    0.80179E-01   -0.27719E+02
   659    0.17978E+04    0.34692E+02    0.80224E-01   -0.29307E+02
   660    0.17952E+04    0.34853E+02    0.80268E-01   -0.30905E+02
   661    0.17927E+04    0.35008E+02    0.80313E-01   -0.32511E+02
   662    0.17904E+04    0.35160E+02    0.80358E-01   -0.34126E+02
   663    0.17883E+04    0.35306E+02    0.80403E-01   -0.35750E+02
   664    0.17864E+04    0.35446E+02    0.80449E-01   -0.37380E+02
   665    0.17846E+04    0.35581E+02    0.80495E-01   -0.39016E+02
   666    0.17830E+04    0.35711E+02    0.80541E-01   -0.40658E+02
   667    0.17816E+04    0.35835E+02    0.80588E-01   -0.42305E+02
   668    0.17804E+04    0.35954E+02    0.80635E-01   -0.43956E+02
   669    0.17794E+04    0.36068E+02    0.80682E-01   -0.45611E+02
   670    0.17786E+04    0.36176E+02    0.80730E-01   -0.47267E+02
   671    0.17780E+04    0.36280E+02    0.80779E-01   -0.48927E+02
   672    0.17775E+04    0.36376E+02    0.80828E-01   -0.50588E+02
   673    0.17772E+04    0.36469E+02    0.80877E-01   -0.52249E+02
   674    0.17772E+04    0.36555E+02    0.80927E-01   -0.53910E+02
   675    0.17773E+04    0.36635E+02    0.80978E-01   -0.55570E+02
   676    0.17775E+04    0.36710E+02    0.81029E-01   -0.57228E+02
   677    0.17780E+04    0.36779E+02    0.81081E-01   -0.58885E+02
   678    0.17787E+04    0.36841E+02    0.81134E-01   -0.60539E+02
   679    0.17795E+04    0.36899E+02    0.81187E-01   -0.62188E+02
   680    0.17807E+04    0.36951E+02    0.81241E-01   -0.63834E+02
   681    0.17819E+04    0.36997E+02    0.81296E-01   -0.65474E+02
   682    0.17833E+04    0.37036E+02    0.81352E-01   -0.67109E+02
   683    0.17850E+04    0.37071E+02    0.81408E-01   -0.68739E+02
   684    0.17867E+04    0.37099E+02    0.81465E-01   -0.70361E+02
   685    0.17886E+04    0.37121E+02    0.81523E-01   -0.71976E+02
   686    0.17907E+04    0.37137E+02    0.81582E-01   -0.73574E+02
   687    0.17931E+04    0.37148E+02    0.81642E-01   -0.75167E+02
   688    0.17955E+04    0.37153E+02    0.81702E-01   -0.76753E+02
   689    0.17982E+04    0.37151E+02    0.81764E-01   -0.78324E+02
   690    0.18010E+04    0.37145E+02    0.81826E-01   -0.79888E+02
   691    0.18040E+04    0.37130E+02    0.81890E-01   -0.81437E+02
   692    0.18071E+04    0.37112E+02    0.81954E-01   -0.82971E+02
   693    0.18105E+04    0.37087E+02    0.82019E-01   -0.84499E+02
   694    0.18139E+04    0.37056E+02    0.82086E-01   -0.86004E+02
   695    0.18176E+04    0.37021E+02    0.82153E-01   -0.87495E+02
   696    0.18215E+04    0.36979E+02    0.82222E-01   -0.88986E+02
   697    0.18255E+04    0.36931E+02    0.82291E-01   -0.90448E+02
   698    0.18296E+04    0.36877E+02    0.82361E-01   -0.91895E+02
   699    0.18339E+04    0.36818E+02    0.82433E-01   -0.93321E+02
   700    0.18383E+04    0.36753E+02    0.82506E-01   -0.94732E+02
   701    0.18430E+04    0.36682E+02    0.82580E-01   -0.96129E+02
   702    0.18477E+04    0.36606E+02    0.82654E-01   -0.97497E+02
   703    0.18526E+04    0.36524E+02    0.82730E-01   -0.98866E+02
   704    0.18576E+04    0.36437E+02    0.82808E-01   -0.10020E+03
   705    0.18627E+04    0.36343E+02    0.82886E-01   -0.10151E+03
   706    0.18681E+04    0.36245E+02    0.82965E-01   -0.10281E+03
   707    0.18734E+04    0.36141E+02    0.83046E-01   -0.10408E+03
   708    0.18791E+04    0.36033E+02    0.83127E-01   -0.10532E+03
   709    0.18848E+04    0.35919E+02    0.83210E-01   -0.10655E+03
   710    0.18906E+04    0.35799E+02    0.83294E-01   -0.10775E+03
   711    0.18966E+04    0.35674E+02    0.83379E-01   -0.10893E+03
   712    0.19027E+04    0.35544E+02    0.83466E-01   -0.11009E+03
   713    0.19090E+04    0.35409E+02    0.83553E-01   -0.11121E+03
   714    0.19152E+04    0.35270E+02    0.83642E-01   -0.11232E+03
   715    0.19216E+04    0.35125E+02    0.83731E-01   -0.11340E+03
   716    0.19282E+04    0.34975E+02    0.83822E-01   -0.11445E+03
   717    0.19348E+04    0.34822E+02    0.83914E-01   -0.11547E+03
   718    0.19415E+04    0.34663E+02    0.84007E-01   -0.11648E+03
   719    0.19483E+04    0.34498E+02    0.84102E-01   -0.11744E+03
   720    0.19552E+04    0.34329E+02    0.84197E-01   -0.11838E+03
   721    0.19623E+04    0.34157E+02    0.84294E-01   -0.11929E+03
   722    0.19693E+04    0.33980E+02    0.84391E-01   -0.12016E+03
   723    0.19765E+04    0.33799E+02    0.84490E-01   -0.12102E+03
   724    0.19837E+04    0.33613E+02    0.84590E-01   -0.12185E+03
   725    0.19911E+04    0.33424E+02    0.84691E-01   -0.12264E+03
   726    0.19985E+04    0.33232E+02    0.84793E-01   -0.12339E+03
   727    0.20060E+04    0.33035E+02    0.84896E-01   -0.12413E+03
   728    0.20135E+04    0.32832E+02    0.85000E-01   -0.12483E+03
   729    0.20211E+04    0.32627E+02    0.85105E-01   -0.12550E+03
   730    0.20287E+04    0.32419E+02    0.85212E-01   -0.12613E+03
   731    0.20365E+04    0.32205E+02    0.85319E-01   -0.12673E+03
   732    0.20442E+04    0.31990E+02    0.85427E-01   -0.12730E+03
   733    0.20520E+04    0.31771E+02    0.85537E-01   -0.12784E+03
   734    0.20599E+04    0.31548E+02    0.85647E-01   -0.12834E+03
   735    0.20678E+04    0.31322E+02    0.85758E-01   -0.12882E+03
   736    0.20757E+04    0.31093E+02    0.85870E-01   -0.12925E+03
   737    0.20837E+04    0.30862E+02    0.85983E-01   -0.12966E+03
   738    0.20916E+04    0.30628E+02    0.86097E-01   -0.13002E+03
   739    0.20996E+04    0.30390E+02    0.86212E-01   -0.13035E+03
   740    0.21075E+04    0.30150E+02    0.86328E-01   -0.13065E+03
   741    0.21156E+04    0.29906E+02    0.86445E-01   -0.13092E+03
   742    0.21236E+04    0.29663E+02    0.86563E-01   -0.13115E+03
   743    0.21317E+04    0.29418E+02    0.86681E-01   -0.13135E+03
   744    0.21398E+04    0.29169E+02    0.86800E-01   -0.13151E+03
   745    0.21478E+04    0.28918E+02    0.86921E-01   -0.13164E+03
   746    0.21558E+04    0.28665E+02    0.87041E-01   -0.13172E+03
   747    0.21638E+04    0.28410E+02    0.87163E-01   -0.13178E+03
   748    0.21718E+04    0.28155E+02    0.87286E-01   -0.13181E+03
   749    0.21798E+04    0.27895E+02    0.87409E-01   -0.13180E+03
   750    0.21878E+04    0.27636E+02    0.87533E-01   -0.13176E+03
   751    0.21957E+04    0.27375E+02    0.87657E-01   -0.13167E+03
   752    0.22037E+04    0.27114E+02    0.87783E-01   -0.13155E+03
   753    0.22116E+04    0.26850E+02    0.87909E-01   -0.13140E+03
   754    0.22194E+04    0.26587E+02    0.88035E-01   -0.13121E+03
   755    0.22273E+04    0.26322E+02    0.88163E-01   -0.13099E+03
   756    0.22349E+04    0.26056E+02    0.88290E-01   -0.13073E+03
   757    0.22427E+04    0.25790E+02    0.88419E-01   -0.13043E+03
   758    0.22503E+04    0.25523E+02    0.88548E-01   -0.13010E+03
   759    0.22580E+04    0.25256E+02    0.88677E-01   -0.12974E+03
   760    0.22655E+04    0.24988E+02    0.88807E-01   -0.12934E+03
   761    0.22729E+04    0.24721E+02    0.88938E-01   -0.12891E+03
   762    0.22804E+04    0.24453E+02    0.89069E-01   -0.12845E+03
   763    0.22877E+04    0.24187E+02    0.89200E-01   -0.12795E+03
   764    0.22950E+04    0.23919E+02    0.89332E-01   -0.12742E+03
   765    0.23022E+04    0.23652E+02    0.89464E-01   -0.12685E+03
   766    0.23093E+04    0.23387E+02    0.89597E-01   -0.12625E+03
   767    0.23163E+04    0.23122E+02    0.89730E-01   -0.12562E+03
   768    0.23233E+04    0.22857E+02    0.89863E-01   -0.12495E+03
   769    0.23301E+04    0.22592E+02    0.89997E-01   -0.12425E+03
   770    0.23368E+04    0.22329E+02    0.90130E-01   -0.12353E+03
   771    0.23435E+04    0.22067E+02    0.90264E-01   -0.12276E+03
   772    0.23500E+04    0.21807E+02    0.90399E-01   -0.12196E+03
   773    0.23564E+04    0.21548E+02    0.90533E-01   -0.12113E+03
   774    0.23627E+04    0.21290E+02    0.90667E-01   -0.12028E+03
   775    0.23690E+04    0.21034E+02    0.90802E-01   -0.11939E+03
   776    0.23750E+04    0.20780E+02    0.90937E-01   -0.11847E+03
   777    0.23809E+04    0.20528E+02    0.91071E-01   -0.11752E+03
   778    0.23869E+04    0.20277E+02    0.91206E-01   -0.11653E+03
   779    0.23926E+04    0.20029E+02    0.91341E-01   -0.11553E+03
   780    0.23981E+04    0.19781E+02    0.91475E-01   -0.11449E+03
   781    0.24036E+04    0.19538E+02    0.91610E-01   -0.11342E+03
   782    0.24089E+04    0.19296E+02    0.91744E-01   -0.11234E+03
   783    0.24141E+04    0.19057E+02    0.91878E-01   -0.11122E+03
   784    0.24192E+04    0.18821E+02    0.92012E-01   -0.11007E+03
   785    0.24241E+04    0.18587E+02    0.92146E-01   -0.10890E+03
   786    0.24289E+04    0.18356E+02    0.92280E-01   -0.10767E+03
