#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105234E-04   0.191430E+07   0.191430E+07   0.255229E+07   0.255228E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192404E+07  -0.600722E+00   0.191089E+07   0.191089E+07   0.488812E+00
   0.116201E-04   0.191430E+07   0.191430E+07   0.255226E+07   0.255226E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192404E+07  -0.600722E+00   0.191089E+07   0.191089E+07   0.539753E+00
   0.128311E-04   0.191430E+07   0.191430E+07   0.255223E+07   0.255223E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192404E+07  -0.600722E+00   0.191089E+07   0.191089E+07   0.596001E+00
   0.141684E-04   0.191430E+07   0.191430E+07   0.255219E+07   0.255219E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192403E+07  -0.600722E+00   0.191089E+07   0.191089E+07   0.658109E+00
   0.156450E-04   0.191430E+07   0.191430E+07   0.255215E+07   0.255214E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192403E+07  -0.600722E+00   0.191089E+07   0.191089E+07   0.726689E+00
   0.172755E-04   0.191430E+07   0.191430E+07   0.255209E+07   0.255209E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192403E+07  -0.600721E+00   0.191089E+07   0.191089E+07   0.802414E+00
   0.190759E-04   0.191430E+07   0.191430E+07   0.255203E+07   0.255202E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192403E+07  -0.600721E+00   0.191089E+07   0.191089E+07   0.886026E+00
   0.210640E-04   0.191430E+07   0.191430E+07   0.255194E+07   0.255194E+07   0.000000E+00   0.191430E+07   0.191430E+07   0.192403E+07  -0.600720E+00   0.191088E+07   0.191088E+07   0.978348E+00
   0.232593E-04   0.191429E+07   0.191429E+07   0.255184E+07   0.255183E+07   0.000000E+00   0.191429E+07   0.191429E+07   0.192403E+07  -0.600720E+00   0.191088E+07   0.191088E+07   0.108029E+01
   0.256833E-04   0.191429E+07   0.191429E+07   0.255172E+07   0.255171E+07   0.000000E+00   0.191429E+07   0.191429E+07   0.192403E+07  -0.600719E+00   0.191088E+07   0.191088E+07   0.119284E+01
   0.283600E-04   0.191429E+07   0.191429E+07   0.255157E+07   0.255156E+07   0.000000E+00   0.191429E+07   0.191429E+07   0.192403E+07  -0.600718E+00   0.191088E+07   0.191088E+07   0.131711E+01
