#           k/h    P           
    0.10000E-03    0.13079E+01
    0.10202E-03    0.13334E+01
    0.10408E-03    0.13594E+01
    0.10618E-03    0.13859E+01
    0.10833E-03    0.14130E+01
    0.11052E-03    0.14405E+01
    0.11275E-03    0.14686E+01
    0.11503E-03    0.14973E+01
    0.11735E-03    0.15265E+01
    0.11972E-03    0.15562E+01
    0.12214E-03    0.15866E+01
    0.12461E-03    0.16175E+01
    0.12712E-03    0.16491E+01
    0.12969E-03    0.16812E+01
    0.13231E-03    0.17140E+01
    0.13499E-03    0.17474E+01
    0.13771E-03    0.17815E+01
    0.14049E-03    0.18162E+01
    0.14333E-03    0.18517E+01
    0.14623E-03    0.18878E+01
    0.14918E-03    0.19246E+01
    0.15220E-03    0.19621E+01
    0.15527E-03    0.20004E+01
    0.15841E-03    0.20394E+01
    0.16161E-03    0.20791E+01
    0.16487E-03    0.21197E+01
    0.16820E-03    0.21610E+01
    0.17160E-03    0.22031E+01
    0.17507E-03    0.22461E+01
    0.17860E-03    0.22899E+01
    0.18221E-03    0.23345E+01
    0.18589E-03    0.23800E+01
    0.18965E-03    0.24264E+01
    0.19348E-03    0.24737E+01
    0.19739E-03    0.25219E+01
    0.20138E-03    0.25711E+01
    0.20544E-03    0.26212E+01
    0.20959E-03    0.26723E+01
    0.21383E-03    0.27243E+01
    0.21815E-03    0.27774E+01
    0.22255E-03    0.28316E+01
    0.22705E-03    0.28867E+01
    0.23164E-03    0.29430E+01
    0.23632E-03    0.30003E+01
    0.24109E-03    0.30588E+01
    0.24596E-03    0.31184E+01
    0.25093E-03    0.31791E+01
    0.25600E-03    0.32411E+01
    0.26117E-03    0.33042E+01
    0.26645E-03    0.33686E+01
    0.27183E-03    0.34342E+01
    0.27732E-03    0.35011E+01
    0.28292E-03    0.35692E+01
    0.28864E-03    0.36387E+01
    0.29447E-03    0.37096E+01
    0.30042E-03    0.37818E+01
    0.30649E-03    0.38555E+01
    0.31268E-03    0.39305E+01
    0.31899E-03    0.40070E+01
    0.32544E-03    0.40850E+01
    0.33201E-03    0.41645E+01
    0.33872E-03    0.42456E+01
    0.34556E-03    0.43282E+01
    0.35254E-03    0.44124E+01
    0.35966E-03    0.44982E+01
    0.36693E-03    0.45857E+01
    0.37434E-03    0.46749E+01
    0.38190E-03    0.47658E+01
    0.38962E-03    0.48585E+01
    0.39749E-03    0.49530E+01
    0.40552E-03    0.50493E+01
    0.41371E-03    0.51474E+01
    0.42207E-03    0.52475E+01
    0.43060E-03    0.53494E+01
    0.43929E-03    0.54534E+01
    0.44817E-03    0.55593E+01
    0.45722E-03    0.56673E+01
    0.46646E-03    0.57773E+01
    0.47588E-03    0.58895E+01
    0.48550E-03    0.60038E+01
    0.49530E-03    0.61203E+01
    0.50531E-03    0.62391E+01
    0.51552E-03    0.63601E+01
    0.52593E-03    0.64835E+01
    0.53656E-03    0.66092E+01
    0.54739E-03    0.67373E+01
    0.55845E-03    0.68679E+01
    0.56973E-03    0.70010E+01
    0.58124E-03    0.71366E+01
    0.59299E-03    0.72748E+01
    0.60496E-03    0.74156E+01
    0.61719E-03    0.75591E+01
    0.62965E-03    0.77054E+01
    0.64237E-03    0.78544E+01
    0.65535E-03    0.80062E+01
    0.66859E-03    0.81610E+01
    0.68210E-03    0.83186E+01
    0.69588E-03    0.84793E+01
    0.70993E-03    0.86430E+01
    0.72427E-03    0.88098E+01
    0.73891E-03    0.89797E+01
    0.75383E-03    0.91528E+01
    0.76906E-03    0.93292E+01
    0.78460E-03    0.95088E+01
    0.80045E-03    0.96919E+01
    0.81662E-03    0.98784E+01
    0.83311E-03    0.10068E+02
    0.84994E-03    0.10262E+02
    0.86711E-03    0.10459E+02
    0.88463E-03    0.10660E+02
    0.90250E-03    0.10864E+02
    0.92073E-03    0.11072E+02
    0.93933E-03    0.11285E+02
    0.95831E-03    0.11501E+02
    0.97767E-03    0.11721E+02
    0.99742E-03    0.11945E+02
    0.10176E-02    0.12173E+02
    0.10381E-02    0.12405E+02
    0.10591E-02    0.12641E+02
    0.10805E-02    0.12882E+02
    0.11023E-02    0.13127E+02
    0.11246E-02    0.13377E+02
    0.11473E-02    0.13631E+02
    0.11705E-02    0.13890E+02
    0.11941E-02    0.14153E+02
    0.12182E-02    0.14421E+02
    0.12429E-02    0.14693E+02
    0.12680E-02    0.14971E+02
    0.12936E-02    0.15253E+02
