#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.105234E-04   0.100086E+07   0.100086E+07   0.133444E+07   0.133444E+07   0.000000E+00   0.100086E+07   0.100086E+07   0.101053E+07  -0.601461E+00   0.998658E+06   0.998658E+06   0.111907E+00
   0.116201E-04   0.100086E+07   0.100086E+07   0.133444E+07   0.133444E+07   0.000000E+00   0.100086E+07   0.100086E+07   0.101053E+07  -0.601461E+00   0.998658E+06   0.998658E+06   0.123569E+00
   0.128311E-04   0.100086E+07   0.100086E+07   0.133443E+07   0.133443E+07   0.000000E+00   0.100086E+07   0.100086E+07   0.101053E+07  -0.601461E+00   0.998658E+06   0.998658E+06   0.136447E+00
   0.141684E-04   0.100085E+07   0.100085E+07   0.133442E+07   0.133442E+07   0.000000E+00   0.100085E+07   0.100085E+07   0.101053E+07  -0.601460E+00   0.998658E+06   0.998658E+06   0.150668E+00
   0.156450E-04   0.100085E+07   0.100085E+07   0.133441E+07   0.133441E+07   0.000000E+00   0.100085E+07   0.100085E+07   0.101053E+07  -0.601460E+00   0.998657E+06   0.998657E+06   0.166370E+00
   0.172755E-04   0.100085E+07   0.100085E+07   0.133439E+07   0.133439E+07   0.000000E+00   0.100085E+07   0.100085E+07   0.101053E+07  -0.601460E+00   0.998657E+06   0.998657E+06   0.183709E+00
   0.190759E-04   0.100085E+07   0.100085E+07   0.133438E+07   0.133437E+07   0.000000E+00   0.100085E+07   0.100085E+07   0.101053E+07  -0.601460E+00   0.998657E+06   0.998657E+06   0.202855E+00
   0.210640E-04   0.100085E+07   0.100085E+07   0.133435E+07   0.133435E+07   0.000000E+00   0.100085E+07   0.100085E+07   0.101053E+07  -0.601459E+00   0.998656E+06   0.998656E+06   0.223996E+00
   0.232593E-04   0.100085E+07   0.100085E+07   0.133433E+07   0.133432E+07   0.000000E+00   0.100085E+07   0.100085E+07   0.101053E+07  -0.601459E+00   0.998656E+06   0.998656E+06   0.247340E+00
   0.256833E-04   0.100085E+07   0.100085E+07   0.133430E+07   0.133429E+07   0.000000E+00   0.100085E+07   0.100085E+07   0.101052E+07  -0.601458E+00   0.998655E+06   0.998655E+06   0.273117E+00
